LineNo,TimeUS,ThI,ABst,ThO,ThH,DAIt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt,labels
126202,172063647,0.3597872,0.04204139,0.415164,0.3450014,21.56922,21.53972,21.59,0,0,21.44805,3,5,0
126291,172163607,0.3729915,0.05746904,0.4154944,0.3450014,21.57003,21.54681,21.61,0,0,21.45862,3,5,0
126380,172263567,0.3608517,0.04625091,0.4206413,0.3450014,21.57089,21.55342,21.62,0,0,21.46877,2,4,0
126473,172363527,0.3683341,0.05878064,0.4180386,0.3450014,21.57173,21.56036,21.63,0,0,21.47943,2,4,0
126563,172463487,0.3617523,0.04936418,0.422114,0.3450014,21.57258,21.56669,21.63,0,0,21.4896,1,3,0
126654,172563447,0.3692351,0.06081221,0.4194176,0.3450014,21.57344,21.57339,21.63,0,0,21.50014,0,2,0
126743,172663407,0.3615638,0.04882571,0.4226683,0.3450014,21.57427,21.57933,21.65,0,0,21.51011,0,2,0
126833,172763367,0.3668725,0.0602909,0.4183394,0.3450014,21.57509,21.58554,21.65,0,0,21.52048,0,1,0
126923,172863327,0.3610544,0.0485155,0.4215244,0.3450014,21.57592,21.59079,21.65,0,0,21.53,0,1,0
127012,172963287,0.364854,0.05983293,0.4183131,0.3450014,21.57678,21.59601,21.67,0,0,21.53949,-1,0,0
127103,173064080,0.3628814,0.04775527,0.421049,0.3450014,21.57764,21.60023,21.67,0,0,21.5481,-1,0,0
127192,173164040,0.361392,0.05686104,0.4151693,0.3450014,21.57845,21.60447,21.68,0,0,21.55686,-1,0,0
127282,173264000,0.3616541,0.0477123,0.4175751,0.3450014,21.57931,21.608,21.68,0,0,21.56503,-2,0,0
127374,173363960,0.3608622,0.05610117,0.413999,0.3450014,21.58016,21.61164,21.68,0,0,21.57343,-2,0,0
127464,173463920,0.3627155,0.04985821,0.4189824,0.3450014,21.58102,21.61436,21.69,0,0,21.5811,-2,-1,0
127555,173563880,0.3634675,0.05756363,0.4165863,0.3450014,21.58188,21.6167,21.69,0,0,21.58838,-2,-1,0
127644,173663840,0.3638694,0.05030125,0.4201058,0.3450014,21.58276,21.61822,21.69,0,0,21.59497,-2,-1,0
127734,173763800,0.3614739,0.05757403,0.4166968,0.3450014,21.58361,21.61998,21.69,0,0,21.60191,-2,-2,0
127824,173863760,0.3630013,0.04972118,0.4196441,0.3450014,21.58447,21.62117,21.69,0,0,21.60829,-2,-2,0
127913,173963720,0.3638441,0.06052139,0.4169353,0.3450014,21.58533,21.62266,21.7,0,0,21.61515,-2,-2,0
128004,174063680,0.3600393,0.04965359,0.4219241,0.3450014,21.58621,21.62351,21.7,0,0,21.62156,-2,-2,0
128093,174163640,0.362745,0.06111109,0.4175998,0.3450014,21.58698,21.6247,21.7,0,0,21.6283,-2,-2,0
128182,174263600,0.359816,0.04822484,0.4201099,0.3450014,21.58783,21.62553,21.7,0,0,21.63493,-2,-2,0
128274,174363560,0.3661267,0.06125107,0.4176941,0.3450014,21.58871,21.62687,21.7,0,0,21.64201,-2,-2,0
128364,174463520,0.3620887,0.0500769,0.4217873,0.3450014,21.58957,21.62752,21.7,0,0,21.64858,-2,-2,0
128455,174563480,0.3606458,0.0584819,0.4165981,0.3450014,21.5904,21.62853,21.7,0,0,21.65563,-2,-2,0
128544,174663440,0.3631105,0.04987919,0.4199044,0.3450014,21.59124,21.62919,21.7,0,0,21.66233,-2,-2,0
128634,174763400,0.3638616,0.05966833,0.4168732,0.3450014,21.59205,21.63028,21.7,0,0,21.66959,-2,-2,0
128724,174863360,0.3636844,0.05024916,0.4209585,0.3450014,21.59291,21.6307,21.7,0,0,21.67629,-2,-2,0
128813,174963320,0.3608851,0.05948246,0.4175087,0.3450014,21.59365,21.6315,21.71,0,0,21.68356,-2,-2,0
128904,175063280,0.3644156,0.05078989,0.4211988,0.3450014,21.59449,21.63193,21.71,0,0,21.69046,-2,-2,0
128993,175164073,0.3617498,0.06109691,0.4167676,0.3450014,21.59526,21.63287,21.71,0,0,21.69787,-2,-2,0
129082,175264033,0.363668,0.05154043,0.4217315,0.3450014,21.59614,21.63357,21.71,0,0,21.70529,-2,-2,0
129173,175363993,0.3596877,0.06039056,0.4174123,0.3450014,21.59697,21.6348,21.71,0,0,21.71341,-2,-2,0
129264,175463953,0.3655792,0.05192614,0.4209325,0.3450014,21.59783,21.6356,21.71,0,0,21.72105,-2,-2,0
129355,175563913,0.3613491,0.06015027,0.4172452,0.3450014,21.59869,21.63683,21.71,0,0,21.72936,-2,-2,0
129444,175663873,0.3629817,0.05167624,0.4218875,0.3450014,21.59952,21.63751,21.71,0,0,21.73468,-2,-2,0
129534,175763833,0.3612807,0.06032816,0.4171654,0.3450014,21.60038,21.63865,21.71,0,0,21.73899,-2,-2,0
129623,175863793,0.3649629,0.05194771,0.4217892,0.3450014,21.60126,21.63919,21.71,0,0,21.74264,-2,-2,0
129713,175963753,0.3629864,0.06146419,0.4177701,0.3450014,21.60211,21.64017,21.71,0,0,21.7468,-2,-2,0
129804,176063713,0.3630575,0.05069107,0.421611,0.3450014,21.60299,21.64068,21.71,0,0,21.75023,-2,-2,0
129893,176163673,0.3606575,0.06091663,0.4165356,0.3450014,21.60385,21.64159,21.71,0,0,21.75407,-2,-2,0
129982,176263633,0.3606179,0.04973751,0.4212333,0.3450014,21.60471,21.64198,21.71,0,0,21.75734,-2,-2,0
130073,176363593,0.3627803,0.06197172,0.4171592,0.3450014,21.6055,21.64278,21.71,0,0,21.76088,-2,-2,0
130164,176463553,0.3624833,0.05053619,0.4221191,0.3450014,21.60633,21.64304,21.71,0,0,21.76383,-2,-2,0
130255,176563513,0.3600841,0.05947322,0.4161614,0.3450014,21.60719,21.64384,21.71,0,0,21.76719,-2,-2,0
130344,176663473,0.3631982,0.05138111,0.4206623,0.3450014,21.60798,21.64425,21.71,0,0,21.7701,-2,-2,0
130435,176763433,0.3614196,0.06039554,0.4167428,0.3450014,21.60884,21.64494,21.71,0,0,21.77323,-2,-2,0
130524,176863393,0.3628906,0.0516412,0.4214182,0.3450014,21.6097,21.64522,21.71,0,0,21.7759,-2,-2,0
130614,176963353,0.3590107,0.05796656,0.4159864,0.3450014,21.61057,21.64604,21.71,0,0,21.77898,-2,-2,0
130705,177063313,0.3650451,0.05086184,0.4190724,0.3450014,21.61143,21.64658,21.71,0,0,21.78172,-2,-2,0
130794,177163273,0.3615024,0.05968365,0.4148302,0.3450014,21.61227,21.64757,21.71,0,0,21.78484,-2,-2,0
130883,177264066,0.3605017,0.0502359,0.4209881,0.3450014,21.61312,21.64803,21.71,0,0,21.78732,-2,-2,0
130974,177364026,0.3604307,0.05994698,0.4159851,0.3450014,21.61396,21.64877,21.71,0,0,21.79,-2,-2,0
131065,177463986,0.3667153,0.05196133,0.4213469,0.3450014,21.61484,21.64901,21.71,0,0,21.79213,-2,-2,0
131156,177563946,0.3583376,0.05860481,0.4168368,0.3450014,21.61569,21.64941,21.7,0,0,21.79437,-2,-2,0
131245,177663906,0.3654472,0.05184919,0.4215115,0.3450014,21.61655,21.64946,21.7,0,0,21.79613,-2,-2,0
131335,177763866,0.3608446,0.05947259,0.4174577,0.3450014,21.61739,21.6497,21.7,0,0,21.79802,-2,-2,0
131424,177863826,0.3648678,0.05151746,0.4220147,0.3450014,21.61822,21.64959,21.7,0,0,21.79943,-2,-2,0
131514,177963786,0.3613333,0.05974945,0.4178083,0.3450014,21.61905,21.64975,21.7,0,0,21.80105,-2,-2,0
131605,178063746,0.3648198,0.05060956,0.4214868,0.3450014,21.61989,21.64963,21.7,0,0,21.80234,-2,-2,0
131694,178163706,0.3621869,0.06095028,0.4178703,0.3450014,21.62075,21.64972,21.7,0,0,21.80365,-2,-2,0
131783,178263666,0.3598127,0.0494315,0.4223202,0.3450014,21.6216,21.64957,21.7,0,0,21.80478,-1,-2,0
131875,178363626,0.3681701,0.06341451,0.4187384,0.3450014,21.62242,21.6498,21.7,0,0,21.80605,-1,-2,0
131966,178463586,0.3624915,0.05011588,0.4224427,0.3450014,21.62327,21.64978,21.7,0,0,21.80713,-1,-1,0
132057,178563546,0.3622,0.06142822,0.4188749,0.3450014,21.62413,21.65006,21.7,0,0,21.80832,-1,-1,0
132146,178663506,0.3642787,0.05170977,0.4228067,0.3450014,21.6249,21.65018,21.7,0,0,21.80929,-1,-1,0
132236,178763466,0.361031,0.05988762,0.4185652,0.3450014,21.62573,21.65058,21.7,0,0,21.81043,-1,-1,0
132325,178863426,0.3638395,0.05084151,0.421585,0.3450014,21.62657,21.65087,21.7,0,0,21.8114,-1,-1,0
132415,178963386,0.3599797,0.059412,0.4171181,0.3450014,21.62736,21.65149,21.7,0,0,21.81256,-1,-1,0
132506,179063346,0.3655388,0.05116898,0.4217458,0.3450014,21.62822,21.65187,21.7,0,0,21.81343,-1,-1,0
132595,179163306,0.3612401,0.0596177,0.4184127,0.3450014,21.62907,21.65229,21.7,0,0,21.81428,-1,-1,0
132684,179263266,0.3647393,0.05037549,0.4220098,0.3450014,21.62991,21.65255,21.7,0,0,21.81484,-1,-1,0
132775,179364059,0.3636742,0.06156698,0.4193318,0.3450014,21.63074,21.65302,21.7,0,0,21.81549,-1,-1,0
132866,179464019,0.365487,0.05119193,0.4233228,0.3450014,21.63156,21.65329,21.7,0,0,21.81594,-1,-1,0
132957,179563979,0.3605866,0.05988458,0.4192303,0.3450014,21.63244,21.65382,21.7,0,0,21.81648,-1,-1,0
133046,179663939,0.3651773,0.05056512,0.4219742,0.3450014,21.63332,21.65425,21.7,0,0,21.81685,-1,-1,0
133136,179763899,0.3619401,0.05977258,0.4178526,0.3450014,21.63411,21.65508,21.7,0,0,21.81755,-1,-1,0
133225,179863859,0.3651477,0.05062121,0.4215483,0.3450014,21.63496,21.65578,21.7,0,0,21.81795,-1,0,0
133315,179963819,0.3624823,0.05989206,0.4171969,0.3450014,21.63582,21.65685,21.7,0,0,21.81872,-1,0,0
133406,180063779,0.363847,0.05027416,0.4209159,0.3450014,21.6367,21.65776,21.7,0,0,21.81919,-1,0,0
133495,180163739,0.3658409,0.06108049,0.4179066,0.3450014,21.63751,21.65883,21.71,0,0,21.81978,-1,-1,0
133584,180263699,0.3623092,0.04926133,0.4215978,0.3450014,21.63835,21.65945,21.71,0,0,21.81985,-1,0,0
133675,180363659,0.3649401,0.06160963,0.4172847,0.3450014,21.63923,21.66042,21.71,0,0,21.82009,-1,-1,0
133766,180463619,0.3630866,0.04814345,0.421239,0.3450014,21.64008,21.66112,21.71,0,0,21.81994,-1,-1,0
133857,180563579,0.362745,0.05969045,0.4160351,0.3450014,21.6409,21.66225,21.71,0,0,21.82021,-1,-1,0
133946,180663539,0.3648823,0.04884174,0.4204429,0.3450014,21.64169,21.66309,21.71,0,0,21.82013,-1,-1,0
134036,180763499,0.3636324,0.05974025,0.4176392,0.3450014,21.64248,21.66398,21.71,0,0,21.81998,-1,-1,0
134125,180863459,0.3664702,0.05089036,0.4213111,0.3450014,21.64331,21.66458,21.71,0,0,21.81936,-1,-1,0
134215,180963419,0.3635986,0.06050056,0.4188004,0.3450014,21.64417,21.66531,21.71,0,0,21.81893,-1,-1,0
134306,181063379,0.3644825,0.05092922,0.4228988,0.3450014,21.64503,21.66584,21.71,0,0,21.81806,-1,-1,0
134395,181163339,0.3618051,0.06071183,0.4189416,0.3450014,21.64586,21.66669,21.71,0,0,21.81745,-1,-1,0
134484,181263299,0.3641578,0.05072579,0.4228232,0.3450014,21.64672,21.66734,21.71,0,0,21.81664,-1,-1,0
134575,181364092,0.3624711,0.06014109,0.4178405,0.3450014,21.64755,21.66821,21.71,0,0,21.81592,-1,-1,0
134666,181464052,0.3636199,0.0479928,0.4203347,0.3450014,21.64843,21.66893,21.72,0,0,21.81492,-1,0,0
134757,181564012,0.363806,0.05927166,0.4158762,0.3450014,21.64929,21.67002,21.72,0,0,21.81418,-1,-1,0
134847,181663972,0.3652664,0.05034357,0.4199972,0.3450014,21.65013,21.6708,21.72,0,0,21.81313,-1,-1,0
134937,181763932,0.362513,0.0602383,0.4170045,0.3450014,21.65074,21.67168,21.72,0,0,21.812,-1,-1,0
135026,181863892,0.3644491,0.05119848,0.421565,0.3450014,21.65114,21.67207,21.72,0,0,21.81031,-1,-1,0
135116,181963852,0.3599115,0.0580425,0.4160814,0.3450014,21.65138,21.67269,21.72,0,0,21.8088,-1,-1,0
135207,182063812,0.3645193,0.05011198,0.4201194,0.3450014,21.65158,21.67289,21.72,0,0,21.80674,-1,-1,0
135296,182163772,0.3611806,0.059302,0.4156361,0.3450014,21.6517,21.6733,21.72,0,0,21.80489,-2,-1,0
135385,182263732,0.3633943,0.04982379,0.4207591,0.3450014,21.6518,21.67336,21.72,0,0,21.80251,-2,-1,0
135477,182363692,0.3642528,0.06168669,0.417059,0.3450014,21.65188,21.67355,21.72,0,0,21.80026,-2,-2,0
135568,182463652,0.3602634,0.0489693,0.4217085,0.3450014,21.65198,21.67333,21.72,0,0,21.79742,-2,-2,0
135659,182563612,0.3653468,0.06308442,0.4187811,0.3450014,21.65207,21.67321,21.72,0,0,21.7946,-2,-2,0
135748,182663572,0.3633111,0.05039486,0.4231312,0.3450014,21.65217,21.67277,21.72,0,0,21.79155,-1,-2,0
135838,182763532,0.3645625,0.06215236,0.4192315,0.3450014,21.65226,21.6727,21.72,0,0,21.78854,-1,-2,0
135927,182863492,0.3628947,0.05005291,0.4232832,0.3450014,21.65235,21.67237,21.72,0,0,21.78528,-1,-2,0
136017,182963452,0.3632707,0.0610837,0.4184101,0.3450014,21.65243,21.67266,21.72,0,0,21.78264,-1,-2,0
136108,183063412,0.3640562,0.05039436,0.4214161,0.3450014,21.65253,21.67254,21.72,0,0,21.77935,-1,-1,0
136197,183163372,0.3633305,0.06087855,0.4181839,0.3450014,21.65262,21.6728,21.72,0,0,21.77631,-1,-1,0
136286,183263332,0.3633825,0.0492821,0.4216289,0.3450014,21.65272,21.67275,21.72,0,0,21.77297,-1,-1,0
136377,183363292,0.3646294,0.06150949,0.418512,0.3450014,21.65281,21.67283,21.72,0,0,21.76963,-1,-2,0
136469,183464085,0.360796,0.04847392,0.4225093,0.3450014,21.6529,21.67251,21.72,0,0,21.76333,-1,-1,0
136560,183564045,0.3647669,0.06161439,0.4190619,0.3450014,21.653,21.67254,21.72,0,0,21.75432,-1,-2,0
136649,183664005,0.3650047,0.04995254,0.4229898,0.3450014,21.6531,21.67229,21.72,0,0,21.74541,-1,-1,0
136739,183763965,0.3644767,0.06151608,0.4192895,0.3450014,21.65318,21.67235,21.72,0,0,21.7368,-1,-2,0
136828,183863925,0.3670715,0.05131307,0.4243642,0.3450014,21.65328,21.67211,21.72,0,0,21.72826,-1,-2,0
136918,183963885,0.364142,0.06176147,0.4196821,0.3450014,21.65337,21.67222,21.72,0,0,21.72019,-1,-2,0
137009,184063845,0.3661191,0.05114204,0.4251897,0.3450014,21.65347,21.67197,21.72,0,0,21.71195,-1,-2,0
137098,184163805,0.3630597,0.0617294,0.4193656,0.3450014,21.65356,21.67219,21.72,0,0,21.70436,-1,-1,0
137187,184263765,0.3645318,0.05052584,0.4234381,0.3450014,21.65365,21.67221,21.72,0,0,21.69674,-1,-1,0
137278,184363725,0.3624139,0.06172729,0.4191113,0.3450014,21.65374,21.67263,21.72,0,0,21.68972,-1,-1,0
137369,184463685,0.3611126,0.04885972,0.4221478,0.3450014,21.65384,21.67284,21.72,0,0,21.68273,-1,-1,0
137460,184563645,0.3662295,0.06390259,0.4195018,0.3450014,21.65392,21.67334,21.72,0,0,21.67627,-1,-1,0
137549,184663605,0.3591052,0.04959047,0.423563,0.3450014,21.65402,21.67346,21.72,0,0,21.66949,-1,-1,0
137639,184763565,0.3644023,0.06326431,0.4186046,0.3450014,21.65412,21.67392,21.72,0,0,21.6633,-1,-1,0
137728,184863525,0.3631743,0.04942176,0.4231142,0.3450014,21.65421,21.67408,21.72,0,0,21.65699,-1,-1,0
137818,184963485,0.3624723,0.06107363,0.4179367,0.3450014,21.65431,21.6744,21.72,0,0,21.65096,-1,-1,0
137909,185063445,0.3607104,0.04872531,0.422257,0.3450014,21.6544,21.67439,21.72,0,0,21.64497,-1,-1,0
137998,185163405,0.3650686,0.06181574,0.4178804,0.3450014,21.6545,21.67474,21.72,0,0,21.63946,-1,-1,0
138087,185263365,0.3620632,0.04901627,0.4214915,0.3450014,21.65459,21.6748,21.72,0,0,21.63367,-1,-1,0
138180,185363325,0.3634478,0.06191811,0.4184679,0.3450014,21.65469,21.67504,21.72,0,0,21.62853,-1,-1,0
138270,185463285,0.3637075,0.04933813,0.4226467,0.3450014,21.65478,21.67488,21.72,0,0,21.623,-1,-1,0
138362,185564078,0.3657251,0.06361941,0.4191695,0.3450014,21.65487,21.67486,21.72,0,0,21.61773,-1,-2,0
138451,185664038,0.3629493,0.04985636,0.4234523,0.3450014,21.65496,21.67455,21.72,0,0,21.61254,-1,-1,0
138541,185763998,0.3648289,0.06204137,0.4195159,0.3450014,21.65505,21.67467,21.72,0,0,21.60796,-1,-2,0
138630,185863958,0.3643821,0.04971421,0.4225448,0.3450014,21.65515,21.67454,21.72,0,0,21.60319,-1,-1,0
138719,185963918,0.3631994,0.06089705,0.4178226,0.3450014,21.65524,21.67492,21.72,0,0,21.59911,-1,-1,0
138811,186063878,0.3620273,0.04939964,0.4223408,0.3450014,21.65534,21.67496,21.72,0,0,21.59501,-1,-1,0
138900,186163838,0.3642155,0.06175268,0.4187751,0.3450014,21.65544,21.6754,21.72,0,0,21.59135,-1,-1,0
138985,186263798,0.3621967,0.04971015,0.4221042,0.3450014,21.65553,21.67548,21.72,0,0,21.58765,-1,-1,0
139072,186363758,0.3660793,0.06261,0.4190706,0.3450014,21.65562,21.67596,21.72,0,0,21.58453,-1,-1,0
139162,186463718,0.3607171,0.04813001,0.421592,0.3450014,21.65572,21.67605,21.72,0,0,21.58108,-1,-1,0
139254,186563678,0.3694248,0.06434834,0.4190054,0.3450014,21.65581,21.67653,21.72,0,0,21.57838,-2,-2,0
139344,186663638,0.3602973,0.04872307,0.4228868,0.3450014,21.65594,21.6766,21.72,0,0,21.5754,-1,-1,0
139434,186763598,0.3691106,0.06543535,0.4214127,0.3450014,21.65624,21.67695,21.72,0,0,21.57282,-1,-2,0
139523,186863558,0.3602836,0.04884544,0.4237963,0.3450014,21.65667,21.67714,21.72,0,0,21.57038,-1,-1,0
139612,186963518,0.3645027,0.06116375,0.417786,0.3450014,21.65718,21.67788,21.72,0,0,21.56874,-1,-1,0
139704,187063478,0.3633862,0.04869655,0.4208102,0.3450014,21.65772,21.6785,21.72,0,0,21.56711,-1,-1,0
139793,187163438,0.3657852,0.06208628,0.4177018,0.3450014,21.65833,21.67942,21.73,0,0,21.56608,-1,-1,0
139882,187263398,0.3620067,0.0494315,0.4228382,0.3450014,21.65896,21.6798,21.73,0,0,21.56475,-1,-1,0
139973,187363358,0.3663058,0.06319562,0.4198119,0.3450014,21.65961,21.68054,21.73,0,0,21.5639,-1,-1,0
140062,187463318,0.3631944,0.04943442,0.4229775,0.3450014,21.66028,21.68094,21.73,0,0,21.56296,-1,-1,0
140155,187563278,0.3649165,0.06246877,0.4188175,0.3450014,21.66091,21.68182,21.73,0,0,21.5628,-1,-1,0
140244,187664071,0.3590495,0.04853863,0.4222551,0.3450014,21.66156,21.68251,21.73,0,0,21.56252,-1,-1,0
140334,187764031,0.3657244,0.06269199,0.4186499,0.3450014,21.66221,21.68364,21.73,0,0,21.56303,-1,-1,0
140423,187863991,0.3618933,0.04832646,0.4211877,0.3450014,21.66289,21.68441,21.73,0,0,21.56325,-1,-1,0
140512,187963951,0.3632169,0.06070128,0.4177901,0.3450014,21.66354,21.6854,21.73,0,0,21.56394,-1,-1,0
140604,188063911,0.3622892,0.04842901,0.4215459,0.3450014,21.66423,21.68594,21.73,0,0,21.56436,-1,-1,0
140693,188163871,0.3652728,0.06165186,0.4183064,0.3450014,21.66489,21.68678,21.73,0,0,21.56532,-1,-1,0
140782,188263831,0.3623714,0.04887459,0.4218596,0.3450014,21.66556,21.68721,21.73,0,0,21.566,-1,-1,0
140873,188363791,0.3669609,0.0627299,0.419169,0.3450014,21.66617,21.68798,21.74,0,0,21.56737,-1,-1,0
140962,188463751,0.3628082,0.04849961,0.4229023,0.3450014,21.66681,21.68824,21.74,0,0,21.56825,-1,-1,0
141056,188563711,0.3685266,0.06417298,0.4190939,0.3450014,21.66742,21.68888,21.74,0,0,21.56974,-1,-1,0
141145,188663671,0.3606109,0.0485841,0.4230799,0.3450014,21.66805,21.68928,21.74,0,0,21.57123,-1,-1,0
141235,188763631,0.3702492,0.06456286,0.419332,0.3450014,21.66867,21.69008,21.74,0,0,21.57326,-1,-1,0
141324,188863591,0.3598857,0.0473496,0.421447,0.3450014,21.66932,21.69082,21.74,0,0,21.57553,-1,-1,0
141413,188963551,0.3681079,0.0633634,0.4189683,0.3450014,21.66992,21.69198,21.74,0,0,21.57845,-1,-1,0
141505,189063511,0.3609426,0.04847473,0.4216589,0.3450014,21.67058,21.69285,21.74,0,0,21.58109,-1,-1,0
141594,189163471,0.3675542,0.06355357,0.4193549,0.3450014,21.67123,21.69392,21.74,0,0,21.58424,-1,-1,0
141683,189263431,0.3628176,0.04880694,0.4234993,0.3450014,21.6719,21.6944,21.74,0,0,21.58704,-1,-1,0
141774,189363391,0.3676271,0.06328744,0.4192309,0.3450014,21.67253,21.69516,21.74,0,0,21.59018,-1,-1,0
141863,189463351,0.3630334,0.04905239,0.4226536,0.3450014,21.6732,21.6955,21.74,0,0,21.5932,-1,-1,0
141956,189563311,0.3664893,0.06390974,0.4197631,0.3450014,21.67383,21.69616,21.74,0,0,21.59673,-1,-1,0
142045,189663271,0.3612205,0.04868218,0.4233942,0.3450014,21.67448,21.69647,21.74,0,0,21.60003,-1,-1,0
142135,189764064,0.3667133,0.06319398,0.4191581,0.3450014,21.67515,21.6972,21.75,0,0,21.60406,-1,-1,0
142224,189864024,0.360992,0.04792154,0.4221472,0.3450014,21.67581,21.69762,21.75,0,0,21.60784,-1,-1,0
142313,189963984,0.3675419,0.06362167,0.4193374,0.3450014,21.67643,21.69845,21.75,0,0,21.61239,-1,-1,0
142405,190063944,0.3624524,0.04797986,0.4227919,0.3450014,21.6771,21.69893,21.75,0,0,21.61659,-1,-1,0
142494,190163904,0.3663693,0.06303313,0.4193807,0.3450014,21.67773,21.6998,21.75,0,0,21.62155,-1,-1,0
142583,190263864,0.3613562,0.04817891,0.4224326,0.3450014,21.67841,21.70041,21.75,0,0,21.62631,-1,-1,0
142674,190363824,0.3681265,0.06388718,0.4202797,0.3450014,21.67906,21.70144,21.75,0,0,21.6318,-1,-1,0
142763,190463784,0.3620807,0.04850316,0.4228035,0.3450014,21.67971,21.70212,21.75,0,0,21.63711,-1,-1,0
142856,190563744,0.3681664,0.06422678,0.4195552,0.3450014,21.68034,21.70323,21.75,0,0,21.64305,-1,-1,0
142945,190663704,0.3601967,0.04844046,0.4225226,0.3450014,21.68096,21.70397,21.75,0,0,21.64873,-1,-1,0
143035,190763664,0.3708722,0.06445232,0.4197855,0.3450014,21.68157,21.70504,21.76,0,0,21.65499,-1,-1,0
143124,190863624,0.3578817,0.04608279,0.4211588,0.3450014,21.68221,21.70576,21.76,0,0,21.66108,-1,-1,0
143213,190963584,0.370231,0.06319579,0.4177055,0.3450014,21.68284,21.70698,21.76,0,0,21.66785,-1,-1,0
143305,191063544,0.3589565,0.04694825,0.4202911,0.3450014,21.68352,21.70794,21.76,0,0,21.67455,-1,-1,0
143394,191163504,0.367349,0.0641433,0.4189465,0.3450014,21.68417,21.70921,21.76,0,0,21.68168,-1,-1,0
143483,191263464,0.3614199,0.04847789,0.4227337,0.3450014,21.68484,21.70998,21.76,0,0,21.68874,-1,-1,0
143574,191363424,0.3672164,0.06306979,0.4188535,0.3450014,21.68549,21.71102,21.76,0,0,21.696,-1,-1,0
143663,191463384,0.359215,0.04760838,0.4219387,0.3450014,21.68617,21.71159,21.76,0,0,21.70311,-1,-1,0
143757,191563344,0.3678251,0.06324667,0.4181669,0.3450014,21.6868,21.71244,21.76,0,0,21.71061,-1,-1,0
143846,191663304,0.3606358,0.04815802,0.4208996,0.3450014,21.68722,21.71281,21.76,0,0,21.71788,-2,-1,0
143936,191763264,0.3689991,0.06455758,0.4180416,0.3450014,21.68727,21.71304,21.76,0,0,21.72512,-2,-2,0
144025,191864057,0.3585684,0.04740444,0.4206064,0.3450014,21.68707,21.71275,21.76,0,0,21.7321,-2,-2,0
144114,191964017,0.3661104,0.06227797,0.4160043,0.3450014,21.68672,21.71269,21.76,0,0,21.7396,-3,-2,0
144206,192063977,0.359334,0.04747051,0.4195662,0.3450014,21.68627,21.71231,21.76,0,0,21.74704,-3,-2,0
144295,192163937,0.3643617,0.06239808,0.4166448,0.3450014,21.68578,21.71203,21.76,0,0,21.75494,-3,-2,0
144384,192263897,0.3594785,0.04825792,0.4207004,0.3450014,21.68526,21.71136,21.76,0,0,21.76257,-3,-2,0
144476,192363857,0.3668991,0.06407538,0.4173357,0.3450014,21.68468,21.71095,21.76,0,0,21.77083,-3,-3,0
144565,192463817,0.3610173,0.04913834,0.4217771,0.3450014,21.68409,21.71016,21.76,0,0,21.77864,-3,-2,0
144658,192563777,0.3668703,0.06474274,0.4185837,0.3450014,21.6835,21.70966,21.76,0,0,21.7873,-3,-3,0
144747,192663737,0.3593203,0.04895222,0.4220093,0.3450014,21.68292,21.70885,21.76,0,0,21.79571,-3,-2,0
144837,192763697,0.3691622,0.06507486,0.4195497,0.3450014,21.68233,21.70826,21.76,0,0,21.80323,-3,-3,0
144926,192863657,0.3582955,0.04820877,0.4208683,0.3450014,21.68175,21.70745,21.76,0,0,21.80242,-3,-2,0
145015,192963617,0.3715019,0.06634238,0.4201696,0.3450014,21.68116,21.70676,21.76,0,0,21.80174,-3,-3,0
145107,193063577,0.3571476,0.04708239,0.4217888,0.3450014,21.68057,21.70581,21.76,0,0,21.80078,-3,-2,0
145196,193163537,0.3694943,0.06425601,0.4188345,0.3450014,21.67999,21.70513,21.76,0,0,21.8001,-3,-3,0
145285,193263497,0.360276,0.0482201,0.4218165,0.3450014,21.6794,21.70415,21.75,0,0,21.79912,-3,-3,0
145376,193363457,0.3693072,0.06539887,0.4195924,0.3450014,21.67882,21.70328,21.75,0,0,21.79825,-3,-3,0
145465,193463417,0.3587752,0.04837704,0.4233413,0.3450014,21.67823,21.70204,21.75,0,0,21.79701,-2,-3,0
145558,193563377,0.3685379,0.0655818,0.4202622,0.3450014,21.67764,21.7011,21.75,0,0,21.79607,-2,-3,0
145648,193663337,0.3582365,0.04815334,0.4231091,0.3450014,21.67706,21.69994,21.75,0,0,21.79491,-2,-2,0
145738,193763297,0.3696941,0.06536955,0.4201096,0.3450014,21.67647,21.69913,21.75,0,0,21.79411,-2,-3,0
145827,193864090,0.3593738,0.04766208,0.4218565,0.3450014,21.67589,21.69817,21.75,0,0,21.79314,-2,-2,0
145916,193964050,0.3669017,0.06429398,0.4188999,0.3450014,21.6753,21.69751,21.75,0,0,21.79248,-2,-2,0
146008,194064010,0.3581901,0.04771435,0.4217019,0.3450014,21.67472,21.69676,21.74,0,0,21.79173,-2,-2,0
146097,194163970,0.3662035,0.0638063,0.417509,0.3450014,21.67413,21.69638,21.74,0,0,21.79136,-2,-2,0
146186,194263930,0.3610948,0.04812393,0.4217556,0.3450014,21.67354,21.69575,21.74,0,0,21.79072,-2,-2,0
146277,194363890,0.3651085,0.06361282,0.4177764,0.3450014,21.67296,21.69525,21.74,0,0,21.79022,-2,-2,0
146366,194463850,0.3589921,0.04806975,0.4213907,0.3450014,21.67237,21.69456,21.74,0,0,21.78953,-2,-2,0
