LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,labels
96885,139163479,0,-158,148,-537,5,13,-18,0,0,0,1,139163479,1
96973,139263439,0,-164,154,-533,5,13,-18,0,0,0,1,139263439,1
97063,139363399,0,-157,149,-537,5,13,-18,0,0,0,1,139363399,1
97151,139463359,0,-164,155,-533,5,13,-18,0,0,0,1,139463359,1
97242,139563319,0,-156,150,-537,5,13,-18,0,0,0,1,139563319,1
97331,139663279,0,-162,155,-533,5,13,-18,0,0,0,1,139663279,1
97419,139764072,0,-157,149,-537,5,13,-18,0,0,0,1,139764072,1
97507,139864032,0,-163,152,-534,5,13,-18,0,0,0,1,139864032,1
97595,139963992,0,-157,148,-537,5,13,-18,0,0,0,1,139963992,1
97686,140063952,0,-165,152,-533,5,13,-18,0,0,0,1,140063952,1
97774,140163912,0,-158,147,-537,5,13,-18,0,0,0,1,140163912,1
97862,140263872,0,-164,151,-534,5,13,-18,0,0,0,1,140263872,1
97952,140363832,0,-156,149,-537,5,13,-18,0,0,0,1,140363832,1
98040,140463792,0,-163,153,-534,5,13,-18,0,0,0,1,140463792,1
98131,140563752,0,-155,150,-537,5,13,-18,0,0,0,1,140563752,1
98220,140663712,0,-160,153,-535,5,13,-18,0,0,0,1,140663712,1
98308,140763672,0,-152,150,-538,5,13,-18,0,0,0,1,140763672,1
98396,140863632,0,-159,155,-535,5,13,-18,0,0,0,1,140863632,1
98484,140963592,0,-151,145,-539,5,13,-18,0,0,0,1,140963592,1
98575,141063552,0,-158,150,-536,5,13,-18,0,0,0,1,141063552,1
98663,141163512,0,-150,147,-539,5,13,-18,0,0,0,1,141163512,1
98751,141263472,0,-157,152,-536,5,13,-18,0,0,0,1,141263472,1
98841,141363432,0,-148,149,-539,5,13,-18,0,0,0,1,141363432,1
98929,141463392,0,-156,151,-537,5,13,-18,0,0,0,1,141463392,1
99020,141563352,0,-148,149,-539,5,13,-18,0,0,0,1,141563352,1
99109,141663312,0,-156,151,-537,5,13,-18,0,0,0,1,141663312,1
99197,141763272,0,-148,149,-539,5,13,-18,0,0,0,1,141763272,1
99285,141864065,0,-156,151,-536,5,13,-18,0,0,0,1,141864065,1
99374,141964025,0,-148,145,-540,5,13,-18,0,0,0,1,141964025,1
99464,142063985,0,-154,147,-538,5,13,-18,0,0,0,1,142063985,1
99553,142163945,0,-144,145,-542,5,13,-18,0,0,0,1,142163945,1
99641,142263905,0,-151,148,-539,5,13,-18,0,0,0,1,142263905,1
99732,142363865,0,-142,148,-541,5,13,-18,0,0,0,1,142363865,1
99820,142463825,0,-150,150,-538,5,13,-18,0,0,0,1,142463825,1
99910,142563785,0,-142,149,-541,5,13,-18,0,0,0,1,142563785,1
100000,142663745,0,-150,152,-538,5,13,-18,0,0,0,1,142663745,1
100089,142763705,0,-141,148,-542,5,13,-18,0,0,0,1,142763705,1
100177,142863665,0,-146,153,-539,5,13,-18,0,0,0,1,142863665,1
100265,142963625,0,-139,149,-542,5,13,-18,0,0,0,1,142963625,1
100355,143063585,0,-149,151,-538,5,13,-18,0,0,0,1,143063585,1
100444,143163545,0,-140,146,-542,5,13,-18,0,0,0,1,143163545,1
100532,143263505,0,-146,149,-540,5,13,-18,0,0,0,1,143263505,1
100622,143363465,0,-137,147,-543,5,13,-18,0,0,0,1,143363465,1
100710,143463425,0,-144,150,-540,5,13,-18,0,0,0,1,143463425,1
100800,143563385,0,-136,149,-543,5,13,-18,0,0,0,1,143563385,1
100890,143663345,0,-143,150,-540,5,13,-18,0,0,0,1,143663345,1
100978,143763305,0,-134,148,-543,5,13,-18,0,0,0,1,143763305,1
101066,143863265,0,-141,150,-541,5,13,-18,0,0,0,1,143863265,1
101154,143964058,0,-135,148,-543,5,13,-18,0,0,0,1,143964058,1
101244,144064018,0,-144,150,-540,5,13,-18,0,0,0,1,144064018,1
101333,144163978,0,-135,147,-543,5,13,-18,0,0,0,1,144163978,1
101421,144263938,0,-142,147,-542,5,13,-18,0,0,0,1,144263938,1
101511,144363898,0,-132,147,-544,5,13,-18,0,0,0,1,144363898,1
101599,144463858,0,-140,147,-542,5,13,-18,0,0,0,1,144463858,1
101689,144563818,0,-132,147,-544,5,13,-18,0,0,0,1,144563818,1
101779,144663778,0,-139,148,-542,5,13,-18,0,0,0,1,144663778,1
101867,144763738,0,-129,148,-544,5,13,-18,0,0,0,1,144763738,1
101955,144863698,0,-137,151,-542,5,13,-18,0,0,0,1,144863698,1
102043,144963658,0,-129,147,-545,5,13,-18,0,0,0,1,144963658,1
102133,145063618,0,-135,151,-542,5,13,-18,0,0,0,1,145063618,1
102222,145163578,0,-126,151,-544,5,13,-18,0,0,0,1,145163578,1
102310,145263538,0,-133,151,-543,5,13,-18,0,0,0,1,145263538,1
102399,145363498,0,-124,147,-546,5,13,-18,0,0,0,1,145363498,1
102488,145463458,0,-132,148,-544,5,13,-18,0,0,0,1,145463458,1
102578,145563418,0,-124,146,-546,5,13,-18,0,0,0,1,145563418,1
102668,145663378,0,-132,147,-544,5,13,-18,0,0,0,1,145663378,1
102756,145763338,0,-124,146,-546,5,13,-18,0,0,0,1,145763338,1
102844,145863298,0,-131,148,-544,5,13,-18,0,0,0,1,145863298,1
102932,145964091,0,-123,146,-546,5,13,-18,0,0,0,1,145964091,1
103022,146064051,0,-129,149,-544,5,13,-18,0,0,0,1,146064051,1
103111,146164011,0,-120,146,-547,5,13,-18,0,0,0,1,146164011,1
103199,146263971,0,-127,146,-545,5,13,-18,0,0,0,1,146263971,1
103288,146363931,0,-119,145,-548,5,13,-18,0,0,0,1,146363931,1
103377,146463891,0,-126,146,-546,5,13,-18,0,0,0,1,146463891,1
103467,146563851,0,-118,147,-547,5,13,-18,0,0,0,1,146563851,1
103557,146663811,0,-126,147,-546,5,13,-18,0,0,0,1,146663811,1
103645,146763771,0,-118,147,-547,5,13,-18,0,0,0,1,146763771,1
103733,146863731,0,-126,147,-546,5,13,-18,0,0,0,1,146863731,1
103822,146963691,0,-116,145,-548,5,13,-18,0,0,0,1,146963691,1
103912,147063651,0,-122,146,-547,5,13,-18,0,0,0,1,147063651,1
104001,147163611,0,-114,141,-550,5,13,-18,0,0,0,1,147163611,1
104089,147263571,0,-120,143,-548,5,13,-18,0,0,0,1,147263571,1
104178,147363531,0,-112,141,-550,5,13,-18,0,0,0,1,147363531,1
104267,147463491,0,-119,144,-548,5,13,-18,0,0,0,1,147463491,1
104357,147563451,0,-110,144,-550,5,13,-18,0,0,0,1,147563451,1
104447,147663411,0,-116,146,-548,5,13,-18,0,0,0,1,147663411,1
104535,147763371,0,-106,145,-550,5,13,-18,0,0,0,1,147763371,1
104624,147863331,0,-113,147,-548,5,13,-18,0,0,0,1,147863331,1
104712,147963291,0,-104,146,-550,5,13,-18,0,0,0,1,147963291,1
104802,148064084,0,-111,148,-548,5,13,-18,0,0,0,1,148064084,1
104891,148164044,0,-101,146,-551,5,13,-18,0,0,0,1,148164044,1
104979,148264004,0,-110,147,-549,5,13,-18,0,0,0,1,148264004,1
105068,148363964,0,-103,146,-551,5,13,-18,0,0,0,1,148363964,1
105157,148463924,0,-111,146,-549,5,13,-18,0,0,0,1,148463924,1
105247,148563884,0,-103,145,-551,5,13,-18,0,0,0,1,148563884,1
105337,148663844,0,-111,144,-550,5,13,-18,0,0,0,1,148663844,1
105425,148763804,0,-104,143,-551,5,13,-18,0,0,0,1,148763804,1
105513,148863764,0,-112,143,-550,5,13,-18,0,0,0,1,148863764,1
105601,148963724,0,-104,144,-551,5,13,-18,0,0,0,1,148963724,1
105691,149063684,0,-112,146,-549,5,13,-18,0,0,0,1,149063684,1
105780,149163644,0,-104,141,-552,5,13,-18,0,0,0,1,149163644,1
105868,149263604,0,-108,143,-550,5,13,-18,0,0,0,1,149263604,1
105957,149363564,0,-101,139,-553,5,13,-18,0,0,0,1,149363564,1
106046,149463524,0,-110,141,-550,5,13,-18,0,0,0,1,149463524,1
106136,149563484,0,-101,140,-552,5,13,-18,0,0,0,1,149563484,1
106226,149663444,0,-107,142,-551,5,13,-18,0,0,0,1,149663444,1
106314,149763404,0,-98,142,-553,5,13,-18,0,0,0,1,149763404,1
106402,149863364,0,-106,144,-551,5,13,-18,0,0,0,1,149863364,1
106490,149963324,0,-98,143,-552,5,13,-18,0,0,0,1,149963324,1
106580,150063284,0,-106,144,-551,5,13,-18,0,0,0,1,150063284,1
106669,150164077,0,-98,141,-553,5,13,-18,0,0,0,1,150164077,1
106757,150264037,0,-106,141,-551,5,13,-18,0,0,0,1,150264037,1
106846,150363997,0,-98,140,-553,5,13,-18,0,0,0,1,150363997,1
106935,150463957,0,-104,140,-552,5,13,-18,0,0,0,1,150463957,1
107025,150563917,0,-97,141,-553,5,13,-18,0,0,0,1,150563917,1
107115,150663877,0,-104,142,-551,5,13,-18,0,0,0,1,150663877,1
107203,150763837,0,-97,143,-553,5,13,-18,0,0,0,1,150763837,1
107291,150863797,0,-104,143,-551,5,13,-18,0,0,0,1,150863797,1
107379,150963757,0,-97,143,-553,5,13,-18,0,0,0,1,150963757,1
107469,151063717,0,-104,144,-551,5,13,-18,0,0,0,1,151063717,1
107558,151163677,0,-96,140,-553,5,13,-18,0,0,0,1,151163677,1
107646,151263637,0,-102,145,-551,5,13,-18,0,0,0,1,151263637,1
107735,151363597,0,-97,141,-553,5,13,-18,0,0,0,1,151363597,1
107824,151463557,0,-104,144,-551,5,13,-18,0,0,0,1,151463557,1
107914,151563517,0,-95,143,-553,5,13,-18,0,0,0,1,151563517,1
108004,151663477,0,-103,144,-551,5,13,-18,0,0,0,1,151663477,1
108092,151763437,0,-96,142,-553,5,13,-18,0,0,0,1,151763437,1
108181,151863397,0,-103,143,-551,5,13,-18,0,0,0,1,151863397,1
108269,151963357,0,-95,139,-554,5,13,-18,0,0,0,1,151963357,1
108359,152063317,0,-101,138,-553,5,13,-18,0,0,0,1,152063317,1
108448,152163277,0,-94,135,-555,5,13,-18,0,0,0,1,152163277,1
108536,152264070,0,-101,138,-553,5,13,-18,0,0,0,1,152264070,1
108626,152364030,0,-92,137,-555,5,13,-18,0,0,0,1,152364030,1
108715,152463990,0,-98,140,-553,5,13,-18,0,0,0,1,152463990,1
108805,152563950,0,-90,140,-554,5,13,-18,0,0,0,1,152563950,1
108895,152663910,0,-96,141,-553,5,13,-18,0,0,0,1,152663910,1
108983,152763870,0,-88,141,-554,5,13,-18,0,0,0,1,152763870,1
109071,152863830,0,-94,141,-554,5,13,-18,0,0,0,1,152863830,1
109160,152963790,0,-86,140,-555,5,13,-18,0,0,0,1,152963790,1
109250,153063750,0,-94,140,-554,5,13,-18,0,0,0,1,153063750,1
109339,153163710,0,-85,139,-556,5,13,-18,0,0,0,1,153163710,1
109427,153263670,0,-93,142,-553,5,13,-18,0,0,0,1,153263670,1
109516,153363630,0,-88,137,-555,5,13,-18,0,0,0,1,153363630,1
109605,153463590,0,-96,141,-553,5,13,-18,0,0,0,1,153463590,1
109695,153563550,0,-88,137,-555,5,13,-18,0,0,0,1,153563550,1
109785,153663510,0,-96,138,-554,5,13,-18,0,0,0,1,153663510,1
109873,153763470,0,-87,135,-556,5,13,-18,0,0,0,1,153763470,1
109961,153863430,0,-94,136,-555,5,13,-18,0,0,0,1,153863430,1
110049,153963390,0,-87,135,-556,5,13,-18,0,0,0,1,153963390,1
110139,154063350,0,-95,137,-554,5,13,-18,0,0,0,1,154063350,1
110227,154163310,0,-88,135,-556,5,13,-18,0,0,0,1,154163310,1
110316,154263270,0,-95,138,-554,5,13,-18,0,0,0,1,154263270,1
110407,154364063,0,-88,139,-555,5,13,-18,0,0,0,1,154364063,1
110496,154464023,0,-95,142,-553,5,13,-18,0,0,0,1,154464023,1
110586,154563983,0,-87,138,-555,5,13,-18,0,0,0,1,154563983,1
110675,154663943,0,-93,137,-555,5,13,-18,0,0,0,1,154663943,1
110764,154763903,0,-85,136,-556,5,13,-18,0,0,0,1,154763903,1
110852,154863863,0,-92,136,-555,5,13,-18,0,0,0,1,154863863,1
110940,154963823,0,-85,136,-556,5,13,-18,0,0,0,1,154963823,1
111030,155063783,0,-92,136,-555,5,13,-18,0,0,0,1,155063783,1
111118,155163743,0,-85,136,-556,5,13,-18,0,0,0,1,155163743,1
111207,155263703,0,-93,138,-554,5,13,-18,0,0,0,1,155263703,1
111296,155363663,0,-86,135,-556,5,13,-18,0,0,0,1,155363663,1
111385,155463623,0,-91,138,-555,5,13,-18,0,0,0,1,155463623,1
111475,155563583,0,-82,136,-557,5,13,-18,0,0,0,1,155563583,1
111564,155663543,0,-89,139,-555,5,13,-18,0,0,0,1,155663543,1
111653,155763503,0,-83,136,-556,5,13,-18,0,0,0,1,155763503,1
111741,155863463,0,-92,137,-555,5,13,-18,0,0,0,1,155863463,1
111829,155963423,0,-86,135,-556,5,13,-18,0,0,0,1,155963423,1
111919,156063383,0,-93,136,-555,5,13,-18,0,0,0,1,156063383,1
112007,156163343,0,-87,134,-556,5,13,-18,0,0,0,1,156163343,1
112096,156263303,0,-94,136,-555,5,13,-18,0,0,0,1,156263303,1
112185,156363263,0,-86,134,-557,5,13,-18,0,0,0,1,156363263,1
112274,156464056,0,-90,136,-555,5,13,-18,0,0,0,1,156464056,1
112364,156564016,0,-81,134,-557,5,13,-18,0,0,0,1,156564016,1
112453,156663976,0,-90,135,-556,5,13,-18,0,0,0,1,156663976,1
112542,156763936,0,-84,135,-557,5,13,-18,0,0,0,1,156763936,1
112631,156863896,0,-93,135,-555,5,13,-18,0,0,0,1,156863896,1
112719,156963856,0,-86,134,-557,5,13,-18,0,0,0,1,156963856,1
112809,157063816,0,-93,133,-556,5,13,-18,0,0,0,1,157063816,1
112897,157163776,0,-85,132,-557,5,13,-18,0,0,0,1,157163776,1
112986,157263736,0,-93,132,-556,5,13,-18,0,0,0,1,157263736,1
113075,157363696,0,-84,129,-558,5,13,-18,0,0,0,1,157363696,1
113164,157463656,0,-89,134,-556,5,13,-18,0,0,0,1,157463656,1
113254,157563616,0,-83,131,-558,5,13,-18,0,0,0,1,157563616,1
113343,157663576,0,-90,133,-556,5,13,-18,0,0,0,1,157663576,1
113432,157763536,0,-82,130,-558,5,13,-18,0,0,0,1,157763536,1
113520,157863496,0,-89,131,-557,5,13,-18,0,0,0,1,157863496,1
113608,157963456,0,-80,130,-558,5,13,-18,0,0,0,1,157963456,1
113699,158063416,0,-87,132,-557,5,13,-18,0,0,0,1,158063416,1
113787,158163376,0,-81,131,-558,5,13,-18,0,0,0,1,158163376,1
113876,158263336,0,-88,134,-556,5,13,-18,0,0,0,1,158263336,1
113965,158363296,0,-81,132,-558,5,13,-18,0,0,0,1,158363296,1
114054,158464089,0,-88,133,-556,5,13,-18,0,0,0,1,158464089,1
114144,158564049,0,-82,129,-558,5,13,-18,0,0,0,1,158564049,1
114233,158664009,0,-91,130,-557,5,13,-18,0,0,0,1,158664009,1
114322,158763969,0,-84,128,-558,5,13,-18,0,0,0,1,158763969,1
114410,158863929,0,-92,130,-557,5,13,-18,0,0,0,1,158863929,1
114498,158963889,0,-84,130,-558,5,13,-18,0,0,0,1,158963889,1
114588,159063849,0,-91,131,-556,5,13,-18,0,0,0,1,159063849,1
114676,159163809,0,-83,131,-558,5,13,-18,0,0,0,1,159163809,1
114765,159263769,0,-91,133,-556,5,13,-18,0,0,0,1,159263769,1
114854,159363729,0,-83,130,-558,5,13,-18,0,0,0,1,159363729,1
114943,159463689,0,-90,135,-556,5,13,-18,0,0,0,1,159463689,1
115033,159563649,0,-85,131,-557,5,13,-18,0,0,0,1,159563649,1
115122,159663609,0,-92,132,-556,5,13,-18,0,0,0,1,159663609,1
115211,159763569,0,-85,127,-558,5,13,-18,0,0,0,1,159763569,1
115299,159863529,0,-93,132,-556,5,13,-18,0,0,0,1,159863529,1
115387,159963489,0,-86,129,-558,5,13,-18,0,0,0,1,159963489,1
115477,160063449,0,-94,131,-556,5,13,-18,0,0,0,1,160063449,1
115565,160163409,0,-87,129,-558,5,13,-18,0,0,0,1,160163409,1
115654,160263369,0,-93,131,-556,5,13,-18,0,0,0,1,160263369,1
115743,160363329,0,-86,130,-558,5,13,-18,0,0,0,1,160363329,1
115832,160463289,0,-93,132,-556,5,13,-18,0,0,0,1,160463289,1
115922,160564082,0,-87,128,-558,5,13,-18,0,0,0,1,160564082,1
116011,160664042,0,-98,131,-555,5,13,-18,0,0,0,1,160664042,1
116100,160764002,0,-90,129,-557,5,13,-18,0,0,0,1,160764002,1
116188,160863962,0,-98,131,-555,5,13,-18,0,0,0,1,160863962,1
116276,160963922,0,-90,129,-557,5,13,-18,0,0,0,1,160963922,1
116366,161063882,0,-97,130,-556,5,13,-18,0,0,0,1,161063882,1
116454,161163842,0,-89,129,-557,5,13,-18,0,0,0,1,161163842,1
116543,161263802,0,-97,130,-556,5,13,-18,0,0,0,1,161263802,1
116632,161363762,0,-89,129,-557,5,13,-18,0,0,0,1,161363762,1
116721,161463722,0,-95,133,-555,5,13,-18,0,0,0,1,161463722,1
116811,161563682,0,-89,129,-557,5,13,-18,0,0,0,1,161563682,1
116900,161663642,0,-94,132,-556,5,13,-18,0,0,0,1,161663642,1
116990,161763602,0,-87,130,-557,5,13,-18,0,0,0,1,161763602,1
117078,161863562,0,-92,134,-555,5,13,-18,0,0,0,1,161863562,1
117166,161963522,0,-84,127,-558,5,13,-18,0,0,0,1,161963522,1
117256,162063482,0,-92,129,-557,5,13,-18,0,0,0,1,162063482,1
117344,162163442,0,-86,127,-558,5,13,-18,0,0,0,1,162163442,1
117433,162263402,0,-95,129,-556,5,13,-18,0,0,0,1,162263402,1
117523,162363362,0,-88,128,-558,5,13,-18,0,0,0,1,162363362,1
117612,162463322,0,-95,130,-556,5,13,-18,0,0,0,1,162463322,1
117702,162563282,0,-89,127,-558,5,13,-18,0,0,0,1,162563282,1
117791,162664075,0,-96,131,-556,5,13,-18,0,0,0,1,162664075,1
117880,162764035,0,-88,128,-558,5,13,-18,0,0,0,1,162764035,1
117968,162863995,0,-94,131,-556,5,13,-18,0,0,0,1,162863995,1
118056,162963955,0,-86,128,-558,5,13,-18,0,0,0,1,162963955,1
118146,163063915,0,-95,130,-556,5,13,-18,0,0,0,1,163063915,1
118235,163163875,0,-88,127,-558,5,13,-18,0,0,0,1,163163875,1
118324,163263835,0,-97,129,-556,5,13,-18,0,0,0,1,163263835,1
118413,163363795,0,-89,127,-558,5,13,-18,0,0,0,1,163363795,1
118502,163463755,0,-97,129,-556,5,13,-18,0,0,0,1,163463755,1
118592,163563715,0,-90,125,-558,5,13,-18,0,0,0,1,163563715,1
118681,163663675,0,-96,129,-556,5,13,-18,0,0,0,1,163663675,1
118770,163763635,0,-90,127,-558,5,13,-18,0,0,0,1,163763635,1
118858,163863595,0,-96,134,-555,5,13,-18,0,0,0,1,163863595,1
118946,163963555,0,-89,129,-557,5,13,-18,0,0,0,1,163963555,1
119036,164063515,0,-98,132,-555,5,13,-18,0,0,0,1,164063515,1
119124,164163475,0,-91,128,-557,5,13,-18,0,0,0,1,164163475,1
119213,164263435,0,-98,129,-556,5,13,-18,0,0,0,1,164263435,1
119302,164363395,0,-91,128,-557,5,13,-18,0,0,0,1,164363395,1
119391,164463355,0,-99,129,-556,5,13,-18,0,0,0,1,164463355,1
119481,164563315,0,-91,127,-557,5,13,-18,0,0,0,1,164563315,1
119570,164663275,0,-98,129,-556,5,13,-18,0,0,0,1,164663275,1
119659,164764068,0,-89,128,-557,5,13,-18,0,0,0,1,164764068,1
119747,164864028,0,-94,133,-555,5,13,-18,0,0,0,1,164864028,1
119835,164963988,0,-88,130,-557,5,13,-18,0,0,0,1,164963988,1
119925,165063948,0,-98,131,-555,5,13,-18,0,0,0,1,165063948,1
120013,165163908,0,-91,127,-557,5,13,-18,0,0,0,1,165163908,1
120101,165263868,0,-100,128,-556,5,13,-18,0,0,0,1,165263868,1
120191,165363828,0,-91,126,-558,5,13,-18,0,0,0,1,165363828,1
120280,165463788,0,-100,128,-556,5,13,-18,0,0,0,1,165463788,1
120370,165563748,0,-92,125,-558,5,13,-18,0,0,0,1,165563748,1
120459,165663708,0,-99,130,-555,5,13,-18,0,0,0,1,165663708,1
120547,165763668,0,-94,127,-557,5,13,-18,0,0,0,1,165763668,1
120636,165863628,0,-100,130,-555,5,13,-18,0,0,0,1,165863628,1
120724,165963588,0,-92,123,-558,5,13,-18,0,0,0,1,165963588,1
120814,166063548,0,-99,127,-556,5,13,-18,0,0,0,1,166063548,1
120902,166163508,0,-92,124,-558,5,13,-18,0,0,0,1,166163508,1
120990,166263468,0,-99,128,-556,5,13,-18,0,0,0,1,166263468,1
121080,166363428,0,-91,127,-557,5,13,-18,0,0,0,1,166363428,1
121169,166463388,0,-99,128,-556,5,13,-18,0,0,0,1,166463388,1
121259,166563348,0,-93,127,-557,5,13,-18,0,0,0,1,166563348,1
121348,166663308,0,-101,129,-555,5,13,-18,0,0,0,1,166663308,1
121437,166763268,0,-94,127,-557,5,13,-18,0,0,0,1,166763268,1
121526,166864061,0,-101,128,-555,5,13,-18,0,0,0,1,166864061,1
121614,166964021,0,-93,122,-558,5,13,-18,0,0,0,1,166964021,1
121706,167063981,0,-100,124,-556,5,13,-18,0,0,0,1,167063981,1
121794,167163941,0,-92,123,-558,5,13,-18,0,0,0,1,167163941,1
121882,167263901,0,-101,126,-556,5,13,-18,0,0,0,1,167263901,1
121972,167363861,0,-93,125,-558,5,13,-18,0,0,0,1,167363861,1
122061,167463821,0,-101,128,-555,5,13,-18,0,0,0,1,167463821,1
122154,167563781,0,-92,129,-557,5,13,-18,0,0,0,1,167563781,1
122240,167663741,0,-52,173,-549,5,13,-18,0,0,0,1,167663741,1
122325,167763701,0,91,234,-520,5,13,-18,0,0,0,1,167763701,1
122415,167863661,0,208,245,-481,5,13,-18,0,0,0,1,167863661,1
122504,167963621,0,247,219,-475,5,13,-18,0,0,0,1,167963621,1
122595,168063581,0,254,209,-476,5,13,-18,0,0,0,1,168063581,1
122684,168163541,0,291,194,-461,5,13,-18,0,0,0,1,168163541,0
122774,168263501,0,332,172,-441,5,13,-18,0,0,0,1,168263501,0
122866,168363461,0,381,132,-415,5,13,-18,0,0,0,1,168363461,0
122956,168463421,0,407,96,-400,5,13,-18,0,0,0,1,168463421,0
123047,168563381,0,431,60,-381,5,13,-18,0,0,0,1,168563381,0
123136,168663341,0,435,33,-381,5,13,-18,0,0,0,1,168663341,0
123226,168763301,0,443,2,-372,5,13,-18,0,0,0,1,168763301,0
123316,168863261,0,437,-24,-379,5,13,-18,0,0,0,1,168863261,0
123405,168964054,0,434,-60,-378,5,13,-18,0,0,0,1,168964054,0
123496,169064014,0,420,-91,-388,5,13,-18,0,0,0,1,169064014,0
123585,169163974,0,413,-131,-384,5,13,-18,0,0,0,1,169163974,0
123674,169263934,0,389,-168,-394,5,13,-18,0,0,0,1,169263934,0
123766,169363894,0,369,-212,-392,5,13,-18,0,0,0,1,169363894,0
123856,169463854,0,331,-250,-404,5,13,-18,0,0,0,1,169463854,0
123947,169563814,0,296,-288,-405,5,13,-18,0,0,0,1,169563814,0
124036,169663774,0,247,-317,-416,5,13,-18,0,0,0,1,169663774,0
124126,169763734,0,204,-345,-417,5,13,-18,0,0,0,1,169763734,0
124216,169863694,0,149,-360,-428,5,13,-18,0,0,0,1,169863694,0
124305,169963654,0,102,-378,-426,5,13,-18,0,0,0,1,169963654,0
124396,170063614,0,52,-378,-435,5,13,-18,0,0,0,1,170063614,0
124485,170163574,0,13,-382,-435,5,13,-18,0,0,0,1,170163574,0
124574,170263534,0,-31,-373,-441,5,13,-18,0,0,0,1,170263534,0
124666,170363494,0,-65,-371,-439,5,13,-18,0,0,0,1,170363494,0
124756,170463454,0,-106,-356,-444,5,13,-18,0,0,0,1,170463454,0
124847,170563414,0,-135,-346,-444,5,13,-18,0,0,0,1,170563414,0
124936,170663374,0,-169,-326,-447,5,13,-18,0,0,0,1,170663374,0
125026,170763334,0,-194,-314,-446,5,13,-18,0,0,0,1,170763334,0
125116,170863294,0,-227,-291,-446,5,13,-18,0,0,0,1,170863294,0
125205,170964087,0,-252,-275,-442,5,13,-18,0,0,0,1,170964087,0
125296,171064047,0,-280,-244,-444,5,13,-18,0,0,0,1,171064047,0
125385,171164007,0,-303,-223,-440,5,13,-18,0,0,0,1,171164007,0
125474,171263967,0,-330,-191,-435,5,13,-18,0,0,0,1,171263967,0
125566,171363927,0,-349,-167,-430,5,13,-18,0,0,0,1,171363927,0
125656,171463887,0,-370,-137,-424,5,13,-18,0,0,0,1,171463887,0
125747,171563847,0,-380,-121,-419,5,13,-18,0,0,0,1,171563847,0
125836,171663807,0,-393,-104,-412,5,13,-18,0,0,0,1,171663807,0
125927,171763767,0,-397,-103,-408,5,13,-18,0,0,0,1,171763767,0
126017,171863727,0,-405,-98,-402,5,13,-18,0,0,0,1,171863727,0
126106,171963687,0,-405,-110,-399,5,13,-18,0,0,0,1,171963687,0
126197,172063647,0,-410,-118,-392,5,13,-18,0,0,0,1,172063647,0
126286,172163607,0,-410,-140,-384,5,13,-18,0,0,0,1,172163607,0
126375,172263567,0,-408,-153,-381,5,13,-18,0,0,0,1,172263567,0
126468,172363527,0,-400,-179,-378,5,13,-18,0,0,0,1,172363527,0
126558,172463487,0,-397,-191,-375,5,13,-18,0,0,0,1,172463487,0
126649,172563447,0,-389,-210,-374,5,13,-18,0,0,0,1,172563447,0
126738,172663407,0,-385,-214,-375,5,13,-18,0,0,0,1,172663407,0
126828,172763367,0,-379,-225,-375,5,13,-18,0,0,0,1,172763367,0
126918,172863327,0,-380,-221,-376,5,13,-18,0,0,0,1,172863327,0
127007,172963287,0,-379,-223,-376,5,13,-18,0,0,0,1,172963287,0
127098,173064080,0,-384,-211,-378,5,13,-18,0,0,0,1,173064080,0
127187,173164040,0,-384,-207,-380,5,13,-18,0,0,0,1,173164040,0
127277,173264000,0,-390,-194,-381,5,13,-18,0,0,0,1,173264000,0
127369,173363960,0,-393,-189,-381,5,13,-18,0,0,0,1,173363960,0
127459,173463920,0,-401,-176,-378,5,13,-18,0,0,0,1,173463920,0
127550,173563880,0,-403,-172,-378,5,13,-18,0,0,0,1,173563880,0
127639,173663840,0,-408,-162,-377,5,13,-18,0,0,0,1,173663840,0
127729,173763800,0,-407,-162,-378,5,13,-18,0,0,0,1,173763800,0
127819,173863760,0,-411,-156,-377,5,13,-18,0,0,0,1,173863760,0
127908,173963720,0,-409,-160,-376,5,13,-18,0,0,0,1,173963720,0
127999,174063680,0,-412,-158,-374,5,13,-18,0,0,0,1,174063680,0
128088,174163640,0,-409,-167,-374,5,13,-18,0,0,0,1,174163640,0
128177,174263600,0,-407,-167,-376,5,13,-18,0,0,0,1,174263600,0
128269,174363560,0,-404,-178,-374,5,13,-18,0,0,0,1,174363560,0
128359,174463520,0,-404,-176,-375,5,13,-18,0,0,0,1,174463520,0
128450,174563480,0,-400,-184,-376,5,13,-18,0,0,0,1,174563480,0
128539,174663440,0,-400,-181,-377,5,13,-18,0,0,0,1,174663440,0
128629,174763400,0,-397,-187,-377,5,13,-18,0,0,0,1,174763400,0
128719,174863360,0,-399,-182,-377,5,13,-18,0,0,0,1,174863360,0
128808,174963320,0,-397,-187,-377,5,13,-18,0,0,0,1,174963320,0
128899,175063280,0,-400,-180,-378,5,13,-18,0,0,0,1,175063280,0
128988,175164073,0,-400,-183,-377,5,13,-18,0,0,0,1,175164073,0
129077,175264033,0,-404,-177,-375,5,13,-18,0,0,0,1,175264033,0
129168,175363993,0,-403,-179,-375,5,13,-18,0,0,0,1,175363993,0
129259,175463953,0,-405,-171,-376,5,13,-18,0,0,0,1,175463953,0
129350,175563913,0,-404,-172,-377,5,13,-18,0,0,0,1,175563913,0
