LineNo,TimeUS,TPD,PD,DVD,TVD,VD,DAD,TAD,AD,labels
107947,151563517,-21.2204,-21.24133,-0.02650549,-0.00557775,-0.01002826,0.0059229,0.01906715,-0.1215038,1
108037,151663477,-21.22297,-21.24367,-0.02591235,-0.00521655,-0.00537444,0.00592521,0.01308108,0.0701313,1
108125,151763437,-21.22545,-21.24594,-0.02532548,-0.00483232,-0.00908189,0.00585733,0.01642582,-0.1559849,1
108214,151863397,-21.22793,-21.24823,-0.02680526,-0.00650496,-0.00547521,-0.1442091,-0.1405155,0.04076862,1
108304,151963357,-21.23109,-21.25097,-0.03869046,-0.01880765,-0.01593909,-0.09567159,-0.1117055,-0.1998291,1
108392,152063317,-21.23513,-21.25436,-0.04580353,-0.02656769,-0.01939866,-0.05606193,-0.08732099,0.00082016,1
108481,152163277,-21.23957,-21.25864,-0.04980459,-0.03073233,-0.03009911,-0.03161213,-0.04552028,-0.1450081,1
108570,152264070,-21.24468,-21.26341,-0.05209186,-0.03335407,-0.02952615,-0.01506374,-0.03108338,0.021101,1
108659,152364030,-21.24955,-21.26866,-0.05302295,-0.03390918,-0.03665799,-0.00553665,-0.00334468,-0.1162739,1
108750,152463990,-21.25473,-21.274,-0.05324101,-0.03396611,-0.03309512,0.00073628,-0.00116642,0.06685638,1
108838,152563950,-21.25962,-21.27958,-0.05296988,-0.03301139,-0.03799434,0.00428097,0.01610037,-0.1449957,1
108928,152663910,-21.26476,-21.28514,-0.05241456,-0.0320337,-0.03496781,0.00664833,0.02141242,0.05177593,1
109016,152763870,-21.2697,-21.29075,-0.05168099,-0.03062875,-0.03686494,0.00792367,0.03195216,-0.08896732,1
109105,152863830,-21.27444,-21.29614,-0.05086057,-0.02916135,-0.03062234,0.00856423,0.02327734,0.1488104,1
109195,152963790,-21.27898,-21.30157,-0.05000105,-0.0274156,-0.03441295,0.0088088,0.03771442,-0.1049614,1
109283,153063750,-21.28344,-21.30679,-0.04912021,-0.02576816,-0.02993619,0.00886855,0.03222831,0.0573082,1
109372,153163710,-21.28807,-21.31201,-0.04822212,-0.0242768,-0.03248558,0.0090106,0.0416314,-0.09300232,1
109461,153263670,-21.29261,-21.31707,-0.04732437,-0.02286148,-0.02812955,0.00906637,0.03643911,0.04183102,1
109549,153363630,-21.29695,-21.32215,-0.04642536,-0.02122028,-0.02620563,0.0089093,0.0381176,0.07447624,1
109640,153463590,-21.30143,-21.32705,-0.04553196,-0.01990208,-0.02419697,0.0089247,0.031901,0.06891823,1
109728,153563550,-21.30582,-21.3319,-0.0446436,-0.01855717,-0.02411935,0.00887837,0.03472988,-0.03930283,1
109818,153663510,-21.31012,-21.33649,-0.04375895,-0.01739176,-0.02037999,0.00876517,0.02479173,0.00649166,1
109906,153763470,-21.31413,-21.34108,-0.0428914,-0.01594072,-0.02248414,0.00843713,0.03520447,-0.07380009,1
109994,153863430,-21.31827,-21.34536,-0.04204864,-0.01495636,-0.01513761,0.00836718,0.01731216,0.0609417,1
110084,153963390,-21.32223,-21.34957,-0.04122037,-0.01388151,-0.01846533,0.00818661,0.02664737,-0.05060673,1
110172,154063350,-21.32621,-21.35366,-0.04040595,-0.01295966,-0.01441608,0.00810219,0.02078594,0.08860779,1
110260,154163310,-21.33012,-21.35781,-0.03959887,-0.01190601,-0.01618284,0.00797148,0.02561842,-0.07713413,1
110350,154263270,-21.33393,-21.36175,-0.03880842,-0.01098616,-0.0127597,0.00783595,0.01669344,0.04214859,1
110440,154364063,-21.33767,-21.36573,-0.03802722,-0.00996569,-0.01565579,0.00767596,0.02347622,-0.136095,1
110531,154464023,-21.34116,-21.36962,-0.03727164,-0.00881217,-0.01036209,0.00738493,0.01808572,0.09008789,1
110619,154563983,-21.34476,-21.37356,-0.03653394,-0.00773511,-0.01412061,0.0073056,0.03176448,-0.1012535,1
110708,154663943,-21.34829,-21.37744,-0.03580884,-0.00665601,-0.00947853,0.00720384,0.0247731,0.0973587,1
110797,154763903,-21.35164,-21.38124,-0.03509683,-0.00550454,-0.00963331,0.00700626,0.02499915,-0.06063938,1
110885,154863863,-21.35512,-21.38475,-0.03439625,-0.00476735,-0.00571413,0.0069832,0.01178796,0.03792667,1
110975,154963823,-21.35854,-21.38847,-0.03370098,-0.00376934,-0.00889132,0.00692558,0.02595596,-0.07633018,1
111063,155063783,-21.36186,-21.39212,-0.03301399,-0.0027552,-0.0052537,0.00681651,0.02335536,0.1411877,1
111151,155163743,-21.36505,-21.39573,-0.0323431,-0.00166194,-0.00525721,0.00664876,0.02470085,-0.03362465,1
111241,155263703,-21.3681,-21.39916,-0.03168731,-0.00062774,-0.00305223,0.00642706,0.01717265,0.01025677,1
111329,155363663,-21.37115,-21.40265,-0.03104886,0.0004526,-0.00470684,0.00628231,0.02709593,-0.03120613,1
111420,155463623,-21.37422,-21.40586,-0.03042246,0.00122305,0.00009208,0.00622472,0.0116513,-0.03052807,1
111508,155563583,-21.37702,-21.40915,-0.02981527,0.00231363,-0.00304834,0.0059896,0.02532435,-0.0357542,1
111597,155663543,-21.37988,-21.41219,-0.02922157,0.003088,0.0016464,0.00588548,0.01356457,-0.00155353,1
111686,155763503,-21.38278,-21.41528,-0.02863387,0.00386857,-0.00082405,0.00585043,0.0253403,-0.06524372,1
111774,155863463,-21.38554,-21.41862,-0.02805571,0.00502046,0.00454666,0.00572147,0.01002302,0.03466702,1
111864,155963423,-21.38804,-21.42151,-0.0274963,0.00598027,0.00086363,0.00542238,0.01986327,-0.09416294,1
111952,156063383,-21.3907,-21.42436,-0.02695483,0.00670728,0.00544853,0.00538165,0.01275959,0.07194233,1
112040,156163343,-21.39316,-21.42715,-0.02642302,0.00757356,0.0043077,0.00517895,0.01570394,-0.06851578,1
112130,156263303,-21.39579,-21.42967,-0.0259031,0.00797629,0.0075598,0.00521687,0.00785243,0.02824688,1
112218,156363263,-21.39815,-21.43217,-0.02539192,0.00863151,0.00497925,0.00501739,0.01640821,-0.07607841,1
112309,156464056,-21.40062,-21.43452,-0.02489093,0.00901288,0.00927522,0.0049886,0.00744903,0.06818295,1
112397,156564016,-21.403,-21.43695,-0.02439442,0.00956066,0.00597914,0.00488689,0.01522037,-0.06620026,1
112486,156663976,-21.40526,-21.43924,-0.0239127,0.01006923,0.01048414,0.00473706,0.00576556,0.05906868,1
112575,156763936,-21.40748,-21.44158,-0.02344656,0.01065012,0.00741018,0.00463334,0.01658367,-0.0317564,1
112664,156863896,-21.40964,-21.4437,-0.01587066,0.01818696,0.01637249,0.1483282,0.1570702,0.217926,1
112754,156963856,-21.41055,-21.44521,-0.0041021,0.03056099,0.02155749,0.0902738,0.1286868,0.01567554,1
112842,157063816,-21.41057,-21.44583,0.00304129,0.03830008,0.03027354,0.05457725,0.0933935,0.09441757,1
112930,157163776,-21.41004,-21.44593,0.00734011,0.04323122,0.03310891,0.0326213,0.07688005,-0.04907608,1
113020,157263736,-21.40916,-21.44554,0.00988941,0.04626148,0.03929357,0.01911646,0.05571128,0.03638649,1
113108,157363696,-21.4081,-21.44487,0.0113633,0.0481382,0.0399007,0.01082402,0.0498612,0.02166557,1
113199,157463656,-21.40693,-21.44375,0.01217666,0.04900527,0.0451696,0.0057405,0.02668177,0.02089882,1
113287,157563616,-21.40566,-21.44241,0.01258502,0.04933795,0.04652024,0.00260463,0.01793993,0.01484108,1
113376,157663576,-21.40439,-21.44075,0.01274495,0.04910725,0.04948015,0.00070509,-0.00361593,-0.04847908,1
113465,157763536,-21.40312,-21.43915,0.01275608,0.04878635,0.04835942,-0.00045009,-0.00033669,-0.00260925,1
113553,157863496,-21.40185,-21.43747,0.01267603,0.0482937,0.05080299,-0.00114919,-0.01329885,-0.01220608,1
113644,157963456,-21.40058,-21.43589,0.01254703,0.04785709,0.04737015,-0.00160347,-0.00719185,-0.1123419,1
113732,158063416,-21.39931,-21.43435,0.01238134,0.0474204,0.0499009,-0.00187416,-0.01052575,0.07395935,1
113820,158163376,-21.39805,-21.43282,0.01220147,0.04697686,0.04675224,-0.00207396,-0.0045737,-0.06144238,1
113910,158263336,-21.39688,-21.4312,0.01199502,0.04631875,0.04893805,-0.0020562,-0.01448095,0.00928497,1
113998,158363296,-21.3957,-21.42977,0.01179697,0.04586435,0.04387456,-0.00208045,-0.00234717,-0.1092873,1
114089,158464089,-21.39453,-21.42838,0.01159,0.04543522,0.04742968,-0.00206012,-0.00999444,0.03007126,1
114177,158564049,-21.39336,-21.42703,0.01138928,0.04506359,0.04404638,-0.002071,-0.00290012,-0.06475163,1
114266,158664009,-21.3922,-21.42554,0.01119145,0.0445313,0.04764885,-0.00208371,-0.01243575,0.06743336,1
114355,158763969,-21.39113,-21.42412,0.01099138,0.04397722,0.04253468,-0.00201327,-0.00387601,-0.09965611,1
114443,158863929,-21.39006,-21.42276,0.01079638,0.0435039,0.04490875,-0.00196821,-0.00893317,0.04901791,1
114533,158963889,-21.38898,-21.42163,0.01060498,0.04324903,0.04150519,-0.00194118,0.00223545,-0.0427084,1
114621,159063849,-21.38791,-21.42041,0.01041256,0.04291989,0.04508492,-0.00190903,-0.00916714,0.02449226,1
114709,159163809,-21.38685,-21.41931,0.0102355,0.04269399,0.04182016,-0.00194311,-0.00275307,-0.05291176,1
114799,159263769,-21.38587,-21.41816,0.01005398,0.04233914,0.04344578,-0.00188094,-0.01040131,-0.03535271,1
114887,159363729,-21.3849,-21.41716,0.00986987,0.04213793,0.04075097,-0.00180576,-0.00069071,-0.03465557,1
114978,159463689,-21.38392,-21.41617,0.0096917,0.04194023,0.0423588,-0.00176031,-0.00444573,0.02122974,1
115066,159563649,-21.38294,-21.41533,0.0095202,0.0419079,0.04049057,-0.00174823,0.00427135,0.00390911,1
115155,159663609,-21.38197,-21.4144,0.00936081,0.04179489,0.04194868,-0.00179671,-0.00546338,-0.06593704,1
115244,159763569,-21.38104,-21.41364,0.00919103,0.04179357,0.0404632,-0.00175307,0.00389036,-0.00175476,1
115332,159863529,-21.38016,-21.41285,0.00902056,0.04170856,0.04149962,-0.00166158,-0.00153478,0.02132797,1
115422,159963489,-21.37928,-21.41221,0.00886003,0.04179215,0.03917767,-0.00161975,0.00707838,-0.05022335,1
115510,160063449,-21.3784,-21.41148,0.00870356,0.04178462,0.04084801,-0.00159832,0.00467354,0.02066326,1
115598,160163409,-21.37752,-21.4107,0.00855786,0.04173901,0.03852653,-0.00163067,0.00943891,-0.07649231,1
115688,160263369,-21.37664,-21.40976,0.00839707,0.04151719,0.04030313,-0.00158759,0.00088199,-0.040205,1
115776,160363329,-21.3758,-21.40874,0.00824295,0.04117753,0.0375434,-0.0015483,0.01185747,-0.04955292,1
115867,160463289,-21.37502,-21.40771,0.00809829,0.04078872,0.04122782,-0.00150127,0.00025858,0.01598263,1
115955,160564082,-21.37424,-21.40679,0.00795643,0.04051258,0.03824835,-0.00146829,0.00609097,-0.04756737,1
116044,160664042,-21.37346,-21.40576,0.00781202,0.04011915,0.04210027,-0.00142256,-0.00945312,-0.00633049,1
116133,160764002,-21.37267,-21.40484,0.00767684,0.03984236,0.03828703,-0.00142299,-0.00133049,-0.06306839,1
116221,160863962,-21.37189,-21.40394,0.00754095,0.03959173,0.0412441,-0.00141987,-0.00664034,0.103879,1
116311,160963922,-21.37111,-21.40321,0.0074084,0.03950801,0.03771748,-0.00143351,0.0011891,-0.1140213,1
116399,161063882,-21.37037,-21.40228,0.00727332,0.03918738,0.04237622,-0.00140272,-0.01131839,0.05685806,1
116487,161163842,-21.36969,-21.40142,0.00713764,0.03887348,0.03663358,-0.00131605,-0.00081841,-0.1389589,1
116577,161263802,-21.369,-21.40065,0.00701086,0.03865393,0.03923955,-0.00127397,-0.00446168,0.03919697,1
116665,161363762,-21.36832,-21.39994,0.00689058,0.03850923,0.03690051,-0.00126433,0.00224497,-0.03907585,1
116756,161463722,-21.36764,-21.39916,0.00676584,0.03828683,0.03929688,-0.00123239,-0.00710747,0.00984001,1
116844,161563682,-21.36695,-21.39855,0.00665163,0.03825319,0.03710908,-0.00125315,0.00392126,0.00840568,1
116933,161663642,-21.36627,-21.39791,0.00652777,0.03816595,0.03740672,-0.00122564,-0.00218451,-0.08823395,1
117023,161763602,-21.36559,-21.39738,0.00641329,0.03820772,0.03688285,-0.01374584,-0.00723618,-0.01046753,1
117111,161863562,-21.3656,-21.39725,-0.00883347,0.02281936,0.0272758,-0.1631852,-0.1792808,-0.1592283,1
117201,161963522,-21.36702,-21.39829,-0.02094176,0.01033021,0.01552152,-0.1015673,-0.1306219,-0.1541424,1
117289,162063482,-21.36926,-21.40016,-0.02827784,0.00261571,0.01111013,-0.06319232,-0.1035232,-0.04785538,1
117377,162163442,-21.37211,-21.40259,-0.03289883,-0.00241787,0.00169906,-0.03793671,-0.06817594,-0.1312141,1
117467,162263402,-21.37556,-21.40558,-0.03579106,-0.00577153,-0.00111626,-0.02087064,-0.04547827,0.0036068,1
117556,162363362,-21.37904,-21.40913,-0.03727248,-0.00718458,-0.00724545,-0.01083211,-0.01769186,-0.06805229,1
117647,162463322,-21.38243,-21.41284,-0.03796419,-0.00755892,-0.00653698,-0.00480943,-0.01227268,-0.01114655,1
117735,162563282,-21.38586,-21.41682,-0.03821567,-0.00725376,-0.00982878,-0.00096136,0.00935095,-0.03181171,1
117824,162664075,-21.38967,-21.42072,-0.03817125,-0.00711657,-0.00736269,0.00169443,0.0065472,0.01690292,1
117913,162764035,-21.39338,-21.42464,-0.03792099,-0.00666122,-0.01097208,0.00324866,0.01720384,-0.06342602,1
118001,162863995,-21.39718,-21.42838,-0.03754372,-0.00634499,-0.00623111,0.0042322,0.00654114,0.05032825,1
118091,162963955,-21.40061,-21.4322,-0.03709784,-0.00551337,-0.0115718,0.00459582,0.0258702,-0.07210732,1
118180,163063915,-21.40414,-21.43588,-0.03662334,-0.00487773,-0.00698027,0.00488638,0.01811032,0.05635834,1
118268,163163875,-21.40757,-21.43946,-0.03612825,-0.00423372,-0.00850947,0.00500571,0.02022817,-0.07376289,1
118358,163263835,-21.411,-21.44289,-0.03562316,-0.00373351,-0.00613565,0.00507133,0.0141859,0.01416397,1
118446,163363795,-21.41425,-21.44632,-0.03511661,-0.00304874,-0.00760151,0.00499496,0.02169168,-0.09115124,1
118537,163463755,-21.41776,-21.44956,-0.03461051,-0.00280386,-0.00432714,0.00511453,0.0135345,0.02366447,1
118625,163563715,-21.42109,-21.45271,-0.03410174,-0.00248065,-0.00504982,0.00508799,0.01581069,-0.03172493,1
118714,163663675,-21.42449,-21.45554,-0.03359145,-0.00254165,-0.00216886,0.00510546,0.00163205,-0.03009605,1
118803,163763635,-21.42739,-21.45836,-0.03308842,-0.00211674,-0.00158697,0.00478492,0.00694875,0.04320335,1
118891,163863595,-21.43052,-21.46098,-0.03261002,-0.00215836,-0.00171326,0.00476062,-0.00333107,-0.1049061,1
118981,163963555,-21.43375,-21.46379,-0.03213171,-0.0020902,-0.00497789,0.00480334,0.01185628,-0.04254627,1
119069,164063515,-21.43671,-21.46644,-0.03165754,-0.00192854,-0.00056691,0.00467312,-0.00033327,-0.00174904,1
119157,164163475,-21.43976,-21.4689,-0.03119049,-0.00204742,-0.00046094,0.00463935,-0.00183007,0.0065918,1
119247,164263435,-21.44272,-21.47114,-0.03072971,-0.00230442,0.00240826,0.00457428,-0.01315544,0.07878208,1
119335,164363395,-21.44567,-21.4734,-0.03027233,-0.00254284,-0.00079862,0.00451691,-0.01230607,-0.1098557,1
119426,164463355,-21.44855,-21.47571,-0.02982371,-0.00265819,0.00077964,0.00444622,-0.01695095,-0.08419609,1
119514,164563315,-21.45148,-21.47819,-0.02937896,-0.0026773,-0.00228819,0.0044428,-0.0029324,-0.03882313,1
119603,164663275,-21.45419,-21.48057,-0.02894074,-0.00256867,-0.00007299,0.00429864,-0.00819346,-0.02048397,1
119692,164764068,-21.45706,-21.48303,-0.02850967,-0.00253799,-0.00297246,0.00430651,0.00345126,-0.02128983,1
119780,164864028,-21.45975,-21.48541,-0.0280837,-0.0024172,-0.00066333,0.00420891,-0.00055822,0.0712471,1
119870,164963988,-21.46233,-21.48783,-0.02766879,-0.00216586,-0.00443027,0.00408723,0.00843807,-0.0877409,1
119958,165063948,-21.46493,-21.49019,-0.0272628,-0.00200157,-0.00008981,0.00401945,-0.00274215,-0.00051689,1
120046,165163908,-21.46759,-21.49256,-0.02685915,-0.00189333,-0.00201055,0.00401504,0.00342554,-0.01114368,1
120135,165263868,-21.47016,-21.49466,-0.02645946,-0.00196239,0.00093661,0.00396028,-0.00987578,0.00326157,1
120224,165363828,-21.47254,-21.49686,-0.02606834,-0.00174705,-0.00155541,0.00379715,0.00097218,-0.01570034,1
120315,165463788,-21.47512,-21.49883,-0.02568547,-0.00197453,0.00095758,0.00383943,-0.00890891,0.01039314,1
120403,165563748,-21.4776,-21.5009,-0.02530171,-0.00200093,-0.00087612,0.00379063,-0.00113867,-0.01521397,1
120492,165663708,-21.48001,-21.50286,-0.02492588,-0.00208164,-0.00062474,0.00373346,-0.00670461,0.01586342,1
120580,165763668,-21.4824,-21.505,-0.02455293,-0.00195039,-0.00213521,0.00367384,0.00427687,-0.01159763,1
120669,165863628,-21.48478,-21.50692,-0.02418727,-0.00205104,0.00040328,0.00364387,-0.00854323,-0.05279732,1
120759,165963588,-21.48708,-21.50882,-0.02382301,-0.00207984,-0.0013645,0.00355897,-0.00228704,-0.03917217,1
120847,166063548,-21.48942,-21.51058,-0.02346743,-0.00230776,-0.00032267,0.00355223,-0.00965235,-0.02719498,1
120935,166163508,-21.49159,-21.51246,-0.02311395,-0.00224481,-0.00428298,0.00342239,0.00454655,-0.08981323,1
121024,166263468,-21.49365,-21.51427,-0.0227791,-0.00215898,-0.00118035,0.00330639,-0.00209486,-0.01350021,1
121113,166363428,-21.49573,-21.51617,-0.02245299,-0.00200622,-0.00397834,0.00324522,0.01048956,-0.04540825,1
121204,166463388,-21.49786,-21.51799,-0.02212939,-0.002,-0.00104223,0.003239,-0.00095952,0.0100832,1
121292,166563348,-21.49989,-21.51983,-0.02180612,-0.00186471,-0.00271107,0.00315815,0.00467322,-0.03167439,1
121381,166663308,-21.50193,-21.52158,-0.02149178,-0.0018409,-0.00141912,0.00312878,-0.00032755,0.04978561,1
121470,166763268,-21.504,-21.52336,-0.02373144,-0.00436621,-0.00308431,-0.107686,-0.1106821,-0.07846451,1
121559,166864061,-21.50684,-21.52523,-0.03217054,-0.01377699,-0.00584856,-0.06357996,-0.09958496,-0.118206,1
121649,166964021,-21.51014,-21.52765,-0.03691521,-0.01940056,-0.01331375,-0.03763326,-0.07239839,-0.1326609,1
121739,167063981,-21.51388,-21.53048,-0.03973131,-0.02313707,-0.01458101,-0.02102846,-0.06063993,0.01889515,1
121827,167163941,-21.51764,-21.53375,-0.04119807,-0.02508724,-0.02058225,-0.01116595,-0.03991733,-0.08307266,1
121916,167263901,-21.52149,-21.53712,-0.04192812,-0.0262958,-0.01959599,-0.00491924,-0.03851153,0.02482414,1
122005,167363861,-21.52559,-21.54082,-0.04219665,-0.02696228,-0.02454193,-0.00081809,-0.01755474,-0.07315445,1
122097,167463821,-21.52979,-21.54439,-0.04214298,-0.02754093,-0.02171605,0.0017422,-0.02688268,0.0223465,1
122184,167563781,-21.53355,-21.54816,-0.03408539,-0.01947846,-0.02531569,0.1322312,0.1330253,-0.1579323,1
122270,167663741,-21.5361,-21.55256,-0.02361434,-0.00714705,-0.04107408,0.08021801,0.1987188,-0.01830769,1
122359,167763701,-21.53792,-21.55955,-0.01725975,0.0043711,-0.05201392,0.04869774,0.320937,0.1914272,1
122449,167863661,-21.5394,-21.56462,-0.01339974,0.01181755,-0.01352057,0.02960806,0.2093273,0.661665,1
122540,167963621,-21.54062,-21.56571,-0.01105086,0.01404679,0.01620368,0.01804066,0.04827058,0.04840279,1
122629,168063581,-21.54164,-21.56421,-0.00961778,0.01295058,0.03921891,0.01102788,-0.081896,0.4565611,1
122719,168163541,-21.54251,-21.56186,-0.00874,0.01061547,0.04885875,0.00677116,-0.1638328,-0.05460835,0
122810,168263501,-21.54336,-21.55862,-0.00819905,0.00705974,0.05609899,0.00419607,-0.2202735,0.4120073,0
122900,168363461,-21.54415,-21.55553,-0.00786228,0.00352443,0.04705486,0.0026305,-0.2283746,-0.3950462,0
122992,168463421,-21.54493,-21.55267,-0.00764939,0.00008986,0.04304858,0.00168234,-0.2105672,0.3261061,0
123081,168563381,-21.54571,-21.55037,-0.00751157,-0.00284605,0.02836324,0.00110732,-0.1749826,-0.4646606,0
123170,168663341,-21.54647,-21.54906,-0.0074195,-0.00483161,0.01914411,0.00075632,-0.1285239,0.1432838,0
123260,168763301,-21.54721,-21.54804,-0.00735531,-0.00652768,0.00534858,0.00054003,-0.07921425,-0.4256477,0
123350,168863261,-21.54788,-21.5482,-0.00730857,-0.00699119,-0.00272358,0.00040021,-0.02949505,0.1059046,0
123441,168964054,-21.54853,-21.54818,-0.00727321,-0.00762721,-0.01111224,0.00031199,0.00258217,-0.3227091,0
123530,169064014,-21.54915,-21.54903,-0.0072452,-0.00736483,-0.01541791,0.00025405,0.03263151,0.02976036,0
123619,169163974,-21.5498,-21.5492,-0.00722159,-0.00781729,-0.0156658,0.00022011,0.04021023,-0.09742069,0
123710,169263934,-21.55045,-21.54975,-0.00720073,-0.00790141,-0.01893676,0.00019769,0.05044978,-0.04102802,0
123800,169363894,-21.55108,-21.54918,-0.00718184,-0.00908614,-0.01521185,0.0001808,0.0384953,-0.01106453,0
123892,169463854,-21.55173,-21.54858,-0.00716416,-0.01030869,-0.01476968,0.00016985,0.02562041,-0.05047894,0
123981,169563814,-21.55239,-21.54649,-0.00714753,-0.01305574,-0.01083042,0.00016414,-0.00275626,0.022439,0
124070,169663774,-21.55308,-21.54446,-0.0071313,-0.01575191,-0.01086728,0.00016034,-0.02213162,-0.1199455,0
124160,169763734,-21.55373,-21.54104,-0.00711563,-0.01980118,-0.00789855,0.00015295,-0.04482381,0.08131027,0
124250,169863694,-21.55438,-21.53777,-0.0071007,-0.02370714,-0.0099242,0.00014711,-0.0673207,-0.1211529,0
124341,169963654,-21.55501,-21.53304,-0.00708625,-0.02905402,-0.00768825,0.00013945,-0.09438663,-0.00125408,0
124430,170063614,-21.55568,-21.52894,-0.00707246,-0.03380341,-0.01386291,0.00013716,-0.1025698,-0.1965609,0
124519,170163574,-21.55634,-21.52353,-0.00705886,-0.0398738,-0.01114926,0.00013375,-0.1270619,0.05505276,0
124610,170263534,-21.55701,-21.51896,-0.00704557,-0.04509489,-0.01684462,0.00012977,-0.1421593,-0.1738567,0
124700,170363494,-21.55766,-21.51339,-0.00703279,-0.05129793,-0.01727001,0.00012414,-0.1569576,0.1081467,0
124792,170463454,-21.55832,-21.50927,-0.00702053,-0.05607571,-0.02555556,0.0001211,-0.1546435,-0.2383537,0
124881,170563414,-21.55901,-21.50461,-0.0070085,-0.06141035,-0.0280476,0.00011927,-0.1558573,0.06281376,0
124970,170663374,-21.55968,-21.50148,-0.00699684,-0.06519263,-0.03482154,0.00011506,-0.1566743,-0.225441,0
125060,170763334,-21.56034,-21.4983,-0.00698553,-0.06902166,-0.03939514,0.00011058,-0.1414783,0.0594492,0
125150,170863294,-21.56101,-21.49695,-0.0069747,-0.07103232,-0.04785521,0.0001064,-0.1246241,-0.2296257,0
125241,170964087,-21.56166,-21.49568,-0.0069643,-0.07294331,-0.05179147,0.0001002,-0.1051384,0.02663517,0
125330,171064047,-21.56229,-21.49617,-0.00695468,-0.07307529,-0.05963715,0.00009369,-0.08165438,-0.2614326,0
125419,171164007,-21.56294,-21.49683,-0.00694554,-0.07305638,-0.06071755,0.00008963,-0.05958197,0.08516121,0
125510,171263967,-21.56362,-21.49904,-0.0069366,-0.07151424,-0.06692045,0.00008881,-0.03726839,-0.2369995,0
125600,171363927,-21.56425,-21.50148,-0.00692794,-0.06969893,-0.06883929,0.00008087,-0.00836657,0.03905869,0
125692,171463887,-21.56491,-21.50537,-0.00691999,-0.0664488,-0.07336283,0.00007657,0.01986256,-0.1962643,0
125781,171563847,-21.56557,-21.50969,-0.00691248,-0.06279871,-0.06992265,0.00007459,0.03685047,0.1187859,0
125870,171663807,-21.5662,-21.51476,-0.00690534,-0.05834332,-0.068631,0.00006804,0.046209,-0.08462715,0
125961,171763767,-21.56686,-21.52024,-0.00741628,-0.05404469,-0.06484858,-0.00662609,0.05060535,0.1412134,0
126051,171863727,-21.56763,-21.52624,-0.00792897,-0.04931568,-0.06417312,-0.00403567,0.06159389,-0.1832724,0
126142,171963687,-21.56837,-21.53294,-0.00823466,-0.04366679,-0.05993917,-0.00248552,0.08168402,0.1722479,0
126231,172063647,-21.56922,-21.53972,-0.00842992,-0.03792699,-0.05857589,-0.00147653,0.09158303,-0.2026396,0
126320,172163607,-21.57003,-21.54681,-0.00853862,-0.03175883,-0.05081826,-0.0009037,0.09924326,0.2408857,0
126411,172263567,-21.57089,-21.55342,-0.00860734,-0.0260756,-0.04605772,-0.00052755,0.09502654,-0.181159,0
126502,172363527,-21.57173,-21.56036,-0.00864606,-0.02001325,-0.04037888,-0.0003024,0.1036685,0.1852942,0
126594,172463487,-21.57258,-21.56669,-0.00866818,-0.01456417,-0.03629384,-0.0001596,0.1000801,-0.1307516,0
126683,172563447,-21.57344,-21.57339,-0.00867912,-0.00873283,-0.02878916,-0.00007254,0.1047772,0.2256317,0
126772,172663407,-21.57427,-21.57933,-0.00868349,-0.00363222,-0.02529146,-0.00002093,0.1003423,-0.110178,0
126862,172763367,-21.57509,-21.58554,-0.00868423,0.00176743,-0.01957569,0.00000777,0.1100687,0.2154551,0
126952,172863327,-21.57592,-21.59079,-0.00868244,0.00618572,-0.01489073,0.00002722,0.09929703,-0.0997715,0
127043,172963287,-21.57678,-21.596,-0.00867914,0.01054693,-0.00859637,0.00003516,0.09996486,0.147975,0
127132,173064080,-21.57764,-21.60022,-0.00867558,0.01391231,-0.00333308,0.00003485,0.08625053,-0.04828358,0
127222,173164040,-21.57845,-21.60447,-0.00867228,0.01734334,-0.00149256,0.00002578,0.09207211,0.1134949,0
127313,173264000,-21.57931,-21.608,-0.00866969,0.02002659,0.00075638,0.00002455,0.08784024,-0.1076345,0
127403,173363960,-21.58016,-21.61164,-0.00866726,0.02280735,0.00570302,0.00002016,0.08793805,0.08786774,0
127495,173463920,-21.58102,-21.61436,-0.00866527,0.02467946,0.01064212,0.00001695,0.06772399,-0.117877,0
127584,173563880,-21.58188,-21.6167,-0.00866355,0.02616311,0.01712044,0.00001695,0.05355563,0.1137142,0
127673,173663840,-21.58276,-21.61822,-0.00866192,0.02680439,0.01854541,0.00001685,0.03659712,-0.1118183,0
127763,173763800,-21.58361,-21.61998,-0.00866049,0.02770182,0.020383,0.00001426,0.03698389,0.04153347,0
127853,173863760,-21.58447,-21.62117,-0.00865917,0.02804249,0.02193586,0.00001175,0.02808376,-0.0891037,0
127944,173963720,-21.58533,-21.62266,-0.00865787,0.02867368,0.02458892,0.00001175,0.02804988,0.1365557,0
128033,174063680,-21.58621,-21.62351,-0.00865658,0.02865055,0.02351795,0.00001447,0.0154902,-0.2185001,0
128122,174163640,-21.58698,-21.6247,-0.00865578,0.02906638,0.0262435,0.0000047,0.01973902,0.12012,0
128213,174263600,-21.58783,-21.62553,-0.00865523,0.02904253,0.02328226,0.00000767,0.01869564,-0.2264366,0
128303,174363560,-21.58871,-21.62687,-0.00865425,0.02950737,0.02746219,0.00001133,0.02127937,0.1409206,0
128395,174463520,-21.58957,-21.62752,-0.00865303,0.02930107,0.02735002,0.00001069,0.00594373,-0.1439886,0
128484,174563480,-21.5904,-21.62853,-0.00865173,0.02947815,0.02661419,0.0000095,0.01427406,0.07586098,0
128573,174663440,-21.59124,-21.62919,-0.00865094,0.02930072,0.02511566,0.00000784,0.01329583,-0.1423874,0
