LineNo,TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,RemPct,labels
93683,135564086,0,12.58798,12.61387,34.48191,705.1657,8.876603,0,0.00075096,83,1
93772,135664046,0,12.58798,12.61505,36.0606,706.1671,8.889208,0,0.00075081,83,1
93860,135764006,0,12.58798,12.61471,35.64516,707.1569,8.901668,0,0.00074994,83,1
93948,135863966,0,12.58798,12.6162,37.6393,708.2021,8.914824,0,0.00074994,83,1
94036,135963926,0,12.58798,12.61539,36.55914,709.2173,8.927604,0,0.00074994,83,1
94127,136063886,0,12.58798,12.61627,37.72239,710.2648,8.94079,0,0.00074994,83,1
94215,136163846,0,12.58798,12.61485,35.89442,711.2615,8.953338,0,0.00074871,83,1
94303,136263806,0,12.58798,12.61616,37.6393,712.3068,8.966495,0,0.00074871,83,1
94393,136363766,0,12.58798,12.61521,36.39296,713.3174,8.979216,0,0.00074824,83,1
94481,136463726,0,12.58798,12.61506,36.22679,714.3234,8.991879,0,0.00074754,82,1
94572,136563686,0,12.58798,12.6141,35.06354,715.2971,9.004135,0,0.0007449,82,1
94661,136663646,0,12.58798,12.61368,34.64809,716.2592,9.016247,0,0.00074196,82,1
94749,136763606,0,12.58798,12.61387,34.98045,717.2306,9.028475,0,0.00074012,82,1
94837,136863566,0,12.58798,12.61479,36.22679,718.2366,9.041138,0,0.00074012,82,1
94926,136963526,0,12.58798,12.61368,34.81427,719.2033,9.053308,0,0.00073818,82,1
95017,137063486,0,12.58798,12.61503,36.64223,720.2208,9.066116,0,0.00073818,82,1
95105,137163446,0,12.58798,12.61355,34.73118,721.1852,9.078257,0,0.00073616,82,1
95193,137263406,0,12.58798,12.61465,36.22679,722.1912,9.090919,0,0.00073616,82,1
95283,137363366,0,12.58798,12.61341,34.64809,723.1534,9.103031,0,0.00073418,82,1
95371,137463326,0,12.58798,12.61464,36.30988,724.1617,9.115724,0,0.00073418,82,1
95462,137563286,0,12.58798,12.61322,34.48191,725.1192,9.127777,0,0.00073203,82,1
95552,137664079,0,12.58798,12.6145,36.22679,726.1335,9.140546,0,0.00073203,82,1
95640,137764039,0,12.58798,12.61302,34.31574,727.0864,9.152541,0,0.00072975,82,1
95728,137863999,0,12.58798,12.61411,35.81134,728.0809,9.165059,0,0.00072975,82,1
95816,137963959,0,12.58798,12.61288,34.23265,729.0315,9.177025,0,0.00072759,82,1
95907,138063919,0,12.58798,12.61415,35.97752,730.0306,9.189601,0,0.00072759,82,1
95995,138163879,0,12.58798,12.61275,34.14956,730.9789,9.201538,0,0.00072545,82,1
96083,138263839,0,12.58798,12.61408,35.97752,731.978,9.214114,0,0.00072545,82,1
96173,138363799,0,12.58798,12.61262,34.06647,732.924,9.226023,0,0.0007233,82,1
96261,138463759,0,12.58798,12.61382,35.72825,733.9161,9.238512,0,0.0007233,82,1
96352,138563719,0,12.58798,12.61249,33.98338,734.8597,9.250391,0,0.0007212,82,1
96441,138663679,0,12.58798,12.61345,35.31281,735.8403,9.262734,0,0.0007212,82,1
96529,138763639,0,12.58798,12.61223,33.73412,736.7771,9.274527,0,0.00071893,82,1
96617,138863599,0,12.58798,12.61319,35.06354,737.7508,9.286783,0,0.00071893,82,1
96705,138963559,0,12.58798,12.61197,33.48485,738.6806,9.298488,0,0.00071656,82,1
96796,139063519,0,12.58798,12.61322,35.22971,739.6589,9.310802,0,0.00071656,82,1
96884,139163479,0,12.58798,12.6119,33.48485,740.5887,9.322507,0,0.00071442,82,1
96972,139263439,0,12.58798,12.61303,35.06354,741.5624,9.334764,0,0.00071442,82,1
97062,139363399,0,12.58798,12.61171,33.31867,742.4876,9.34641,0,0.00071221,82,1
97150,139463359,0,12.58798,12.61283,34.89736,743.4567,9.358608,0,0.00071221,82,1
97241,139563319,0,12.58798,12.61164,33.31867,744.3819,9.370255,0,0.00071024,82,1
97330,139663279,0,12.58798,12.61276,34.89736,745.351,9.382453,0,0.00071024,82,1
97418,139764072,0,12.58798,12.61145,33.15249,746.2792,9.394138,0,0.00070815,82,1
97506,139864032,0,12.58798,12.61269,34.89736,747.2483,9.406337,0,0.00070815,82,1
97594,139963992,0,12.58798,12.61145,33.23558,748.1712,9.417954,0,0.00070635,82,1
97685,140063952,0,12.58798,12.61292,35.31281,749.1518,9.430298,0,0.00070635,82,1
97773,140163912,0,12.58798,12.61139,33.23558,750.0747,9.441916,0,0.00070453,82,1
97861,140263872,0,12.58798,12.61256,34.89736,751.0438,9.454114,0,0.00070453,82,1
97951,140363832,0,12.58798,12.61127,33.15249,751.9644,9.465703,0,0.00070266,82,1
98039,140463792,0,12.58798,12.61244,34.81427,752.9311,9.477873,0,0.00070266,82,1
98130,140563752,0,12.58798,12.61109,32.98632,753.8471,9.489404,0,0.00070063,82,1
98219,140663712,0,12.58798,12.61214,34.48191,754.8046,9.501457,0,0.00070063,82,1
98307,140763672,0,12.58798,12.61084,32.73705,755.7137,9.5129,0,0.00069839,82,1
98395,140863632,0,12.58798,12.612,34.39883,756.6689,9.524924,0,0.00069839,81,1
98483,140963592,0,12.58798,12.61077,32.73705,757.5779,9.536367,0,0.00069638,81,1
98574,141063552,0,12.58798,12.61199,34.48191,758.5355,9.548421,0,0.00069638,81,1
98662,141163512,0,12.58798,12.61065,32.65396,759.4422,9.559835,0,0.00069437,81,1
98750,141263472,0,12.58798,12.61198,34.565,760.402,9.571918,0,0.00069437,81,1
98840,141363432,0,12.58798,12.61053,32.57087,761.3065,9.583302,0,0.00069231,81,1
98928,141463392,0,12.58798,12.61162,34.14956,762.2548,9.59524,0,0.00069231,81,1
99019,141563352,0,12.58798,12.6104,32.48778,763.157,9.606596,0,0.00069032,81,1
99108,141663312,0,12.58798,12.61155,34.14956,764.1053,9.618533,0,0.00069032,81,1
99196,141763272,0,12.58798,12.61034,32.48778,765.0074,9.629889,0,0.00068849,81,1
99284,141864065,0,12.58798,12.61155,34.23265,765.9659,9.641955,0,0.00068849,81,1
99373,141964025,0,12.58798,12.61035,32.57087,766.8704,9.65334,0,0.00068688,81,1
99463,142063985,0,12.58798,12.61149,34.23265,767.821,9.665306,0,0.00068688,81,1
99552,142163945,0,12.58798,12.61024,32.48778,768.7232,9.676662,0,0.00068518,81,1
99640,142263905,0,12.58798,12.61121,33.90029,769.6646,9.688513,0,0.00068518,81,1
99731,142363865,0,12.58798,12.61006,32.3216,770.5621,9.699811,0,0.00068334,81,1
99819,142463825,0,12.58798,12.61114,33.90029,771.5034,9.711661,0,0.00068334,81,1
99909,142563785,0,12.58798,12.61001,32.3216,772.4009,9.72296,0,0.00068165,81,1
99999,142663745,0,12.58798,12.61097,33.73412,773.3377,9.734752,0,0.00068165,81,1
100088,142763705,0,12.58798,12.60984,32.15543,774.2307,9.745992,0,0.00067982,81,1
100176,142863665,0,12.58798,12.61074,33.48485,775.1605,9.757696,0,0.00067982,81,1
100264,142963625,0,12.58798,12.60966,31.98925,776.0488,9.768878,0,0.00067793,81,1
100354,143063585,0,12.58798,12.61085,33.73412,776.9855,9.78067,0,0.00067793,81,1
100443,143163545,0,12.58798,12.60961,31.98925,777.8738,9.791852,0,0.00067616,81,1
100531,143263505,0,12.58798,12.61073,33.65103,778.8083,9.803615,0,0.00067616,81,1
100621,143363465,0,12.58798,12.60955,31.98925,779.6966,9.814796,0,0.00067448,81,1
100709,143463425,0,12.58798,12.61051,33.40176,780.6241,9.826472,0,0.00067448,81,1
100799,143563385,0,12.58798,12.60944,31.90616,781.5101,9.837626,0,0.00067281,81,1
100889,143663345,0,12.58798,12.61051,33.48485,782.4399,9.84933,0,0.00067281,81,1
100977,143763305,0,12.58798,12.60933,31.82307,783.3236,9.860454,0,0.0006711,81,1
101065,143863265,0,12.58798,12.61039,33.40176,784.2512,9.872129,0,0.0006711,81,1
101153,143964058,0,12.58798,12.60922,31.73998,785.1399,9.883317,0,0.00066936,81,1
101243,144064018,0,12.58798,12.6105,33.65103,786.0743,9.89508,0,0.00066936,81,1
101332,144163978,0,12.58798,12.60929,31.90616,786.9603,9.906233,0,0.00066792,81,1
101420,144263938,0,12.58798,12.61029,33.40176,787.8879,9.917909,0,0.00066792,81,1
101510,144363898,0,12.58798,12.60912,31.73998,788.7693,9.929004,0,0.00066626,81,1
101598,144463858,0,12.58798,12.61018,33.31867,789.6945,9.94065,0,0.00066626,81,1
101688,144563818,0,12.58798,12.60913,31.82307,790.5782,9.951774,0,0.00066482,81,1
101778,144663778,0,12.58798,12.61002,33.15249,791.4988,9.963363,0,0.00066482,81,1
101866,144763738,0,12.58798,12.60897,31.65689,792.3779,9.974428,0,0.00066321,81,1
101954,144863698,0,12.58798,12.60996,33.15249,793.2985,9.986017,0,0.00066321,81,1
102042,144963658,0,12.58798,12.60881,31.49071,794.1729,9.997025,0,0.00066145,81,1
102132,145063618,0,12.58798,12.6098,32.98632,795.0889,10.00856,0,0.00066145,81,1
102221,145163578,0,12.58798,12.6087,31.40763,795.9611,10.01953,0,0.0006597,81,1
102309,145263538,0,12.58798,12.60979,33.0694,796.8793,10.03109,0,0.0006597,81,1
102398,145363498,0,12.58798,12.60859,31.32454,797.7492,10.04204,0,0.00065793,81,1
102487,145463458,0,12.58798,12.60973,33.0694,798.6675,10.0536,0,0.00065793,80,1
102577,145563418,0,12.58798,12.60859,31.40763,799.5396,10.06458,0,0.00065637,80,1
102667,145663378,0,12.58798,12.60952,32.82014,800.451,10.07605,0,0.00065637,80,1
102755,145763338,0,12.58798,12.60855,31.40763,801.3231,10.08703,0,0.00065493,80,1
102843,145863298,0,12.58798,12.60942,32.73705,802.2322,10.09848,0,0.00065493,80,1
102931,145964091,0,12.58798,12.60845,31.32454,803.1093,10.10952,0,0.00065346,80,1
103021,146064051,0,12.58798,12.60937,32.73705,804.0183,10.12096,0,0.00065346,80,1
103110,146164011,0,12.58798,12.60835,31.24145,804.8859,10.13188,0,0.00065194,80,1
103198,146263971,0,12.58798,12.60932,32.73705,805.7949,10.14332,0,0.00065194,80,1
103287,146363931,0,12.58798,12.6083,31.24145,806.6625,10.15424,0,0.00065051,80,1
103376,146463891,0,12.58798,12.60922,32.65396,807.5692,10.16566,0,0.00065051,80,1
103466,146563851,0,12.58798,12.60826,31.24145,808.4368,10.17658,0,0.00064915,80,1
103556,146663811,0,12.58798,12.60923,32.73705,809.3458,10.18802,0,0.00064915,80,1
103644,146763771,0,12.58798,12.60816,31.15836,810.2111,10.19891,0,0.0006477,80,1
103732,146863731,0,12.58798,12.60907,32.57087,811.1155,10.2103,0,0.0006477,80,1
103821,146963691,0,12.58798,12.60823,31.32454,811.9854,10.22125,0,0.00064659,80,1
103911,147063651,0,12.58798,12.60915,32.73705,812.8945,10.23269,0,0.00064659,80,1
104000,147163611,0,12.58798,12.6082,31.32454,813.7643,10.24364,0,0.00064546,80,1
104088,147263571,0,12.58798,12.60911,32.73705,814.6734,10.25509,0,0.00064546,80,1
104177,147363531,0,12.58798,12.6081,31.24145,815.541,10.26601,0,0.00064418,80,1
104266,147463491,0,12.58798,12.60896,32.57087,816.4454,10.27739,0,0.00064418,80,1
104356,147563451,0,12.58798,12.60806,31.24145,817.313,10.28831,0,0.00064296,80,1
104446,147663411,0,12.58798,12.60903,32.73705,818.222,10.29976,0,0.00064296,80,1
104534,147763371,0,12.58798,12.60797,31.15836,819.0873,10.31065,0,0.00064161,80,1
104623,147863331,0,12.58798,12.60882,32.48778,819.9894,10.322,0,0.00064161,80,1
104711,147963291,0,12.58798,12.60787,31.07527,820.8524,10.33287,0,0.0006402,80,1
104801,148064084,0,12.58798,12.60872,32.40469,821.7597,10.34429,0,0.0006402,80,1
104890,148164044,0,12.58798,12.60772,30.90909,822.618,10.35509,0,0.00063864,80,1
104978,148264004,0,12.58798,12.60867,32.40469,823.5179,10.36642,0,0.00063864,80,1
105067,148363964,0,12.58798,12.60767,30.90909,824.3762,10.37722,0,0.00063718,80,1
105156,148463924,0,12.58798,12.60857,32.3216,825.2737,10.38852,0,0.00063718,80,1
105246,148563884,0,12.58798,12.60763,30.90909,826.1321,10.39932,0,0.00063581,80,1
105336,148663844,0,12.58798,12.60847,32.23851,827.0273,10.41059,0,0.00063581,80,1
105424,148763804,0,12.58798,12.60753,30.826,827.8833,10.42137,0,0.0006344,80,1
105512,148863764,0,12.58798,12.60832,32.07233,828.7739,10.43258,0,0.0006344,80,1
105600,148963724,0,12.58798,12.60744,30.74291,829.6276,10.44333,0,0.00063299,80,1
105690,149063684,0,12.58798,12.60828,32.07233,830.5182,10.45454,0,0.00063299,80,1
105779,149163644,0,12.58798,12.60734,30.65982,831.3696,10.46526,0,0.00063155,80,1
105867,149263604,0,12.58798,12.60818,31.98925,832.2579,10.47644,0,0.00063155,80,1
105956,149363564,0,12.58798,12.6073,30.65982,833.1093,10.48715,0,0.00063022,80,1
106045,149463524,0,12.58798,12.60819,32.07233,833.9999,10.49837,0,0.00063022,80,1
106135,149563484,0,12.58798,12.60732,30.74291,834.8536,10.50911,0,0.00062907,80,1
106225,149663444,0,12.58798,12.6081,31.98925,835.7419,10.52029,0,0.00062907,80,1
106313,149763404,0,12.58798,12.60717,30.57673,836.591,10.53098,0,0.00062772,80,1
106401,149863364,0,12.58798,12.60811,32.07233,837.4816,10.54219,0,0.00062772,80,1
106489,149963324,0,12.58798,12.60719,30.65982,838.333,10.55291,0,0.00062653,80,1
106579,150063284,0,12.58798,12.60802,31.98925,839.2213,10.56409,0,0.00062653,80,1
106668,150164077,0,12.58798,12.60715,30.65982,840.0798,10.5749,0,0.00062538,79,1
106756,150264037,0,12.58798,12.60793,31.90616,840.9658,10.58605,0,0.00062538,79,1
106845,150363997,0,12.58798,12.60712,30.65982,841.8171,10.59677,0,0.00062427,79,1
106934,150463957,0,12.58798,12.60795,31.98925,842.7054,10.60795,0,0.00062427,79,1
107024,150563917,0,12.58798,12.60703,30.57673,843.5545,10.61864,0,0.00062305,79,1
107114,150663877,0,12.58798,12.60781,31.82307,844.4382,10.62976,0,0.00062305,79,1
107202,150763837,0,12.58798,12.60699,30.57673,845.2872,10.64045,0,0.0006219,79,1
107290,150863797,0,12.58798,12.60782,31.90616,846.1732,10.6516,0,0.0006219,79,1
107378,150963757,0,12.58798,12.6069,30.49364,847.02,10.66226,0,0.00062065,79,1
107468,151063717,0,12.58798,12.60773,31.82307,847.9037,10.67339,0,0.00062065,79,1
107557,151163677,0,12.58798,12.60681,30.41056,848.7482,10.68402,0,0.00061934,79,1
107645,151263637,0,12.58798,12.60758,31.65689,849.6273,10.69508,0,0.00061934,79,1
107734,151363597,0,12.58798,12.60678,30.41056,850.4717,10.70571,0,0.00061812,79,1
107823,151463557,0,12.58798,12.60754,31.65689,851.3508,10.71678,0,0.00061812,79,1
107913,151563517,0,12.58798,12.60674,30.41056,852.1953,10.72741,0,0.00061698,79,1
108003,151663477,0,12.58798,12.60766,31.90616,853.0813,10.73856,0,0.00061698,79,1
108091,151763437,0,12.58798,12.60681,30.57673,853.9304,10.74925,0,0.00061606,79,1
108180,151863397,0,12.58798,12.60774,32.07233,854.821,10.76046,0,0.00061606,79,1
108268,151963357,0,12.58798,12.60689,30.74291,855.6747,10.77121,0,0.0006153,79,1
108358,152063317,0,12.58798,12.60761,31.90616,856.5607,10.78236,0,0.0006153,79,1
108447,152163277,0,12.58798,12.60681,30.65982,857.412,10.79308,0,0.00061437,79,1
108535,152264070,0,12.58798,12.60763,31.98925,858.3077,10.80435,0,0.00061437,79,1
108625,152364030,0,12.58798,12.60673,30.57673,859.1568,10.81504,0,0.00061328,79,1
108714,152463990,0,12.58798,12.6076,31.98925,860.0451,10.82622,0,0.00061328,79,1
108804,152563950,0,12.58798,12.6067,30.57673,860.8942,10.83691,0,0.00061219,79,1
108894,152663910,0,12.58798,12.60741,31.73998,861.7756,10.84801,0,0.00061219,79,1
108982,152763870,0,12.58798,12.60661,30.49364,862.6224,10.85867,0,0.00061102,79,1
109070,152863830,0,12.58798,12.60747,31.90616,863.5084,10.86982,0,0.00061102,79,1
109159,152963790,0,12.58798,12.60658,30.49364,864.3552,10.88048,0,0.00060987,79,1
109249,153063750,0,12.58798,12.60728,31.65689,865.2343,10.89154,0,0.00060987,79,1
109338,153163710,0,12.58798,12.60643,30.32747,866.0764,10.90215,0,0.00060856,79,1
109426,153263670,0,12.58798,12.60714,31.49071,866.9509,10.91315,0,0.00060856,79,1
109515,153363630,0,12.58798,12.6064,30.32747,867.793,10.92375,0,0.00060737,79,1
109604,153463590,0,12.58798,12.60715,31.5738,868.6698,10.93479,0,0.00060737,79,1
109694,153563550,0,12.58798,12.60636,30.32747,869.512,10.94539,0,0.00060624,79,1
109784,153663510,0,12.58798,12.60712,31.5738,870.3887,10.95643,0,0.00060624,79,1
109872,153763470,0,12.58798,12.60633,30.32747,871.2309,10.96703,0,0.00060516,79,1
109960,153863430,0,12.58798,12.60708,31.5738,872.1077,10.97807,0,0.00060516,79,1
110048,153963390,0,12.58798,12.60625,30.24438,872.9475,10.98864,0,0.00060399,79,1
110138,154063350,0,12.58798,12.607,31.49071,873.822,10.99965,0,0.00060399,79,1
110226,154163310,0,12.58798,12.60627,30.32747,874.6641,11.01025,0,0.00060301,79,1
110315,154263270,0,12.58798,12.60692,31.40763,875.5363,11.02123,0,0.00060301,79,1
110406,154364063,0,12.58798,12.60624,30.32747,876.3854,11.03192,0,0.00060207,79,1
110495,154464023,0,12.58798,12.60699,31.5738,877.2622,11.04295,0,0.00060207,79,1
110585,154563983,0,12.58798,12.60615,30.24438,878.1021,11.05352,0,0.000601,79,1
110674,154663943,0,12.58798,12.60685,31.40763,878.9742,11.0645,0,0.000601,79,1
110763,154763903,0,12.58798,12.60612,30.24438,879.814,11.07508,0,0.00059998,79,1
110851,154863863,0,12.58798,12.60682,31.40763,880.6862,11.08605,0,0.00059998,79,1
110939,154963823,0,12.58798,12.60609,30.24438,881.526,11.09663,0,0.000599,79,1
111029,155063783,0,12.58798,12.60684,31.49071,882.4005,11.10763,0,0.000599,78,1
111117,155163743,0,12.58798,12.60601,30.16129,883.238,11.11818,0,0.0005979,78,1
111206,155263703,0,12.58798,12.60671,31.32454,884.1078,11.12913,0,0.0005979,78,1
111295,155363663,0,12.58798,12.60598,30.16129,884.9454,11.13967,0,0.00059687,78,1
111384,155463623,0,12.58798,12.60662,31.24145,885.8129,11.15059,0,0.00059687,78,1
111474,155563583,0,12.58798,12.6059,30.0782,886.6482,11.16111,0,0.00059578,78,1
111563,155663543,0,12.58798,12.60669,31.40763,887.5203,11.17208,0,0.00059578,78,1
111652,155763503,0,12.58798,12.60587,30.0782,888.3556,11.1826,0,0.00059471,78,1
111740,155863463,0,12.58798,12.60676,31.5738,889.2324,11.19363,0,0.00059471,78,1
111828,155963423,0,12.58798,12.60589,30.16129,890.0699,11.20418,0,0.00059374,78,1
111918,156063383,0,12.58798,12.60663,31.40763,890.942,11.21516,0,0.00059374,78,1
112006,156163343,0,12.58798,12.60596,30.32747,891.7842,11.22576,0,0.000593,78,1
112095,156263303,0,12.58798,12.6066,31.40763,892.6563,11.23674,0,0.000593,78,1
112184,156363263,0,12.58798,12.60589,30.24438,893.4962,11.24731,0,0.00059213,78,1
112273,156464056,0,12.58798,12.60643,31.15836,894.3686,11.25829,0,0.00059213,78,1
112363,156564016,0,12.58798,12.60576,30.0782,895.2039,11.26881,0,0.00059107,78,1
112452,156663976,0,12.58798,12.60654,31.40763,896.076,11.27978,0,0.00059107,78,1
112541,156763936,0,12.58798,12.60572,30.0782,896.9113,11.2903,0,0.00059002,78,1
112630,156863896,0,12.58798,12.60641,31.24145,897.7788,11.30122,0,0.00059002,78,1
112718,156963856,0,12.58798,12.60564,29.99511,898.6118,11.3117,0,0.00058891,78,1
112808,157063816,0,12.58798,12.60633,31.15836,899.477,11.3226,0,0.00058891,78,1
112896,157163776,0,12.58798,12.60561,29.99511,900.3099,11.33308,0,0.00058787,78,1
112985,157263736,0,12.58798,12.60629,31.15836,901.1752,11.34397,0,0.00058787,78,1
113074,157363696,0,12.58798,12.60558,29.99511,902.0081,11.35446,0,0.00058688,78,1
113163,157463656,0,12.58798,12.60617,30.99218,902.8687,11.36529,0,0.00058688,78,1
113253,157563616,0,12.58798,12.60555,29.99511,903.7017,11.37578,0,0.00058596,78,1
113342,157663576,0,12.58798,12.60628,31.24145,904.5692,11.3867,0,0.00058596,78,1
113431,157763536,0,12.58798,12.60558,30.0782,905.4045,11.39721,0,0.00058515,78,1
113519,157863496,0,12.58798,12.60636,31.40763,906.2766,11.40819,0,0.00058515,78,1
113607,157963456,0,12.58798,12.6056,30.16129,907.1141,11.41873,0,0.0005844,78,1
113698,158063416,0,12.58798,12.60623,31.24145,907.9817,11.42965,0,0.0005844,78,1
113786,158163376,0,12.58798,12.60553,30.0782,908.817,11.44017,0,0.00058351,78,1
113875,158263336,0,12.58798,12.60626,31.32454,909.6868,11.45112,0,0.00058351,78,1
113964,158363296,0,12.58798,12.60555,30.16129,910.5244,11.46166,0,0.00058272,78,1
114053,158464089,0,12.58798,12.60613,31.15836,911.3968,11.47264,0,0.00058272,78,1
114143,158564049,0,12.58798,12.60548,30.0782,912.2321,11.48316,0,0.00058183,78,1
114232,158664009,0,12.58798,12.60615,31.24145,913.0996,11.49408,0,0.00058183,78,1
114321,158763969,0,12.58798,12.6055,30.16129,913.9371,11.50462,0,0.00058106,78,1
114409,158863929,0,12.58798,12.60628,31.49071,914.8116,11.51563,0,0.00058106,78,1
114497,158963889,0,12.58798,12.60548,30.16129,915.6491,11.52617,0,0.00058022,78,1
114587,159063849,0,12.58798,12.60615,31.32454,916.519,11.53712,0,0.00058022,78,1
114675,159163809,0,12.58798,12.60545,30.16129,917.3565,11.54766,0,0.00057937,78,1
114764,159263769,0,12.58798,12.60603,31.15836,918.2217,11.55855,0,0.00057937,78,1
114853,159363729,0,12.58798,12.60543,30.16129,919.0593,11.5691,0,0.00057855,78,1
114942,159463689,0,12.58798,12.60605,31.24145,919.9268,11.58002,0,0.00057855,78,1
115032,159563649,0,12.58798,12.6054,30.16129,920.7643,11.59056,0,0.00057773,78,1
115121,159663609,0,12.58798,12.60607,31.32454,921.6342,11.60151,0,0.00057773,78,1
115210,159763569,0,12.58798,12.60538,30.16129,922.4717,11.61205,0,0.0005769,78,1
115298,159863529,0,12.58798,12.60619,31.5738,923.3485,11.62309,0,0.0005769,78,1
115386,159963489,0,12.58798,12.6054,30.24438,924.1884,11.63366,0,0.00057612,77,1
115476,160063449,0,12.58798,12.60612,31.49071,925.0628,11.64467,0,0.00057612,77,1
115564,160163409,0,12.58798,12.60543,30.32747,925.905,11.65527,0,0.0005754,77,1
115653,160263369,0,12.58798,12.6061,31.49071,926.7794,11.66628,0,0.0005754,77,1
115742,160363329,0,12.58798,12.60535,30.24438,927.6193,11.67685,0,0.00057453,77,1
115831,160463289,0,12.58798,12.60612,31.5738,928.496,11.68789,0,0.00057453,77,1
115921,160564082,0,12.58798,12.60533,30.24438,929.3429,11.69855,0,0.00057362,77,1
116010,160664042,0,12.58798,12.60604,31.49071,930.2173,11.70956,0,0.00057362,77,1
116099,160764002,0,12.58798,12.60535,30.32747,931.0595,11.72016,0,0.00057283,77,1
116187,160863962,0,12.58798,12.60616,31.73998,931.9409,11.73125,0,0.00057283,77,1
116275,160963922,0,12.58798,12.60537,30.41056,932.7854,11.74188,0,0.00057207,77,1
116365,161063882,0,12.58798,12.60604,31.5738,933.6622,11.75292,0,0.00057207,77,1
116453,161163842,0,12.58798,12.6053,30.32747,934.5043,11.76352,0,0.00057117,77,1
116542,161263802,0,12.58798,12.60611,31.73998,935.3857,11.77462,0,0.00057117,77,1
116631,161363762,0,12.58798,12.60527,30.32747,936.2279,11.78522,0,0.00057022,77,1
116720,161463722,0,12.58798,12.60589,31.40763,937.1,11.7962,0,0.00057022,77,1
116810,161563682,0,12.58798,12.60519,30.24438,937.9399,11.80677,0,0.00056921,77,1
116899,161663642,0,12.58798,12.60567,31.07527,938.8028,11.81763,0,0.00056921,77,1
116989,161763602,0,12.58798,12.60511,30.16129,939.6403,11.82817,0,0.00056821,77,1
117077,161863562,0,12.58798,12.60587,31.49071,940.5148,11.83918,0,0.00056821,77,1
117165,161963522,0,12.58798,12.60529,30.49364,941.3616,11.84984,0,0.00056767,77,1
117255,162063482,0,12.58798,12.606,31.73998,942.243,11.86093,0,0.00056767,77,1
117343,162163442,0,12.58798,12.60532,30.57673,943.092,11.87162,0,0.00056712,77,1
117432,162263402,0,12.58798,12.60593,31.65689,943.9711,11.88269,0,0.00056712,77,1
117522,162363362,0,12.58798,12.60525,30.49364,944.8179,11.89335,0,0.00056639,77,1
117611,162463322,0,12.58798,12.60605,31.90616,945.7039,11.9045,0,0.00056639,77,1
117701,162563282,0,12.58798,12.60517,30.41056,946.5484,11.91513,0,0.00056545,77,1
117790,162664075,0,12.58798,12.60578,31.49071,947.4302,11.92623,0,0.00056545,77,1
117879,162764035,0,12.58798,12.60515,30.41056,948.2747,11.93686,0,0.00056456,77,1
117967,162863995,0,12.58798,12.60585,31.65689,949.1537,11.94793,0,0.00056456,77,1
118055,162963955,0,12.58798,12.60507,30.32747,949.9959,11.95853,0,0.00056356,77,1
118145,163063915,0,12.58798,12.60582,31.65689,950.875,11.96959,0,0.00056356,77,1
118234,163163875,0,12.58798,12.60509,30.41056,951.7195,11.98022,0,0.00056267,77,1
118323,163263835,0,12.58798,12.60579,31.65689,952.5986,11.99129,0,0.00056267,77,1
118412,163363795,0,12.58798,12.60506,30.41056,953.4431,12.00192,0,0.00056179,77,1
118501,163463755,0,12.58798,12.60571,31.5738,954.3198,12.01296,0,0.00056179,77,1
118591,163563715,0,12.58798,12.60509,30.49364,955.1666,12.02362,0,0.00056102,77,1
118680,163663675,0,12.58798,12.60555,31.32454,956.0365,12.03457,0,0.00056102,77,1
118769,163763635,0,12.58798,12.60501,30.41056,956.881,12.0452,0,0.0005602,77,1
118857,163863595,0,12.58798,12.60553,31.32454,957.7509,12.05615,0,0.0005602,77,1
118945,163963555,0,12.58798,12.60494,30.32747,958.593,12.06675,0,0.00055931,77,1
119035,164063515,0,12.58798,12.60568,31.65689,959.4721,12.07781,0,0.00055931,77,1
119123,164163475,0,12.58798,12.60506,30.57673,960.3212,12.0885,0,0.00055874,77,1
119212,164263435,0,12.58798,12.60571,31.73998,961.2026,12.0996,0,0.00055874,77,1
119301,164363395,0,12.58798,12.60499,30.49364,962.0494,12.11026,0,0.00055797,77,1
119390,164463355,0,12.58798,12.60573,31.82307,962.933,12.12138,0,0.00055797,77,1
119480,164563315,0,12.58798,12.60497,30.49364,963.7798,12.13204,0,0.00055714,77,1
119569,164663275,0,12.58798,12.60548,31.40763,964.652,12.14302,0,0.00055714,77,1
119658,164764068,0,12.58798,12.60489,30.41056,965.5035,12.15374,0,0.00055626,77,1
119746,164864028,0,12.58798,12.60549,31.49071,966.3779,12.16474,0,0.00055626,76,1
119834,164963988,0,12.58798,12.60487,30.41056,967.2224,12.17537,0,0.00055541,76,1
119924,165063948,0,12.58798,12.60561,31.73998,968.1038,12.18647,0,0.00055541,76,1
120012,165163908,0,12.58798,12.60489,30.49364,968.9506,12.19713,0,0.00055464,76,1
120100,165263868,0,12.58798,12.60558,31.73998,969.832,12.20822,0,0.00055464,76,1
120190,165363828,0,12.58798,12.60487,30.49364,970.6788,12.21888,0,0.00055383,76,1
120279,165463788,0,12.58798,12.6056,31.82307,971.5625,12.23001,0,0.00055383,76,1
120369,165563748,0,12.58798,12.60484,30.49364,972.4093,12.24066,0,0.00055298,76,1
120458,165663708,0,12.58798,12.60548,31.65689,973.2884,12.25173,0,0.00055298,76,1
120546,165763668,0,12.58798,12.60481,30.49364,974.1352,12.26239,0,0.00055213,76,1
120635,165863628,0,12.58798,12.60536,31.49071,975.0096,12.2734,0,0.00055213,76,1
