LineNo,TimeUS,LiftMax,BatVolt,BatRes,ThLimit,labels
95402,137463326,0.9761736,0.9854767,0.00073418,1,1
95492,137563286,0.9761916,0.9854877,0.00073203,1,1
95581,137664079,0.9761566,0.9854662,0.00073203,1,1
95669,137764039,0.9761745,0.9854771,0.00072975,1,1
95757,137863999,0.9761372,0.9854543,0.00072975,1,1
95847,137963959,0.9761472,0.9854605,0.00072759,1,1
95936,138063919,0.9761125,0.9854392,0.00072759,1,1
96024,138163879,0.9761305,0.9854503,0.00072545,1,1
96113,138263839,0.9760958,0.985429,0.00072545,1,1
96202,138363799,0.9761161,0.9854414,0.0007233,1,1
96292,138463759,0.9760808,0.9854198,0.0007233,1,1
96381,138563719,0.9760959,0.985429,0.0007212,1,1
96470,138663679,0.9760613,0.9854079,0.0007212,1,1
96558,138763639,0.9760692,0.9854127,0.00071893,1,1
96646,138863599,0.9760333,0.9853907,0.00071893,1,1
96736,138963559,0.9760398,0.9853946,0.00071656,1,1
96825,139063519,0.9760028,0.9853719,0.00071656,1,1
96913,139163479,0.9760187,0.9853817,0.00071442,1,1
97002,139263439,0.9759848,0.9853609,0.00071442,1,1
97091,139363399,0.9759986,0.9853694,0.00071221,1,1
97181,139463359,0.9759637,0.985348,0.00071221,1,1
97270,139563319,0.9759765,0.9853559,0.00071024,1,1
97359,139663279,0.9759455,0.9853368,0.00071024,1,1
97447,139764072,0.9759609,0.9853462,0.00070815,1,1
97535,139864032,0.9759272,0.9853256,0.00070815,1,1
97625,139963992,0.975945,0.9853365,0.00070635,1,1
97714,140063952,0.9759156,0.9853185,0.00070635,1,1
97802,140163912,0.9759444,0.9853361,0.00070453,1,1
97891,140263872,0.9759133,0.9853171,0.00070453,1,1
97980,140363832,0.9759305,0.9853276,0.00070266,1,1
98070,140463792,0.9758991,0.9853083,0.00070266,1,1
98159,140563752,0.975916,0.9853187,0.00070063,1,1
98248,140663712,0.9758819,0.9852979,0.00070063,1,1
98336,140763672,0.9758931,0.9853047,0.00069839,1,1
98424,140863632,0.9758569,0.9852825,0.00069839,1,1
98514,140963592,0.97587,0.9852905,0.00069638,1,1
98603,141063552,0.9758378,0.9852708,0.00069638,1,1
98691,141163512,0.9758556,0.9852816,0.00069437,1,1
98780,141263472,0.9758229,0.9852616,0.00069437,1,1
98869,141363432,0.9758443,0.9852747,0.00069231,1,1
98959,141463392,0.9758103,0.9852539,0.00069231,1,1
99048,141563352,0.9758229,0.9852616,0.00069032,1,1
99137,141663312,0.9757906,0.9852418,0.00069032,1,1
99225,141763272,0.9758061,0.9852514,0.00068849,1,1
99313,141864065,0.9757762,0.985233,0.00068849,1,1
99404,141964025,0.9757954,0.9852448,0.00068688,1,1
99492,142063985,0.9757686,0.9852284,0.00068688,1,1
99581,142163945,0.975788,0.9852403,0.00068518,1,1
99670,142263905,0.9757595,0.9852228,0.00068518,1,1
99760,142363865,0.9757715,0.9852301,0.00068334,1,1
99850,142463825,0.9757412,0.9852116,0.00068334,1,1
99938,142563785,0.9757558,0.9852206,0.00068165,1,1
100029,142663745,0.975728,0.9852035,0.00068165,1,1
100117,142763705,0.9757406,0.9852112,0.00067982,1,1
100205,142863665,0.9757109,0.985193,0.00067982,1,1
100295,142963625,0.9757198,0.9851984,0.00067793,1,1
100383,143063585,0.9756898,0.98518,0.00067793,1,1
100472,143163545,0.9757081,0.9851912,0.00067616,1,1
100561,143263505,0.9756793,0.9851736,0.00067616,1,1
100650,143363465,0.9756966,0.9851842,0.00067448,1,1
100740,143463425,0.9756693,0.9851674,0.00067448,1,1
100828,143563385,0.9756815,0.985175,0.00067281,1,1
100918,143663345,0.9756543,0.9851583,0.00067281,1,1
101006,143763305,0.9756709,0.9851685,0.0006711,1,1
101094,143863265,0.9756429,0.9851513,0.0006711,1,1
101184,143964058,0.9756587,0.9851609,0.00066936,1,1
101272,144064018,0.9756302,0.9851435,0.00066936,1,1
101361,144163978,0.9756528,0.9851574,0.00066792,1,1
101450,144263938,0.975628,0.9851421,0.00066792,1,1
101539,144363898,0.9756442,0.9851521,0.00066626,1,1
101629,144463858,0.9756162,0.9851349,0.00066626,1,1
101717,144563818,0.9756316,0.9851443,0.00066482,1,1
101807,144663778,0.9756072,0.9851294,0.00066482,1,1
101895,144763738,0.9756194,0.9851369,0.00066321,1,1
101983,144863698,0.9755929,0.9851206,0.00066321,1,1
102073,144963658,0.9756071,0.9851293,0.00066145,1,1
102161,145063618,0.975578,0.9851115,0.00066145,1,1
102250,145163578,0.9755906,0.9851192,0.0006597,1,1
102339,145263538,0.9755624,0.9851019,0.0006597,1,1
102428,145363498,0.9755793,0.9851122,0.00065793,1,1
102518,145463458,0.9755501,0.9850944,0.00065793,1,1
102606,145563418,0.9755679,0.9851053,0.00065637,1,1
102696,145663378,0.9755421,0.9850894,0.00065637,1,1
102784,145763338,0.9755547,0.9850972,0.00065493,1,1
102872,145863298,0.975531,0.9850826,0.00065493,1,1
102962,145964091,0.9755432,0.9850901,0.00065346,1,1
103050,146064051,0.9755189,0.9850753,0.00065346,1,1
103139,146164011,0.9755327,0.9850837,0.00065194,1,1
103228,146263971,0.9755079,0.9850684,0.00065194,1,1
103316,146363931,0.9755229,0.9850776,0.00065051,1,1
103407,146463891,0.9754991,0.9850631,0.00065051,1,1
103495,146563851,0.975513,0.9850716,0.00064915,1,1
103585,146663811,0.9754906,0.9850578,0.00064915,1,1
103673,146763771,0.9755074,0.9850681,0.0006477,1,1
103761,146863731,0.9754829,0.9850532,0.0006477,1,1
103852,146963691,0.9754963,0.9850613,0.00064659,1,1
103940,147063651,0.9754776,0.9850498,0.00064659,1,1
104029,147163611,0.9754947,0.9850605,0.00064546,1,1
104118,147263571,0.975475,0.9850483,0.00064546,1,1
104206,147363531,0.9754918,0.9850586,0.00064418,1,1
104297,147463491,0.9754698,0.9850451,0.00064418,1,1
104385,147563451,0.9754827,0.985053,0.00064296,1,1
104475,147663411,0.9754616,0.9850401,0.00064296,1,1
104564,147763371,0.975479,0.9850507,0.00064161,1,1
104652,147863331,0.9754558,0.9850365,0.00064161,1,1
104742,147963291,0.9754678,0.9850439,0.0006402,1,1
104830,148064084,0.9754442,0.9850295,0.0006402,1,1
104919,148164044,0.9754561,0.9850367,0.00063864,1,1
105008,148264004,0.9754303,0.9850209,0.00063864,1,1
105096,148363964,0.975444,0.9850293,0.00063718,1,1
105187,148463924,0.97542,0.9850146,0.00063718,1,1
105275,148563884,0.975433,0.9850225,0.00063581,1,1
105365,148663844,0.9754106,0.9850088,0.00063581,1,1
105453,148763804,0.9754229,0.9850163,0.0006344,1,1
105541,148863764,0.9753999,0.9850022,0.0006344,1,1
105631,148963724,0.9754099,0.9850084,0.00063299,1,1
105719,149063684,0.9753871,0.9849944,0.00063299,1,1
105808,149163644,0.975399,0.9850017,0.00063155,1,1
105897,149263604,0.9753758,0.9849874,0.00063155,1,1
105985,149363564,0.9753875,0.9849946,0.00063022,1,1
106076,149463524,0.975366,0.9849814,0.00063022,1,1
106164,149563484,0.9753804,0.9849902,0.00062907,1,1
106254,149663444,0.9753614,0.9849786,0.00062907,1,1
106342,149763404,0.9753741,0.9849864,0.00062772,1,1
106430,149863364,0.9753518,0.9849728,0.00062772,1,1
106520,149963324,0.9753677,0.9849824,0.00062653,1,1
106608,150063284,0.9753473,0.98497,0.00062653,1,1
106697,150164077,0.975361,0.9849784,0.00062538,1,1
106786,150264037,0.9753414,0.9849664,0.00062538,1,1
106874,150363997,0.9753537,0.9849739,0.00062427,1,1
106965,150463957,0.9753351,0.9849625,0.00062427,1,1
107053,150563917,0.9753495,0.9849713,0.00062305,1,1
107143,150663877,0.9753286,0.9849585,0.00062305,1,1
107231,150763837,0.9753403,0.9849657,0.0006219,1,1
107319,150863797,0.9753209,0.9849538,0.0006219,1,1
107409,150963757,0.9753348,0.9849623,0.00062065,1,1
107497,151063717,0.9753137,0.9849494,0.00062065,1,1
107586,151163677,0.9753265,0.9849572,0.00061934,1,1
107675,151263637,0.9753047,0.9849439,0.00061934,1,1
107763,151363597,0.975315,0.9849502,0.00061812,1,1
107854,151463557,0.9752948,0.9849378,0.00061812,1,1
107942,151563517,0.9753065,0.9849449,0.00061698,1,1
108032,151663477,0.9752877,0.9849334,0.00061698,1,1
108120,151763437,0.9753052,0.9849441,0.00061606,1,1
108209,151863397,0.9752887,0.9849341,0.00061606,1,1
108299,151963357,0.9753086,0.9849463,0.0006153,1,1
108387,152063317,0.9752945,0.9849376,0.0006153,1,1
108476,152163277,0.9753083,0.9849461,0.00061437,1,1
108565,152264070,0.9752913,0.9849356,0.00061437,1,1
108654,152364030,0.9753069,0.9849452,0.00061328,1,1
108745,152463990,0.9752874,0.9849333,0.00061328,1,1
108833,152563950,0.9753028,0.9849427,0.00061219,1,1
108923,152663910,0.9752833,0.9849308,0.00061219,1,1
109011,152763870,0.9752933,0.9849368,0.00061102,1,1
109100,152863830,0.9752733,0.9849246,0.00061102,1,1
109190,152963790,0.975288,0.9849336,0.00060987,1,1
109278,153063750,0.9752682,0.9849215,0.00060987,1,1
109367,153163710,0.975278,0.9849275,0.00060856,1,1
109456,153263670,0.9752563,0.9849142,0.00060856,1,1
109544,153363630,0.9752641,0.984919,0.00060737,1,1
109635,153463590,0.9752449,0.9849072,0.00060737,1,1
109723,153563550,0.9752566,0.9849143,0.00060624,1,1
109813,153663510,0.9752384,0.9849032,0.00060624,1,1
109901,153763470,0.9752505,0.9849106,0.00060516,1,1
109989,153863430,0.9752327,0.9848997,0.00060516,1,1
110079,153963390,0.9752452,0.9849074,0.00060399,1,1
110167,154063350,0.9752258,0.9848955,0.00060399,1,1
110255,154163310,0.9752375,0.9849026,0.00060301,1,1
110345,154263270,0.9752207,0.9848923,0.00060301,1,1
110435,154364063,0.9752306,0.9848984,0.00060207,1,1
110526,154464023,0.9752146,0.9848886,0.00060207,1,1
110614,154563983,0.9752285,0.9848971,0.000601,1,1
110703,154663943,0.9752107,0.9848862,0.000601,1,1
110792,154763903,0.9752213,0.9848927,0.00059998,1,1
110880,154863863,0.9752041,0.9848821,0.00059998,1,1
110970,154963823,0.9752154,0.9848891,0.000599,1,1
111058,155063783,0.9751987,0.9848788,0.000599,1,1
111146,155163743,0.9752119,0.9848869,0.0005979,1,1
111236,155263703,0.9751937,0.9848757,0.0005979,1,1
111324,155363663,0.9752036,0.9848819,0.00059687,1,1
111415,155463623,0.9751863,0.9848713,0.00059687,1,1
111503,155563583,0.9751954,0.9848768,0.00059578,1,1
111592,155663543,0.9751776,0.9848659,0.00059578,1,1
111681,155763503,0.9751912,0.9848743,0.00059471,1,1
111769,155863463,0.9751736,0.9848634,0.00059471,1,1
111859,155963423,0.9751908,0.984874,0.00059374,1,1
111947,156063383,0.9751737,0.9848635,0.00059374,1,1
112035,156163343,0.9751863,0.9848712,0.000593,1,1
112125,156263303,0.975173,0.9848631,0.000593,1,1
112213,156363263,0.9751851,0.9848705,0.00059213,1,1
112304,156464056,0.9751694,0.9848608,0.00059213,1,1
112392,156564016,0.9751772,0.9848656,0.00059107,1,1
112481,156663976,0.9751594,0.9848548,0.00059107,1,1
112570,156763936,0.975173,0.984863,0.00059002,1,1
112659,156863896,0.9751552,0.9848522,0.00059002,1,1
112749,156963856,0.9751655,0.9848585,0.00058891,1,1
112837,157063816,0.9751471,0.9848472,0.00058891,1,1
112925,157163776,0.9751565,0.984853,0.00058787,1,1
113015,157263736,0.9751393,0.9848424,0.00058787,1,1
113103,157363696,0.97515,0.9848489,0.00058688,1,1
113194,157463656,0.9751332,0.9848387,0.00058688,1,1
113282,157563616,0.975141,0.9848434,0.00058596,1,1
113371,157663576,0.975126,0.9848343,0.00058596,1,1
113460,157763536,0.9751397,0.9848427,0.00058515,1,1
113548,157863496,0.9751259,0.9848342,0.00058515,1,1
113639,157963456,0.9751425,0.9848443,0.0005844,1,1
113727,158063416,0.9751287,0.9848359,0.0005844,1,1
113815,158163376,0.9751404,0.9848431,0.00058351,1,1
113905,158263336,0.9751244,0.9848332,0.00058351,1,1
113993,158363296,0.9751376,0.9848413,0.00058272,1,1
114084,158464089,0.9751235,0.9848327,0.00058272,1,1
114172,158564049,0.9751326,0.9848383,0.00058183,1,1
114261,158664009,0.9751171,0.9848288,0.00058183,1,1
114350,158763969,0.9751289,0.984836,0.00058106,1,1
114438,158863929,0.9751154,0.9848278,0.00058106,1,1
114528,158963889,0.975132,0.9848379,0.00058022,1,1
114616,159063849,0.9751168,0.9848286,0.00058022,1,1
114704,159163809,0.9751287,0.9848359,0.00057937,1,1
114794,159263769,0.9751135,0.9848266,0.00057937,1,1
114882,159363729,0.9751216,0.9848315,0.00057855,1,1
114973,159463689,0.9751074,0.9848229,0.00057855,1,1
115061,159563649,0.9751185,0.9848296,0.00057773,1,1
115150,159663609,0.9751045,0.984821,0.00057773,1,1
115239,159763569,0.975117,0.9848287,0.0005769,1,1
115327,159863529,0.9751024,0.9848198,0.0005769,1,1
115417,159963489,0.9751195,0.9848303,0.00057612,1,1
115505,160063449,0.9751051,0.9848214,0.00057612,1,1
115593,160163409,0.9751189,0.9848298,0.0005754,1,1
115683,160263369,0.9751055,0.9848217,0.0005754,1,1
115771,160363329,0.9751185,0.9848296,0.00057453,1,1
115862,160463289,0.9751023,0.9848197,0.00057453,1,1
115950,160564082,0.9751166,0.9848285,0.00057362,1,1
116039,160664042,0.9751001,0.9848183,0.00057362,1,1
116128,160764002,0.9751124,0.984826,0.00057283,1,1
116216,160863962,0.9750983,0.9848172,0.00057283,1,1
116306,160963922,0.9751154,0.9848277,0.00057207,1,1
116394,161063882,0.9751011,0.984819,0.00057207,1,1
116482,161163842,0.9751133,0.9848264,0.00057117,1,1
116572,161263802,0.9750967,0.9848163,0.00057117,1,1
116660,161363762,0.9751124,0.9848259,0.00057022,1,1
116751,161463722,0.9750953,0.9848154,0.00057022,1,1
116839,161563682,0.9751033,0.9848203,0.00056921,1,1
116928,161663642,0.975086,0.9848097,0.00056921,1,1
117018,161763602,0.9750898,0.9848121,0.00056821,1,1
117106,161863562,0.9750733,0.9848019,0.00056821,1,1
117196,161963522,0.9750869,0.9848103,0.00056767,1,1
117284,162063482,0.9750775,0.9848045,0.00056767,1,1
117372,162163442,0.9750946,0.9848149,0.00056712,1,1
117462,162263402,0.9750838,0.9848083,0.00056712,1,1
117551,162363362,0.9750968,0.9848163,0.00056639,1,1
117642,162463322,0.9750834,0.984808,0.00056639,1,1
117730,162563282,0.9751005,0.9848186,0.00056545,1,1
117819,162664075,0.9750834,0.984808,0.00056545,1,1
117908,162764035,0.9750911,0.9848128,0.00056456,1,1
117996,162863995,0.9750752,0.9848031,0.00056456,1,1
118086,162963955,0.9750878,0.9848108,0.00056356,1,1
118175,163063915,0.9750704,0.9848002,0.00056356,1,1
118263,163163875,0.9750832,0.984808,0.00056267,1,1
118353,163263835,0.9750676,0.9847984,0.00056267,1,1
118441,163363795,0.9750801,0.9848061,0.00056179,1,1
118532,163463755,0.9750644,0.9847965,0.00056179,1,1
118620,163563715,0.9750754,0.9848032,0.00056102,1,1
118709,163663675,0.975062,0.984795,0.00056102,1,1
118798,163763635,0.9750677,0.9847985,0.0005602,1,1
118886,163863595,0.9750539,0.98479,0.0005602,1,1
118976,163963555,0.9750617,0.9847948,0.00055931,1,1
119064,164063515,0.9750471,0.9847859,0.00055931,1,1
119152,164163475,0.9750614,0.9847946,0.00055874,1,1
119242,164263435,0.9750508,0.9847881,0.00055874,1,1
119330,164363395,0.9750651,0.9847969,0.00055797,1,1
119421,164463355,0.9750513,0.9847884,0.00055797,1,1
119509,164563315,0.9750662,0.9847976,0.00055714,1,1
119598,164663275,0.9750513,0.9847884,0.00055714,1,1
119687,164764068,0.9750576,0.9847923,0.00055626,1,1
119775,164864028,0.9750425,0.984783,0.00055626,1,1
119865,164963988,0.9750515,0.9847885,0.00055541,1,1
119953,165063948,0.9750371,0.9847797,0.00055541,1,1
120041,165163908,0.9750515,0.9847885,0.00055464,1,1
120130,165263868,0.9750379,0.9847802,0.00055464,1,1
120219,165363828,0.9750512,0.9847884,0.00055383,1,1
120310,165463788,0.975037,0.9847796,0.00055383,1,1
120398,165563748,0.9750512,0.9847884,0.00055298,1,1
120487,165663708,0.9750358,0.9847789,0.00055298,1,1
120575,165763668,0.9750465,0.9847855,0.00055213,1,1
120664,165863628,0.9750317,0.9847764,0.00055213,1,1
120754,165963588,0.9750395,0.9847811,0.00055133,1,1
120842,166063548,0.9750257,0.9847727,0.00055133,1,1
120930,166163508,0.9750388,0.9847807,0.0005505,1,1
121019,166263468,0.9750243,0.9847718,0.0005505,1,1
121108,166363428,0.9750383,0.9847805,0.00054964,1,1
121199,166463388,0.9750229,0.984771,0.00054964,1,1
121287,166563348,0.9750364,0.9847793,0.00054886,1,1
121376,166663308,0.9750224,0.9847707,0.00054886,1,1
121465,166763268,0.975034,0.9847778,0.00054817,1,1
121554,166864061,0.9750214,0.9847701,0.00054817,1,1
121644,166964021,0.9750353,0.9847786,0.00054754,1,1
121734,167063981,0.975023,0.9847711,0.00054754,1,1
121822,167163941,0.9750394,0.9847811,0.00054681,1,1
121911,167263901,0.9750255,0.9847726,0.00054681,1,1
122000,167363861,0.9750383,0.9847805,0.00054592,1,1
122092,167463821,0.9750218,0.9847704,0.00054592,1,1
122179,167563781,0.9750362,0.9847792,0.00054501,1,1
122265,167663741,0.9750195,0.9847689,0.0005423,1,1
122354,167763701,0.9749767,0.9847426,0.00053781,1,1
122444,167863661,0.9749088,0.984701,0.00053602,1,1
122535,167963621,0.9748851,0.9846864,0.00053357,1,1
122624,168063581,0.9748515,0.9846659,0.00053291,1,0
122714,168163541,0.9748468,0.984663,0.00053205,1,0
122805,168263501,0.9748374,0.9846572,0.00053205,1,0
122895,168363461,0.9748605,0.9846714,0.00053205,1,0
122987,168463421,0.9748744,0.9846799,0.00053205,1,0
123076,168563381,0.9749012,0.9846963,0.00053205,1,0
123165,168663341,0.9749269,0.9847121,0.00053205,1,0
123255,168763301,0.9749395,0.9847199,0.00053205,1,0
123345,168863261,0.9749624,0.9847339,0.00053205,1,0
123436,168964054,0.9749626,0.984734,0.00053205,1,0
123525,169064014,0.9749777,0.9847433,0.00053201,1,0
123614,169163974,0.97497,0.9847386,0.00053201,1,0
123705,169263934,0.974991,0.9847514,0.00053148,1,0
123795,169363894,0.9749771,0.9847429,0.00053148,1,0
123887,169463854,0.9749893,0.9847504,0.00053053,1,0
123976,169563814,0.9749702,0.9847386,0.00053053,1,0
124065,169663774,0.9749779,0.9847434,0.00052932,1,0
124155,169763734,0.9749561,0.98473,0.00052932,1,0
124245,169863694,0.9749561,0.98473,0.00052797,1,0
124336,169963654,0.9749342,0.9847166,0.00052797,1,0
124425,170063614,0.9749351,0.9847171,0.00052673,1,0
124514,170163574,0.9749162,0.9847055,0.00052653,1,0
124605,170263534,0.974914,0.9847041,0.00052542,1,0
124695,170363494,0.9748974,0.984694,0.00052542,1,0
124787,170463454,0.9748974,0.984694,0.0005245,1,0
124876,170563414,0.9748847,0.9846863,0.00052425,1,0
124965,170663374,0.9748828,0.9846851,0.00052353,1,0
125055,170763334,0.9748731,0.9846791,0.00052314,1,0
125145,170863294,0.9748693,0.9846767,0.0005225,1,0
125236,170964087,0.9748609,0.9846717,0.00052238,1,0
125325,171064047,0.9748609,0.9846717,0.00052197,1,0
125414,171164007,0.974856,0.9846686,0.00052184,1,0
125505,171263967,0.974856,0.9846686,0.00052152,1,0
125595,171363927,0.9748521,0.9846662,0.00052116,1,0
125687,171463887,0.9748473,0.9846632,0.00052106,1,0
125776,171563847,0.9748473,0.9846632,0.00052106,1,0
125865,171663807,0.9748511,0.9846656,0.00052106,1,0
125956,171763767,0.9748525,0.9846665,0.00052106,1,0
126046,171863727,0.9748564,0.9846689,0.00052106,1,0
126137,171963687,0.9748632,0.984673,0.00052106,1,0
126226,172063647,0.9748693,0.9846768,0.00052079,1,0
126315,172163607,0.9748634,0.9846731,0.00052079,1,0
126406,172263567,0.9748809,0.9846839,0.00052079,1,0
126497,172363527,0.9748909,0.98469,0.00052079,1,0
126589,172463487,0.9748964,0.9846934,0.00052079,1,0
126678,172563447,0.9749042,0.9846982,0.00052079,1,0
126767,172663407,0.9749085,0.9847009,0.00052079,1,0
126857,172763367,0.9749125,0.9847032,0.00052079,1,0
126947,172863327,0.9749125,0.9847032,0.00052079,1,0
127038,172963287,0.9749125,0.9847032,0.00052079,1,0
127127,173064080,0.9749125,0.9847032,0.00052079,1,0
127217,173164040,0.9749125,0.9847032,0.00052079,1,0
127308,173264000,0.9749125,0.9847032,0.00052068,1,0
127398,173363960,0.9749085,0.9847009,0.00051997,1,0
127490,173463920,0.9748969,0.9846937,0.00051997,1,0
127579,173563880,0.9749008,0.9846961,0.00051965,1,0
127668,173663840,0.9748962,0.9846933,0.00051965,1,0
127758,173763800,0.9749001,0.9846957,0.00051923,1,0
127848,173863760,0.9748923,0.9846909,0.00051923,1,0
127939,173963720,0.9749019,0.9846967,0.00051866,1,0
128028,174063680,0.9748924,0.984691,0.00051829,1,0
128117,174163640,0.9748866,0.9846874,0.00051706,1,0
128208,174263600,0.9748678,0.9846758,0.00051706,1,0
128298,174363560,0.9748719,0.9846784,0.00051706,1,0
128390,174463520,0.9748758,0.9846808,0.00051706,1,0
128479,174563480,0.9748797,0.9846832,0.00051681,1,0
128568,174663440,0.9748758,0.9846808,0.00051681,1,0
128658,174763400,0.9748797,0.9846832,0.00051656,1,0
128748,174863360,0.9748758,0.9846808,0.00051656,1,0
128839,174963320,0.9748836,0.9846855,0.00051624,1,0
128928,175063280,0.9748783,0.9846823,0.00051624,1,0
129017,175164073,0.9748821,0.9846846,0.00051582,1,0
129108,175264033,0.9748744,0.9846799,0.00051582,1,0
129197,175363993,0.9748759,0.9846808,0.00051582,1,0
129290,175463953,0.9748759,0.9846808,0.00051582,1,0
129379,175563913,0.9748878,0.9846882,0.0005153,1,0
129468,175663873,0.9748787,0.9846826,0.0005153,1,0
129558,175763833,0.9748893,0.9846891,0.00051474,1,0
129647,175863793,0.9748789,0.9846827,0.00051474,1,0
129739,175963753,0.9748949,0.9846925,0.00051377,1,0
129828,176063713,0.9748776,0.9846819,0.00051377,1,0
129917,176163673,0.9748776,0.9846819,0.00051266,1,0
130008,176263633,0.9748598,0.9846709,0.00051266,1,0
130097,176363593,0.9748634,0.9846732,0.00051231,1,0
130190,176463553,0.9748577,0.9846697,0.00051231,1,0
130279,176563513,0.9748616,0.9846721,0.00051231,1,0
130369,176663473,0.9748655,0.9846745,0.00051231,1,0
130459,176763433,0.9748694,0.9846768,0.00051187,1,0
130548,176863393,0.9748616,0.9846721,0.00051187,1,0
130640,176963353,0.9748655,0.9846745,0.00051135,1,0
130729,177063313,0.9748569,0.9846691,0.00051135,1,0
130818,177163273,0.9748659,0.9846747,0.00051131,1,0
130909,177264066,0.9748652,0.9846743,0.00051131,1,0
130998,177364026,0.9748652,0.9846743,0.00051086,1,0
131091,177463986,0.9748574,0.9846695,0.00051086,1,0
131180,177563946,0.9748736,0.9846794,0.0005103,1,0
131269,177663906,0.9748627,0.9846727,0.0005103,1,0
131359,177763866,0.9748719,0.9846784,0.00050981,1,0
131448,177863826,0.9748628,0.9846728,0.00050981,1,0
131540,177963786,0.9748747,0.9846801,0.00050965,1,0
131629,178063746,0.9748707,0.9846777,0.00050963,1,0
131718,178163706,0.9748693,0.9846768,0.000509,1,0
131810,178263666,0.9748582,0.98467,0.00050838,1,0
131899,178363626,0.9748482,0.9846638,0.00050838,1,0
131992,178463586,0.9748519,0.9846661,0.00050838,1,0
132081,178563546,0.9748519,0.9846661,0.000508,1,0
132170,178663506,0.9748462,0.9846627,0.000508,1,0
132260,178763466,0.9748514,0.9846658,0.00050763,1,0
132349,178863426,0.9748453,0.9846621,0.00050763,1,0
132441,178963386,0.9748502,0.984665,0.00050715,1,0
132530,179063346,0.9748423,0.9846603,0.00050715,1,0
132619,179163306,0.974854,0.9846674,0.00050672,1,0
132710,179263266,0.9748462,0.9846627,0.00050672,1,0
132799,179364059,0.9748502,0.984665,0.00050642,1,0
132892,179464019,0.974845,0.9846619,0.00050642,1,0
132981,179563979,0.9748489,0.9846643,0.00050642,1,0
133070,179663939,0.9748489,0.9846643,0.00050642,1,0
133160,179763899,0.9748621,0.9846724,0.00050607,1,0
133249,179863859,0.9748544,0.9846676,0.00050607,1,0
133341,179963819,0.9748642,0.9846737,0.00050563,1,0
133430,180063779,0.9748558,0.9846685,0.00050528,1,0
133519,180163739,0.9748482,0.9846638,0.00050488,1,0
133610,180263699,0.974841,0.9846594,0.00050385,1,0
133699,180363659,0.9748248,0.9846495,0.00050289,1,0
133792,180463619,0.974811,0.984641,0.00050289,1,0
133881,180563579,0.9748157,0.9846439,0.00050255,1,0
133970,180663539,0.9748118,0.9846415,0.00050255,1,0
134060,180763499,0.974818,0.9846453,0.00050229,1,0
134149,180863459,0.9748141,0.9846429,0.00050229,1,0
134241,180963419,0.9748253,0.9846498,0.00050229,1,0
134330,181063379,0.9748253,0.9846498,0.00050229,1,0
134419,181163339,0.9748296,0.9846524,0.00050229,1,0
134510,181263299,0.9748333,0.9846546,0.00050229,1,0
134599,181364092,0.9748333,0.9846546,0.00050188,1,0
134692,181464052,0.9748254,0.9846498,0.00050184,1,0
134781,181564012,0.9748254,0.9846498,0.00050101,1,0
134871,181663972,0.9748123,0.9846418,0.00050101,1,0
134961,181763932,0.97482,0.9846466,0.00050101,1,0
135050,181863892,0.97482,0.9846466,0.00050101,1,0
135142,181963852,0.9748352,0.9846558,0.00050093,1,0
135231,182063812,0.9748312,0.9846534,0.00050093,1,0
135320,182163772,0.9748312,0.9846534,0.00049995,1,0
135411,182263732,0.9748151,0.9846435,0.00049963,1,0
135501,182363692,0.9748112,0.9846411,0.00049818,1,0
135594,182463652,0.974789,0.9846275,0.00049818,1,0
135683,182563612,0.9747968,0.9846323,0.00049818,1,0
135772,182663572,0.9747968,0.9846323,0.00049818,1,0
135862,182763532,0.9748019,0.9846354,0.0004981,1,0
135951,182863492,0.9748019,0.9846354,0.0004981,1,0
136043,182963452,0.9748069,0.9846385,0.00049787,1,0
136132,183063412,0.974803,0.9846361,0.00049787,1,0
136221,183163372,0.9748051,0.9846374,0.00049764,1,0
136312,183263332,0.9748013,0.9846351,0.00049764,1,0
136402,183363292,0.9748042,0.9846368,0.00049751,1,0
136495,183464085,0.9748003,0.9846345,0.00049751,1,0
136584,183564045,0.9748042,0.9846368,0.00049677,1,0
136673,183664005,0.9747922,0.9846295,0.00049677,1,0
136763,183763965,0.9747961,0.9846319,0.0004966,1,0
136852,183863925,0.9747922,0.9846295,0.0004966,1,0
136944,183963885,0.9748014,0.9846351,0.00049645,1,0
137033,184063845,0.9747975,0.9846327,0.00049645,1,0
137122,184163805,0.9748053,0.9846375,0.00049623,1,0
137213,184263765,0.9748014,0.9846351,0.00049566,1,0
137302,184363725,0.9747921,0.9846294,0.00049469,1,0
137395,184463685,0.9747772,0.9846203,0.00049469,1,0
137484,184563645,0.974785,0.984625,0.00049469,1,0
137573,184663605,0.9747888,0.9846274,0.00049469,1,0
137663,184763565,0.9747936,0.9846303,0.00049447,1,0
137752,184863525,0.9747897,0.984628,0.00049447,1,0
137844,184963485,0.9747936,0.9846303,0.00049412,1,0
137933,185063445,0.9747874,0.9846265,0.00049412,1,0
138022,185163405,0.9747913,0.9846289,0.00049398,1,0
138113,185263365,0.9747874,0.9846265,0.00049398,1,0
138204,185363325,0.9747897,0.984628,0.00049374,1,0
138296,185463285,0.9747859,0.9846256,0.00049374,1,0
138386,185564078,0.9747897,0.984628,0.00049374,1,0
138475,185664038,0.9747897,0.984628,0.00049374,1,0
138565,185763998,0.9747936,0.9846303,0.00049294,1,0
