LineNo,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF,lables
122963,168463421,2.99,0.39,26.3,25.13,351.51,350.15,0.01,0.08,3,0
123054,168563381,5.58,6.59,27.56,25.38,354.38,353.63,0.01,0.08,3,0
123143,168663341,8.4,5.51,27.64,26.67,357.91,357.19,0.01,0.08,3,0
123233,168763301,11.63,11.22,26.8,25.25,2.34,0.33,0.01,0.07,3,0
123323,168863261,15.16,10.34,25.06,25.54,7.96,4.01,0.01,0.07,3,0
123412,168964054,18.39,16.13,22.67,22.58,14.03,7.3,0.01,0.06,3,0
123503,169064014,21.01,14.72,19.99,21.97,19.84,11.95,0,0.07,3,0
123592,169163974,23.06,20.7,16.98,19.23,25.38,16.68,0,0.06,3,0
123683,169263934,24.44,18.75,13.73,17.33,30.7,22.49,0,0.07,3,0
123773,169363894,25.34,24.03,10.35,13.45,35.86,28.08,0,0.07,3,0
123863,169463854,25.65,21.4,6.97,10.81,40.95,34.69,0,0.08,3,0
123954,169563814,25.54,25.42,3.72,6.13,46.07,40.73,0,0.07,3,0
124043,169663774,25.02,22.05,0.66,3.86,51.27,48.02,0,0.09,3,0
124133,169763734,24.28,24.62,-2.18,-1.17,56.56,54.14,0,0.08,3,0
124223,169863694,23.27,20.94,-4.8,-2.57,61.97,61.74,0,0.09,3,0
124312,169963654,22.05,22.59,-7.17,-7.62,67.51,67.63,0,0.08,3,0
124403,170063614,20.59,18.44,-9.25,-7.39,73.2,75.28,0,0.09,3,0
124492,170163574,19.08,19.51,-11.12,-11.67,79,80.94,0,0.08,3,0
124583,170263534,17.46,15.24,-12.81,-10.95,84.88,87.93,0,0.09,3,0
124673,170363494,15.77,16.72,-14.36,-14.79,90.85,93.19,0,0.07,3,0
124763,170463454,13.91,11.87,-15.67,-13.91,96.92,99.47,0,0.09,3,0
124854,170563414,12.09,13.22,-16.85,-17.18,103.05,104.52,0,0.07,3,0
124943,170663374,10.23,8.75,-17.85,-15.68,109.25,110.44,0,0.08,3,0
125033,170763334,8.33,10.04,-18.86,-18.94,115.48,115.44,0,0.06,3,0
125123,170863294,6.33,5.95,-19.77,-17.49,121.77,121.23,0,0.08,3,0
125212,170964087,4.26,6.53,-20.57,-20.9,128.11,126.53,0,0.06,3,0
125303,171064047,2.19,2.17,-21.23,-18.83,134.5,132.52,0,0.07,3,0
125392,171164007,0.75,3.11,-21.89,-22.2,139.42,138.36,0,0.06,3,0
125483,171263967,0.06,-1.09,-22.52,-20.3,142.1,144.39,0,0.07,3,0
125573,171363927,-0.18,-0.27,-23.21,-23.66,143.63,149.82,0,0.06,3,0
125663,171463887,-0.2,-4.02,-23.85,-21.58,144.54,154.1,0,0.07,3,0
125754,171563847,-0.06,-2.61,-24.52,-24.95,145.12,157.38,0,0.05,3,0
125843,171663807,0.13,-5.46,-25.18,-22.79,145.52,158.91,0,0.06,3,0
125934,171763767,0.11,-3.4,-25.91,-26.46,145.8,159.63,0,0.05,3,0
126024,171863727,-0.05,-5.4,-26.69,-24.06,146,158.73,0,0.04,3,0
126113,171963687,-0.01,-2.97,-27.56,-28.07,146.12,157.42,0,0.05,3,0
126204,172063647,0.1,-3.26,-28.48,-26.05,146.21,154.99,0,0.04,3,0
126293,172163607,0.26,-0.6,-29.11,-30.27,146.27,152.34,0,0.05,3,0
126384,172263567,0.41,-0.7,-29.44,-27.21,146.32,149.3,0,0.04,3,0
126475,172363527,0.42,3.03,-29.65,-30.64,146.4,146.29,0,0.05,3,0
126565,172463487,0.28,1.96,-29.73,-27.91,146.52,143.83,0,0.04,3,0
126656,172563447,0.13,5.3,-29.78,-30.7,146.63,141.56,0,0.05,3,0
126745,172663407,-0.04,3.4,-29.86,-27.76,146.74,140.4,0,0.04,3,0
126835,172763367,-0.27,6.2,-29.86,-30.5,146.87,139.45,0,0.04,3,0
126925,172863327,-0.53,3.48,-29.86,-27.69,146.99,139.72,0,0.04,3,0
127014,172963287,-0.72,5.49,-29.88,-30.58,147.09,140.06,0,0.04,3,0
127105,173064080,-0.91,2.11,-29.81,-27.64,147.18,141.36,0,0.04,3,0
127194,173164040,-0.94,3.94,-29.64,-30.18,147.22,142.65,0,0.04,3,0
127286,173264000,-0.97,0.53,-29.67,-27.7,147.26,144.37,0,0.05,3,0
127376,173363960,-1.01,2.67,-29.68,-30.3,147.29,145.91,0,0.04,3,0
127466,173463920,-1.05,-0.88,-29.66,-28.08,147.33,147.42,0,0.04,3,0
127557,173563880,-1.03,1.38,-29.68,-30.63,147.33,148.63,0,0.04,3,0
127646,173663840,-0.99,-1.75,-29.64,-28.11,147.34,149.5,0,0.04,3,0
127736,173763800,-0.92,0.76,-29.65,-30.72,147.33,150.05,0,0.04,3,0
127826,173863760,-0.88,-1.85,-29.73,-28.03,147.33,150.18,0,0.04,3,0
127915,173963720,-0.81,0.36,-29.78,-31.25,147.32,150.05,0,0.04,3,0
128006,174063680,-0.78,-1.08,-29.79,-28.23,147.31,149.59,0,0.04,3,0
128095,174163640,-0.82,0.81,-29.76,-31.31,147.33,148.95,0,0.04,3,0
128186,174263600,-0.93,-0.08,-29.76,-27.82,147.36,148.2,0,0.04,3,0
128276,174363560,-1.1,2.03,-29.79,-31.33,147.41,147.33,0,0.04,3,0
128366,174463520,-1.3,0,-29.75,-28.13,147.47,146.65,0,0.04,3,0
128457,174563480,-1.45,2.5,-29.75,-30.94,147.51,145.99,0,0.04,3,0
128546,174663440,-1.61,0.15,-29.76,-28.13,147.55,145.62,0,0.04,3,0
128636,174763400,-1.77,2.55,-29.78,-30.98,147.6,145.29,0,0.04,3,0
128726,174863360,-1.93,-0.01,-29.76,-28.21,147.64,145.28,0,0.04,3,0
128815,174963320,-2.03,2.29,-29.74,-31.06,147.67,145.29,0,0.04,3,0
128906,175063280,-2.12,-0.23,-29.74,-28.35,147.69,145.56,0,0.04,3,0
128995,175164073,-2.18,1.99,-29.72,-31.31,147.71,145.84,0,0.04,3,0
129086,175264033,-2.28,-0.57,-29.75,-28.63,147.74,146.28,0,0.04,3,0
129175,175363993,-2.33,1.73,-29.69,-31.27,147.75,146.68,0,0.04,3,0
129266,175463953,-2.39,-1.2,-29.64,-28.5,147.77,147.12,0,0.04,3,0
129357,175563913,-2.39,1.13,-29.69,-31.29,147.77,147.51,0,0.04,3,0
129446,175663873,-2.4,-1.68,-29.72,-28.51,147.77,147.81,0,0.04,3,0
129536,175763833,-2.32,0.83,-29.74,-31.34,147.75,148.05,0,0.04,3,0
129625,175863793,-2.29,-1.68,-29.75,-28.52,147.74,148.14,0,0.04,3,0
129715,175963753,-2.22,0.52,-29.75,-31.5,147.72,148.19,0,0.04,3,0
129806,176063713,-2.19,-1.25,-29.71,-28.36,147.72,148.08,0,0.04,3,0
129895,176163673,-2.11,0.45,-29.71,-31.39,147.69,147.96,0,0.04,3,0
129986,176263633,-2.09,-0.95,-29.67,-28.18,147.69,147.74,0,0.04,3,0
130075,176363593,-2.01,0.9,-29.69,-31.65,147.67,147.52,0,0.04,3,0
130166,176463553,-1.96,-0.81,-29.64,-28.23,147.65,147.3,0,0.04,3,0
130257,176563513,-1.91,1.46,-29.62,-31.24,147.64,147.07,0,0.04,3,0
130347,176663473,-1.92,-0.91,-29.63,-28.36,147.64,146.88,0,0.04,3,0
130437,176763433,-2.74,1.19,-29.58,-31.33,147.72,146.69,0,0.04,3,0
130526,176863393,-4.05,-2.53,-29.4,-28.44,147.8,146.54,0,0.04,3,0
130616,176963353,-4.38,-0.85,-29.35,-30.88,147.67,146.61,0,0.04,3,0
130707,177063313,-4.14,-3.2,-29.44,-28.13,147.44,146.52,0,0.04,3,0
130796,177163273,-3.68,-0.53,-29.53,-31.16,147.18,146.65,0,0.04,3,0
130887,177264066,-3.28,-2.39,-29.53,-28.32,146.95,146.54,0,0.04,3,0
130976,177364026,-2.94,0.33,-29.57,-31.18,146.77,146.54,0,0.04,3,0
131067,177463986,-2.71,-2.18,-29.58,-28.52,146.62,146.37,0,0.04,3,0
131158,177563946,-2.45,0.75,-29.51,-31.07,146.49,146.24,0,0.04,3,0
131247,177663906,-2.26,-1.64,-29.58,-28.46,146.39,146.03,0,0.04,3,0
131337,177763866,-2.09,1.27,-29.56,-31.15,146.3,145.84,0,0.04,3,0
131426,177863826,-2.03,-1.12,-29.62,-28.44,146.24,145.64,0,0.04,3,0
131516,177963786,-1.93,1.54,-29.57,-31.16,146.19,145.45,0,0.04,3,0
131607,178063746,-1.92,-0.59,-29.61,-28.27,146.16,145.32,0,0.04,3,0
131696,178163706,-1.9,1.17,-29.66,-31.34,146.13,145.19,0,0.04,3,0
131787,178263666,-1.85,-0.35,-29.62,-28.24,146.1,145.13,0,0.04,3,0
131877,178363626,-1.81,1.25,-29.63,-31.69,146.08,145.05,0,0.04,3,0
131968,178463586,-1.79,-0.26,-29.64,-28.2,146.06,145.07,0,0.05,3,0
132059,178563546,-1.78,1.62,-29.58,-31.55,146.04,145.05,0,0.05,3,0
132148,178663506,-1.82,-0.55,-29.58,-28.44,146.05,145.12,0,0.05,3,0
132238,178763466,-1.85,1.8,-29.61,-31.19,146.05,145.17,0,0.05,3,0
132327,178863426,-1.9,-0.76,-29.53,-28.34,146.05,145.31,0,0.05,3,0
132417,178963386,-1.89,1.57,-29.5,-31.12,146.05,145.39,0,0.04,3,0
132508,179063346,-1.9,-0.91,-29.52,-28.36,146.05,145.5,0,0.04,3,0
132597,179163306,-1.85,1.53,-29.55,-31.12,146.03,145.56,0,0.04,3,0
132688,179263266,-1.85,-0.78,-29.48,-28.24,146.03,145.62,0,0.04,3,0
132777,179364059,-1.76,1.02,-29.54,-31.38,146,145.63,0,0.04,3,0
132868,179464019,-1.6,-0.99,-29.68,-28.47,145.96,145.63,0,0.05,3,0
132959,179563979,-1.53,1.82,-29.56,-31.11,145.94,145.59,0,0.04,3,0
133048,179663939,-1.59,-0.73,-29.58,-28.21,145.95,145.59,0,0.04,3,0
133138,179763899,-1.59,1.7,-29.51,-31.14,145.95,145.52,0,0.04,3,0
133227,179863859,-1.59,-0.7,-29.6,-28.23,145.95,145.49,0,0.04,3,0
133317,179963819,-1.57,1.79,-29.54,-31.14,145.95,145.4,0,0.04,3,0
133408,180063779,-1.6,-0.47,-29.66,-28.22,145.96,145.39,0,0.04,3,0
133497,180163739,-1.61,1.39,-29.56,-31.25,145.96,145.32,0,0.04,3,0
133588,180263699,-1.58,-0.26,-29.64,-28.09,145.95,145.33,0,0.04,3,0
133677,180363659,-1.56,1.29,-29.55,-31.32,145.94,145.28,0,0.04,3,0
133768,180463619,-1.56,-0.27,-29.56,-27.71,145.94,145.3,0,0.05,3,0
133859,180563579,-1.5,1.22,-29.6,-31.1,145.93,145.26,0,0.05,3,0
133948,180663539,-1.44,-0.44,-29.55,-27.77,145.91,145.28,0,0.05,3,0
134038,180763499,-1.42,1.67,-29.49,-31.13,145.91,145.23,0,0.05,3,0
134127,180863459,-1.4,-0.52,-29.55,-28.28,145.9,145.25,0,0.05,3,0
134217,180963419,-1.37,1.91,-29.65,-31.2,145.89,145.2,0,0.05,3,0
134308,181063379,-1.44,-0.4,-29.73,-28.37,145.91,145.23,0,0.05,3,0
134397,181163339,-1.47,1.87,-29.77,-31.31,145.92,145.2,0,0.04,3,0
134488,181263299,-1.51,-0.51,-29.7,-28.32,145.93,145.26,0,0.05,3,0
134577,181364092,-1.46,1.58,-29.55,-31.13,145.92,145.26,0,0.04,3,0
134668,181464052,-1.48,-0.43,-29.65,-27.75,145.92,145.28,0,0.05,3,0
134759,181564012,-1.48,1.76,-29.59,-30.84,145.92,145.22,0,0.04,3,0
134849,181663972,-1.57,-0.84,-29.59,-28.25,145.93,145.22,0,0.05,3,0
134939,181763932,-2.84,0.86,-29.47,-31.26,146.04,145.21,0,0.04,3,0
135028,181863892,-3.92,-2.84,-29.37,-28.25,146.06,145.17,0,0.05,3,0
135118,181963852,-3.99,-0.92,-29.3,-30.86,145.86,145.32,0,0.04,3,0
135209,182063812,-3.63,-2.98,-29.5,-27.98,145.6,145.24,0,0.05,3,0
135298,182163772,-3.16,-0.41,-29.43,-31.08,145.33,145.32,0,0.04,3,0
135389,182263732,-2.79,-1.7,-29.47,-28.12,145.12,145.17,0,0.05,3,0
135479,182363692,-2.55,0.15,-29.59,-31.42,144.96,145.04,0,0.05,3,0
135570,182463652,-2.4,-1.01,-29.64,-28.13,144.84,144.77,0,0.05,3,0
135661,182563612,-2.22,0.34,-29.68,-31.73,144.73,144.52,0,0.05,3,0
135750,182663572,-2.12,-0.58,-29.7,-28.26,144.65,144.24,0,0.05,3,0
135840,182763532,-2.01,1.13,-29.68,-31.59,144.58,143.97,0,0.05,3,0
135929,182863492,-1.96,-0.54,-29.71,-28.13,144.53,143.75,0,0.05,3,0
136019,182963452,-1.92,1.62,-29.74,-31.34,144.49,143.52,0,0.05,3,0
136110,183063412,-1.94,-0.48,-29.74,-28.27,144.47,143.4,0,0.05,3,0
136199,183163372,-1.93,1.54,-29.56,-31.28,144.44,143.28,0,0.05,3,0
136290,183263332,-1.95,-0.46,-29.55,-28.02,144.43,143.27,0,0.05,3,0
136379,183363292,-1.93,1.46,-29.65,-31.36,144.41,143.25,0,0.05,3,0
136471,183464085,-1.97,-0.17,-29.71,-28.02,144.41,143.35,0,0.05,3,0
136562,183564045,-1.99,1.65,-29.72,-31.29,144.41,143.39,0,0.05,3,0
136651,183664005,-2.02,-0.54,-29.76,-28.21,144.41,143.52,0,0.05,3,0
136741,183763965,-2.03,1.37,-29.8,-31.42,144.41,143.59,0,0.05,3,0
136830,183863925,-2,-0.73,-29.75,-28.37,144.39,143.71,0,0.05,3,0
136920,183963885,-1.94,1.16,-29.75,-31.49,144.37,143.79,0,0.05,3,0
137011,184063845,-1.88,-0.73,-29.75,-28.37,144.36,143.87,0,0.05,3,0
137100,184163805,-1.82,1.18,-29.7,-31.51,144.34,143.91,0,0.05,3,0
137191,184263765,-1.75,-0.63,-29.66,-28.32,144.32,143.96,0,0.05,3,0
137280,184363725,-1.71,0.98,-29.68,-31.46,144.3,143.94,0,0.05,3,0
137371,184463685,-1.67,-0.33,-29.72,-28.1,144.29,143.93,0,0.05,3,0
137462,184563645,-1.54,0.51,-29.74,-31.73,144.25,143.88,0,0.05,3,0
137551,184663605,-1.43,0.25,-29.64,-28.32,144.22,143.83,0,0.05,3,0
137641,184763565,-1.43,1.38,-29.44,-31.75,144.22,143.69,0,0.05,3,0
137730,184863525,-1.55,0.23,-29.44,-28.04,144.25,143.67,0,0.05,3,0
137820,184963485,-1.62,1.66,-29.49,-31.4,144.27,143.55,0,0.05,3,0
137911,185063445,-1.67,-0.19,-29.53,-28,144.28,143.55,0,0.05,3,0
138000,185163405,-1.65,1.53,-29.58,-31.39,144.28,143.48,0,0.05,3,0
138091,185263365,-1.63,-0.19,-29.64,-28.04,144.27,143.51,0,0.05,3,0
138182,185363325,-1.59,1.47,-29.71,-31.47,144.26,143.48,0,0.05,3,0
138272,185463285,-1.57,-0.08,-29.7,-28.08,144.26,143.55,0,0.05,3,0
138364,185564078,-1.5,1.35,-29.71,-31.68,144.24,143.52,0,0.05,3,0
138453,185664038,-1.47,-0.17,-29.66,-28.3,144.23,143.55,0,0.06,3,0
138543,185763998,-1.48,1.74,-29.63,-31.38,144.23,143.51,0,0.05,3,0
138632,185863958,-1.53,-0.2,-29.61,-28.11,144.24,143.57,0,0.05,3,0
138721,185963918,-1.51,1.44,-29.62,-31.28,144.24,143.55,0,0.05,3,0
138813,186063878,-1.47,-0.24,-29.68,-28.13,144.23,143.61,0,0.05,3,0
138902,186163838,-1.4,1.54,-29.71,-31.41,144.21,143.58,0,0.05,3,0
138989,186263798,-1.37,-0.06,-29.73,-28.22,144.2,143.63,0,0.05,3,0
139074,186363758,-1.35,1.46,-29.73,-31.48,144.2,143.58,0,0.05,3,0
139164,186463718,-1.39,0.17,-29.76,-27.94,144.21,143.63,0,0.05,3,0
139256,186563678,-1.34,0.76,-29.81,-31.69,144.2,143.59,0,0.05,3,0
139346,186663638,-1.66,0.6,-29.78,-28.2,144.22,143.63,0,0.05,3,0
139436,186763598,-3.36,-0.59,-29.44,-31.98,144.35,143.62,0,0.05,3,0
139525,186863558,-4.47,-2.5,-29.26,-27.94,144.32,143.51,0,0.06,3,0
139614,186963518,-4.47,-2.06,-29.3,-31.28,144.06,143.7,0,0.05,3,0
139706,187063478,-3.99,-2.75,-29.44,-27.69,143.72,143.52,0,0.06,3,0
139795,187163438,-3.44,-1.15,-29.56,-31.44,143.41,143.6,0,0.06,3,0
139886,187263398,-3,-1.8,-29.58,-28.11,143.14,143.34,0,0.06,3,0
139975,187363358,-2.67,-0.31,-29.55,-31.66,142.94,143.17,0,0.06,3,0
140065,187463318,-2.44,-1.09,-29.51,-28.11,142.78,142.8,0,0.06,3,0
140157,187563278,-2.25,0.05,-29.54,-31.52,142.65,142.49,0,0.06,3,0
140246,187664071,-2.09,-0.94,-29.52,-28.12,142.54,142.08,0,0.06,3,0
140336,187764031,-1.84,0.61,-29.48,-31.48,142.42,141.76,0,0.06,3,0
140425,187863991,-1.73,-0.4,-29.52,-27.95,142.34,141.47,0,0.06,3,0
140514,187963951,-1.69,1.32,-29.57,-31.19,142.3,141.2,0,0.06,3,0
140606,188063911,-1.72,-0.09,-29.61,-27.91,142.27,141.06,0,0.06,3,0
140695,188163871,-1.71,1.37,-29.69,-31.32,142.25,140.92,0,0.05,3,0
140786,188263831,-1.69,-0.01,-29.74,-28.03,142.22,140.93,0,0.06,3,0
140875,188363791,-1.67,1.38,-29.77,-31.47,142.2,140.93,0,0.05,3,0
140964,188463751,-1.68,0.24,-29.77,-27.97,142.19,141.07,0,0.06,3,0
141058,188563711,-1.68,0.65,-29.79,-31.68,142.18,141.14,0,0.05,3,0
141147,188663671,-1.64,0.6,-29.76,-28.16,142.16,141.32,0,0.06,3,0
141237,188763631,-1.61,0.47,-29.76,-31.65,142.14,141.41,0,0.06,3,0
141326,188863591,-1.65,0.44,-29.67,-27.8,142.15,141.55,0,0.06,3,0
141415,188963551,-1.61,0.66,-29.57,-31.56,142.13,141.59,0,0.06,3,0
141507,189063511,-1.59,0.14,-29.64,-27.99,142.12,141.68,0,0.06,3,0
141596,189163471,-1.55,1.1,-29.7,-31.69,142.11,141.67,0,0.06,3,0
141687,189263431,-1.57,0.14,-29.63,-28.04,142.11,141.74,0,0.06,3,0
141776,189363391,-1.55,0.97,-29.63,-31.55,142.1,141.69,0,0.06,3,0
141865,189463351,-1.55,0.18,-29.67,-28.12,142.1,141.69,0,0.06,3,0
141958,189563311,-1.55,1.01,-29.66,-31.71,142.1,141.59,0,0.06,3,0
142047,189663271,-1.57,0.33,-29.62,-28.12,142.1,141.57,0,0.06,3,0
142137,189764064,-1.54,0.8,-29.58,-31.51,142.09,141.49,0,0.06,3,0
142226,189864024,-1.51,0.26,-29.6,-27.93,142.08,141.49,0,0.06,3,0
142315,189963984,-1.51,1.38,-29.63,-31.58,142.08,141.4,0,0.06,3,0
142407,190063944,-1.53,0.26,-29.58,-27.83,142.09,141.44,0,0.06,3,0
142496,190163904,-1.49,1.29,-29.58,-31.54,142.07,141.38,0,0.06,3,0
142587,190263864,-1.48,0.28,-29.59,-27.93,142.07,141.43,0,0.06,3,0
142676,190363824,-1.46,1.22,-29.63,-31.66,142.07,141.37,0,0.06,3,0
142765,190463784,-1.49,0.32,-29.62,-28.01,142.08,141.43,0,0.06,3,0
142858,190563744,-1.49,0.64,-29.63,-31.7,142.07,141.4,0,0.06,3,0
142947,190663704,-1.45,0.64,-29.61,-28.14,142.06,141.47,0,0.06,3,0
143037,190763664,-1.41,0.57,-29.61,-31.56,142.05,141.44,0,0.06,3,0
143126,190863624,-1.45,1.05,-29.62,-27.62,142.06,141.52,0,0.06,3,0
143215,190963584,-1.5,0.63,-29.53,-31.36,142.08,141.49,0,0.06,3,0
143307,191063544,-1.56,0.67,-29.57,-27.75,142.09,141.55,0,0.06,3,0
143396,191163504,-1.56,0.89,-29.63,-31.74,142.09,141.48,0,0.06,3,0
143487,191263464,-1.55,0.38,-29.6,-28.04,142.09,141.51,0,0.06,3,0
143576,191363424,-1.54,1.01,-29.55,-31.48,142.09,141.46,0,0.06,3,0
143665,191463384,-1.59,0.33,-29.59,-27.9,142.1,141.49,0,0.06,3,0
143759,191563344,-1.57,0.87,-29.65,-31.5,142.1,141.45,0,0.06,3,0
143848,191663304,-2.44,-0.12,-29.56,-28,142.18,141.48,0,0.06,3,0
143938,191763264,-4.61,-1.73,-29.28,-31.69,142.32,141.58,0,0.06,3,0
144027,191864057,-6,-3.22,-29.09,-27.71,142.24,141.43,0,0.06,3,0
144116,191964017,-6.04,-3.6,-29.02,-31.19,141.88,141.71,0,0.06,3,0
144208,192063977,-5.42,-3.92,-29.24,-27.57,141.44,141.42,0,0.06,3,0
144297,192163937,-4.64,-2.57,-29.43,-31.43,141,141.55,0,0.06,3,0
144388,192263897,-3.99,-2.54,-29.55,-27.9,140.63,141.11,0,0.06,3,0
144478,192363857,-3.45,-1.51,-29.65,-31.74,140.32,140.89,0,0.06,3,0
144567,192463817,-3.12,-1.36,-29.66,-28.18,140.1,140.32,0,0.06,3,0
144660,192563777,-2.87,-0.81,-29.67,-31.87,139.92,139.88,0,0.06,3,0
144749,192663737,-2.66,-0.37,-29.66,-28.3,139.77,139.33,0,0.06,3,0
144839,192763697,-2.49,-0.23,-29.67,-31.76,139.64,138.86,0,0.06,3,0
144928,192863657,-2.42,0.51,-29.72,-28.23,139.56,138.44,0,0.06,3,0
145017,192963617,-2.33,-0.26,-29.73,-31.91,139.49,138.07,0,0.06,3,0
145109,193063577,-2.24,0.65,-29.49,-27.91,139.42,137.81,0,0.06,3,0
145198,193163537,-2.16,0.36,-29.6,-31.63,139.36,137.61,0,0.06,3,0
145289,193263497,-2.13,0.6,-29.66,-28.04,139.33,137.58,0,0.06,3,0
145378,193363457,-2.09,0.82,-29.69,-31.89,139.29,137.55,0,0.06,3,0
145467,193463417,-2.04,0.57,-29.63,-28.15,139.26,137.71,0,0.06,3,0
145560,193563377,-2,0.71,-29.66,-31.94,139.23,137.83,0,0.06,3,0
145650,193663337,-1.95,0.49,-29.65,-28.12,139.2,138.08,0,0.06,3,0
145740,193763297,-1.9,0.47,-29.62,-31.85,139.18,138.26,0,0.06,3,0
145829,193864090,-1.86,0.56,-29.57,-28,139.16,138.51,0,0.06,3,0
145918,193964050,-1.82,0.31,-29.56,-31.71,139.14,138.68,0,0.06,3,0
146010,194064010,-1.78,-0.07,-29.57,-28.01,139.13,138.83,0,0.06,3,0
146099,194163970,-1.66,0.47,-29.6,-31.67,139.09,138.9,0,0.06,3,0
146190,194263930,-1.55,0.22,-29.56,-27.97,139.05,138.96,0,0.06,3,0
146279,194363890,-1.5,0.62,-29.59,-31.68,139.04,138.91,0,0.06,3,0
146368,194463850,-1.49,0.44,-29.57,-28.04,139.03,138.88,0,0.06,3,0
146461,194563810,-1.49,0.6,-29.57,-31.59,139.03,138.74,0,0.06,3,0
146550,194663770,-1.48,0.6,-29.6,-27.93,139.03,138.68,0,0.06,3,0
146640,194763730,-1.44,0.49,-29.66,-31.45,139.01,138.52,0,0.06,3,0
146729,194863690,-1.42,0.98,-29.69,-27.97,139.01,138.46,0,0.06,3,0
146818,194963650,-1.35,0.06,-29.72,-31.65,138.99,138.3,0,0.06,3,0
146910,195063610,-1.28,1.34,-29.69,-28.32,138.97,138.26,0,0.06,3,0
146999,195163570,-1.24,0.48,-29.64,-31.68,138.96,138.15,0,0.06,3,0
147090,195263530,-1.25,1.26,-29.61,-27.87,138.96,138.18,0,0.06,3,0
147179,195363490,-1.25,0.74,-29.66,-31.62,138.96,138.09,0,0.06,3,0
147268,195463450,-1.25,0.89,-29.66,-28.03,138.96,138.14,0,0.06,3,0
147361,195563410,-1.2,0.76,-29.61,-31.69,138.95,138.09,0,0.06,3,0
147450,195663370,-1.18,1.07,-29.6,-27.91,138.94,138.18,0,0.06,3,0
147540,195763330,-1.17,0.77,-29.62,-31.61,138.94,138.14,0,0.06,3,0
147629,195863290,-1.17,1.26,-29.62,-28.02,138.94,138.25,0,0.06,3,0
147718,195964083,-1.17,0.34,-29.61,-31.56,138.94,138.22,0,0.06,3,0
147810,196064043,-1.1,0.72,-29.6,-27.6,138.92,138.28,0,0.06,3,0
147899,196164003,-1,0.79,-29.7,-31.44,138.89,138.24,0,0.06,3,0
147990,196263963,-0.96,1,-29.77,-28,138.88,138.29,0,0.06,3,0
148079,196363923,-0.97,1.15,-29.75,-31.64,138.88,138.2,0,0.06,3,0
148168,196463883,-1.03,1.22,-29.74,-28.15,138.9,138.27,0,0.06,3,0
148262,196563843,-1.16,1.06,-29.73,-31.74,138.92,138.19,0,0.06,3,0
148351,196663803,-2.57,0.33,-29.63,-28.25,139.05,138.24,0,0.06,3,0
148441,196763763,-5.18,-2.38,-29.18,-31.67,139.2,138.35,0,0.05,3,0
148530,196863723,-6.85,-4.11,-28.74,-27.42,139.05,138.15,0,0.06,3,0
148619,196963683,-6.76,-6.09,-28.93,-30.69,138.58,138.56,0,0.06,3,0
148711,197063643,-5.82,-3.74,-28.97,-27.33,137.96,138.21,0,0.06,3,0
148800,197163603,-4.86,-4.25,-29.27,-30.87,137.42,138.27,0,0.06,3,0
148891,197263563,-4.16,-1.95,-29.25,-27.58,136.97,137.68,0,0.06,3,0
148980,197363523,-3.68,-2.19,-29.38,-31.31,136.64,137.33,0,0.06,3,0
149069,197463483,-3.38,-0.96,-29.47,-27.74,136.38,136.63,0,0.06,3,0
149162,197563443,-3.15,-1.3,-29.51,-31.57,136.17,136.09,0,0.06,3,0
149251,197663403,-2.94,-0.28,-29.48,-27.96,136,135.41,0,0.06,3,0
149341,197763363,-2.75,-0.61,-29.48,-31.58,135.85,134.88,0,0.06,3,0
149430,197863323,-2.61,0.35,-29.5,-27.89,135.73,134.39,0,0.06,3,0
149519,197963283,-2.49,-0.2,-29.53,-31.37,135.63,134.02,0,0.06,3,0
149611,198064076,-2.43,0.61,-29.57,-27.74,135.56,133.81,0,0.06,3,0
149700,198164036,-2.35,0.13,-29.65,-31.4,135.49,133.7,0,0.06,3,0
149791,198263996,-2.33,0.66,-29.71,-27.75,135.45,133.75,0,0.06,3,0
149880,198363956,-2.33,0.34,-29.49,-31.3,135.41,133.83,0,0.06,3,0
149969,198463916,-2.35,0.35,-29.47,-27.75,135.39,134.03,0,0.06,3,0
150061,198563876,-2.28,0.01,-29.59,-31.39,135.35,134.24,0,0.06,3,0
150151,198663836,-2.2,0.24,-29.68,-27.88,135.32,134.49,0,0.06,3,0
150242,198763796,-2.12,-0.13,-29.75,-31.52,135.28,134.71,0,0.06,3,0
150331,198863756,-2.05,0.33,-29.77,-28.09,135.25,134.89,0,0.06,3,0
150420,198963716,-1.9,-0.69,-29.81,-31.76,135.2,135.03,0,0.06,3,0
150511,199063676,-1.81,1.03,-29.76,-28.36,135.17,135.1,0,0.06,3,0
150601,199163636,-1.77,-0.77,-29.74,-31.38,135.15,135.1,0,0.05,3,0
150692,199263596,-1.75,1.11,-29.65,-27.92,135.14,135.03,0,0.05,3,0
150781,199363556,-1.69,-0.27,-29.64,-31.54,135.12,134.89,0,0.05,3,0
150870,199463516,-1.64,1.11,-29.7,-28.11,135.1,134.77,0,0.06,3,0
150962,199563476,-1.62,0.35,-29.71,-31.73,135.09,134.57,0,0.05,3,0
151052,199663436,-1.64,1.18,-29.65,-27.99,135.1,134.49,0,0.06,3,0
151142,199763396,-1.62,0.31,-29.7,-31.54,135.09,134.32,0,0.05,3,0
151231,199863356,-1.56,1.22,-29.73,-28.05,135.07,134.28,0,0.06,3,0
