LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,labels
138815,186063878,0,-0.24,-28.13,143.61,-8.047427,5.859036,0.01687116,-0.00297535,400.1612,-186.2367,-21.67496,0.09,0.16,0.1,20.36,0
399294,475563865,0,0.58,1.21,207.67,-0.04600109,0.04496022,-0.02525447,-0.02538635,0.06482527,-0.09651247,-19.89443,0.1,0.13,0.14,20.36,4
186247,238763623,0,20.83,-21.46,80.37,2.370551,-1.199364,-0.820849,-1.214237,256.674,22.69677,-29.49849,0.18,0.13,0.12,20.36,0
235777,293864074,0,-28.79,-1.11,92.4,-2.60078,-0.4643528,-0.4669771,-1.65449,245.843,186.8412,-16.96925,0.24,0.04,-0.2,20.36,2
194513,247963275,0,28.8,5.13,84.55,2.565667,4.653255,1.20983,1.120403,253.7958,50.07583,-19.36761,0.18,0.14,0.12,20.36,2
44999,81263315,0,0.94,5.38,327.45,1.387134,-0.8876351,0.0007026,-0.00273708,17.32579,-10.80943,-20.10003,0.04,0.05,-0.01,20.36,0
436162,517763645,0,-0.07,-0.16,207.51,-0.02777797,0.00381569,-0.01405093,-0.00113609,-0.00185275,0.01186412,-0.03098358,0.08,0.08,0.1,20.36,4
408565,485863910,0,-1.61,-0.68,207.64,-0.02828971,-0.02453136,0.4939774,0.4983392,0.01730622,0.02094486,-9.433446,0.09,0.12,0.12,20.36,4
232634,290363808,0,29.86,-1.27,89.88,1.90443,1.817719,2.233411,1.298342,253.6548,177.4501,-20.80852,0.23,0.05,-0.17,20.36,2
48243,84863541,0,1.61,1.45,327.39,2.871204,-1.811945,0.01487694,0.01015832,23.62843,-14.70258,-20.19553,0.04,0.04,0.0,20.36,0
49957,86763614,0,-1.55,3.31,327.48,0.9248131,-0.5906451,-0.00048548,-0.00409759,27.27523,-17.04863,-20.19271,0.04,0.05,0.0,20.36,0
151954,200663869,0,1.18,-27.94,134.45,-6.994312,7.089922,0.00499806,-0.01345264,290.1347,-91.0646,-21.71378,0.11,0.18,0.1,20.36,0
407216,484363677,0,1.5,-0.73,207.84,-0.02494613,-0.011768,0.3912819,0.4048928,0.00919492,0.02368852,-10.12285,0.09,0.12,0.13,20.36,4
164186,214263427,0,1.94,3.41,40.51,2.352937,1.544022,0.00545772,0.01736619,246.5295,-10.43056,-21.7494,0.14,0.19,0.13,20.36,0
339431,409063809,0,0.03,-21.79,193.88,-9.617936,-2.238836,-1.344339,-1.368323,84.1039,226.7045,-15.3104,0.17,0.18,0.2,20.36,0
52389,89463367,0,1.45,-4.65,333.8,3.510799,-1.642561,-0.00534319,-0.00477247,32.00427,-19.36345,-20.27134,0.05,0.05,0.01,20.36,0
96983,139263439,0,-1.39,-29.94,329.4,-4.558409,4.292304,0.2618293,-0.03615513,13.01965,-5.511159,-21.17727,0.08,0.04,0.14,20.36,1
323037,390863592,0,-0.22,-0.08,300.15,-0.0007358,-0.02358322,-0.01257104,0.00057678,155.1109,239.9172,1.920448,0.18,0.19,0.27,20.36,3
327810,396163971,0,-0.22,-0.06,293.94,-0.00427037,-0.01772681,-0.01194651,0.00066855,155.1079,239.9223,1.923393,0.17,0.18,0.25,20.36,3
134670,181464052,0,-0.43,-27.75,145.28,-8.191589,5.591125,0.00957552,-0.00907573,437.308,-213.1064,-21.66893,0.09,0.16,0.11,20.36,0
414418,492363809,0,-0.86,-1.59,207.81,-0.02651409,-0.00968355,0.4810085,0.5014104,0.00586026,0.02410262,-6.15155,0.09,0.11,0.11,20.36,4
424772,503863374,0,0.27,1.29,207.9,-0.02381281,0.01417404,0.477677,0.5020157,0.00814179,-0.00095781,-0.401563,0.09,0.09,0.1,20.36,4
380131,454264055,0,23.2,-10.53,205.08,-0.165813,-9.802783,0.03336169,0.02973657,1.712677,136.2328,-19.73752,0.13,0.15,0.16,20.36,4
255128,315363804,0,0.27,5.17,154.55,-0.3939671,0.9734307,-0.01898427,-0.04549576,218.2329,200.675,-19.70155,0.29,0.29,0.13,20.36,0
291692,355963391,0,75.25,-12.09,19.44,-0.06328041,0.8461876,0.3854287,0.487968,154.9345,240.5349,1.722492,0.23,0.23,0.3,20.36,3
305749,371663775,0,-0.21,-0.21,320.77,0.04145274,-0.03965015,-0.01955359,-0.01665782,155.1377,239.8992,1.964892,0.19,0.23,0.3,20.36,3
383280,457763488,0,23.8,-9.27,205.6,-0.1629584,-9.909543,0.01835552,0.00275628,1.294785,101.5909,-19.66565,0.12,0.15,0.16,20.36,4
327902,396263931,0,-0.22,-0.06,293.82,-0.0032732,-0.01970809,-0.01195328,0.0002106,155.1078,239.922,1.92336,0.17,0.18,0.25,20.36,3
16615,49763420,0,0.11,0.1,1.37,-0.00048921,-0.0009645,-0.00047372,-2.529e-05,0.00016231,-0.0004262,-0.00056783,0.01,0.02,-0.07,20.36,0
18237,51563533,0,-0.07,1.92,0.44,0.01060689,-0.016445,-1.378031,-1.448963,0.0164801,-0.015637,-1.635888,0.01,0.02,-0.06,20.36,0
195501,249063668,0,-22.07,-7.05,90.99,-3.339873,4.565478,-0.2500569,-0.3951216,250.5984,55.13904,-19.48229,0.19,0.14,0.11,20.36,2
252698,312664051,0,-1.73,-6.28,160.28,-3.061667,1.084419,0.2043162,-0.03816352,223.3932,196.0408,-19.80603,0.31,0.24,0.07,20.36,0
437145,518963998,0,-0.08,-0.16,207.46,-0.02763106,0.00447165,-0.01422724,-0.00071794,-0.00173136,0.0124269,-0.03244231,0.08,0.08,0.1,20.36,4
279171,342063953,0,0.15,-18.35,149.05,-2.807112,1.739624,-0.00016424,0.02046632,173.8128,227.3705,-18.6643,0.22,0.24,0.29,20.36,0
272236,334363701,0,1.38,3.07,155.25,-1.314071,0.8280147,-0.01232321,-0.0043007,184.7258,219.7723,-18.87797,0.23,0.26,0.27,20.36,0
358241,429963779,0,-1.89,-14.51,205.17,-0.9079106,-0.3808106,-0.07483625,-0.05719696,21.25736,205.6171,-19.78514,0.16,0.17,0.18,20.36,0
309082,375363961,0,-0.2,-0.18,317.12,0.03672668,-0.0379802,-0.02050489,-0.00564511,155.1428,239.9024,1.925153,0.19,0.22,0.3,20.36,3
427454,506863840,0,-0.07,-0.15,207.91,-0.0256401,0.00504502,-0.00207968,0.02895237,0.00179451,0.01261366,-0.0615565,0.09,0.09,0.1,20.36,4
411446,489063463,0,1.08,-1.51,207.74,-0.03100812,-0.00115153,0.487462,0.503107,0.01598192,0.0069357,-7.818863,0.09,0.11,0.12,20.36,4
304938,370763302,0,-0.22,-0.21,321.55,0.03882186,-0.04101824,-0.01766904,-0.01924184,155.1293,239.8976,1.981241,0.19,0.23,0.3,20.36,3
103120,146164011,0,3.29,-29.96,328.97,-2.981394,2.448177,0.07172164,0.01430142,12.38506,-6.381046,-21.10492,0.08,0.18,0.16,20.36,1
387233,462163394,0,26.35,-11.72,204.56,-0.1437184,-9.948842,0.00992441,-0.00299161,0.7307864,57.62337,-19.66554,0.11,0.14,0.16,20.36,4
303496,369163942,0,-0.25,-0.2,322.75,0.01965816,-0.04752182,-0.01161935,-0.0252422,155.1081,239.8901,2.017545,0.2,0.23,0.3,20.36,3
207189,262063466,0,-25.22,-8.38,69.2,-3.574166,2.590312,0.8372375,0.3000082,241.0098,99.60915,-23.90579,0.2,0.14,0.07,20.36,2
355539,426963313,0,-1.81,1.92,204.77,-2.877667,-1.397609,-0.01165791,-0.00280408,25.63501,207.7358,-19.76921,0.16,0.16,0.18,20.36,0
219336,275563897,0,33.57,-4.36,82.52,3.319325,3.075842,9.657475,6.490563,253.799,135.2866,-16.85274,0.2,0.14,0.07,20.36,2
90487,131963860,0,-1.08,-32.67,329.58,-0.3049376,2.028843,-0.2181826,-0.01797173,28.16144,-13.4686,-20.34528,0.06,-0.04,0.1,20.36,1
39680,75364009,0,0.68,1.11,336.0,2.581295,-1.51442,0.00575058,0.02360345,5.802347,-3.686893,-20.07679,0.03,0.04,-0.01,20.36,0
383640,458163328,0,23.73,-9.6,205.52,-0.1596622,-9.922132,0.01796949,0.0010495,1.242524,97.61478,-19.66414,0.12,0.15,0.16,20.36,4
411176,488763583,0,-1.03,1.35,207.72,-0.0351565,0.00140077,0.4917844,0.5062472,0.01593593,0.00495873,-7.970662,0.09,0.11,0.12,20.36,4
310883,377363994,0,-0.2,-0.16,315.14,0.02827155,-0.03320298,-0.01936783,-0.0026176,155.1368,239.9063,1.916919,0.19,0.21,0.29,20.36,3
141960,189563311,0,1.01,-31.71,141.59,-7.830941,6.148796,0.01742984,-0.0032453,372.4629,-164.929,-21.69616,0.1,0.17,0.1,20.36,0
431089,511463666,0,-0.06,-0.16,207.76,-0.02745313,0.00080627,-0.00895961,-0.00059929,-0.00129665,0.01014143,-0.02167161,0.08,0.09,0.1,20.36,4
351768,422763327,0,1.34,3.3,193.72,-1.926789,-0.4321129,-0.02848818,-0.01146494,32.76139,210.7602,-19.53896,0.16,0.17,0.19,20.36,0
181747,233763957,0,-1.09,-0.74,90.21,-0.5967634,4.604705,0.4526629,0.3387764,249.7622,24.21627,-23.17464,0.19,0.12,0.13,20.36,0
70514,109563657,0,1.57,0.6,327.7,2.957043,-1.881008,0.02159156,0.02322999,71.10761,-43.57908,-20.25571,0.06,0.07,0.05,20.36,1
185618,238063903,0,13.92,-29.04,83.57,2.669106,-4.032463,-2.338094,-2.724944,254.5556,23.20508,-28.31968,0.18,0.13,0.12,20.36,0
288898,352863798,0,2.98,10.09,0.26,-1.531132,0.02963988,8.465739,8.683464,155.2873,240.1145,-4.204283,0.22,0.23,0.31,20.36,3
44907,81163355,0,-0.56,2.31,327.37,1.487364,-0.951829,0.00023074,-0.00301228,17.17515,-10.7119,-20.09978,0.04,0.05,-0.01,20.36,0
366169,438763591,0,-1.63,3.5,206.57,-0.9774191,-0.4303462,-0.0201469,-0.01163276,3.490209,197.8761,-19.78498,0.15,0.16,0.16,20.36,0
431563,512063426,0,-0.06,-0.16,207.74,-0.02774865,0.00080824,-0.00968244,-0.00103794,-0.00148741,0.00997131,-0.02215466,0.08,0.09,0.1,20.36,4
351589,422563407,0,1.45,2.88,194.17,-2.156605,-0.495422,-0.02483161,-0.00673048,33.18624,210.8578,-19.53691,0.17,0.17,0.19,20.36,0
197657,251463541,0,32.15,-0.88,87.36,3.727515,3.157536,0.2730446,0.06916788,252.6168,62.05385,-20.95795,0.19,0.15,0.12,20.36,2
256660,317063957,0,0.2,-21.59,161.16,-2.547709,1.307668,0.1173102,0.1769177,216.3516,201.5405,-19.61867,0.26,0.3,0.15,20.36,0
160319,209963481,0,-2.37,0.95,102.87,-0.9812111,4.88745,-0.00915232,-0.02663752,242.4279,-20.31677,-21.81572,0.12,0.2,0.12,20.36,0
273046,335263341,0,-1.88,2.28,154.74,-0.6444278,0.4863767,-0.00894855,-0.00507021,183.7967,220.3374,-18.88574,0.23,0.26,0.27,20.36,0
34994,70163590,0,1.36,-1.32,3.25,-0.00876112,0.00629176,-0.01452501,-0.00376574,-0.2801037,-0.169782,-20.27559,0.03,0.03,-0.03,20.36,0
399023,475263985,0,-1.39,-1.44,207.69,-0.040171,0.03414159,-0.0257385,-0.02758908,0.06872286,-0.1017122,-19.88681,0.1,0.13,0.14,20.36,4
261072,321963663,0,0.99,-21.45,157.93,-2.535244,1.088295,0.04027549,0.08833167,207.814,206.0317,-19.31689,0.22,0.29,0.19,20.36,0
342221,412163402,0,1.91,-6.48,196.99,-6.190618,-1.813021,-0.7946784,-0.795267,59.58007,220.4566,-18.71228,0.17,0.18,0.2,20.36,0
71323,110463297,0,-1.76,3.02,327.31,1.912489,-1.229793,-0.00369477,-0.0001843,73.26852,-44.96992,-20.24543,0.06,0.07,0.05,20.36,1
90311,131763940,0,-0.91,-32.5,329.49,-0.1034835,1.883144,-0.2173825,-0.00719681,28.72783,-13.89415,-20.34181,0.06,-0.04,0.1,20.36,1
328350,396763731,0,-0.23,-0.06,293.24,-0.00615249,-0.01759571,-0.01191431,0.00064931,155.1062,239.9221,1.92361,0.17,0.18,0.25,20.36,3
10446,26263657,0,0.05,0.03,2.79,-0.01572008,0.01580722,-0.00359739,0.00139504,0.0,0.0,-0.01077522,0.0,0.01,-0.4,20.36,0
205929,260664026,0,-4.77,20.74,87.93,-4.532281,5.94219,-1.528116,-2.064669,248.3377,96.82343,-22.80353,0.2,0.13,0.07,20.36,2
365357,437863951,0,1.5,2.62,207.12,-1.815461,-0.8099773,-0.01785909,-0.00717322,4.774504,198.479,-19.77612,0.15,0.16,0.16,20.36,0
292760,357163744,0,1.47,9.46,11.09,0.3088639,0.2246623,0.1504842,0.03274293,155.2545,240.207,2.130536,0.23,0.23,0.3,20.36,3
251257,311063858,0,8.83,3.71,172.66,0.7441588,-0.8199717,0.7770178,-0.2770656,226.6594,194.5405,-19.5234,0.26,0.16,-0.07,20.36,0
294987,359663577,0,-2.32,22.57,329.41,-0.2409385,-0.4983278,0.7684667,0.6608882,155.1792,239.8847,2.254097,0.23,0.23,0.3,20.36,3
109525,153363630,0,2.78,-30.76,333.66,0.1672722,0.09295579,-0.02620563,-0.04849064,19.62961,-12.2015,-21.32215,0.08,0.25,0.14,20.36,1
96362,138563719,0,2.19,-32.23,329.01,-4.430824,4.247919,0.2352126,-0.06204354,13.80317,-5.998195,-21.14272,0.08,0.03,0.14,20.36,1
381122,455363615,0,26.49,-8.77,205.89,-0.152031,-9.859894,0.03308618,0.02341786,1.587377,125.355,-19.70459,0.13,0.15,0.16,20.36,4
379680,453763422,0,26.76,-10.51,205.07,-0.1479543,-9.780208,0.03646593,0.03457594,1.768057,141.16,-19.75375,0.13,0.15,0.15,20.36,4
337811,407263696,0,2.25,-29.62,193.61,-9.875628,-2.387985,-1.298622,-1.313217,101.9082,231.0423,-12.89593,0.17,0.17,0.2,20.36,0
156539,205763495,0,-0.09,-31.42,126.44,-5.969325,7.937568,0.02576382,0.01346435,257.9952,-51.97454,-21.6811,0.12,0.19,0.11,20.36,0
219960,276263617,0,24.38,11.14,79.25,3.224994,3.983603,15.94649,10.67617,256.0688,138.0067,-11.25441,0.2,0.14,0.06,20.36,2
135391,182263732,0,-1.7,-28.12,145.17,-8.076303,5.726707,0.01774227,-0.00151991,430.7836,-208.5651,-21.67336,0.09,0.16,0.1,20.36,0
319706,387163406,0,-0.22,-0.1,304.53,0.00853865,-0.02601526,-0.01348817,0.00110187,155.1177,239.9146,1.917528,0.18,0.19,0.27,20.36,3
311331,377863794,0,-0.2,-0.15,314.64,0.02637897,-0.03301776,-0.01904284,-0.00261489,155.1362,239.9069,1.915485,0.19,0.21,0.29,20.36,3
74028,113463763,0,-1.2,-17.73,321.68,2.411793,-1.717687,-0.01200466,-0.00628578,77.04721,-47.44371,-20.25641,0.06,0.07,0.05,20.36,1
187236,239864016,0,29.45,-9.58,86.9,-0.6255283,3.687008,1.622728,1.170156,255.8904,27.71856,-29.22615,0.18,0.13,0.12,20.36,0
299720,364963956,0,-0.43,-0.03,325.27,-0.08028336,-0.07260568,0.02936484,-0.03393616,155.0365,239.8727,2.148985,0.21,0.23,0.3,20.36,3
397131,473163992,0,1.83,-1.2,207.8,0.00288658,0.05177876,-0.05329335,-0.05750315,0.08193173,-0.1754205,-19.80029,0.1,0.13,0.14,20.36,4
172651,223663832,0,-1.02,-10.28,106.72,0.02489287,4.353678,0.05307338,0.06398956,250.1498,-3.641339,-21.11365,0.16,0.18,0.15,20.36,0
336190,405463583,0,4.37,-31.36,190.67,-9.630018,-1.760063,-1.323789,-1.335854,119.7232,234.9314,-10.59211,0.17,0.17,0.2,20.36,0
278360,341163480,0,-1.0,-15.77,146.68,-0.8369128,0.5847499,0.0358192,0.04371073,175.3925,226.4182,-18.69629,0.22,0.25,0.29,20.36,0
59784,97663419,0,1.17,-9.52,322.67,0.677952,-0.4273044,0.03128672,0.03142367,47.181,-29.0261,-20.10134,0.05,0.06,0.02,20.36,0
277098,339764040,0,-1.85,3.58,146.36,-0.8902924,0.7772809,-0.0170069,-0.013473,176.269,225.7858,-18.71224,0.23,0.25,0.29,20.36,0
30045,64663291,0,-1.21,-0.06,3.24,-0.02124248,-0.00222632,-0.05299379,-0.0097561,-0.2588969,-0.1650123,-20.23661,0.02,0.03,-0.04,20.36,0
58249,95963266,0,-0.44,5.6,321.98,1.624395,-1.230582,-0.0138969,-0.00775103,45.43325,-27.73291,-20.0978,0.05,0.06,0.02,20.36,0
291866,356163311,0,71.19,46.75,286.3,0.2144361,1.404545,1.483104,1.454865,154.9024,240.7393,1.949937,0.23,0.23,0.3,20.36,3
161310,211063874,0,1.21,7.63,101.69,-0.3474245,2.462824,0.0032454,-0.01397455,241.693,-16.25508,-21.83882,0.12,0.2,0.12,20.36,0
64111,102463998,0,-0.23,-4.47,327.3,0.5534837,-0.2991289,-0.112237,-0.110765,56.35246,-34.84105,-20.07113,0.06,0.07,0.03,20.36,0
124585,170263534,0,15.24,-10.95,87.93,-2.440932,1.709988,-0.01684462,0.04929088,518.3962,-267.8489,-21.51896,0.09,0.17,0.11,20.36,0
155639,204763895,0,-0.19,-31.34,127.16,-5.939198,7.947481,0.02488659,0.01162706,263.931,-59.96192,-21.69113,0.12,0.19,0.11,20.36,0
258189,318763277,0,-2.28,3.3,158.73,-2.0027,1.2329,0.0393514,0.07839606,211.6637,203.9998,-19.4273,0.25,0.31,0.17,20.36,0
289622,353663478,0,3.4,7.17,106.14,0.00867612,-1.467057,-0.8714154,-0.509387,154.5868,239.9221,1.914442,0.23,0.23,0.3,20.36,3
248738,308263312,0,12.27,9.93,182.25,-1.634933,1.338926,0.7008345,-0.2257042,230.0257,191.7219,-19.66823,0.25,0.07,-0.16,20.36,0
96451,138663679,0,-1.25,-29.66,329.09,-4.448446,4.246836,0.2416463,-0.05550936,13.68402,-5.923644,-21.14857,0.08,0.03,0.14,20.36,1
250987,310763978,0,8.42,7.92,175.66,0.7896684,-0.6074528,0.8123224,-0.2776423,226.7126,194.5965,-19.44645,0.26,0.14,-0.08,20.36,0
313495,380263667,0,-0.21,-0.13,312.29,0.02106521,-0.02847571,-0.01707183,-0.00044706,155.1311,239.9115,1.912719,0.18,0.2,0.29,20.36,3
257650,318163517,0,-1.84,2.04,158.16,-2.709295,1.441706,0.04916935,0.0979715,213.1042,203.1419,-19.48219,0.26,0.3,0.16,20.36,0
128368,174463520,0,0.0,-28.13,146.65,-7.890334,5.036576,0.02735002,-0.00845417,494.3912,-251.3566,-21.62752,0.08,0.16,0.11,20.36,0
48784,85463301,0,1.35,3.83,327.35,2.164319,-1.384906,0.00758328,0.0069323,25.18351,-15.70253,-20.18889,0.04,0.05,0.0,20.36,0
355361,426763393,0,-1.48,0.93,204.76,-3.100842,-1.519829,-0.02482979,-0.0176174,26.22571,208.0302,-19.7673,0.16,0.16,0.18,20.36,0
316915,384063813,0,-0.22,-0.11,308.23,0.01103592,-0.02717024,-0.01462815,0.00074438,155.1233,239.9128,1.914421,0.18,0.2,0.28,20.36,3
18416,51763453,0,-0.17,1.94,0.6,0.00684099,-0.00535821,-1.443911,-1.510695,0.02038439,-0.01887528,-1.930403,0.02,0.02,-0.06,20.36,0
89510,130863467,0,0.19,-28.34,329.23,0.7769114,1.11284,-0.1809643,0.05999278,31.36463,-15.9431,-20.36257,0.06,-0.03,0.09,20.36,1
131789,178263666,0,-0.35,-28.24,145.13,-8.184578,5.591573,0.02014388,-0.00225132,463.4173,-231.0769,-21.64957,0.08,0.16,0.11,20.36,0
193883,247263555,0,14.88,-23.84,88.33,0.5181578,3.820953,2.105946,2.01095,250.2149,47.39639,-20.1699,0.19,0.14,0.12,20.36,2
396415,472363479,0,1.52,-1.88,207.74,0.01782034,0.1146861,-0.05645841,-0.04854279,0.05291095,-0.3098069,-19.75603,0.1,0.13,0.15,20.36,4
68712,107563624,0,1.51,-7.31,329.11,0.6875759,-0.3657564,0.07654857,0.07564686,66.33237,-40.64743,-20.3667,0.06,0.07,0.04,20.36,1
174632,225863785,0,1.13,2.83,92.38,-0.0277727,1.42615,-0.01030334,-0.00880274,250.1811,2.965572,-21.07571,0.16,0.19,0.15,20.36,0
136832,183863925,0,-0.73,-28.37,143.71,-8.058685,5.82875,0.0206179,0.00144812,417.8835,-199.2353,-21.67211,0.09,0.16,0.1,20.36,0
179225,230963411,0,1.41,-1.61,96.49,-1.026914,4.070578,-0.454541,-0.889003,249.4627,18.79195,-23.41563,0.18,0.13,0.14,20.36,0
52660,89764080,0,-1.46,0.7,333.47,3.191028,-1.491816,0.00778758,0.00898145,33.00024,-19.84088,-20.27015,0.05,0.05,0.01,20.36,0
302324,367863629,0,-0.29,-0.17,323.62,-0.00399394,-0.0549395,-0.00355446,-0.03058803,155.0841,239.8841,2.053241,0.2,0.23,0.3,20.36,3
406676,483763917,0,1.22,-1.59,207.58,-0.04150471,-0.01952038,0.467579,0.505084,0.00977796,0.02494589,-10.38033,0.1,0.12,0.13,20.36,4
170489,221263959,0,1.55,-0.75,33.57,0.01959404,0.00657587,-0.00427081,-0.00089003,250.1271,-8.287046,-21.45546,0.15,0.18,0.15,20.36,0
35894,71164023,0,1.19,-1.09,3.2,-0.01334445,0.01162476,-0.0108737,-0.00401814,-0.2746822,-0.1694181,-20.27887,0.03,0.03,-0.03,20.36,0
311512,378063714,0,-0.2,-0.15,314.45,0.02799527,-0.03253197,-0.01893486,-0.00242774,155.1358,239.9071,1.915045,0.19,0.21,0.29,20.36,3
422071,500863741,0,1.41,-0.72,207.85,-0.02541712,-0.00545596,0.4821773,0.5064294,0.00604088,-0.01084223,-1.913989,0.09,0.1,0.1,20.36,4
162300,212163434,0,-15.08,-9.89,86.93,0.640553,1.579956,0.06243878,0.05619506,241.6058,-14.34927,-21.81499,0.13,0.2,0.12,20.36,0
336370,405663503,0,4.27,-31.38,191.1,-9.663079,-1.924226,-1.278784,-1.295486,117.7741,234.5765,-10.85544,0.17,0.17,0.2,20.36,0
347895,418463381,0,1.37,4.34,205.85,-1.89953,-0.8995118,-0.01819636,-0.01380941,41.9771,213.6731,-19.60763,0.16,0.17,0.2,20.36,0
121623,166964021,0,4.36,-29.92,334.83,0.975417,-0.5627611,-0.01331375,-0.02777891,24.92797,-15.99626,-21.52765,0.09,0.18,0.1,20.36,1
26890,61163858,0,1.08,2.17,3.33,-0.1495747,-0.00028178,-0.2691784,-0.2525019,-0.01170282,-0.04529791,-20.11358,0.02,0.02,-0.05,20.36,0
50226,87063494,0,1.65,3.61,327.45,0.7244543,-0.4567428,0.00197112,-0.00065384,27.54355,-17.21884,-20.19349,0.04,0.05,0.0,20.36,0
234788,292763681,0,-23.05,21.56,86.11,-4.510448,3.098462,0.5329606,-0.1199997,248.3401,188.7466,-16.26766,0.23,0.04,-0.21,20.36,2
336911,406263263,0,2.6,-31.31,193.09,-9.782567,-2.225226,-1.238437,-1.255605,111.8738,233.3573,-11.61824,0.17,0.17,0.2,20.36,0
258010,318563357,0,-2.11,2.91,158.42,-2.229318,1.304537,0.04913048,0.09136661,212.1036,203.7329,-19.44435,0.26,0.31,0.16,20.36,0
31393,66163524,0,1.77,-0.14,3.23,-0.03835588,0.01748575,-0.04132538,-0.00794871,-0.2589238,-0.18388,-20.24777,0.03,0.03,-0.04,20.36,0
187417,240063936,0,28.14,-2.36,89.2,-1.265462,4.351677,1.857575,1.459413,255.2873,28.94437,-28.99038,0.18,0.13,0.12,20.36,0
48966,85664054,0,1.45,4.16,327.36,1.944751,-1.246017,0.00241875,0.0013622,25.61619,-15.983,-20.18825,0.04,0.05,0.0,20.36,0
29324,63863611,0,-1.32,-0.24,3.31,-0.0380584,-0.0230666,-0.05944614,-0.01012414,-0.2544138,-0.1327105,-20.23087,0.02,0.02,-0.05,20.36,0
397401,473463872,0,-1.49,0.09,207.74,-0.01601046,0.03217103,-0.04810958,-0.05466637,0.08836852,-0.1481296,-19.81737,0.1,0.13,0.14,20.36,4
212320,267763685,0,16.45,-25.02,89.04,2.208946,1.31451,2.773602,1.626027,249.9209,113.2234,-20.09178,0.21,0.13,0.07,20.36,2
410727,488263783,0,0.15,-1.68,207.75,-0.03224961,-0.01544279,0.4959202,0.5076911,0.01632417,0.00518965,-8.224067,0.09,0.11,0.12,20.36,4
134399,181163339,0,1.87,-31.31,145.2,-8.190698,5.588817,0.01183485,-0.00848056,439.763,-214.7958,-21.66669,0.09,0.16,0.11,20.36,0
276196,338763607,0,-1.46,4.34,145.73,-1.754471,1.370924,-0.01800439,-0.01057829,177.6074,224.6868,-18.6972,0.23,0.25,0.29,20.36,0
134579,181364092,0,1.58,-31.13,145.26,-8.196972,5.589263,0.01151811,-0.00815733,438.1266,-213.6692,-21.66821,0.09,0.16,0.11,20.36,0
257919,318463397,0,1.18,1.59,158.31,-2.341836,1.33759,0.04887027,0.09212821,212.3401,203.591,-19.45368,0.26,0.3,0.16,20.36,0
197928,251763421,0,28.07,3.31,86.13,3.178929,3.562206,0.4488544,0.1800029,253.7506,63.12031,-20.98299,0.19,0.14,0.12,20.36,2
89155,130463627,0,0.72,-28.36,329.3,1.211068,0.7449164,-0.1481574,0.08413965,32.56968,-16.90474,-20.39117,0.06,-0.03,0.09,20.36,1
200358,254464007,0,-17.77,-8.01,82.29,0.06093808,4.016217,1.307142,0.07563069,248.6573,73.38943,-21.65322,0.2,0.13,0.09,20.36,2
344294,414463315,0,-1.13,4.24,196.83,-1.716685,-0.5271409,0.00747206,0.02458325,50.57413,217.6271,-19.55123,0.16,0.18,0.2,20.36,0
313401,380163707,0,-0.21,-0.13,312.38,0.0203714,-0.02743306,-0.01713641,4.077e-05,155.1311,239.9117,1.912831,0.18,0.2,0.29,20.36,3
55096,92463833,0,1.25,-1.07,334.51,0.5780792,-0.2490036,0.0406254,0.04193474,37.76617,-22.07796,-20.26439,0.05,0.06,0.01,20.36,0
359686,431563972,0,0.43,-2.74,201.45,-3.287202,-1.217948,-0.01366937,-0.00924089,17.39963,204.0694,-19.85157,0.16,0.16,0.17,20.36,0
212679,268163525,0,30.79,-1.9,86.76,3.205195,2.704849,2.88106,1.857952,252.0221,114.6768,-19.17316,0.21,0.13,0.07,20.36,2
41122,76963369,0,0.37,2.04,329.48,0.9180835,-0.5531021,-0.01096209,-0.01312103,8.721111,-5.41593,-20.08456,0.04,0.05,-0.01,20.36,0
24549,58564065,0,0.86,1.67,3.26,-0.00168933,-0.00811412,-2.328036,-2.37731,0.02757232,-0.02089935,-16.75031,0.02,0.02,-0.05,20.36,0
265844,327264042,0,0.9,-20.36,149.92,-3.090987,1.706741,0.08836479,0.1181696,198.4561,211.2176,-19.0519,0.22,0.27,0.22,20.36,0
326009,394163938,0,-0.22,-0.07,296.27,0.00169973,-0.0219043,-0.01218404,0.00066445,155.1118,239.919,1.922612,0.18,0.18,0.26,20.36,3
305208,371064015,0,-0.21,-0.21,321.3,0.04082604,-0.03867733,-0.01848983,-0.01890126,155.1329,239.8981,1.975395,0.19,0.23,0.3,20.36,3
194694,248164028,0,28.05,5.34,84.85,1.97823,4.988156,0.9081178,0.8111315,254.1588,51.15798,-19.26516,0.18,0.14,0.12,20.36,2
224634,281464036,0,-31.98,2.83,95.85,-4.620486,2.568153,-0.532398,-2.224333,247.4973,155.6169,-20.94352,0.23,0.03,-0.2,20.36,2
346094,416463348,0,1.63,-22.32,206.77,-2.933867,-1.428342,-0.06324286,-0.01676607,47.75882,216.4384,-19.54876,0.16,0.17,0.2,20.36,0
204854,259463673,0,32.98,1.86,74.28,3.021713,4.979894,-0.2155514,-0.6674342,253.9275,89.41703,-21.19356,0.19,0.14,0.09,20.36,2
52838,89964000,0,-1.79,1.42,333.62,2.937305,-1.372682,0.01058887,0.01434832,33.61751,-20.13587,-20.2675,0.05,0.05,0.01,20.36,0
