LineNo,TimeUS,I,Alt,Press,CRt,SMS,Offset,GndTemp,Health,labels
81048,121363935,0,20.29228,100845.9,34.82,0,121363,0,25.52884,1
81137,121463895,0,20.29228,100845.9,34.83,0,121463,0,25.52884,1
81230,121563855,0,20.29228,100845.9,34.83,0,121563,0,25.52884,1
81318,121663815,0,20.29228,100845.9,34.83,0,121663,0,25.52884,1
81406,121763775,0,20.29228,100845.9,34.83,0,121763,0,25.52884,1
81494,121863735,0,20.29228,100845.9,34.83,0,121863,0,25.52884,1
81583,121963695,0,20.29228,100845.9,34.83,0,121963,0,25.52884,1
81674,122063655,0,20.3005,100845.8,34.83,0.00256777,122063,0,25.52884,1
81762,122163615,0,20.3005,100845.8,34.83,0.01283884,122163,0,25.52884,1
81850,122263575,0,20.3005,100845.8,34.83,0.02567768,122263,0,25.52884,1
81941,122363535,0,20.31146,100845.7,34.83,0.02910137,122363,0,25.52884,1
82031,122463495,0,20.33611,100845.4,34.83,0.03766,122463,0,25.52884,1
82122,122563455,0,20.34432,100845.3,34.83,0.07788599,122563,0,25.52884,1
82210,122663415,0,20.36349,100845.1,34.83,0.1300943,122663,0,25.52884,1
82298,122763375,0,20.39362,100844.7,34.83,0.1591956,122763,0,25.52884,1
82386,122863335,0,20.41827,100844.4,34.83,0.182308,122863,0,25.52884,1
82475,122963295,0,20.43744,100844.2,34.83,0.2191126,122963,0,25.52884,1
82565,123064088,0,20.45662,100844,34.83,0.2395898,123064,0,25.52884,1
82653,123164048,0,20.47579,100843.8,34.84,0.2255984,123164,0,25.52884,1
82741,123264008,0,20.50044,100843.5,34.84,0.2047901,123264,0,25.52884,1
82833,123363968,0,20.51961,100843.3,34.84,0.201437,123363,0,25.52884,1
82922,123463928,0,20.53057,100843.1,34.84,0.2062708,123463,0,25.52884,1
83013,123563888,0,20.54974,100842.9,34.84,0.1965761,123563,0,25.52884,1
83101,123663848,0,20.56069,100842.8,34.84,0.1725564,123663,0,25.52884,1
83189,123763808,0,20.57439,100842.6,34.84,0.1534444,123763,0,25.52884,1
83277,123863768,0,20.58261,100842.5,34.84,0.1412671,123863,0,25.52884,1
83366,123963728,0,20.58261,100842.5,34.84,0.1232523,123963,0,25.52884,1
83456,124063688,0,20.59356,100842.4,34.84,0.09500683,124063,0,25.52884,1
83544,124163648,0,20.60452,100842.3,34.84,0.07103861,124163,0,25.52884,1
83632,124263608,0,20.60452,100842.3,34.84,0.06846786,124263,0,25.52884,1
83722,124363568,0,20.60452,100842.3,34.84,0.07103562,124363,0,25.52884,1
83811,124463528,0,20.61273,100842.2,34.84,0.05392015,124463,0,25.52884,1
83902,124563488,0,20.61273,100842.2,34.84,0.03338039,124563,0,25.52884,1
83990,124663448,0,20.61273,100842.2,34.84,0.02910137,124663,0,25.52884,1
84078,124763408,0,20.61273,100842.2,34.84,0.02567768,124763,0,25.52884,1
84166,124863368,0,20.61273,100842.2,34.84,0.01283884,124863,0,25.52884,1
84255,124963328,0,20.61273,100842.2,34.84,0.00256777,124963,0,25.52884,1
84345,125063288,0,20.61273,100842.2,34.85,0,125063,0,25.52884,1
84433,125164081,0,20.61273,100842.2,34.85,0,125164,0,25.52884,1
84521,125264041,0,20.61273,100842.2,34.85,0,125264,0,25.52884,1
84611,125364001,0,20.61273,100842.2,34.85,0,125364,0,25.52884,1
84700,125463961,0,20.61273,100842.2,34.85,0,125463,0,25.52884,1
84791,125563921,0,20.60452,100842.3,34.85,-0.00256777,125563,0,25.52884,1
84879,125663881,0,20.60452,100842.3,34.85,-0.01286458,125663,0,25.52884,1
84967,125763841,0,20.59356,100842.4,34.85,-0.02920163,125763,0,25.52884,1
85055,125863801,0,20.58261,100842.5,34.85,-0.04629501,125863,0,25.52884,1
85144,125963761,0,20.58261,100842.5,34.85,-0.06420694,125963,0,25.52884,1
85234,126063721,0,20.57439,100842.6,34.85,-0.07360339,126063,0,25.52884,1
85322,126163681,0,20.56069,100842.8,34.85,-0.06846786,126163,0,25.52884,1
85410,126263641,0,20.54974,100842.9,34.85,-0.07103861,126263,0,25.52884,1
85500,126363601,0,20.53878,100843,34.85,-0.09243906,126363,0,25.52884,1
85589,126463561,0,20.51961,100843.3,34.85,-0.1129812,126463,0,25.52884,1
85679,126563521,0,20.51139,100843.4,34.85,-0.1249617,126563,0,25.52884,1
85768,126663481,0,20.49222,100843.6,34.85,-0.1343739,126663,0,25.52884,1
85856,126763441,0,20.47579,100843.8,34.85,-0.1412213,126763,0,25.52884,1
85944,126863401,0,20.45662,100844,34.85,-0.1506388,126863,0,25.52884,1
86033,126963361,0,20.43744,100844.2,34.85,-0.1660454,126963,0,25.52884,1
86124,127063321,0,20.41827,100844.4,34.86,-0.1797378,127063,0,25.52884,1
86212,127163281,0,20.39362,100844.7,34.86,-0.1891524,127163,0,25.52884,1
86300,127264074,0,20.36349,100845.1,34.86,-0.2027808,127264,0,25.52884,1
86390,127364034,0,20.34432,100845.3,34.86,-0.2255984,127364,0,25.52884,1
86480,127463994,0,20.31967,100845.6,34.86,-0.2440712,127463,0,25.52884,1
86570,127563954,0,20.29228,100845.9,34.86,-0.2452606,127563,0,25.52884,1
86659,127663914,0,20.26216,100846.2,34.86,-0.2442749,127663,0,25.52884,1
86747,127763874,0,20.23751,100846.5,34.86,-0.2574939,127763,0,25.52884,1
86835,127863834,0,20.21012,100846.8,34.86,-0.2717332,127863,0,25.52884,1
86924,127963794,0,20.17999,100847.2,34.86,-0.2739739,127963,0,25.52884,1
87014,128063754,0,20.14438,100847.6,34.86,-0.276457,128063,0,25.52884,1
87102,128163714,0,20.12521,100847.8,34.86,-0.2892947,128163,0,25.52884,1
87190,128263674,0,20.09782,100848.1,34.86,-0.2944285,128263,0,25.52884,1
87280,128363634,0,20.06222,100848.5,34.86,-0.2807331,128363,0,25.52884,1
87369,128463594,0,20.04305,100848.8,34.86,-0.2721739,128463,0,25.52884,1
87459,128563554,0,20.01566,100849.1,34.86,-0.2764535,128563,0,25.52884,1
87550,128663514,0,19.98005,100849.5,34.86,-0.2738857,128663,0,25.52884,1
87638,128763474,0,19.96088,100849.7,34.86,-0.2713186,128763,0,25.52884,1
87726,128863434,0,19.94171,100849.9,34.86,-0.2738881,128863,0,25.52884,1
87815,128963394,0,19.9061,100850.4,34.86,-0.2610505,128963,0,25.52884,1
87905,129063354,0,19.88693,100850.6,34.86,-0.2456427,129063,0,25.52884,1
87993,129163314,0,19.86776,100850.8,34.87,-0.2482086,129163,0,25.52884,1
88081,129263274,0,19.85954,100850.9,34.87,-0.2396494,129263,0,25.52884,1
88171,129364067,0,19.83489,100851.2,34.87,-0.2019257,129364,0,25.52884,1
88260,129464027,0,19.81572,100851.4,34.87,-0.1708935,129464,0,25.52884,1
88350,129563987,0,19.80477,100851.5,34.87,-0.1715594,129563,0,25.52884,1
88439,129663947,0,19.79655,100851.6,34.87,-0.1751175,129663,0,25.52884,1
88527,129763907,0,19.78559,100851.7,34.87,-0.1517289,129763,0,25.52884,1
88615,129863867,0,19.77464,100851.9,34.87,-0.1184193,129863,0,25.52884,1
88704,129963827,0,19.76094,100852,34.87,-0.1045887,129963,0,25.52884,1
88794,130063787,0,19.75273,100852.1,34.87,-0.1087321,130063,0,25.52884,1
88882,130163747,0,19.75273,100852.1,34.87,-0.1095521,130163,0,25.52884,1
88970,130263707,0,19.75273,100852.1,34.87,-0.08901,130263,0,25.52884,1
89060,130363667,0,19.75273,100852.1,34.87,-0.05049646,130363,0,25.52884,1
89149,130463627,0,19.75273,100852.1,34.87,-0.01711786,130463,0,25.52884,1
89239,130563587,0,19.75273,100852.1,34.87,-0.00256777,130563,0,25.52884,1
89328,130663547,0,19.75273,100852.1,34.87,0,130663,0,25.52884,1
89416,130763507,0,19.76094,100852,34.87,0.00256777,130763,0,25.52884,1
89504,130863467,0,19.77464,100851.9,34.87,0.01711786,130863,0,25.52884,1
89592,130963427,0,19.78559,100851.7,34.87,0.05049646,130963,0,25.52884,1
89683,131063387,0,19.79655,100851.6,34.87,0.08901,131063,0,25.52884,1
89771,131163347,0,19.80477,100851.5,34.87,0.1095521,131163,0,25.52884,1
89859,131263307,0,19.81572,100851.4,34.87,0.1086992,131263,0,25.52884,1
89949,131363267,0,19.83489,100851.2,34.87,0.1044214,131363,0,25.52884,1
90037,131464060,0,19.85954,100850.9,34.87,0.1180702,131464,0,25.52884,1
90128,131564020,0,19.86776,100850.8,34.88,0.1512533,131564,0,25.52884,1
90217,131663980,0,19.88693,100850.6,34.88,0.1749212,131663,0,25.52884,1
90305,131763940,0,19.9061,100850.4,34.88,0.1717814,131763,0,25.52884,1
90393,131863900,0,19.93075,100850.1,34.88,0.1679723,131863,0,25.52884,1
90481,131963860,0,19.96088,100849.7,34.88,0.1888206,131963,0,25.52884,1
90573,132063820,0,19.98005,100849.5,34.88,0.2228856,132063,0,25.52884,1
90661,132163780,0,19.99923,100849.3,34.88,0.2431417,132163,0,25.52884,1
90749,132263740,0,20.03483,100848.9,34.88,0.2396512,132263,0,25.52884,1
90840,132363700,0,20.06222,100848.5,34.88,0.2387965,132363,0,25.52884,1
90928,132463660,0,20.09782,100848.1,34.88,0.264473,132463,0,25.52884,1
91020,132563620,0,20.12521,100847.8,34.88,0.2969962,132563,0,25.52884,1
91109,132663580,0,20.15534,100847.5,34.88,0.3106904,132663,0,25.52884,1
91197,132763540,0,20.18821,100847.1,34.88,0.3081226,132763,0,25.52884,1
91285,132863500,0,20.22929,100846.6,34.88,0.3081227,132863,0,25.52884,1
91373,132963460,0,20.26216,100846.2,34.88,0.3252411,132963,0,25.52884,1
91464,133063420,0,20.3005,100845.8,34.88,0.3500628,133063,0,25.52884,1
91552,133163380,0,20.33611,100845.4,34.88,0.3629011,133163,0,25.52884,1
91640,133263340,0,20.36349,100845.1,34.88,0.3611874,133263,0,25.52884,1
91730,133363300,0,20.40732,100844.6,34.88,0.3517711,133363,0,25.52884,1
91818,133463260,0,20.43744,100844.2,34.88,0.3449249,133463,0,25.52884,1
91909,133564053,0,20.47579,100843.8,34.88,0.3490952,133564,0,25.52884,1
91998,133664013,0,20.51139,100843.4,34.88,0.3555092,133664,0,25.52884,1
92086,133763973,0,20.53878,100843,34.88,0.354205,133763,0,25.52884,1
92174,133863933,0,20.58261,100842.5,34.88,0.3477761,133863,0,25.52884,1
92262,133963893,0,20.61273,100842.2,34.88,0.344566,133963,0,25.52884,1
92353,134063853,0,20.64834,100841.8,34.89,0.3493385,134063,0,25.52884,1
92441,134163813,0,20.68668,100841.3,34.89,0.3531673,134163,0,25.52884,1
92529,134263773,0,20.71407,100841,34.89,0.3510209,134263,0,25.52884,1
92619,134363733,0,20.74968,100840.6,34.89,0.3457808,134363,0,25.52884,1
92707,134463693,0,20.78802,100840.2,34.89,0.3380793,134463,0,25.52884,1
92798,134563653,0,20.82089,100839.8,34.89,0.3380799,134563,0,25.52884,1
92887,134663613,0,20.85101,100839.4,34.89,0.3466392,134663,0,25.52884,1
92975,134763573,0,20.88662,100839,34.89,0.3449273,134763,0,25.52884,1
93063,134863533,0,20.91401,100838.7,34.89,0.3320885,134863,0,25.52884,1
93151,134963493,0,20.94414,100838.4,34.89,0.3209615,134963,0,25.52884,1
93242,135063453,0,20.977,100838,34.89,0.3115463,135063,0,25.52884,1
93330,135163413,0,21.00713,100837.6,34.89,0.3055549,135163,0,25.52884,1
93418,135263373,0,21.03726,100837.3,34.89,0.3072667,135263,0,25.52884,1
93508,135363333,0,21.06191,100837,34.89,0.3072667,135363,0,25.52884,1
93596,135463293,0,21.08929,100836.7,34.89,0.2961397,135463,0,25.52884,1
93687,135564086,0,21.11942,100836.3,34.89,0.2806419,135564,0,25.52884,1
93776,135664046,0,21.14407,100836.1,34.89,0.2734494,135664,0,25.52884,1
93864,135764006,0,21.17146,100835.7,34.89,0.2738785,135764,0,25.52884,1
93952,135863966,0,21.19337,100835.5,34.89,0.2705542,135863,0,25.52884,1
94040,135963926,0,21.21528,100835.2,34.89,0.2593374,135963,0,25.52884,1
94131,136063886,0,21.24541,100834.9,34.89,0.2463283,136063,0,25.52884,1
94219,136163846,0,21.26732,100834.7,34.89,0.2421,136163,0,25.52884,1
94307,136263806,0,21.28923,100834.4,34.89,0.2468746,136263,0,25.52884,1
94397,136363766,0,21.31114,100834.2,34.89,0.2448608,136363,0,25.52884,1
94485,136463726,0,21.3221,100834,34.89,0.2285248,136463,0,25.52884,1
94576,136563686,0,21.33853,100833.8,34.89,0.2028471,136563,0,25.52884,1
94665,136663646,0,21.3577,100833.6,34.89,0.1754582,136663,0,25.52884,1
94753,136763606,0,21.3714,100833.4,34.9,0.1609069,136763,0,25.52884,1
94841,136863566,0,21.39057,100833.2,34.9,0.1626194,136863,0,25.52884,1
94930,136963526,0,21.40153,100833.1,34.9,0.1651895,136963,0,25.52884,1
95021,137063486,0,21.4207,100832.9,34.9,0.1609099,137063,0,25.52884,1
95109,137163446,0,21.43165,100832.7,34.9,0.154916,137163,0,25.52884,1
95197,137263406,0,21.44535,100832.6,34.9,0.1497805,137263,0,25.52884,1
95287,137363366,0,21.4563,100832.5,34.9,0.1420802,137363,0,25.52884,1
95375,137463326,0,21.47548,100832.2,34.9,0.1335228,137463,0,25.52884,1
95466,137563286,0,21.48369,100832.1,34.9,0.132665,137563,0,25.52884,1
95556,137664079,0,21.49739,100832,34.9,0.1360459,137664,0,25.52884,1
95644,137764039,0,21.50286,100831.9,34.9,0.129895,137764,0,25.52884,1
95732,137863999,0,21.51382,100831.8,34.9,0.1135193,137863,0,25.52884,1
95820,137963959,0,21.52751,100831.6,34.9,0.09999272,137963,0,25.52884,1
95911,138063919,0,21.53847,100831.5,34.9,0.100269,138063,0,25.52884,1
95999,138163879,0,21.53847,100831.5,34.9,0.1073066,138163,0,25.52884,1
96087,138263839,0,21.54669,100831.4,34.9,0.09856241,138263,0,25.52884,1
96177,138363799,0,21.55764,100831.3,34.9,0.0753468,138363,0,25.52884,1
96265,138463759,0,21.55764,100831.3,34.9,0.06419361,138463,0,25.52884,1
96356,138563719,0,21.55764,100831.3,34.9,0.06333828,138563,0,25.52884,1
96445,138663679,0,21.56586,100831.2,34.9,0.04964352,138663,0,25.52884,1
96533,138763639,0,21.56586,100831.2,34.9,0.03252506,138763,0,25.52884,1
96621,138863599,0,21.56586,100831.2,34.9,0.02910137,138863,0,25.52884,1
96709,138963559,0,21.57955,100831.1,34.9,0.02995729,138963,0,25.52884,1
96800,139063519,0,21.57955,100831.1,34.9,0.0342369,139063,0,25.52884,1
96888,139163479,0,21.57955,100831.1,34.9,0.0453639,139163,0,25.52884,1
96976,139263439,0,21.57955,100831.1,34.9,0.04279613,139263,0,25.52884,1
97066,139363399,0,21.57955,100831.1,34.9,0.02139807,139363,0,25.52884,1
97154,139463359,0,21.57955,100831.1,34.9,0.00427961,139463,0,25.52884,1
97245,139563319,0,21.56586,100831.2,34.9,-0.00427961,139563,0,25.52884,1
97334,139663279,0,21.56586,100831.2,34.9,-0.02139807,139663,0,25.52884,1
97422,139764072,0,21.56586,100831.2,34.91,-0.04278902,139764,0,25.52884,1
97510,139864032,0,21.56586,100831.2,34.91,-0.04274632,139864,0,25.52884,1
97598,139963992,0,21.55764,100831.3,34.91,-0.02392315,139963,0,25.52884,1
97689,140063952,0,21.55764,100831.3,34.91,-0.01711845,140063,0,25.52884,1
97777,140163912,0,21.54669,100831.4,34.91,-0.02916589,140163,0,25.52884,1
97865,140263872,0,21.54669,100831.4,34.91,-0.04292072,140263,0,25.52884,1
97955,140363832,0,21.53847,100831.5,34.91,-0.04971787,140363,0,25.52884,1
98043,140463792,0,21.53847,100831.5,34.91,-0.04965781,140463,0,25.52884,1
98134,140563752,0,21.52751,100831.6,34.91,-0.04621983,140563,0,25.52884,1
98223,140663712,0,21.52751,100831.6,34.91,-0.04621983,140663,0,25.52884,1
98311,140763672,0,21.51382,100831.8,34.91,-0.05135477,140763,0,25.52884,1
98399,140863632,0,21.50286,100831.9,34.91,-0.06162345,140863,0,25.52884,1
98487,140963592,0,21.49739,100832,34.91,-0.07873893,140963,0,25.52884,1
98578,141063552,0,21.49739,100832,34.91,-0.08901,141063,0,25.52884,1
98666,141163512,0,21.48369,100832.1,34.91,-0.07703006,141163,0,25.52884,1
98754,141263472,0,21.47548,100832.2,34.91,-0.06248176,141263,0,25.52884,1
98844,141363432,0,21.46452,100832.4,34.91,-0.07104158,141363,0,25.52884,1
98932,141463392,0,21.46452,100832.4,34.91,-0.08730412,141463,0,25.52884,1
99023,141563352,0,21.4563,100832.5,34.91,-0.08387983,141563,0,25.52884,1
99112,141663312,0,21.44535,100832.6,34.91,-0.06761491,141663,0,25.52884,1
99200,141763272,0,21.43165,100832.7,34.91,-0.06675601,141763,0,25.52884,1
99288,141864065,0,21.4207,100832.9,34.91,-0.0881256,141864,0,25.52884,1
99377,141964025,0,21.40974,100833,34.91,-0.110246,141964,0,25.52884,1
99467,142063985,0,21.40153,100833.1,34.91,-0.1160681,142063,0,25.52884,1
99556,142163945,0,21.39057,100833.2,34.91,-0.1093872,142163,0,25.52884,1
99644,142263905,0,21.39057,100833.2,34.91,-0.09857868,142263,0,25.52884,1
99735,142363865,0,21.38509,100833.3,34.91,-0.08240753,142363,0,25.52884,1
99823,142463825,0,21.3714,100833.4,34.91,-0.06343526,142463,0,25.52884,1
99913,142563785,0,21.3577,100833.6,34.91,-0.06250653,142563,0,25.52884,1
100003,142663745,0,21.3577,100833.6,34.91,-0.08473575,142663,0,25.52884,1
100092,142763705,0,21.34675,100833.7,34.91,-0.09757519,142763,0,25.52884,1
100180,142863665,0,21.33853,100833.8,34.91,-0.08559226,142863,0,25.52884,1
100268,142963625,0,21.32758,100833.9,34.91,-0.07617652,142963,0,25.52884,1
100358,143063585,0,21.32758,100833.9,34.92,-0.08130968,143063,0,25.52884,1
100447,143163545,0,21.3221,100834,34.92,-0.07873893,143163,0,25.52884,1
100535,143263505,0,21.31114,100834.2,34.92,-0.06247639,143263,0,25.52884,1
100625,143363465,0,21.30019,100834.3,34.92,-0.05734384,143363,0,25.52884,1
100713,143463425,0,21.30019,100834.3,34.92,-0.07189691,143463,0,25.52884,1
100803,143563385,0,21.28923,100834.4,34.92,-0.08045674,143563,0,25.52884,1
100893,143663345,0,21.27828,100834.5,34.92,-0.07360936,143663,0,25.52884,1
100981,143763305,0,21.26732,100834.7,34.92,-0.0753206,143763,0,25.52884,1
101069,143863265,0,21.26732,100834.7,34.92,-0.08901298,143863,0,25.52884,1
101157,143964058,0,21.25637,100834.8,34.92,-0.08898721,143964,0,25.52884,1
101247,144064018,0,21.24541,100834.9,34.92,-0.0751843,144064,0,25.52884,1
101336,144163978,0,21.24541,100834.9,34.92,-0.07170691,144163,0,25.52884,1
101424,144263938,0,21.23446,100835,34.92,-0.07515027,144263,0,25.52884,1
101514,144363898,0,21.22624,100835.1,34.92,-0.07112761,144363,0,25.52884,1
101602,144463858,0,21.21528,100835.2,34.92,-0.07122199,144463,0,25.52884,1
101692,144563818,0,21.21528,100835.2,34.92,-0.08057256,144563,0,25.52884,1
101782,144663778,0,21.20981,100835.3,34.92,-0.07876287,144663,0,25.52884,1
101870,144763738,0,21.19337,100835.5,34.92,-0.06419122,144763,0,25.52884,1
101958,144863698,0,21.19337,100835.5,34.92,-0.06247639,144863,0,25.52884,1
102046,144963658,0,21.18242,100835.6,34.92,-0.07531524,144963,0,25.52884,1
102136,145063618,0,21.18242,100835.6,34.92,-0.07703007,145063,0,25.52884,1
102225,145163578,0,21.17146,100835.7,34.92,-0.06504954,145163,0,25.52884,1
102313,145263538,0,21.16324,100835.8,34.92,-0.05905866,145263,0,25.52884,1
102402,145363498,0,21.16324,100835.8,34.92,-0.0641942,145363,0,25.52884,1
102491,145463458,0,21.15229,100836,34.92,-0.06676197,145463,0,25.52884,1
102581,145563418,0,21.15229,100836,34.92,-0.05991459,145563,0,25.52884,1
102671,145663378,0,21.14407,100836.1,34.92,-0.05306662,145663,0,25.52884,1
102759,145763338,0,21.14407,100836.1,34.92,-0.04964053,145763,0,25.52884,1
102847,145863298,0,21.14407,100836.1,34.92,-0.04279017,145863,0,25.52884,1
102935,145964091,0,21.13312,100836.2,34.92,-0.03250344,145964,0,25.52884,1
103025,146064051,0,21.13312,100836.2,34.92,-0.02988459,146064,0,25.52884,1
103114,146164011,0,21.11942,100836.3,34.92,-0.04094729,146164,0,25.52884,1
103202,146263971,0,21.11942,100836.3,34.92,-0.05547297,146263,0,25.52884,1
103291,146363931,0,21.11942,100836.3,34.92,-0.05991459,146363,0,25.52884,1
103380,146463891,0,21.10847,100836.5,34.92,-0.04979395,146463,0,25.52884,1
103470,146563851,0,21.10847,100836.5,34.92,-0.03860661,146563,0,25.52884,1
103560,146663811,0,21.10847,100836.5,34.92,-0.03856371,146663,0,25.52884,1
103648,146763771,0,21.10025,100836.6,34.92,-0.03681468,146763,0,25.52884,1
103736,146863731,0,21.10025,100836.6,34.93,-0.02995729,146863,0,25.52884,1
103825,146963691,0,21.10025,100836.6,34.93,-0.02910137,146963,0,25.52884,1
103915,147063651,0,21.10025,100836.6,34.93,-0.02567768,147063,0,25.52884,1
104004,147163611,0,21.10025,100836.6,34.93,-0.01283884,147163,0,25.52884,1
104092,147263571,0,21.10025,100836.6,34.93,-0.00256777,147263,0,25.52884,1
104181,147363531,0,21.10847,100836.5,34.93,0.00256777,147363,0,25.52884,1
104270,147463491,0,21.10847,100836.5,34.93,0.01283884,147463,0,25.52884,1
104360,147563451,0,21.10847,100836.5,34.93,0.02567768,147563,0,25.52884,1
104450,147663411,0,21.11942,100836.3,34.93,0.02910137,147663,0,25.52884,1
104538,147763371,0,21.11942,100836.3,34.93,0.02995729,147763,0,25.52884,1
104627,147863331,0,21.13312,100836.2,34.93,0.04108429,147863,0,25.52884,1
104715,147963291,0,21.13312,100836.2,34.93,0.05563498,147963,0,25.52884,1
104805,148064084,0,21.14407,100836.1,34.93,0.06331977,148064,0,25.52884,1
104894,148164044,0,21.14407,100836.1,34.93,0.06324293,148164,0,25.52884,1
104982,148264004,0,21.15229,100836,34.93,0.05802305,148264,0,25.52884,1
105071,148363964,0,21.15229,100836,34.93,0.05120746,148363,0,25.52884,1
105160,148463924,0,21.16324,100835.8,34.93,0.04621387,148463,0,25.52884,1
105250,148563884,0,21.16324,100835.8,34.93,0.04633842,148563,0,25.52884,1
105340,148663844,0,21.17146,100835.7,34.93,0.0498009,148663,0,25.52884,1
105428,148763804,0,21.17146,100835.7,34.93,0.04971727,148763,0,25.52884,1
105516,148863764,0,21.18242,100835.6,34.93,0.04623554,148863,0,25.52884,1
105604,148963724,0,21.18242,100835.6,34.93,0.04621983,148963,0,25.52884,1
105694,149063684,0,21.18242,100835.6,34.93,0.04707575,149063,0,25.52884,1
105783,149163644,0,21.19337,100835.5,34.93,0.04022837,149163,0,25.52884,1
105871,149263604,0,21.19337,100835.5,34.93,0.0342369,149263,0,25.52884,1
105960,149363564,0,21.20981,100835.3,34.93,0.04279613,149363,0,25.52884,1
106049,149463524,0,21.20981,100835.3,34.93,0.05991459,149463,0,25.52884,1
106139,149563484,0,21.20981,100835.3,34.93,0.06847382,149563,0,25.52884,1
106229,149663444,0,21.21528,100835.2,34.93,0.0564903,149663,0,25.52884,1
106317,149763404,0,21.21528,100835.2,34.93,0.03423393,149763,0,25.52884,1
106405,149863364,0,21.22624,100835.1,34.93,0.02567172,149863,0,25.52884,1
106493,149963324,0,21.22624,100835.1,34.93,0.03423095,149963,0,25.52884,1
106583,150063284,0,21.22624,100835.1,34.93,0.04279316,150063,0,25.52884,1
106672,150164077,0,21.23446,100835,34.93,0.03850311,150164,0,25.52884,1
106760,150264037,0,21.23446,100835,34.93,0.02988756,150264,0,25.52884,1
106849,150363997,0,21.23446,100835,34.93,0.02901188,150363,0,25.52884,1
106938,150463957,0,21.24541,100834.9,34.93,0.0290375,150463,0,25.52884,1
107028,150563917,0,21.24541,100834.9,34.93,0.02995729,150563,0,25.52884,1
107118,150663877,0,21.25637,100834.8,34.93,0.04034871,150663,0,25.52884,1
107206,150763837,0,21.25637,100834.8,34.93,0.05143544,150763,0,25.52884,1
107294,150863797,0,21.25637,100834.8,34.93,0.05136679,150863,0,25.52884,1
107382,150963757,0,21.26732,100834.7,34.93,0.04108429,150963,0,25.52884,1
107472,151063717,0,21.26732,100834.7,34.93,0.0342369,151063,0,25.52884,1
107561,151163677,0,21.26732,100834.7,34.94,0.0376606,151163,0,25.52884,1
107649,151263637,0,21.27828,100834.5,34.94,0.03766,151263,0,25.52884,1
107738,151363597,0,21.27828,100834.5,34.94,0.03423393,151363,0,25.52884,1
107827,151463557,0,21.27828,100834.5,34.94,0.03765464,151463,0,25.52884,1
107917,151563517,0,21.28923,100834.4,34.94,0.03765464,151563,0,25.52884,1
108007,151663477,0,21.28923,100834.4,34.94,0.03423393,151663,0,25.52884,1
108095,151763437,0,21.28923,100834.4,34.94,0.03766,151763,0,25.52884,1
108184,151863397,0,21.30019,100834.3,34.94,0.0376606,151863,0,25.52884,1
108272,151963357,0,21.30019,100834.3,34.94,0.0342369,151963,0,25.52884,1
108362,152063317,0,21.31114,100834.2,34.94,0.04108429,152063,0,25.52884,1
108451,152163277,0,21.31114,100834.2,34.94,0.05135536,152163,0,25.52884,1
108539,152264070,0,21.3221,100834,34.94,0.05476196,152264,0,25.52884,1
108629,152364030,0,21.3221,100834,34.94,0.05469366,152364,0,25.52884,1
108718,152463990,0,21.32758,100833.9,34.94,0.05291374,152463,0,25.52884,1
108808,152563950,0,21.33853,100833.8,34.94,0.04955776,152563,0,25.52884,1
108898,152663910,0,21.33853,100833.8,34.94,0.05139539,152663,0,25.52884,1
108986,152763870,0,21.34675,100833.7,34.94,0.05752135,152763,0,25.52884,1
109074,152863830,0,21.3577,100833.6,34.94,0.0591485,152863,0,25.52884,1
109163,152963790,0,21.3577,100833.6,34.94,0.06164203,152963,0,25.52884,1
109253,153063750,0,21.3714,100833.4,34.94,0.06761729,153063,0,25.52884,1
109342,153163710,0,21.38509,100833.3,34.94,0.07275344,153163,0,25.52884,1
109430,153263670,0,21.38509,100833.3,34.94,0.08388042,153263,0,25.52884,1
109519,153363630,0,21.39057,100833.2,34.94,0.09072781,153363,0,25.52884,1
109608,153463590,0,21.39057,100833.2,34.94,0.07275344,153463,0,25.52884,1
109698,153563550,0,21.40153,100833.1,34.94,0.04621923,153563,0,25.52884,1
109788,153663510,0,21.40153,100833.1,34.94,0.03851354,153663,0,25.52884,1
109876,153763470,0,21.40974,100833,34.94,0.04535794,153763,0,25.52884,1
109964,153863430,0,21.4207,100832.9,34.94,0.05220532,153863,0,25.52884,1
110052,153963390,0,21.4207,100832.9,34.94,0.0599116,153963,0,25.52884,1
110142,154063350,0,21.43165,100832.7,34.94,0.06676137,154063,0,25.52884,1
110230,154163310,0,21.43165,100832.7,34.94,0.0641942,154163,0,25.52884,1
110319,154263270,0,21.43165,100832.7,34.94,0.05392313,154263,0,25.52884,1
110410,154364063,0,21.44535,100832.6,34.94,0.0419217,154364,0,25.52884,1
110499,154464023,0,21.44535,100832.6,34.94,0.03842686,154464,0,25.52884,1
110589,154563983,0,21.4563,100832.5,34.94,0.04949437,154563,0,25.52884,1
110678,154663943,0,21.4563,100832.5,34.94,0.05980813,154663,0,25.52884,1
110767,154763903,0,21.46452,100832.4,34.94,0.05828817,154763,0,25.52884,1
110855,154863863,0,21.46452,100832.4,34.94,0.05149846,154863,0,25.52884,1
110943,154963823,0,21.47548,100832.2,34.94,0.04628964,154963,0,25.52884,1
111033,155063783,0,21.47548,100832.2,34.94,0.04622958,155063,0,25.52884,1
111121,155163743,0,21.47548,100832.2,34.94,0.04707277,155163,0,25.52884,1
111210,155263703,0,21.48369,100832.1,34.94,0.03937185,155263,0,25.52884,1
