LineNo,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U,labels
94098,136003910,0,1,547786000,2232,3,1.21,-35.3613883,149.161651,40.82,12.597,327.502,-0.235,0,1,1
94275,136203830,0,1,547786200,2232,3,1.21,-35.3613692,149.1616362,40.86,12.603,327.6217,-0.216,0,1,1
94453,136403750,0,1,547786400,2232,3,1.21,-35.36135,149.1616213,40.91,12.6,327.7672,-0.199,0,1,1
94633,136603670,0,1,547786600,2232,3,1.21,-35.3613309,149.1616066,40.94,12.59,327.9604,-0.18,0,1,1
94809,136803590,0,1,547786800,2232,3,1.21,-35.3613117,149.1615919,40.98,12.57,328.1718,-0.166,0,1,1
94988,137003510,0,1,547787000,2232,3,1.21,-35.3612926,149.1615774,41.01,12.547,328.4052,-0.148,0,1,1
95165,137203430,0,1,547787200,2232,3,1.21,-35.3612734,149.161563,41.04,12.522,328.6866,-0.135,0,1,1
95343,137403350,0,1,547787400,2232,3,1.21,-35.361254,149.1615488,41.06,12.495,328.9585,-0.13,0,1,1
95524,137603270,0,1,547787600,2232,3,1.21,-35.3612349,149.1615347,41.09,12.458,329.1808,-0.12,0,1,1
95700,137804023,0,1,547787800,2232,3,1.21,-35.3612156,149.1615206,41.11,12.421,329.383,-0.107,0,1,1
95878,138003943,0,1,547788000,2232,3,1.21,-35.3611965,149.1615067,41.13,12.378,329.5826,-0.096,0,1,1
96055,138203863,0,1,547788200,2232,3,1.21,-35.3611773,149.161493,41.15,12.334,329.7485,-0.083,0,1,1
96233,138403783,0,1,547788400,2232,3,1.21,-35.3611582,149.1614794,41.17,12.296,329.9106,-0.067,0,1,1
96413,138603703,0,1,547788600,2232,3,1.21,-35.361139,149.1614659,41.18,12.265,330.0738,-0.05,0,1,1
96589,138803623,0,1,547788800,2232,3,1.21,-35.36112,149.1614525,41.19,12.229,330.2362,-0.035,0,1,1
96767,139003543,0,1,547789000,2232,3,1.21,-35.361101,149.1614392,41.19,12.184,330.328,-0.024,0,1,1
96944,139203463,0,1,547789200,2232,3,1.21,-35.3610819,149.161426,41.2,12.128,330.4862,-0.013,0,1,1
97122,139403383,0,1,547789400,2232,3,1.21,-35.361063,149.1614128,41.2,12.075,330.6413,-0.001,0,1,1
97302,139603303,0,1,547789600,2232,3,1.21,-35.3610441,149.1613999,41.2,12.023,330.75,0.009,0,1,1
97478,139804056,0,1,547789800,2232,3,1.21,-35.3610253,149.161387,41.19,11.976,330.8334,0.022,0,1,1
97656,140003976,0,1,547790000,2232,3,1.21,-35.3610065,149.1613741,41.19,11.934,330.9274,0.031,0,1,1
97833,140203896,0,1,547790200,2232,3,1.21,-35.3609879,149.1613614,41.18,11.894,331.0576,0.041,0,1,1
98011,140403816,0,1,547790400,2232,3,1.21,-35.3609692,149.1613487,41.17,11.866,331.199,0.05,0,1,1
98191,140603736,0,1,547790600,2232,3,1.21,-35.3609505,149.1613362,41.16,11.829,331.319,0.058,0,1,1
98367,140803656,0,1,547790800,2232,3,1.21,-35.3609319,149.1613238,41.15,11.789,331.4039,0.064,0,1,1
98545,141003576,0,1,547791000,2232,3,1.21,-35.3609134,149.1613114,41.14,11.744,331.4638,0.068,0,1,1
98722,141203496,0,1,547791200,2232,3,1.21,-35.3608949,149.161299,41.12,11.697,331.5874,0.071,0,1,1
98900,141403416,0,1,547791400,2232,3,1.21,-35.3608763,149.1612869,41.11,11.653,331.7146,0.07700001,0,1,1
99080,141603336,0,1,547791600,2232,3,1.21,-35.360858,149.1612748,41.09,11.607,331.799,0.082,0,1,1
99256,141804089,0,1,547791800,2232,3,1.21,-35.3608397,149.1612628,41.07,11.564,331.8909,0.08800001,0,1,1
99435,142004009,0,1,547792000,2232,3,1.21,-35.3608213,149.1612508,41.06,11.524,331.9789,0.094,0,1,1
99612,142203929,0,1,547792200,2232,3,1.21,-35.3608031,149.1612389,41.04,11.499,332.1073,0.093,0,1,1
99791,142403849,0,1,547792400,2232,3,1.21,-35.3607848,149.1612271,41.02,11.459,332.2656,0.083,0,1,1
99971,142603769,0,1,547792600,2232,3,1.21,-35.3607667,149.1612154,41,11.414,332.3674,0.078,0,1,1
100148,142803689,0,1,547792800,2232,3,1.21,-35.3607485,149.1612037,40.99,11.369,332.4254,0.07600001,0,1,1
100326,143003609,0,1,547793000,2232,3,1.21,-35.3607304,149.1611922,40.97,11.323,332.4803,0.07600001,0,1,1
100503,143203529,0,1,547793200,2232,3,1.21,-35.3607125,149.1611807,40.96,11.274,332.5108,0.074,0,1,1
100681,143403449,0,1,547793400,2232,3,1.21,-35.3606945,149.1611694,40.94,11.239,332.5974,0.07700001,0,1,1
100860,143603369,0,1,547793600,2232,3,1.21,-35.3606767,149.161158,40.93,11.193,332.7043,0.074,0,1,1
101037,143803289,0,1,547793800,2232,3,1.21,-35.3606587,149.1611467,40.92,11.147,332.7567,0.07300001,0,1,1
101215,144004042,0,1,547794000,2232,3,1.21,-35.360641,149.1611355,40.9,11.1,332.8353,0.07300001,0,1,1
101392,144203962,0,1,547794200,2232,3,1.21,-35.3606233,149.1611244,40.89,11.061,332.891,0.07300001,0,1,1
101570,144403882,0,1,547794400,2232,3,1.21,-35.3606056,149.1611134,40.87,11.031,332.9635,0.07300001,0,1,1
101749,144603802,0,1,547794600,2232,3,1.21,-35.360588,149.1611024,40.86,10.995,333.057,0.071,0,1,1
101926,144803722,0,1,547794800,2232,3,1.21,-35.3605704,149.1610914,40.84,10.958,333.1545,0.068,0,1,1
102104,145003642,0,1,547795000,2232,3,1.21,-35.3605529,149.1610806,40.83,10.915,333.2066,0.063,0,1,1
102281,145203562,0,1,547795200,2232,3,1.21,-35.3605353,149.1610698,40.82,10.873,333.2783,0.06,0,1,1
102459,145403482,0,1,547795400,2232,3,1.21,-35.360518,149.161059,40.81,10.823,333.2925,0.056,0,1,1
102638,145603402,0,1,547795600,2232,3,1.21,-35.3605006,149.1610484,40.8,10.777,333.3734,0.052,0,1,1
102815,145803322,0,1,547795800,2232,3,1.21,-35.3604835,149.1610378,40.79,10.735,333.4712,0.05,0,1,1
102993,146004075,0,1,547796000,2232,3,1.21,-35.3604662,149.1610272,40.78,10.7,333.5552,0.048,0,1,1
103170,146203995,0,1,547796200,2232,3,1.21,-35.3604489,149.1610168,40.77,10.668,333.6221,0.044,0,1,1
103348,146403915,0,1,547796400,2232,3,1.21,-35.3604318,149.1610064,40.76,10.625,333.7134,0.037,0,1,1
103527,146603835,0,1,547796600,2232,3,1.21,-35.3604148,149.1609959,40.75,10.585,333.8228,0.033,0,1,1
103704,146803755,0,1,547796800,2232,3,1.21,-35.3603977,149.1609858,40.75,10.544,333.8875,0.029,0,1,1
103883,147003675,0,1,547797000,2232,3,1.21,-35.3603808,149.1609756,40.74,10.508,333.9361,0.025,0,1,1
104060,147203595,0,1,547797200,2232,3,1.21,-35.3603638,149.1609655,40.74,10.475,334.0234,0.004,0,1,1
104238,147403515,0,1,547797400,2232,3,1.21,-35.3603468,149.1609554,40.74,10.443,334.166,-0.019,0,1,1
104416,147603435,0,1,547797600,2232,3,1.21,-35.3603301,149.1609455,40.75,10.41,334.3133,-0.034,0,1,1
104595,147803355,0,1,547797800,2232,3,1.21,-35.3603133,149.1609355,40.76,10.385,334.3886,-0.044,0,1,1
104773,148003275,0,1,547798000,2232,3,1.21,-35.3602964,149.1609257,40.76,10.357,334.4482,-0.047,0,1,1
104950,148204028,0,1,547798200,2232,3,1.21,-35.3602796,149.1609158,40.77,10.322,334.4439,-0.048,0,1,1
105128,148403948,0,1,547798400,2232,3,1.21,-35.3602629,149.1609061,40.79,10.285,334.4633,-0.05,0,1,1
105306,148603868,0,1,547798600,2232,3,1.21,-35.3602463,149.1608963,40.8,10.246,334.5188,-0.047,0,1,1
105484,148803788,0,1,547798800,2232,3,1.21,-35.3602297,149.1608867,40.8,10.218,334.5716,-0.044,0,1,1
105662,149003708,0,1,547799000,2232,3,1.21,-35.3602131,149.160877,40.81,10.186,334.6612,-0.043,0,1,1
105839,149203628,0,1,547799200,2232,3,1.21,-35.3601966,149.1608675,40.82,10.155,334.7496,-0.04,0,1,1
106017,149403548,0,1,547799400,2232,3,1.21,-35.3601801,149.160858,40.83,10.126,334.8364,-0.039,0,1,1
106195,149603468,0,1,547799600,2232,3,1.21,-35.3601637,149.1608484,40.84,10.095,334.9911,-0.038,0,1,1
106373,149803388,0,1,547799800,2232,3,1.21,-35.3601473,149.1608392,40.85,10.073,335.1218,-0.037,0,1,1
106551,150003308,0,1,547800000,2232,3,1.21,-35.3601309,149.1608298,40.85,10.044,335.2209,-0.037,0,1,1
106728,150204061,0,1,547800200,2232,3,1.21,-35.3601145,149.1608206,40.86,10.018,335.2889,-0.037,0,1,1
106906,150403981,0,1,547800400,2232,3,1.21,-35.3600981,149.1608114,40.87,9.994,335.3885,-0.036,0,1,1
107084,150603901,0,1,547800600,2232,3,1.21,-35.3600819,149.1608023,40.88,9.977,335.5148,-0.035,0,1,1
107262,150803821,0,1,547800800,2232,3,1.21,-35.3600656,149.1607932,40.88,9.953,335.6267,-0.035,0,1,1
107440,151003741,0,1,547801000,2232,3,1.21,-35.3600494,149.1607842,40.89,9.93,335.6904,-0.035,0,1,1
107617,151203661,0,1,547801200,2232,3,1.21,-35.360033,149.1607752,40.9,9.912001,335.7519,-0.036,0,1,1
107795,151403581,0,1,547801400,2232,3,1.21,-35.3600169,149.1607663,40.91,9.889001,335.8176,-0.035,0,1,1
107973,151603501,0,1,547801600,2232,3,1.21,-35.3600007,149.1607574,40.91,9.870001,335.8727,-0.033,0,1,1
108151,151803421,0,1,547801800,2232,3,1.21,-35.3599846,149.1607484,40.92,9.851001,335.9204,-0.033,0,1,1
108330,152003341,0,1,547802000,2232,3,1.21,-35.3599684,149.1607397,40.93,9.834001,335.9622,-0.034,0,1,1
108507,152203261,0,1,547802200,2232,3,1.21,-35.3599522,149.1607309,40.93,9.824,336.0668,-0.044,0,1,1
108686,152404014,0,1,547802400,2232,3,1.21,-35.3599361,149.160722,40.94,9.812,336.2393,-0.056,0,1,1
108864,152603934,0,1,547802600,2232,3,1.21,-35.3599199,149.1607134,40.96,9.802,336.358,-0.062,0,1,1
109042,152803854,0,1,547802800,2232,3,1.21,-35.3599039,149.1607048,40.97,9.787001,336.4311,-0.066,0,1,1
109221,153003774,0,1,547803000,2232,3,1.21,-35.3598877,149.1606962,40.98,9.77,336.4622,-0.066,0,1,1
109398,153203694,0,1,547803200,2232,3,1.21,-35.3598717,149.1606876,41,9.749001,336.5097,-0.063,0,1,1
109576,153403614,0,1,547803400,2232,3,1.21,-35.3598557,149.160679,41.01,9.727,336.5546,-0.062,0,1,1
109754,153603534,0,1,547803600,2232,3,1.21,-35.3598396,149.1606706,41.02,9.711,336.6087,-0.057,0,1,1
109932,153803454,0,1,547803800,2232,3,1.21,-35.3598237,149.1606622,41.03,9.699,336.6903,-0.053,0,1,1
110110,154003374,0,1,547804000,2232,3,1.21,-35.3598077,149.1606538,41.04,9.681001,336.8191,-0.051,0,1,1
110287,154203294,0,1,547804200,2232,3,1.21,-35.3597916,149.1606454,41.05,9.663,336.9619,-0.047,0,1,1
110467,154404047,0,1,547804400,2232,3,1.21,-35.3597757,149.1606371,41.06,9.651,337.0692,-0.045,0,1,1
110645,154603967,0,1,547804600,2232,3,1.21,-35.3597597,149.1606287,41.07,9.64,337.1165,-0.045,0,1,1
110823,154803887,0,1,547804800,2232,3,1.21,-35.3597437,149.1606205,41.08,9.631001,337.1779,-0.043,0,1,1
111001,155003807,0,1,547805000,2232,3,1.21,-35.3597278,149.1606124,41.09,9.617001,337.2609,-0.04,0,1,1
111178,155203727,0,1,547805200,2232,3,1.21,-35.3597119,149.1606042,41.1,9.601001,337.3729,-0.039,0,1,1
111356,155403647,0,1,547805400,2232,3,1.21,-35.359696,149.1605961,41.1,9.589001,337.4539,-0.037,0,1,1
111534,155603567,0,1,547805600,2232,3,1.21,-35.3596801,149.160588,41.11,9.580001,337.5448,-0.033,0,1,1
111712,155803487,0,1,547805800,2232,3,1.21,-35.3596642,149.1605799,41.12,9.561001,337.6015,-0.032,0,1,1
111890,156003407,0,1,547806000,2232,3,1.21,-35.3596484,149.160572,41.12,9.546,337.6712,-0.029,0,1,1
112067,156203327,0,1,547806200,2232,3,1.21,-35.3596324,149.160564,41.13,9.541,337.7607,-0.027,0,1,1
112245,156404080,0,1,547806400,2232,3,1.21,-35.3596165,149.160556,41.14,9.541,337.8759,-0.024,0,1,1
112423,156604000,0,1,547806600,2232,3,1.21,-35.3596007,149.1605482,41.14,9.537001,337.9783,-0.024,0,1,1
112602,156803920,0,1,547806800,2232,3,1.21,-35.3595849,149.1605404,41.15,9.519,338.0824,-0.022,0,1,1
112780,157003840,0,1,547807000,2232,3,1.21,-35.359569,149.1605325,41.15,9.511001,338.1561,-0.022,0,1,1
112957,157203760,0,1,547807200,2232,3,1.21,-35.3595532,149.1605248,41.15,9.505,338.266,-0.006,0,1,1
113135,157403680,0,1,547807400,2232,3,1.21,-35.3595373,149.1605171,41.15,9.503,338.3988,0.004,0,1,1
113313,157603600,0,1,547807600,2232,3,1.21,-35.3595214,149.1605094,41.15,9.501,338.5371,0.013,0,1,1
113491,157803520,0,1,547807800,2232,3,1.21,-35.3595056,149.1605018,41.15,9.502001,338.6348,0.018,0,1,1
113670,158003440,0,1,547808000,2232,3,1.21,-35.3594897,149.1604941,41.14,9.507001,338.7441,0.018,0,1,1
113846,158203360,0,1,547808200,2232,3,1.21,-35.3594737,149.1604865,41.14,9.501,338.8718,0.017,0,1,1
114025,158403280,0,1,547808400,2232,3,1.21,-35.3594578,149.1604791,41.14,9.494,338.9558,0.017,0,1,1
114203,158604033,0,1,547808600,2232,3,1.21,-35.3594419,149.1604716,41.13,9.492001,339.0268,0.015,0,1,1
114381,158803953,0,1,547808800,2232,3,1.21,-35.3594259,149.160464,41.13,9.493,339.1271,0.016,0,1,1
114559,159003873,0,1,547809000,2232,3,1.21,-35.3594099,149.1604567,41.13,9.5,339.2659,0.014,0,1,1
114735,159203793,0,1,547809200,2232,3,1.21,-35.359394,149.1604492,41.13,9.503,339.3612,0.013,0,1,1
114914,159403713,0,1,547809400,2232,3,1.21,-35.3593781,149.1604419,41.12,9.506001,339.4414,0.012,0,1,1
115092,159603633,0,1,547809600,2232,3,1.21,-35.3593621,149.1604346,41.12,9.504001,339.4975,0.011,0,1,1
115270,159803553,0,1,547809800,2232,3,1.21,-35.359346,149.1604272,41.12,9.514001,339.546,0.011,0,1,1
115448,160003473,0,1,547810000,2232,3,1.21,-35.3593301,149.1604199,41.12,9.525001,339.6386,0.011,0,1,1
115624,160203393,0,1,547810200,2232,3,1.21,-35.359314,149.1604127,41.11,9.538,339.7124,0.011,0,1,1
115803,160403313,0,1,547810400,2232,3,1.21,-35.3592979,149.1604054,41.11,9.551001,339.7978,0.011,0,1,1
115981,160604066,0,1,547810600,2232,3,1.21,-35.3592818,149.1603982,41.11,9.559,339.8751,0.009,0,1,1
116159,160803986,0,1,547810800,2232,3,1.21,-35.3592657,149.1603908,41.11,9.572001,339.9231,0.01,0,1,1
116337,161003906,0,1,547811000,2232,3,1.21,-35.3592495,149.1603836,41.1,9.597,339.9654,0.01,0,1,1
116513,161203826,0,1,547811200,2232,3,1.21,-35.3592333,149.1603764,41.1,9.616,339.9752,0.009,0,1,1
116692,161403746,0,1,547811400,2232,3,1.21,-35.359217,149.1603692,41.1,9.625,340.0538,0.009,0,1,1
116870,161603666,0,1,547811600,2232,3,1.21,-35.3592007,149.160362,41.1,9.636001,340.094,0.009,0,1,1
117049,161803586,0,1,547811800,2232,3,1.21,-35.3591845,149.1603548,41.1,9.64,340.1151,0.01,0,1,1
117227,162003506,0,1,547812000,2232,3,1.21,-35.3591682,149.1603476,41.09,9.641001,340.1291,0.007,0,1,1
117403,162203426,0,1,547812200,2232,3,1.21,-35.359152,149.1603404,41.1,9.637,340.1831,-0.011,0,1,1
117582,162403346,0,1,547812400,2232,3,1.21,-35.3591356,149.1603332,41.1,9.644,340.2655,-0.021,0,1,1
117761,162603266,0,1,547812600,2232,3,1.21,-35.3591194,149.1603261,41.1,9.655001,340.3142,-0.029,0,1,1
117939,162804019,0,1,547812800,2232,3,1.21,-35.359103,149.1603189,41.11,9.668,340.3642,-0.031,0,1,1
118117,163003939,0,1,547813000,2232,3,1.21,-35.3590866,149.1603117,41.12,9.677,340.388,-0.029,0,1,1
118294,163203859,0,1,547813200,2232,3,1.21,-35.3590702,149.1603046,41.12,9.676001,340.4166,-0.031,0,1,1
118472,163403779,0,1,547813400,2232,3,1.21,-35.3590539,149.1602974,41.13,9.683001,340.4911,-0.025,0,1,1
118651,163603699,0,1,547813600,2232,3,1.21,-35.3590375,149.1602903,41.13,9.694,340.5576,-0.022,0,1,1
118829,163803619,0,1,547813800,2232,3,1.21,-35.359021,149.1602833,41.14,9.702001,340.6458,-0.019,0,1,1
119007,164003539,0,1,547814000,2232,3,1.21,-35.3590046,149.1602762,41.14,9.707001,340.676,-0.018,0,1,1
119183,164203459,0,1,547814200,2232,3,1.21,-35.3589881,149.1602691,41.14,9.714001,340.6631,-0.018,0,1,1
119361,164403379,0,1,547814400,2232,3,1.21,-35.3589717,149.160262,41.15,9.729,340.6817,-0.014,0,1,1
119540,164603299,0,1,547814600,2232,3,1.21,-35.3589551,149.160255,41.15,9.739,340.7061,-0.014,0,1,1
119718,164804052,0,1,547814800,2232,3,1.21,-35.3589386,149.1602479,41.15,9.749001,340.7253,-0.015,0,1,1
119896,165003972,0,1,547815000,2232,3,1.21,-35.3589221,149.1602408,41.16,9.751,340.7369,-0.016,0,1,1
120072,165203892,0,1,547815200,2232,3,1.21,-35.3589055,149.1602337,41.16,9.744,340.7211,-0.016,0,1,1
120250,165403812,0,1,547815400,2232,3,1.21,-35.358889,149.1602265,41.16,9.754001,340.7624,-0.014,0,1,1
120429,165603732,0,1,547815600,2232,3,1.21,-35.3588724,149.1602196,41.17,9.77,340.8277,-0.012,0,1,1
120607,165803652,0,1,547815800,2232,3,1.21,-35.3588559,149.1602125,41.17,9.782001,340.868,-0.013,0,1,1
120785,166003572,0,1,547816000,2232,3,1.21,-35.3588393,149.1602055,41.17,9.795,340.8814,-0.013,0,1,1
120961,166203492,0,1,547816200,2232,3,1.21,-35.3588227,149.1601983,41.17,9.804001,340.9484,-0.012,0,1,1
121139,166403412,0,1,547816400,2232,3,1.21,-35.358806,149.1601914,41.18,9.813001,341.0237,-0.014,0,1,1
121318,166603332,0,1,547816600,2232,3,1.21,-35.3587893,149.1601844,41.18,9.817,341.0442,-0.013,0,1,1
121497,166804085,0,1,547816800,2232,3,1.21,-35.3587726,149.1601772,41.18,9.823001,341.0558,-0.011,0,1,1
121675,167004005,0,1,547817000,2232,3,1.21,-35.3587559,149.1601703,41.18,9.834001,341.0604,-0.013,0,1,1
121853,167203925,0,1,547817200,2232,3,1.21,-35.3587391,149.1601633,41.19,9.848001,341.1597,-0.023,0,1,1
122031,167403845,0,6,547817400,2232,10,1.21,-35.3587224,149.1601562,41.19,9.860001,341.2639,-0.029,0,1,1
122210,167603765,0,6,547817600,2232,10,1.21,-35.3587057,149.1601493,41.2,9.875,341.289,-0.033,0,1,1
122386,167803685,0,6,547817800,2232,10,1.21,-35.3586889,149.1601423,41.21,9.865001,341.178,-0.033,0,1,1
122566,168003605,0,6,547818000,2232,10,1.21,-35.3586726,149.1601353,41.22,9.176001,339.7206,-0.046,0,1,1
122745,168203525,0,6,547818200,2232,10,1.21,-35.3586582,149.1601286,41.22,8,338.1792,0.026,0,1,0
122926,168403445,0,6,547818400,2232,10,1.21,-35.3586459,149.1601222,41.21,6.901,336.062,0.058,0,1,0
123107,168603365,0,6,547818600,2232,10,1.21,-35.3586357,149.1601163,41.2,5.654,333.7876,0.064,0,1,0
123287,168803285,0,6,547818800,2232,10,1.21,-35.3586277,149.1601112,41.19,4.319,331.6488,0.051,0,1,0
123467,169004038,0,6,547819000,2232,10,1.21,-35.3586219,149.1601073,41.18,3.03,329.0093,0.037,0,1,0
123645,169203958,0,6,547819200,2232,10,1.21,-35.3586182,149.1601045,41.17,1.854,325.9659,0.033,0,1,0
123826,169403878,0,6,547819400,2232,10,1.21,-35.3586163,149.1601028,41.16,0.7730001,319.7691,0.035,0,1,0
124007,169603798,0,6,547819600,2232,10,1.21,-35.3586161,149.1601023,41.16,0.257,173.7872,0.042,0,1,0
124186,169803718,0,6,547819800,2232,10,1.21,-35.3586173,149.1601029,41.15,1.127,151.4146,0.048,0,1,0
124367,170003638,0,6,547820000,2232,10,1.21,-35.3586194,149.1601045,41.14,1.899,147.9466,0.048,0,1,0
124545,170203558,0,6,547820200,2232,10,1.21,-35.3586229,149.1601072,41.13,2.576,145.9117,0.041,0,1,0
124726,170403478,0,6,547820400,2232,10,1.21,-35.3586271,149.1601109,41.12,3.162,144.5929,0.029,0,1,0
124907,170603398,0,6,547820600,2232,10,1.21,-35.3586321,149.1601153,41.12,3.675,143.8261,0.008,0,1,0
125086,170803318,0,6,547820800,2232,10,1.21,-35.3586377,149.1601203,41.12,4.13,143.367,-0.012,0,1,0
125267,171004071,0,6,547821000,2232,10,1.21,-35.3586441,149.160126,41.12,4.53,143.2389,-0.037,0,1,0
125445,171203991,0,6,547821200,2232,10,1.21,-35.3586509,149.1601322,41.13,4.89,143.2855,-0.057,0,1,0
125626,171403911,0,6,547821400,2232,10,1.21,-35.3586581,149.1601389,41.14,5.222,143.226,-0.07600001,0,1,0
125807,171603831,0,6,547821600,2232,10,1.21,-35.3586659,149.160146,41.16,5.552,143.2826,-0.09100001,0,1,0
125987,171803751,0,6,547821800,2232,10,1.21,-35.3586741,149.1601536,41.18,5.91,143.4196,-0.097,0,1,0
126168,172003671,0,6,547822000,2232,10,1.21,-35.3586829,149.1601614,41.2,6.284,143.6929,-0.09500001,0,1,0
126346,172203591,0,6,547822200,2232,10,1.21,-35.3586923,149.1601699,41.22,6.666,143.9517,-0.09200001,0,1,0
126528,172403511,0,6,547822400,2232,10,1.21,-35.3587023,149.1601787,41.24,7.067,144.2867,-0.085,0,1,0
126709,172603431,0,6,547822600,2232,10,1.21,-35.3587129,149.1601881,41.25,7.444,144.8361,-0.07700001,0,1,0
126888,172803351,0,6,547822800,2232,10,1.21,-35.3587242,149.1601977,41.27,7.79,145.4613,-0.068,0,1,0
127069,173003271,0,6,547823000,2232,10,1.21,-35.358736,149.1602074,41.28,8.094001,146.0779,-0.058,0,1,0
127248,173204024,0,6,547823200,2232,10,1.21,-35.3587482,149.1602175,41.29,8.353001,146.5685,-0.047,0,1,0
127429,173403944,0,6,547823400,2232,10,1.21,-35.358761,149.1602278,41.3,8.563001,146.8149,-0.037,0,1,0
127610,173603864,0,6,547823600,2232,10,1.21,-35.3587741,149.1602381,41.3,8.733001,146.9837,-0.03,0,1,0
127789,173803784,0,6,547823800,2232,10,1.21,-35.3587872,149.1602486,41.31,8.89,147.0471,-0.021,0,1,0
127970,174003704,0,6,547824000,2232,10,1.21,-35.3588008,149.1602595,41.31,9.029,147.0511,-0.017,0,1,0
128148,174203624,0,6,547824200,2232,10,1.21,-35.3588145,149.1602702,41.32,9.151,147.0263,-0.013,0,1,0
128329,174403544,0,6,547824400,2232,10,1.21,-35.3588284,149.1602814,41.32,9.263,147.086,-0.013,0,1,0
128510,174603464,0,6,547824600,2232,10,1.21,-35.3588425,149.1602925,41.32,9.354,147.2446,-0.009,0,1,0
128689,174803384,0,6,547824800,2232,10,1.21,-35.3588566,149.1603036,41.32,9.432,147.3643,-0.011,0,1,0
128870,175003304,0,6,547825000,2232,10,1.21,-35.358871,149.1603149,41.32,9.495001,147.4648,-0.009,0,1,0
129048,175204057,0,6,547825200,2232,10,1.21,-35.3588855,149.1603261,41.33,9.554001,147.5007,-0.007,0,1,0
129229,175403977,0,6,547825400,2232,10,1.21,-35.3589,149.1603375,41.33,9.606001,147.5099,-0.006,0,1,0
129410,175603897,0,6,547825600,2232,10,1.21,-35.3589146,149.1603489,41.33,9.661,147.4849,-0.006,0,1,0
129589,175803817,0,6,547825800,2232,10,1.21,-35.3589292,149.1603602,41.33,9.697001,147.4101,-0.004,0,1,0
129770,176003737,0,6,547826000,2232,10,1.21,-35.3589439,149.1603719,41.33,9.736,147.3115,-0.002,0,1,0
129948,176203657,0,6,547826200,2232,10,1.21,-35.3589586,149.1603835,41.33,9.769,147.1935,0,0,1,0
130129,176403577,0,6,547826400,2232,10,1.21,-35.3589733,149.1603951,41.33,9.791,147.1083,0.001,0,1,0
130310,176603497,0,6,547826600,2232,10,1.21,-35.3589882,149.1604069,41.33,9.815001,147.0296,0.003,0,1,0
130490,176803417,0,6,547826800,2232,10,1.21,-35.359003,149.1604186,41.33,9.831,147.0038,0,0,1,0
130671,177003337,0,6,547827000,2232,10,1.21,-35.3590177,149.1604305,41.33,9.849001,146.9575,0.001,0,1,0
130849,177204090,0,6,547827200,2232,10,1.21,-35.3590326,149.1604423,41.33,9.853001,146.5595,0,0,1,0
131030,177404010,0,6,547827400,2232,10,1.21,-35.3590474,149.1604544,41.33,9.851001,146.1288,0.002,0,1,0
131211,177603930,0,6,547827600,2232,10,1.21,-35.359062,149.1604666,41.33,9.862,145.8519,0.005,0,1,0
131390,177803850,0,6,547827800,2232,10,1.21,-35.3590766,149.1604788,41.32,9.869,145.6527,0.005,0,1,0
131571,178003770,0,6,547828000,2232,10,1.21,-35.3590913,149.1604911,41.32,9.876,145.5488,0.006,0,1,0
131749,178203690,0,6,547828200,2232,10,1.21,-35.359106,149.1605033,41.32,9.885,145.5016,0.005,0,1,0
131931,178403610,0,6,547828400,2232,10,1.21,-35.3591206,149.1605157,41.32,9.891001,145.4883,0.005,0,1,0
132112,178603530,0,6,547828600,2232,10,1.21,-35.3591353,149.160528,41.32,9.904,145.4638,0.003,0,1,0
132291,178803450,0,6,547828800,2232,10,1.21,-35.3591499,149.1605404,41.32,9.915001,145.4707,0,0,1,0
132472,179003370,0,6,547829000,2232,10,1.21,-35.3591646,149.1605528,41.32,9.922001,145.4803,-0.001,0,1,0
132650,179203290,0,6,547829200,2232,10,1.21,-35.3591793,149.1605651,41.32,9.923,145.482,-0.003,0,1,0
132830,179404043,0,6,547829400,2232,10,1.21,-35.359194,149.1605775,41.32,9.926001,145.451,-0.002,0,1,0
133012,179603963,0,6,547829600,2232,10,1.21,-35.3592086,149.1605899,41.32,9.934,145.3668,-0.004,0,1,0
133191,179803883,0,6,547829800,2232,10,1.21,-35.3592234,149.1606023,41.32,9.943001,145.3568,-0.007,0,1,0
133372,180003803,0,6,547830000,2232,10,1.21,-35.3592381,149.1606148,41.32,9.942,145.3693,-0.01,0,1,0
133550,180203723,0,6,547830200,2232,10,1.21,-35.3592528,149.1606272,41.32,9.941001,145.3933,-0.011,0,1,0
133730,180403643,0,6,547830400,2232,10,1.21,-35.3592675,149.1606397,41.33,9.939,145.391,-0.01,0,1,0
133912,180603563,0,6,547830600,2232,10,1.21,-35.3592821,149.1606521,41.33,9.938001,145.4003,-0.009,0,1,0
134091,180803483,0,6,547830800,2232,10,1.21,-35.3592968,149.1606646,41.33,9.926001,145.3703,-0.009,0,1,0
134272,181003403,0,6,547831000,2232,10,1.21,-35.3593114,149.160677,41.33,9.924001,145.3768,-0.008,0,1,0
134450,181203323,0,6,547831200,2232,10,1.21,-35.3593262,149.1606894,41.33,9.929001,145.4064,-0.006,0,1,0
134630,181404076,0,6,547831400,2232,10,1.21,-35.359341,149.1607018,41.33,9.937,145.4456,-0.008,0,1,0
134812,181603996,0,6,547831600,2232,10,1.21,-35.3593557,149.1607142,41.34,9.939,145.4434,-0.008,0,1,0
