timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,MagX,MagY,MagZ,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,labels
151363597,-0.78,3.18,-29.99,-30.61,331.91,331.25,0,0,-97,141,141,2.431041,1.318639,0.09542699,-4.774542,-0.1277581,-8.834924,1
151363597,-0.78,3.18,-29.99,-30.61,331.91,331.25,0,0,-97,141,141,-2.675595,0.120072,0.1133432,-4.501623,-0.08041246,-8.588889,1
151413577,-0.77,1.335,-29.99,-30.245,331.905,331.25,0,0,-100.5,142.5,142.5,2.103951,-1.696869,0.1219505,-4.703489,-0.08998328,-8.670757,1
151463557,-0.76,-0.51,-29.99,-29.88,331.9,331.25,0,0,-104,144,144,-0.8161151,2.56433,0.1171142,-4.636591,-0.1579405,-8.822689,1
151463557,-0.76,-0.51,-29.99,-29.88,331.9,331.25,0,0,-104,144,144,-0.8249614,-2.558753,0.1085555,-4.542213,-0.01707787,-8.393156,1
151513537,-0.74,1.335,-29.99,-29.985,331.9,331.24,0,0,-99.5,143.5,143.5,2.131776,1.682049,0.1092736,-4.777404,-0.08584068,-8.827743,1
151563517,-0.72,3.18,-29.99,-30.09,331.9,331.23,0,0,-95,143,143,-2.708804,-0.1767957,0.1154655,-4.50575,-0.07986449,-8.441431,1
151563517,-0.72,3.18,-29.99,-30.09,331.9,331.23,0,0,-95,143,143,2.277181,-1.290304,0.1270872,-4.796995,-0.04508054,-8.726689,1
151613497,-0.71,1.335,-29.99,-30.2,331.895,331.22,0,0,-99,143.5,143.5,-1.106143,2.434348,0.12004,-4.708127,-0.1105725,-8.730437,1
151663477,-0.7,-0.51,-29.99,-30.31,331.89,331.21,0,0,-103,144,144,-0.5542427,-2.625624,0.1076772,-4.649591,-0.01205066,-8.4553,1
151663477,-0.7,-0.51,-29.99,-30.31,331.89,331.21,0,0,-103,144,144,1.982121,1.736084,0.1002246,-4.790789,-0.05408555,-8.744335,1
151713457,-0.685,1.4,-29.99,-30.17,331.885,331.215,0,0,-99.5,143,143,-2.651957,-0.2739799,0.1011688,-4.599658,-0.01916542,-8.473737,1
151763437,-0.67,3.31,-29.99,-30.03,331.88,331.22,0,0,-96,142,142,2.220942,-1.31997,0.1090339,-4.784441,0.06010329,-8.638083,1
151763437,-0.67,3.31,-29.99,-30.03,331.88,331.22,0,0,-96,142,142,-1.046058,2.480666,0.09760089,-4.727332,-0.02692069,-8.804626,1
151813417,-0.67,1.51,-29.99,-30.17,331.9,331.225,0,0,-99.5,142.5,142.5,-0.6019972,-2.610973,0.08224106,-4.641086,-0.02929573,-8.385967,1
151863397,-0.67,-0.29,-29.99,-30.31,331.92,331.23,0,0,-103,143,143,2.068731,1.687222,0.07344134,-4.832273,0.02151694,-8.727918,1
151863397,-0.67,-0.29,-29.99,-30.31,331.92,331.23,0,0,-103,143,143,-2.620659,-0.2087964,0.0724127,-4.630877,-0.03626966,-8.475724,1
151913377,-0.72,1.71,-29.985,-30.145,332.255,331.25,0,0,-99,141,141,2.215412,-1.373694,0.07932474,-4.777007,0.02410644,-8.654864,1
151963357,-0.77,3.71,-29.98,-29.98,332.59,331.27,0,0,-95,139,139,-0.9615645,2.484822,0.06586976,-4.678161,-0.0359391,-8.773046,1
151963357,-0.77,3.71,-29.98,-29.98,332.59,331.27,0,0,-95,139,139,-0.7830443,-2.519368,0.04719371,-4.706585,0.01614396,-8.407253,1
152013337,-0.815,1.93,-29.98,-30.085,332.88,331.335,0,0,-98,138.5,138.5,2.165159,1.44918,0.04231615,-4.811865,-0.01231378,-8.747067,1
152063317,-0.86,0.15,-29.98,-30.19,333.17,331.4,0,0,-101,138,138,-2.607801,0.1690166,0.04828162,-4.642163,0.00026875,-8.523777,1
152063317,-0.86,0.15,-29.98,-30.19,333.17,331.4,0,0,-101,138,138,1.954335,-1.747513,0.0466911,-4.823217,0.05281617,-8.606635,1
152113297,-0.89,1.955,-29.98,-30.205,333.32,331.55,0,0,-97.5,136.5,136.5,-0.4161953,2.661646,0.03347247,-4.793139,-0.07759959,-8.722528,1
152163277,-0.92,3.76,-29.98,-30.22,333.47,331.7,0,0,-94,135,135,-1.211184,-2.283639,0.02183307,-4.682488,-0.02206441,-8.323685,1
152163277,-0.92,3.76,-29.98,-30.22,333.47,331.7,0,0,-94,135,135,2.37491,1.095153,0.0215563,-4.847629,0.03256539,-8.794601,1
152213673.5,-0.94,1.78,-29.98,-30.26,333.55,331.91,0,0,-97.5,136.5,136.5,-2.557709,0.615002,0.0276609,-4.690125,0.00362977,-8.414074,1
152264070,-0.96,-0.2,-29.98,-30.3,333.63,332.12,0,0,-101,138,138,1.542238,-2.11242,0.02580499,-4.83844,0.02694895,-8.545938,1
152264070,-0.96,-0.2,-29.98,-30.3,333.63,332.12,0,0,-101,138,138,0.04088575,2.648162,0.01660373,-4.775991,-0.08149908,-8.792444,1
152314050,-0.965,1.495,-29.98,-30.155,333.665,332.365,0,0,-96.5,137.5,137.5,-1.49827,-2.252982,0.00753006,-4.640722,0.06561619,-8.308338,1
152364030,-0.97,3.19,-29.98,-30.01,333.7,332.61,0,0,-92,137,137,2.551215,1.003786,0.01347517,-4.954848,-0.002828,-8.723921,1
152364030,-0.97,3.19,-29.98,-30.01,333.7,332.61,0,0,-92,137,137,-2.617546,0.5620716,0.02146482,-4.647884,-0.08394354,-8.472948,1
152414010,-0.965,1.225,-29.98,-30.255,333.72,332.84,0,0,-95,138.5,138.5,1.843119,-1.8806,0.02954738,-4.843588,-0.00949777,-8.607135,1
152463990,-0.96,-0.74,-29.98,-30.5,333.74,333.07,0,0,-98,140,140,-0.4361361,2.689063,0.01983172,-4.819304,-0.06960052,-8.787975,1
152463990,-0.96,-0.74,-29.98,-30.5,333.74,333.07,0,0,-98,140,140,-1.091055,-2.419563,0.01098318,-4.698384,-0.03112983,-8.390075,1
152513970,-0.95,0.96,-29.98,-30.24,333.745,333.29,0,0,-94,140,140,2.323952,1.405512,0.01196213,-4.979325,-0.03308839,-8.767186,1
152563950,-0.94,2.66,-29.98,-29.98,333.75,333.51,0,0,-90,140,140,-2.734889,0.1307506,0.02226336,-4.663558,-0.05141201,-8.470631,1
152563950,-0.94,2.66,-29.98,-29.98,333.75,333.51,0,0,-90,140,140,2.054763,-1.639836,0.02836818,-4.851534,-0.00838835,-8.539537,1
152613930,-0.925,0.785,-29.98,-30.195,333.75,333.685,0,0,-93,140.5,140.5,-0.7933961,2.568492,0.02695482,-4.778323,-0.06855231,-8.753817,1
152663910,-0.91,-1.09,-29.98,-30.41,333.75,333.86,0,0,-96,141,141,-0.7698396,-2.555408,0.01534995,-4.746565,-0.03308759,-8.377713,1
152663910,-0.91,-1.09,-29.98,-30.41,333.75,333.86,0,0,-96,141,141,1.996036,1.542413,0.01700099,-4.913582,-0.01957166,-8.729618,1
152713890,-0.89,0.66,-29.98,-30.195,333.745,333.99,0,0,-92,141,141,-2.908478,-0.1030727,0.02895403,-4.683352,-0.09595671,-8.4759,1
152763870,-0.87,2.41,-29.98,-29.98,333.74,334.12,0,0,-88,141,141,1.905339,-1.481438,0.04499908,-4.870574,-0.04639708,-8.566531,1
152763870,-0.87,2.41,-29.98,-29.98,333.74,334.12,0,0,-88,141,141,-1.05453,2.598297,0.04525313,-4.802016,-0.177992,-8.748266,1
152813850,-0.85,0.645,-29.98,-30.125,333.74,334.195,0,0,-91,141,141,-0.932326,-2.456805,0.03938713,-4.758682,0.00801526,-8.364473,1
152863830,-0.83,-1.12,-29.98,-30.27,333.74,334.27,0,0,-94,141,141,2.037652,1.608937,0.04231918,-4.8982,-0.08341396,-8.777082,1
152863830,-0.83,-1.12,-29.98,-30.27,333.74,334.27,0,0,-94,141,141,-2.705874,-0.00511322,0.05423196,-4.73183,-0.08577602,-8.405556,1
152913810,-0.82,0.67,-29.98,-30.175,333.735,334.295,0,0,-90,140.5,140.5,2.056536,-1.582615,0.06282673,-4.931477,-0.08727194,-8.611885,1
152963790,-0.81,2.46,-29.98,-30.08,333.73,334.32,0,0,-86,140,140,-0.6706175,2.528139,0.05875997,-4.849936,-0.1243065,-8.712821,1
152963790,-0.81,2.46,-29.98,-30.08,333.73,334.32,0,0,-86,140,140,-0.8099814,-2.463718,0.0432899,-4.736859,-0.06060435,-8.308958,1
153013770,-0.8,0.74,-29.985,-30.075,333.73,334.29,0,0,-90,140,140,2.317092,1.352569,0.04521653,-4.979604,-0.05032976,-8.716583,1
153063750,-0.79,-0.98,-29.99,-30.07,333.73,334.26,0,0,-94,140,140,-2.575216,0.2859477,0.05384661,-4.715614,-0.07828762,-8.484436,1
153063750,-0.79,-0.98,-29.99,-30.07,333.73,334.26,0,0,-94,140,140,2.009722,-1.845691,0.05698336,-4.877919,-0.0016609,-8.485277,1
153113730,-0.775,0.74,-29.99,-30.13,333.725,334.19,0,0,-89.5,139.5,139.5,-0.5597184,2.672099,0.04781312,-4.848164,-0.1065314,-8.787139,1
153163710,-0.76,2.46,-29.99,-30.19,333.72,334.12,0,0,-85,139,139,-0.8752452,-2.478781,0.03732384,-4.742582,-0.01021756,-8.35004,1
153163710,-0.76,2.46,-29.99,-30.19,333.72,334.12,0,0,-85,139,139,2.262042,1.494784,0.0319454,-4.936134,-0.06232919,-8.698549,1
153213690,-0.745,0.775,-29.99,-29.97,333.715,334.025,0,0,-89,140.5,140.5,-2.661032,-0.07094082,0.03730744,-4.675951,-0.06872211,-8.443042,1
153263670,-0.73,-0.91,-29.99,-29.75,333.71,333.93,0,0,-93,142,142,2.236862,-1.45031,0.04468896,-4.957633,-0.0216449,-8.592121,1
153263670,-0.73,-0.91,-29.99,-29.75,333.71,333.93,0,0,-93,142,142,-1.064602,2.492023,0.03624884,-4.801995,-0.1112096,-8.682888,1
153313650,-0.715,0.935,-29.99,-30.255,333.71,333.8,0,0,-90.5,139.5,139.5,-0.4647524,-2.659603,0.02383334,-4.802057,-0.02374318,-8.353284,1
153363630,-0.7,2.78,-29.99,-30.76,333.71,333.67,0,0,-88,137,137,1.981974,1.838521,0.01793811,-4.910226,-0.01883216,-8.73437,1
153363630,-0.7,2.78,-29.99,-30.76,333.71,333.67,0,0,-88,137,137,-2.602885,-0.3168204,0.02182582,-4.764594,-0.04783246,-8.309122,1
153413610,-0.685,1.055,-29.99,-30.29,333.705,333.555,0,0,-92,139,139,2.286652,-1.303187,0.0319804,-4.910031,-0.01676506,-8.610761,1
153463590,-0.67,-0.67,-29.99,-29.82,333.7,333.44,0,0,-96,141,141,-1.067057,2.431259,0.02640126,-4.839021,-0.1006554,-8.694565,1
153463590,-0.67,-0.67,-29.99,-29.82,333.7,333.44,0,0,-96,141,141,-0.5151677,-2.615962,0.01607,-4.800453,-0.00056295,-8.315158,1
153513570,-0.665,1.25,-29.99,-30.1,333.7,333.315,0,0,-92,139,139,2.05457,1.761168,0.0124978,-4.925293,-0.0175819,-8.735966,1
153563550,-0.66,3.17,-29.99,-30.38,333.7,333.19,0,0,-88,137,137,-2.612005,-0.2654181,0.01770194,-4.717708,-0.07109465,-8.428223,1
153563550,-0.66,3.17,-29.99,-30.38,333.7,333.19,0,0,-88,137,137,2.247671,-1.346302,0.03084039,-4.967586,-0.03262183,-8.574644,1
153613530,-0.66,1.44,-29.99,-30.18,333.695,333.095,0,0,-92,137.5,137.5,-1.032684,2.46838,0.02567804,-4.825156,-0.04253509,-8.717653,1
153663510,-0.66,-0.29,-29.99,-29.98,333.69,333,0,0,-96,138,138,-0.6071236,-2.611606,0.01698057,-4.751294,-0.05522363,-8.351292,1
153663510,-0.66,-0.29,-29.99,-29.98,333.69,333,0,0,-96,138,138,2.086073,1.680345,0.01680544,-4.950677,-0.02938938,-8.710299,1
153713490,-0.66,1.615,-29.99,-29.86,333.69,332.925,0,0,-91.5,136.5,136.5,-2.596355,-0.07247559,0.02400839,-4.726198,-0.04742656,-8.446784,1
153763470,-0.66,3.52,-29.99,-29.74,333.69,332.85,0,0,-87,135,135,2.073435,-1.55278,0.03577229,-4.959912,-0.02190166,-8.583426,1
153763470,-0.66,3.52,-29.99,-29.74,333.69,332.85,0,0,-87,135,135,-0.6969977,2.549574,0.0320761,-4.791889,-0.02063121,-8.724339,1
153813450,-0.66,1.69,-29.99,-29.88,333.69,332.8,0,0,-90.5,135.5,135.5,-1.08452,-2.371966,0.02485937,-4.765168,-0.03091804,-8.342105,1
153863430,-0.66,-0.14,-29.99,-30.02,333.69,332.75,0,0,-94,136,136,2.302467,1.19059,0.02498113,-4.969398,-0.02659442,-8.717756,1
153863430,-0.66,-0.14,-29.99,-30.02,333.69,332.75,0,0,-94,136,136,-2.589824,0.4356207,0.03772532,-4.732048,-0.1046883,-8.431179,1
153913410,-0.655,1.715,-29.99,-29.96,333.69,332.725,0,0,-90.5,135.5,135.5,1.684037,-1.996958,0.04581939,-4.859446,-0.04621716,-8.594426,1
153963390,-0.65,3.57,-29.99,-29.9,333.69,332.7,0,0,-87,135,135,-0.07381965,2.638856,0.04080746,-4.950432,-0.04922259,-8.808013,1
153963390,-0.65,3.57,-29.99,-29.9,333.69,332.7,0,0,-87,135,135,-1.489374,-2.086693,0.03291526,-4.745761,-0.02394838,-8.263146,1
154013370,-0.65,1.72,-29.99,-30,333.69,332.695,0,0,-91,136,136,2.584217,0.7323697,0.03966505,-4.919886,-0.02564196,-8.664295,1
154063350,-0.65,-0.13,-29.99,-30.1,333.69,332.69,0,0,-95,137,137,-2.566739,0.8356859,0.05693643,-4.7249,-0.1487732,-8.55489,1
154063350,-0.65,-0.13,-29.99,-30.1,333.69,332.69,0,0,-95,137,137,1.630558,-2.104844,0.05969038,-4.901451,-0.02415224,-8.53551,1
154113330,-0.645,1.685,-29.99,-30.035,333.69,332.71,0,0,-91.5,136,136,-0.152447,2.697054,0.05011434,-4.912036,-0.0530443,-8.744123,1
154163310,-0.64,3.5,-29.99,-29.97,333.69,332.73,0,0,-88,135,135,-1.388025,-2.344339,0.04483839,-4.749014,-0.04664481,-8.282643,1
154163310,-0.64,3.5,-29.99,-29.97,333.69,332.73,0,0,-88,135,135,2.497483,1.161944,0.05019035,-4.973196,-0.01103343,-8.658601,1
154213290,-0.63,1.6,-29.99,-29.945,333.69,332.77,0,0,-91.5,136.5,136.5,-2.651688,0.3801218,0.05870499,-4.725163,-0.04995025,-8.441725,1
154263270,-0.62,-0.3,-29.99,-29.92,333.69,332.81,0,0,-95,138,138,1.916264,-1.836949,0.06758679,-4.939863,-0.02512115,-8.594077,1
154263270,-0.62,-0.3,-29.99,-29.92,333.69,332.81,0,0,-95,138,138,-0.6115117,2.677146,0.0641398,-4.861581,-0.08253672,-8.729141,1
154313666.5,-0.615,1.305,-29.99,-29.995,333.685,332.855,0,0,-91.5,138.5,138.5,-0.9378556,-2.466521,0.05470039,-4.783002,-0.02621964,-8.329998,1
154364063,-0.61,2.91,-29.99,-30.07,333.68,332.9,0,0,-88,139,139,2.228506,1.575379,0.05737176,-5.040833,-0.05875297,-8.667011,1
154364063,-0.61,2.91,-29.99,-30.07,333.68,332.9,0,0,-88,139,139,-2.701092,-0.01786505,0.06759705,-4.771485,-0.02925898,-8.392656,1
154414043,-0.585,1.16,-29.99,-30.145,333.675,332.955,0,0,-91.5,140.5,140.5,2.07178,-1.553045,0.07695587,-4.942401,-0.05188942,-8.606771,1
154464023,-0.56,-0.59,-29.99,-30.22,333.67,333.01,0,0,-95,142,142,-0.7488607,2.55603,0.07212669,-4.895141,-0.08461639,-8.744196,1
154464023,-0.56,-0.59,-29.99,-30.22,333.67,333.01,0,0,-95,142,142,-0.8462214,-2.501295,0.05771647,-4.782804,0.0255714,-8.301737,1
154514003,-0.545,1.295,-29.99,-29.99,333.665,333.075,0,0,-91,140,140,2.191624,1.533049,0.05919397,-5.037177,-0.04365734,-8.729427,1
154563983,-0.53,3.18,-29.99,-29.76,333.66,333.14,0,0,-87,138,138,-2.68221,0.08274405,0.06755928,-4.784476,-0.03924428,-8.403873,1
154563983,-0.53,3.18,-29.99,-29.76,333.66,333.14,0,0,-87,138,138,2.019475,-1.679165,0.07278875,-4.983731,-0.01148869,-8.510909,1
154613963,-0.525,1.435,-29.99,-29.905,333.66,333.195,0,0,-90,137.5,137.5,-0.7113835,2.583276,0.06890459,-4.840699,-0.1137655,-8.696733,1
154663943,-0.52,-0.31,-29.99,-30.05,333.66,333.25,0,0,-93,137,137,-0.8917841,-2.452254,0.05348993,-4.722722,-0.00746147,-8.303294,1
154663943,-0.52,-0.31,-29.99,-30.05,333.66,333.25,0,0,-93,137,137,2.279597,1.48383,0.05486532,-4.988518,-0.02090335,-8.717806,1
154713923,-0.51,1.46,-29.99,-29.93,333.655,333.305,0,0,-89,136.5,136.5,-2.657728,0.1301691,0.06280813,-4.76986,-0.08356456,-8.387293,1
154763903,-0.5,3.23,-29.99,-29.81,333.65,333.36,0,0,-85,136,136,1.86184,-1.763341,0.06455691,-4.94328,0.03267137,-8.580704,1
154763903,-0.5,3.23,-29.99,-29.81,333.65,333.36,0,0,-85,136,136,-0.4066314,2.593844,0.05603144,-4.846258,-0.1102379,-8.716918,1
154813883,-0.495,1.48,-29.99,-29.91,333.65,333.395,0,0,-88.5,136,136,-1.306704,-2.388317,0.04671904,-4.791987,-0.01806766,-8.267096,1
154863863,-0.49,-0.27,-29.99,-30.01,333.65,333.43,0,0,-92,136,136,2.361543,1.298455,0.04673013,-4.953251,-0.02974699,-8.711153,1
154863863,-0.49,-0.27,-29.99,-30.01,333.65,333.43,0,0,-92,136,136,-2.673388,0.2187833,0.05682905,-4.746692,-0.1073443,-8.455317,1
154913843,-0.49,1.49,-29.99,-29.91,333.65,333.45,0,0,-88.5,136,136,2.118008,-1.725177,0.06070246,-4.941433,-0.01378208,-8.564577,1
154963823,-0.49,3.25,-29.99,-29.81,333.65,333.47,0,0,-85,136,136,-0.6661056,2.6191,0.05233926,-4.852653,-0.09419311,-8.720633,1
154963823,-0.49,3.25,-29.99,-29.81,333.65,333.47,0,0,-85,136,136,-0.8000891,-2.568041,0.04164465,-4.767469,-0.03841494,-8.316257,1
155013803,-0.485,1.51,-29.99,-29.88,333.65,333.475,0,0,-88.5,136,136,2.194834,1.692305,0.04121881,-4.991308,0.01866746,-8.663632,1
155063783,-0.48,-0.23,-29.99,-29.95,333.65,333.48,0,0,-92,136,136,-2.679334,-0.1497261,0.04634915,-4.73163,-0.07519368,-8.35018,1
155063783,-0.48,-0.23,-29.99,-29.95,333.65,333.48,0,0,-92,136,136,2.233549,-1.355694,0.05790177,-4.958998,0.06743897,-8.622337,1
155113763,-0.475,1.44,-29.99,-30.02,333.645,333.47,0,0,-88.5,136,136,-0.9916506,2.473092,0.04922202,-4.885428,-0.07310709,-8.687756,1
155163743,-0.47,3.11,-29.99,-30.09,333.64,333.46,0,0,-85,136,136,-0.6908203,-2.63633,0.03811637,-4.806728,0.04114096,-8.381063,1
155163743,-0.47,3.11,-29.99,-30.09,333.64,333.46,0,0,-85,136,136,2.060704,1.673761,0.03658716,-5.002494,-0.0964461,-8.677068,1
155213723,-0.455,1.385,-29.99,-29.92,333.64,333.45,0,0,-89,137,137,-2.655063,-0.145419,0.04148732,-4.768281,-0.06965916,-8.38759,1
155263703,-0.44,-0.34,-29.99,-29.75,333.64,333.44,0,0,-93,138,138,2.204803,-1.394229,0.05420503,-4.95098,0.01668974,-8.603789,1
155263703,-0.44,-0.34,-29.99,-29.75,333.64,333.44,0,0,-93,138,138,-0.9465719,2.490368,0.0462129,-4.877047,-0.1400539,-8.679914,1
155313683,-0.435,1.48,-29.99,-30.055,333.635,333.405,0,0,-89.5,136.5,136.5,-0.7018316,-2.619285,0.03482543,-4.812688,-0.01165941,-8.298962,1
155363663,-0.43,3.3,-29.99,-30.36,333.63,333.37,0,0,-86,135,135,2.086137,1.663078,0.03496704,-5.031314,0.00374879,-8.683238,1
155363663,-0.43,3.3,-29.99,-30.36,333.63,333.37,0,0,-86,135,135,-2.649894,-0.1192866,0.04102764,-4.730038,-0.06174412,-8.391637,1
155413643,-0.425,1.44,-29.99,-29.755,333.63,333.35,0,0,-88.5,136.5,136.5,2.164252,-1.445647,0.05382125,-4.938771,-0.00896281,-8.589677,1
155463623,-0.42,-0.42,-29.99,-29.15,333.63,333.33,0,0,-91,138,138,-0.812948,2.485344,0.04609563,-4.868661,-0.02642396,-8.675271,1
155463623,-0.42,-0.42,-29.99,-29.15,333.63,333.33,0,0,-91,138,138,-0.9635211,-2.452214,0.03528738,-4.788184,-0.04767693,-8.336352,1
155513603,-0.41,1.37,-29.99,-29.54,333.63,333.285,0,0,-86.5,137,137,2.210651,1.349776,0.03521129,-4.933814,-0.08512595,-8.645185,1
155563583,-0.4,3.16,-29.99,-29.93,333.63,333.24,0,0,-82,136,136,-2.602582,0.3142895,0.04963141,-4.749494,-0.09871111,-8.505967,1
155563583,-0.4,3.16,-29.99,-29.93,333.63,333.24,0,0,-82,136,136,1.816198,-1.85689,0.05781142,-4.942599,0.0051741,-8.548103,1
155613563,-0.385,1.4,-29.99,-29.655,333.625,333.2,0,0,-85.5,137.5,137.5,-0.214182,2.608408,0.04684232,-4.896523,-0.05636384,-8.730183,1
155663543,-0.37,-0.36,-29.99,-29.38,333.62,333.16,0,0,-89,139,139,-1.370419,-2.20185,0.03456912,-4.788788,-0.06570651,-8.278929,1
155663543,-0.37,-0.36,-29.99,-29.38,333.62,333.16,0,0,-89,139,139,2.484584,0.9277421,0.04300521,-5.025193,-0.00173213,-8.7003,1
155713523,-0.355,1.51,-29.99,-29.6,333.615,333.11,0,0,-86,137.5,137.5,-2.491455,0.8670664,0.05506746,-4.801988,-0.08475991,-8.457936,1
155763503,-0.34,3.38,-29.99,-29.82,333.61,333.06,0,0,-83,136,136,1.340421,-2.187225,0.05721886,-4.913477,-0.0310738,-8.526081,1
155763503,-0.34,3.38,-29.99,-29.82,333.61,333.06,0,0,-83,136,136,0.1241293,2.770176,0.04690098,-4.914586,-0.07260124,-8.727464,1
155813483,-0.335,1.595,-29.99,-29.9,333.61,333.015,0,0,-87.5,136.5,136.5,-1.607099,-2.100244,0.04152441,-4.786409,-0.0300678,-8.254698,1
155863463,-0.33,-0.19,-29.99,-29.98,333.61,332.97,0,0,-92,137,137,2.566119,0.8456593,0.04474273,-5.009083,-0.05796593,-8.676706,1
155863463,-0.33,-0.19,-29.99,-29.98,333.61,332.97,0,0,-92,137,137,-2.566122,0.6659995,0.05500806,-4.752212,-0.09657605,-8.461767,1
155913443,-0.325,1.7,-29.99,-29.895,333.605,332.94,0,0,-89,136,136,1.731189,-2.000267,0.06128561,-4.936894,0.04939013,-8.535402,1
155963423,-0.32,3.59,-29.99,-29.81,333.6,332.91,0,0,-86,135,135,-0.298942,2.657392,0.04901831,-4.852413,-0.08341289,-8.713967,1
155963423,-0.32,3.59,-29.99,-29.81,333.6,332.91,0,0,-86,135,135,-1.214609,-2.436828,0.04083084,-4.799062,-0.00110826,-8.283998,1
156013403,-0.32,1.795,-29.99,-29.925,333.6,332.885,0,0,-89.5,135.5,135.5,2.407228,1.270716,0.04393844,-4.914713,-0.00871703,-8.680792,1
156063383,-0.32,0,-29.99,-30.04,333.6,332.86,0,0,-93,136,136,-2.68905,0.2661917,0.05191112,-4.705534,-0.07297862,-8.409433,1
156063383,-0.32,0,-29.99,-30.04,333.6,332.86,0,0,-93,136,136,2.02539,-1.755863,0.05788087,-4.953217,-0.04092836,-8.559135,1
156113363,-0.315,1.855,-29.99,-29.985,333.6,332.855,0,0,-90,135,135,-0.6493074,2.55973,0.05390031,-4.859289,-0.106503,-8.631953,1
156163343,-0.31,3.71,-29.99,-29.93,333.6,332.85,0,0,-87,134,134,-0.937066,-2.469455,0.04043901,-4.766401,-0.01497512,-8.315979,1
156163343,-0.31,3.71,-29.99,-29.93,333.6,332.85,0,0,-87,134,134,2.299036,1.444353,0.04364469,-4.990597,-0.02614351,-8.683578,1
156213323,-0.31,1.865,-29.99,-29.96,333.6,332.85,0,0,-90.5,135,135,-2.684749,0.1811395,0.05345505,-4.70255,-0.02851981,-8.490032,1
156263303,-0.31,0.02,-29.99,-29.99,333.6,332.85,0,0,-94,136,136,1.972069,-1.74958,0.05812452,-4.935427,-0.02511878,-8.552347,1
156263303,-0.31,0.02,-29.99,-29.99,333.6,332.85,0,0,-94,136,136,-0.5950593,2.587191,0.05461017,-4.893258,-0.09680074,-8.724228,1
156313283,-0.305,1.825,-29.99,-29.995,333.6,332.865,0,0,-90,135,135,-1.011003,-2.443969,0.04360602,-4.76271,0.02414192,-8.310877,1
156363263,-0.3,3.63,-29.99,-30,333.6,332.88,0,0,-86,134,134,2.318228,1.403225,0.04618451,-4.96649,-0.04316558,-8.727834,1
156363263,-0.3,3.63,-29.99,-30,333.6,332.88,0,0,-86,134,134,-2.700253,0.2399455,0.05708738,-4.765669,-0.00975303,-8.404372,1
156413659.5,-0.295,1.835,-29.99,-29.735,333.6,332.89,0,0,-88,135,135,1.917744,-1.779378,0.0616897,-4.947059,-0.02891969,-8.502872,1
156464056,-0.29,0.04,-29.99,-29.47,333.6,332.9,0,0,-90,136,136,-0.5440656,2.641991,0.05755993,-4.871366,-0.08532456,-8.702566,1
156464056,-0.29,0.04,-29.99,-29.47,333.6,332.9,0,0,-90,136,136,-1.142104,-2.269822,0.04834643,-4.804814,-0.04793457,-8.315039,1
156514036,-0.28,1.85,-29.99,-29.405,333.595,332.905,0,0,-85.5,135,135,2.424872,1.133687,0.04810445,-4.959739,-0.041446,-8.72547,1
156564016,-0.27,3.66,-29.99,-29.34,333.59,332.91,0,0,-81,134,134,-2.653831,0.59547,0.05499378,-4.789532,-0.0556154,-8.470823,1
156564016,-0.27,3.66,-29.99,-29.34,333.59,332.91,0,0,-81,134,134,1.879654,-1.851252,0.05845467,-4.951336,0.00277285,-8.569024,1
156613996,-0.265,1.83,-29.99,-29.65,333.59,332.91,0,0,-85.5,134.5,134.5,-0.4568403,2.66056,0.04882193,-4.91069,-0.08267452,-8.68625,1
156663976,-0.26,0,-29.99,-29.96,333.59,332.91,0,0,-90,135,135,-1.071919,-2.483898,0.0413743,-4.801861,-0.02938514,-8.316516,1
156663976,-0.26,0,-29.99,-29.96,333.59,332.91,0,0,-90,135,135,2.235261,1.434364,0.03846721,-5.035565,-0.04647972,-8.64762,1
156713956,-0.255,1.81,-29.99,-29.825,333.585,332.925,0,0,-87,135,135,-2.685344,0.00462168,0.05022083,-4.746894,-0.03875913,-8.451806,1
156763936,-0.25,3.62,-29.99,-29.69,333.58,332.94,0,0,-84,135,135,2.161843,-1.569243,0.05748926,-4.969073,-0.03500868,-8.587251,1
156763936,-0.25,3.62,-29.99,-29.69,333.58,332.94,0,0,-84,135,135,-0.9894239,2.498423,0.05171372,-4.908979,-0.1028819,-8.580471,1
156813916,-0.25,1.86,-29.99,-29.835,333.665,332.95,0,0,-88.5,135,135,-0.7846941,-2.608696,0.04159657,-4.782241,-0.0276757,-8.305112,1
156863896,-0.25,0.1,-29.99,-29.98,333.75,332.96,0,0,-93,135,135,1.914893,1.573515,0.04314373,-4.982285,-0.0297039,-8.636087,1
156863896,-0.25,0.1,-29.99,-29.98,333.75,332.96,0,0,-93,135,135,-2.902271,-0.1235781,0.05124445,-4.740865,-0.08838116,-8.41847,1
156913876,-0.27,1.91,-29.99,-29.915,334.01,333,0,0,-89.5,134.5,134.5,1.93478,-1.441128,0.0655105,-4.936081,-0.1016398,-8.55542,1
156963856,-0.29,3.72,-29.99,-29.85,334.27,333.04,0,0,-86,134,134,-1.127469,2.572037,0.06235882,-4.823954,-0.1023226,-8.722506,1
156963856,-0.29,3.72,-29.99,-29.85,334.27,333.04,0,0,-86,134,134,-0.8655809,-2.502375,0.05168148,-4.817465,-0.06762464,-8.297539,1
