LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip,labels,labels
249662,309263745,0,0.1211291,0.1217437,0.1555218,0,0,1
71351,110463297,0,0.1199317,0.1173787,0.1786833,0,1,1
421018,499663388,0,0.1099814,0.1159782,0.1561268,0,4,1
362594,434763525,0,0.1151204,0.1094489,0.1904842,0,0,1
180784,232663564,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
172588,223563872,0,0.1176876,0.1210488,0.1742152,0,0,1
338019,407463616,0,0.1760216,0.1396105,0.3051904,0,0,1
426152,505363607,0,0.00368108,0.00368267,0.02985233,0,4,1
299389,364563283,0,0.08326855,0.07396296,0.00300218,0,3,1
324326,392263865,0,0.1178357,0.1044046,0.00305002,0,3,1
34212,69263950,0,0.1120115,0.1037787,0.1659834,0,0,1
202093,256364080,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
117736,162563282,0,0.1553823,0.1324883,0.2387277,0,1,1
4139,18363485,0,0.00285428,0.00294861,0.00306227,0,0,1
425969,505163687,0,0.00565621,0.00647546,0.08455674,0,4,1
374846,448363916,0,0.1296795,0.1343378,0.2528899,0,4,1
304964,370763302,0,0.09211732,0.07483868,0.00279212,0,3,1
350263,421064007,0,0.1290386,0.1192018,0.2207462,0,0,1
417687,495964035,0,0.1237136,0.1311148,0.1731897,0,4,1
113999,158363296,0,0.1645611,0.1364211,0.2521787,0,1,1
192832,246064035,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
266589,328063722,0,0.1147689,0.1173514,0.1476612,0,0,1
419758,498263948,0,0.1055522,0.1224021,0.1819035,0,4,1
375474,449063636,0,0.1167502,0.1403808,0.2151521,0,4,1
222326,278863410,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
172498,223463912,0,0.1246697,0.1214814,0.1753466,0,0,1
294391,358963857,0,2.56619,1.086048,1.213961,0,3,1
215220,270964071,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
186363,238863583,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
8784,24163664,0,0.00280559,0.00290461,0.00315903,0,0,1
405890,482863444,0,0.1215047,0.1199165,0.2084631,0,4,1
298316,363363763,0,0.07505243,0.07947263,0.00270753,0,3,1
109995,153863430,0,0.1456821,0.1296275,0.2382876,0,1,1
272620,334763541,0,0.1243615,0.1179883,0.1886941,0,0,1
64139,102463998,0,0.1198696,0.1320979,0.2076217,0,0,1
3658,17763725,0,0.00267139,0.00292418,0.00296021,0,0,1
73514,112864003,0,0.1233421,0.1253305,0.2157166,0,1,1
286764,350463925,0,0.07106616,0.09075886,0.5933204,0,3,1
279017,341864033,0,0.1277442,0.1210138,0.2352918,0,0,1
161066,210763994,0,0.1310763,0.1125641,0.1902031,0,0,1
245430,304563959,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
431189,511563626,0,0.00289582,0.00278944,0.00282007,0,4,1
328109,396463851,0,0.1065259,0.1151938,0.00297997,0,3,1
236524,294663754,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
71260,110363337,0,0.1171967,0.1146438,0.1836905,0,1,1
317303,384463653,0,0.1040798,0.1030625,0.00285612,0,3,1
336307,405563543,0,0.1729106,0.1430379,0.3078091,0,0,1
70540,109563657,0,0.1089194,0.1249837,0.1320427,0,1,1
124342,169963654,0,0.1239414,0.1401735,0.1870218,0,0,1
84822,125563921,0,0.1462409,0.1374733,0.2380506,0,1,1
17811,51063733,0,0.1213437,0.1342361,0.1788326,0,0,1
30519,65163924,0,0.1178836,0.1188321,0.1613196,0,0,1
93094,134863533,0,0.2551835,0.1664049,0.3840624,0,1,1
374393,447863283,0,0.1274932,0.1273265,0.1884298,0,4,1
311538,378063714,0,0.07591885,0.0762444,0.00286246,0,3,1
433565,514564092,0,0.0027912,0.00289057,0.00279502,0,4,1
20607,54163326,0,0.1301972,0.1232645,0.1898122,0,0,1
400759,477164058,0,0.1019131,0.1114732,0.1371835,0,4,1
115956,160564082,0,0.1691653,0.1408091,0.2441484,0,1,1
289737,353763438,0,0.7531924,2.084271,13.25637,0,3,1
288294,352164078,0,0.2624426,0.2979294,0.1685821,0,3,1
270911,332863468,0,0.1144597,0.1111543,0.1877466,0,0,1
430320,510464066,0,0.00297401,0.00266467,0.00282974,0,4,1
178712,230363651,0,0.00097957,0.00038099,0.00393406,0,0,1
53857,91063560,0,0.1213309,0.1071179,0.181716,0,0,1
425250,504364007,0,0.1325675,0.1050926,0.1632373,0,4,1
83575,124163648,0,0.1419172,0.1421246,0.2112107,0,1,1
123351,168863261,0,0.1620201,0.1402374,0.2804044,0,0,1
82864,123363968,0,0.1452093,0.1210325,0.2503999,0,1,1
361244,433263292,0,0.1239586,0.1181141,0.1684653,0,0,1
131365,177763866,0,0.1391488,0.1282308,0.2531411,0,0,1
258486,319063990,0,0.1193539,0.1201534,0.1890299,0,0,1
203080,257463640,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
87402,128463594,0,0.1741491,0.1202913,0.2738997,0,1,1
99143,141663312,0,0.2059357,0.1467062,0.3293633,0,1,1
3897,18063605,0,0.00315248,0.00270578,0.00283021,0,0,1
309737,376063681,0,0.08613992,0.07100324,0.0028202,0,3,1
391403,466764053,0,0.1163367,0.1218887,0.2156403,0,4,1
376915,450663829,0,0.1583466,0.1354822,0.2514553,0,4,1
233645,291463368,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
154223,203163702,0,0.1516778,0.1329148,0.2227148,0,0,1
389425,464563267,0,0.1331837,0.1526276,0.2310926,0,4,1
171416,222263559,0,0.1162676,0.1036587,0.2351616,0,0,1
97008,139263439,0,0.2091571,0.1299992,0.3783529,0,1,1
404632,481464004,0,0.1107737,0.1197277,0.1766801,0,4,1
190228,243163529,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
258396,318964030,0,0.1361009,0.1205586,0.1597686,0,0,1
350892,421763727,0,0.1168595,0.1083043,0.1478148,0,0,1
380966,455163695,0,0.1339797,0.1659907,0.2181198,0,4,1
139734,187063478,0,0.1606719,0.1239953,0.2876536,0,0,1
291802,356063351,0,0.2938876,0.3889431,0.5834603,0,3,1
374304,447763323,0,0.12373,0.1253207,0.1970536,0,4,1
14072,46863747,0,0.00267018,0.00308037,0.00251171,0,0,1
67925,106663984,0,0.1162829,0.115004,0.1956126,0,0,1
133616,180263699,0,0.1558823,0.1239731,0.226597,0,0,1
358989,430763459,0,0.1251535,0.1320913,0.2333303,0,0,1
185824,238263823,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
138926,186163838,0,0.167392,0.1294962,0.2783914,0,0,1
175379,226663465,0,0.1110931,0.1246312,0.1825414,0,0,1
261100,321963663,0,0.1338449,0.11345,0.1735741,0,0,1
76812,116563356,0,0.1096761,0.1084391,0.1804533,0,1,1
372414,445663330,0,0.1072831,0.1148037,0.1639889,0,0,1
150539,199063676,0,0.1742664,0.1262001,0.2339672,0,0,1
386540,461363714,0,0.1370559,0.1480749,0.2204192,0,4,1
101278,144064018,0,0.180914,0.1373256,0.3315643,0,1,1
156654,205863455,0,0.1679582,0.1213028,0.2611386,0,0,1
149819,198263996,0,0.1615062,0.1366302,0.2687628,0,0,1
283519,346863699,0,0.1279986,0.1169937,0.1874812,0,0,1
427144,506464000,0,0.00283468,0.0030628,0.00298928,0,4,1
56654,94163986,0,0.116865,0.116159,0.1829775,0,0,1
268389,330063755,0,0.1226871,0.122091,0.1371627,0,0,1
91051,132563620,0,0.2321071,0.1526367,0.4098222,0,1,1
93539,135363333,0,0.2539062,0.1758994,0.392301,0,1,1
276133,338663647,0,0.1041679,0.1206841,0.1543537,0,0,1
262901,323963696,0,0.1164851,0.112802,0.1547589,0,0,1
158276,207663568,0,0.1397449,0.1240605,0.271258,0,0,1
200115,254163294,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
107237,150763837,0,0.1522943,0.148532,0.2338288,0,1,1
52417,89463367,0,0.1151414,0.1099835,0.1871846,0,0,1
89980,131363267,0,0.2288892,0.1555533,0.3486857,0,1,1
381776,456063335,0,0.128968,0.1477821,0.2601992,0,4,1
327928,396263931,0,0.1042089,0.11222,0.00253429,0,3,1
43494,79563995,0,0.1334234,0.1152823,0.182426,0,0,1
357910,429563939,0,0.1146026,0.1201834,0.1956766,0,0,1
402289,478863378,0,0.1140165,0.1131887,0.1636861,0,4,1
246242,305463599,0,0.1192927,0.1317274,0.1768166,0,0,1
323873,391764065,0,0.1125517,0.1015752,0.00287287,0,3,1
340267,409963449,0,0.1505832,0.1165657,0.2211058,0,0,1
228526,285763982,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
394737,470463406,0,0.1162357,0.1121807,0.1601724,0,4,1
18894,52264086,0,0.1241426,0.132847,0.1620247,0,0,1
116845,161563682,0,0.1511807,0.1325023,0.2146886,0,1,1
281538,344663746,0,0.1190469,0.1186097,0.1616327,0,0,1
215039,270763318,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
16821,49963340,0,0.1212184,0.121912,0.2077359,0,0,1
432373,513063859,0,0.00293457,0.00257437,0.00285298,0,4,1
428106,507663520,0,0.00277428,0.00267508,0.00284317,0,4,1
103767,146863731,0,0.1662129,0.1350225,0.2536486,0,1,1
101723,144563818,0,0.1658929,0.1366032,0.2905408,0,1,1
3339,17363885,0,0.00299057,0.00294799,0.00272908,0,0,1
44484,80663555,0,0.1273872,0.1152811,0.1798443,0,0,1
229878,287263382,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
270191,332063788,0,0.1380296,0.120155,0.1950089,0,0,1
43942,80063795,0,0.1189356,0.1159915,0.168445,0,0,1
186094,238563703,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
381596,455863415,0,0.1239129,0.1569742,0.2340403,0,4,1
299928,365163876,0,0.08298952,0.07199954,0.00295759,0,3,1
27640,61963538,0,0.1099896,0.1171727,0.1705483,0,0,1
18263,51563533,0,0.115845,0.1335487,0.2089755,0,0,1
85799,126663481,0,0.1679498,0.1289316,0.2556961,0,1,1
419576,498064028,0,0.1023578,0.1132247,0.1927819,0,4,1
71710,110863970,0,0.1314706,0.1238101,0.1761116,0,1,1
431504,511963466,0,0.0025232,0.00275983,0.002846,0,4,1
259658,320363470,0,0.1141323,0.1109759,0.1849972,0,0,1
235895,293964034,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
65668,104163318,0,0.1167523,0.1104757,0.1913031,0,0,1
356288,427763826,0,0.1222228,0.1220802,0.1746722,0,0,1
167364,217763693,0,0.1095471,0.1242378,0.128858,0,0,1
426511,505763447,0,0.00297983,0.00308361,0.00502901,0,4,1
51696,88663687,0,0.1282053,0.1317878,0.1719287,0,0,1
180694,232563604,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
48180,84763581,0,0.1183916,0.1164434,0.176963,0,0,1
149008,197363523,0,0.1568286,0.1311864,0.2836531,0,0,1
239489,297963267,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
19979,53463606,0,0.1307835,0.1210897,0.1595003,0,0,1
10707,26563537,0,0.00298724,0.00294931,0.00285543,0,0,1
161425,211163834,0,0.1184974,0.1160909,0.175666,0,0,1
288567,352463958,0,0.2253141,0.2901638,0.1589564,0,3,1
117024,161763602,0,0.1435831,0.1404166,0.2212799,0,1,1
329188,397663371,0,0.1087935,0.1024585,0.00286573,0,3,1
301361,366764069,0,0.07878277,0.0782249,0.00260931,0,3,1
226817,283863909,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
373855,447263523,0,0.1297176,0.1238591,0.2273052,0,4,1
197414,251163661,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
43222,79263282,0,0.1220726,0.1137477,0.1692026,0,0,1
236254,294363874,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
248223,307663552,0,0.1215143,0.1224713,0.2223719,0,0,1
353955,425164033,0,0.1198473,0.1272362,0.2432795,0,0,1
365205,437664031,0,0.1128033,0.1228637,0.1690347,0,0,1
224119,280863443,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
275774,338263807,0,0.1304454,0.1181187,0.167307,0,0,1
59810,97663419,0,0.1091449,0.1165856,0.1813831,0,0,1
406613,483663957,0,0.1158906,0.1224683,0.1846838,0,4,1
266139,327563922,0,0.1217954,0.126735,0.2100313,0,0,1
166645,216964013,0,0.1036387,0.1163713,0.1802037,0,0,1
288745,352663878,0,0.2311963,0.2517707,0.1666765,0,3,1
261731,322663383,0,0.1193078,0.1162931,0.1637683,0,0,1
378447,452363982,0,0.1288362,0.166276,0.2723661,0,4,1
118892,163863595,0,0.1669759,0.1292667,0.2602563,0,1,1
24753,58763985,0,0.1152526,0.1220363,0.1786031,0,0,1
247864,307263712,0,0.1254777,0.1164341,0.1644096,0,0,1
5104,19563838,0,0.00305039,0.00293812,0.00264934,0,0,1
339457,409063809,0,0.1765191,0.1251648,0.2870253,0,0,1
217642,273663824,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
10627,26463577,0,0.0029732,0.00273946,0.00279205,0,0,1
349633,420363454,0,0.1226796,0.1094802,0.2109188,0,0,1
243630,302563926,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
12705,29063370,0,0.00289888,0.00294289,0.00266744,0,0,1
243989,302963766,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
242733,301563493,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
177090,228563538,0,0.1179927,0.1152897,0.1924678,0,0,1
404811,481663924,0,0.1042712,0.1122842,0.1803172,0,4,1
50524,87363374,0,0.1107245,0.1100063,0.1973222,0,0,1
256326,316663284,0,0.1158914,0.1324264,0.1621727,0,0,1
257496,317963597,0,0.1158985,0.115561,0.1617685,0,0,1
28901,63363811,0,0.1167483,0.1146392,0.1933001,0,0,1
9827,25463977,0,0.00288594,0.00275759,0.00261076,0,0,1
292513,356863864,0,0.4376573,0.4359285,0.3525227,0,3,1
154765,203763462,0,0.1639234,0.1348215,0.2585,0,0,1
331169,399863324,0,0.09329865,0.1135366,0.2178608,0,0,1
214409,270063598,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
192201,245363482,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
11985,28163730,0,0.00280543,0.00279539,0.00287039,0,0,1
294567,359163777,0,0.7750804,0.559463,1.05175,0,3,1
178892,230563571,0,0.00028137,0.00010943,0.00112999,0,0,1
232660,290363808,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
251193,310963898,0,0.1075111,0.1118815,0.1674954,0,0,1
396083,471963639,0,0.122637,0.1065008,0.1542842,0,4,1
265243,326563489,0,0.1270184,0.1242723,0.2240103,0,0,1
208481,263463739,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
384380,458963841,0,0.1378136,0.1621738,0.2534888,0,4,1
393474,469063966,0,0.1259559,0.1195906,0.2323326,0,4,1
318653,385963886,0,0.1111762,0.1070165,0.0030486,0,3,1
292966,357363664,0,1.286129,2.097914,2.124424,0,3,1
337656,407063776,0,0.1789896,0.1400885,0.3003101,0,0,1
291450,355663511,0,1.071621,1.575448,1.987364,0,3,1
160525,210163401,0,0.1378898,0.1133797,0.1871615,0,0,1
276404,338963527,0,0.1237636,0.1226535,0.2000148,0,0,1
74765,114263443,0,0.1225003,0.1120556,0.163127,0,1,1
397787,473863712,0,0.1058828,0.1166686,0.1478145,0,4,1
346301,416663268,0,0.1403375,0.1185438,0.1749066,0,0,1
249215,308763945,0,0.1375922,0.1080944,0.1925652,0,0,1
218184,274263584,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
337385,406763896,0,0.1783171,0.144239,0.3182942,0,0,1
260560,321363903,0,0.1289811,0.1128133,0.2235663,0,0,1
328737,397163571,0,0.09612632,0.1107857,0.0027146,0,3,1
288924,352863798,0,0.2345175,0.2294478,0.1272669,0,3,1
32050,66864077,0,0.1141732,0.1198461,0.1422967,0,0,1
276674,339263407,0,0.1233227,0.121433,0.1849122,0,0,1
401388,477863778,0,0.1076404,0.1041542,0.1530166,0,4,1
386988,461863514,0,0.1410057,0.1506625,0.2882825,0,4,1
397609,473663792,0,0.1192659,0.1149899,0.1502867,0,4,1
81170,121463895,0,0.1246767,0.1232232,0.173778,0,1,1
164931,215063940,0,0.1215959,0.1170283,0.1830515,0,0,1
404989,481863844,0,0.09789246,0.1201221,0.1425218,0,4,1
99410,141964025,0,0.1827976,0.1419387,0.3203839,0,1,1
121471,166763268,0,0.1630708,0.1345082,0.217439,0,1,1
344770,414963948,0,0.1242695,0.1214352,0.1827239,0,0,1
113109,157363696,0,0.1403174,0.1195415,0.1952498,0,1,1
226185,283163356,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
404722,481563964,0,0.1117992,0.1098914,0.1875809,0,4,1
48720,85363341,0,0.1063221,0.1101415,0.1777499,0,0,1
40791,76563529,0,0.1018743,0.1253147,0.1839241,0,0,1
219087,275264017,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
424440,503463534,0,0.1185725,0.1151673,0.1992403,0,4,1
276313,338863567,0,0.1289269,0.1156585,0.1771745,0,0,1
54039,91263480,0,0.1198592,0.1196071,0.1789925,0,0,1
187983,240663696,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
224662,281464036,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
192292,245463442,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
310549,376963321,0,0.07330848,0.07553677,0.0024845,0,3,1
110085,153963390,0,0.1659363,0.1272479,0.251508,0,1,1
265870,327264042,0,0.1308026,0.1197659,0.2323908,0,0,1
123711,169263934,0,0.1283695,0.1495723,0.2690189,0,0,1
302531,368063549,0,0.08510371,0.08889426,0.00263261,0,3,1
245700,304863839,0,0.2639983,0.1968763,1.740574,0,0,1
252002,311863538,0,0.127316,0.1145313,0.2078397,0,0,1
130915,177264066,0,0.1558179,0.1283347,0.2948039,0,0,1
197234,250963741,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
76188,115863636,0,0.1150928,0.116658,0.1276718,0,1,1
272081,334163781,0,0.1264082,0.1199991,0.1670497,0,0,1
348013,418563341,0,0.1327052,0.1016817,0.1607561,0,0,1
305776,371663775,0,0.08297391,0.08369421,0.00298622,0,3,1
410661,488163823,0,0.1199154,0.1162465,0.1556896,0,4,1
412554,490263816,0,0.1096806,0.1178421,0.1759358,0,4,1
304513,370263502,0,0.0767151,0.07258578,0.00302016,0,3,1
360071,431963812,0,0.1109054,0.1073537,0.1593918,0,0,1
227359,284463669,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
152873,201663469,0,0.1481757,0.133118,0.264428,0,0,1
400399,476763385,0,0.1042965,0.1010035,0.1504128,0,4,1
238318,296663787,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
321083,388663639,0,0.1061789,0.1127231,0.00279169,0,3,1
63864,102163285,0,0.1136318,0.1185675,0.1587904,0,0,1
125693,171463887,0,0.1278683,0.1224049,0.2089538,0,0,1
209201,264263419,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
425791,504963767,0,0.01697546,0.01982408,0.1947723,0,4,1
255065,315263844,0,0.1159017,0.1208214,0.167725,0,0,1
368628,441463344,0,0.1123669,0.1283156,0.1666389,0,0,1
114534,158963889,0,0.1419494,0.1254388,0.2415475,0,1,1
293854,358363264,0,0.1238069,0.6579698,0.5672728,0,3,1
136138,183063412,0,0.1629204,0.1401677,0.2570586,0,0,1
433327,514263379,0,0.00304543,0.00301472,0.00303654,0,4,1
377094,450863749,0,0.1453259,0.1455259,0.2270682,0,4,1
195527,249063668,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
296172,360963890,0,0.07835736,0.0828793,0.01356862,0,3,1
298675,363763603,0,0.07455616,0.07397954,0.003069,0,3,1
425068,504164087,0,0.1183288,0.1089933,0.145298,0,4,1
84910,125663881,0,0.1447422,0.1286661,0.2391372,0,1,1
19616,53063766,0,0.1189341,0.1301265,0.1605663,0,0,1
105102,148363964,0,0.150994,0.1182231,0.2752883,0,1,1
254524,314664084,0,0.1238573,0.1180688,0.1790348,0,0,1
94162,136063886,0,0.2516245,0.1784758,0.404067,0,1,1
265420,326763409,0,0.1257724,0.1304277,0.216679,0,0,1
404180,480963371,0,0.105027,0.1098316,0.149952,0,4,1
57016,94563826,0,0.1248357,0.1211909,0.1651368,0,0,1
106260,149663444,0,0.1616248,0.1233037,0.2797164,0,1,1
239940,298463900,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
278296,341063520,0,0.124129,0.1201035,0.1785838,0,0,1
59268,97063659,0,0.1350464,0.1218978,0.1211118,0,0,1
275683,338163847,0,0.1276543,0.1249408,0.1618355,0,0,1
356377,427863786,0,0.1269639,0.1117385,0.1515113,0,0,1
283790,347163579,0,0.1270412,0.1189166,0.1776219,0,0,1
406071,483063364,0,0.1209846,0.1168154,0.1998318,0,4,1
77879,117763709,0,0.1241845,0.1197171,0.1667632,0,1,1
350352,421163967,0,0.1270678,0.1166775,0.2185259,0,0,1
308747,374963288,0,0.08504882,0.07630363,0.00265951,0,3,1
17993,51263653,0,0.1164028,0.1123809,0.1350548,0,0,1
24033,57963472,0,0.1314738,0.1186613,0.2020444,0,0,1
16462,49563500,0,0.06158769,0.05659764,0.00272227,0,0,1
202719,257063800,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
139553,186863558,0,0.1747963,0.1311377,0.2909869,0,0,1
304605,370363462,0,0.08472254,0.07867862,0.00262523,0,3,1
103679,146763771,0,0.155729,0.1420534,0.2655582,0,1,1
381957,456264088,0,0.1354673,0.1437578,0.2568704,0,4,1
221426,277863810,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
149458,197863323,0,0.1614298,0.1299063,0.2870554,0,0,1
47278,83763981,0,0.1255277,0.1295151,0.2170575,0,0,1
130375,176663473,0,0.1808451,0.1170347,0.272282,0,0,1
284329,347763339,0,0.1107394,0.1099516,0.1641368,0,0,1
151980,200663869,0,0.1560297,0.1397156,0.2718416,0,0,1
385821,460564034,0,0.135046,0.1496439,0.2613146,0,4,1
131635,178063746,0,0.1560768,0.1194573,0.2431419,0,0,1
402922,479563931,0,0.1059827,0.1123028,0.1773533,0,4,1
417865,496163955,0,0.1208103,0.1221386,0.1896622,0,4,1
223310,279963803,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
146218,194263930,0,0.1833645,0.1228209,0.2634726,0,0,1
282168,345363466,0,0.1265219,0.1320115,0.1576155,0,0,1
44124,80263715,0,0.1212539,0.1213387,0.130849,0,0,1
74945,114463363,0,0.1125709,0.1233798,0.1871655,0,1,1
407423,484563597,0,0.111305,0.1131435,0.1798301,0,4,1
267039,328563522,0,0.1261084,0.1225377,0.1726672,0,0,1
375205,448763756,0,0.1297356,0.1342158,0.199239,0,4,1
249393,308963865,0,0.1253835,0.1224809,0.1863607,0,0,1
211177,266463372,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
83220,123763808,0,0.1403355,0.139524,0.2251923,0,1,1
309467,375763801,0,0.07782853,0.07968573,0.00274085,0,3,1
20880,54464039,0,0.1200714,0.1202924,0.2075194,0,0,1
51965,88963567,0,0.1276814,0.1178603,0.1957149,0,0,1
113733,158063416,0,0.1391331,0.1296516,0.242366,0,1,1
107149,150663877,0,0.1469825,0.1400279,0.2618293,0,1,1
132266,178763466,0,0.1617519,0.1306311,0.2453282,0,0,1
120493,165663708,0,0.1395118,0.1354618,0.2404571,0,1,1
6784,21663831,0,0.00272398,0.00291567,0.00287395,0,0,1
75654,115263876,0,0.1163963,0.1179207,0.1671983,0,1,1
340447,410163369,0,0.1382729,0.1113803,0.209117,0,0,1
355567,426963313,0,0.1205141,0.1180039,0.1693879,0,0,1
184559,236863550,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
368537,441363384,0,0.1168613,0.1193373,0.1709409,0,0,1
107681,151263637,0,0.1713336,0.1197886,0.2312027,0,1,1
272262,334363701,0,0.1247967,0.117978,0.1490607,0,0,1
123982,169563814,0,0.1200821,0.1295656,0.2544164,0,0,1
95587,137664079,0,0.227592,0.1812805,0.4193949,0,1,1
185105,237463310,0,6.00E-07,6.00E-07,6.00E-07,0,0,1
394285,469963606,0,0.1077339,0.1273766,0.185879,0,4,1
9907,25563937,0,0.00289043,0.00295437,0.00283489,0,0,1
120670,165863628,0,0.1597985,0.122286,0.2367531,0,1,1
341528,411363722,0,0.1277655,0.1199068,0.1803566,0,0,1
69998,108963897,0,0.112107,0.1245841,0.1747041,0,1,1
403370,480063731,0,0.1209791,0.1014841,0.1488078,0,4,1
146668,194763730,0,0.1503596,0.1271482,0.2158111,0,0,1
153864,202763862,0,0.1585925,0.1324041,0.2575425,0,0,1
341439,411263762,0,0.1302054,0.1054169,0.1890621,0,0,1
42229,78163722,0,0.1248295,0.117282,0.1826094,0,0,1
126595,172463487,0,0.1402945,0.1336071,0.2210466,0,0,1
416518,494663722,0,0.1053491,0.1152216,0.1369375,0,4,1
62244,100364005,0,0.1075895,0.1253736,0.1858015,0,0,1
273793,336063854,0,0.1071617,0.118653,0.1954406,0,0,1
75477,115063956,0,0.1147718,0.1250635,0.160543,0,1,1
44662,80863475,0,0.1142444,0.117441,0.1844803,0,0,1
323784,391663272,0,0.115804,0.1006312,0.00286247,0,3,1
72070,111263810,0,0.1113449,0.1293034,0.1835646,0,1,1
23492,57363712,0,0.1375612,0.1211142,0.1418091,0,0,1
12546,28863450,0,0.00284344,0.00283602,0.00277155,0,0,1
335495,404663903,0,0.1751535,0.1367151,0.306463,0,0,1
126773,172663407,0,0.1374735,0.140854,0.2117666,0,0,1
284151,347563419,0,0.1070377,0.1197611,0.1524663,0,0,1
435610,517063925,0,0.00282639,0.0030316,0.00283652,0,4,1
97986,140363832,0,0.2108643,0.1531502,0.3325845,0,1,1
103234,146263971,0,0.1662451,0.1304442,0.2959688,0,1,1
375656,449263556,0,0.1266449,0.1464644,0.2455545,0,4,1
324597,392563745,0,0.1107857,0.1200087,0.00272486,0,3,1
273342,335564054,0,0.1222655,0.1219104,0.2037148,0,0,1
157466,206763928,0,0.171668,0.1240043,0.2870955,0,0,1
230509,287963935,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
65941,104464031,0,0.1095058,0.1078177,0.1615381,0,0,1
224212,280963403,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
162860,212764027,0,0.1310306,0.1179728,0.2019363,0,0,1
208931,263963539,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
337927,407363656,0,0.1786209,0.1407456,0.3369729,0,0,1
433806,514863972,0,0.00301141,0.00250671,0.00281614,0,4,1
229609,286963502,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
157646,206963848,0,0.1685437,0.1431785,0.3056021,0,0,1
372593,445864083,0,0.1245008,0.1192888,0.1685334,0,0,1
383665,458163328,0,0.1303661,0.1535866,0.2550832,0,4,1
334865,403963350,0,0.1666921,0.1469238,0.2704804,0,0,1
225565,282463636,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
308298,374463488,0,0.07523155,0.0848685,0.00291106,0,3,1
429133,508963833,0,0.00281742,0.00261012,0.00282935,0,4,1
4298,18563405,0,0.00268458,0.00279441,0.00294352,0,0,1
176009,227364018,0,0.1450018,0.1229107,0.2049096,0,0,1
64677,103063758,0,0.1175851,0.1279694,0.1720181,0,0,1
253174,313163851,0,0.1073879,0.1219952,0.1639574,0,0,1
201016,255163727,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
374937,448463876,0,0.1365615,0.1337431,0.222701,0,4,1
192021,245163562,0,6.00E-07,6.00E-07,6.00E-07,0,2,1
357458,429063306,0,0.1209584,0.1191288,0.1772702,0,0,1
420477,499063628,0,0.1140825,0.113868,0.1477928,0,4,1
5344,19863718,0,0.00292334,0.00280652,0.00279275,0,0,1
16010,49063700,0,0.01551211,0.01251583,0.0028122,0,0,1
361873,433963845,0,0.1127869,0.1161149,0.1713839,0,0,1
