LineNo,abTimeUS,abI,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,abEG,abEA,abT,abGH,abAH,abGHz,abAHz,labels
50899,87784039,0,1.501562,1.334209,0.168987,-0.1967821,-0.03192525,-10.03177,0,0,29.98691,1,1,1000,1000,0
263916,325104073,0,2.074224,-1.1708,0.05638449,-0.2837839,0.01829159,-9.827382,0,0,38.19365,1,1,1000,1000,0
325332,393383417,0,0.00299726,0.00296141,-0.01733362,0.01072358,-0.01585868,-9.817663,0,0,39.57913,1,1,1000,1000,3
234046,291944009,0,-3.260066,-0.2506263,-0.1301464,1.000002,1.000001,1.000002,0,0,37.39817,1,1,999,999,2
362068,434183757,0,-0.6109374,-2.305797,0.02817683,-0.1837369,-0.04076746,-9.854,0,0,40.26844,1,1,999,999,0
124636,170303518,0,-0.3294653,-2.525502,1.107031,-0.6076864,-0.950358,-10.18974,0,0,33.59724,1,1,1000,1000,0
188648,241423392,0,-2.821329,1.446265,-0.01478151,1.000002,1.000001,1.000002,0,0,36.00392,1,1,999,999,2
318229,385504070,0,0.00308746,0.00306969,-0.01713442,0.01543061,0.0161396,-9.816997,0,0,39.43486,1,1,999,999,3
195016,248503892,0,-0.6664445,2.679821,0.3100323,1.000002,1.000001,1.000002,0,0,36.21374,1,1,1000,1000,2
230698,288183847,0,2.874224,-2.033535,-0.1146152,1.000002,1.000001,1.000002,0,0,37.3023,1,1,1000,1000,2
344624,414824004,0,0.01548894,2.325544,0.04559209,-0.3790508,0.02350282,-9.948754,0,0,39.95303,1,1,999,999,0
302817,368383421,0,0.00334862,0.00332931,-0.00698133,0.0108532,0.01642974,-9.817071,0,0,39.10804,1,1,1000,1000,3
314604,381464020,0,0.0031038,0.00315059,-0.01310811,0.00141365,0.00263901,-9.817956,0,0,39.35941,1,1,1000,1000,3
176103,227463978,0,0.08507127,-2.597167,0.08448969,-0.7641591,-0.03376988,-10.07812,0,0,35.57541,1,1,999,999,0
180169,231983836,0,1.397144,1.499186,0.06362895,1.000002,1.000001,1.000002,0,0,35.71634,1,1,999,999,0
110216,154143318,0,0.2183657,2.658799,0.05087318,-4.72027,-0.2840889,-8.752163,0,0,32.96616,1,1,1000,1000,1
432394,513103843,0,0.00128857,0.00128815,0.00133866,-0.00076862,-0.00049442,-9.816858,0,0,41.36289,1,1,1000,1000,4
17756,51023749,0,-1.200617,2.100717,0.02745353,-0.00609973,-0.02251285,-9.845612,0,0,28.02986,1,1,1000,1000,0
66604,105223727,0,1.684565,1.683387,0.03807402,-1.04431,0.00890265,-9.941117,0,0,30.83479,1,1,1000,1000,0
50460,87303398,0,-1.506606,1.732718,0.04668221,-0.2024436,0.01323359,-9.844662,0,0,29.96287,1,1,1000,1000,0
337963,407423632,0,-2.879191,0.5549288,0.06988477,-4.609985,-0.06862678,-8.557363,0,0,39.82698,1,1,999,999,0
168199,218703317,0,-0.7449651,2.234079,0.03798568,-0.04499014,0.00752931,-9.87426,0,0,35.29615,1,1,1000,1000,0
146941,195063610,0,1.800959,2.052678,0.03428893,-5.037322,-0.09379127,-8.642229,0,0,34.50056,1,1,1000,1000,0
102193,145103602,0,0.9217552,-2.566149,0.05386917,-5.515737,-0.08892839,-8.117176,0,0,32.59803,1,1,1000,1000,1
122220,167623757,0,1.519941,1.989637,0.09138648,-5.217392,-0.4106964,-8.935686,0,0,33.49492,1,1,999,999,1
281824,344983618,0,-1.923972,-1.396517,0.03675893,-0.3054526,0.00468329,-9.81299,0,0,38.63007,1,1,999,999,0
223425,280103747,0,-2.954228,2.589679,0.1122806,1.000002,1.000001,1.000002,0,0,37.09215,1,1,1000,1000,2
343284,413343763,0,-0.922075,2.175652,0.05865566,-1.45988,-0.04126994,-9.306259,0,0,39.92807,1,1,1000,1000,0
213551,269143966,0,1.132615,1.944764,-0.01787603,1.000002,1.000001,1.000002,0,0,36.79791,1,1,999,999,2
122814,168263501,0,-1.621623,2.3575,0.6136741,-3.01404,0.3031951,-10.90634,0,0,33.51944,1,1,1000,1000,0
134361,181103363,0,-1.011003,-2.443969,0.04360602,-4.76271,0.02414192,-8.310877,0,0,34.00043,1,1,1000,1000,0
382860,457263688,0,0.3122107,-2.671314,0.05745286,-1.66984,-3.99292,-8.57766,0,0,40.6188,1,1,999,999,4
123018,168503405,0,1.004125,-2.277503,0.6071803,-1.792356,0.439347,-11.98472,0,0,33.52861,1,1,1000,1000,0
376600,450343957,0,1.611103,-2.19903,0.06390324,-1.469165,-3.568234,-8.874668,0,0,40.51657,1,1,999,999,4
438257,520303462,0,0.00115577,0.00110971,0.00113585,-0.00076536,-0.00080776,-9.817425,0,0,41.44914,1,1,999,999,4
398552,474743360,0,-0.7497452,2.292316,0.04157408,-0.04574427,-0.01130461,-9.793097,0,0,40.86678,1,1,999,999,4
411317,488903527,0,0.8976622,2.100875,0.0341419,-0.0341715,-0.02258402,-9.87302,0,0,41.05734,1,1,1000,1000,4
276519,339103471,0,0.03458041,2.407781,0.05421398,-0.6083996,0.01073034,-9.867756,0,0,38.50399,1,1,999,999,0
170822,221623815,0,-1.607565,0.3085069,0.04836618,0.01744039,-0.07071923,-9.211821,0,0,35.39015,1,1,1000,1000,0
250203,309863505,0,2.231449,0.8480908,0.04539972,-0.3530548,0.04354758,-9.99017,0,0,37.83896,1,1,999,999,0
407716,484903461,0,0.9698312,-2.111915,0.0373157,-0.00829103,0.01207207,-9.712499,0,0,41.00442,1,1,999,999,4
16235,49343588,0,0.00070423,0.00065111,0.00072711,-0.00078527,0.00198205,-9.817697,0,0,27.93456,1,1,1000,1000,0
5135,19623814,0,0.00023221,0.00014397,0.00017694,-0.00077686,-0.00045054,-9.817525,0,0,26.15736,1,1,999,999,0
90707,132183772,0,-2.422693,2.259346,0.08734541,-5.568194,0.3329705,-7.97431,0,0,32.05225,1,1,1000,1000,1
130681,177023329,0,2.056536,-1.582615,0.06282673,-4.931477,-0.08727194,-8.611885,0,0,33.84982,1,1,999,999,0
110396,154344071,0,0.3196424,2.655917,0.05831202,-4.792563,-0.2442826,-8.7925,0,0,32.97419,1,1,1000,1000,1
354423,425703817,0,1.976334,1.30323,0.1411739,-0.8796439,0.04255519,-9.928925,0,0,40.13278,1,1,999,999,0
371260,444383842,0,-1.110996,-2.092747,0.02743351,-0.02607388,0.03860328,-9.825703,0,0,40.42661,1,1,999,999,0
102983,145984083,0,-1.894801,-1.991811,0.03591174,-5.116462,-0.06912147,-8.028984,0,0,32.63435,1,1,1000,1000,1
20340,53863446,0,-0.7431203,-2.372071,0.03956937,0.01215951,0.0696595,-9.851584,0,0,28.18975,1,1,1000,1000,0
87445,128543562,0,2.080865,-1.849238,0.09669178,-5.155766,0.1997169,-8.495068,0,0,31.89419,1,1,1000,1000,1
295016,359663577,0,0.4272116,-4.408628,-0.2058514,11.96204,16.03141,-22.29933,0,0,38.93427,1,1,999,999,3
280861,343944034,0,1.819779,1.635795,0.04006704,-0.7333647,0.04314689,-9.94375,0,0,38.60794,1,1,1000,1000,0
30836,65543772,0,0.08131375,2.294571,0.03775831,-0.00846078,0.01938504,-9.825591,0,0,28.83165,1,1,1000,1000,0
222072,278583522,0,4.340866,-1.064475,-0.01007563,1.000002,1.000001,1.000002,0,0,37.05199,1,1,1000,1000,2
23405,57263752,0,-1.598555,-1.924417,0.04813176,0.04300364,0.01773987,-9.869006,0,0,28.37919,1,1,1000,1000,0
254470,314623267,0,1.819229,1.57781,0.0253259,-0.4845516,-0.00685635,-9.957179,0,0,37.95168,1,1,999,999,0
362989,435223341,0,0.8395815,2.287692,0.2106365,-0.4839238,-0.01159269,-10.18757,0,0,40.28481,1,1,999,999,0
346946,417383813,0,1.925612,1.529994,-0.01125735,-1.414677,-0.02567504,-9.799414,0,0,39.99591,1,1,999,999,0
51980,88983559,0,2.028742,1.835008,-0.02035698,-1.357517,0.00828416,-9.920609,0,0,30.04684,1,1,1000,1000,0
298049,363063883,0,0.00344085,0.00337332,-0.00325361,-0.00991559,-0.00149995,-9.81729,0,0,39.00262,1,1,1000,1000,3
407015,484143765,0,1.501162,1.879567,0.03919305,-0.02651653,-0.00113777,-9.854372,0,0,40.99429,1,1,999,999,4
378382,452304006,0,-1.523985,-2.199091,0.04211566,-1.575284,-3.957875,-8.641487,0,0,40.54576,1,1,999,999,4
138703,185943926,0,2.358491,1.177113,0.04789242,-5.056037,-0.1002151,-8.657076,0,0,34.17647,1,1,1000,1000,0
216688,272623407,0,1.779275,-0.9889888,0.2381389,1.000002,1.000001,1.000002,0,0,36.89251,1,1,999,999,2
116681,161383754,0,-1.923741,-1.732364,0.04482135,-4.579793,-0.3226858,-8.425858,0,0,33.25311,1,1,1000,1000,1
5594,20183590,0,0.000197,0.00025499,0.00025894,-0.00099499,-0.00044624,-9.817995,0,0,26.1925,1,1,1000,1000,0
313524,380263667,0,0.00315297,0.00316524,-0.01304387,0.02374121,0.0136454,-9.816866,0,0,39.3368,1,1,999,999,3
54761,92063993,0,1.484897,-1.878308,0.05655058,-0.2130957,-0.00020808,-9.862928,0,0,30.19958,1,1,1000,1000,0
92586,134303757,0,-2.197902,-2.320532,0.05635222,-5.745488,0.5020924,-7.559823,0,0,32.14342,1,1,1000,1000,1
228801,286063862,0,-1.104049,-2.084472,-0.5310504,1.000002,1.000001,1.000002,0,0,37.2477,1,1,999,999,2
206136,260863946,0,1.1372,0.2277507,-0.7306272,1.000002,1.000001,1.000002,0,0,36.56838,1,1,1000,1000,2
8337,23623880,0,0.000327,0.00031697,0.00040415,7.63E-05,-0.00184021,-9.817377,0,0,26.40693,1,1,1000,1000,0
311644,378183666,0,0.00313661,0.00320776,-0.01299696,-0.00070907,-0.02980655,-9.817417,0,0,39.2974,1,1,1000,1000,3
179086,230783483,0,1.174633,0.8929214,0.06720381,1.000002,1.000001,1.000002,0,0,35.67913,1,1,1000,1000,0
387817,462783979,0,-2.488169,-0.9731158,0.04190443,-1.668781,-4.107196,-8.753557,0,0,40.69868,1,1,999,999,4
427007,506344048,0,0.00132568,0.00127826,0.00159958,-0.00035655,-0.00096786,-9.816301,0,0,41.28001,1,1,1000,1000,4
258771,319383862,0,1.181519,2.090268,0.02230144,-0.5234827,0.06596347,-9.946651,0,0,38.06263,1,1,999,999,0
49017,85704038,0,-1.930506,1.363636,0.04611753,-0.7542692,0.01862277,-9.834391,0,0,29.88246,1,1,1000,1000,0
131941,178423602,0,1.630558,-2.104844,0.05969038,-4.901451,-0.02415224,-8.53551,0,0,33.90173,1,1,1000,1000,0
138427,185624054,0,1.530766,-2.189832,0.05908182,-4.955419,-0.00339503,-8.48152,0,0,34.16492,1,1,1000,1000,0
429797,509823489,0,0.00123854,0.00121549,0.00133887,-0.00118213,-0.00059306,-9.817189,0,0,41.32291,1,1,999,999,4
114924,159423705,0,2.544133,0.0711492,0.06373922,-4.707052,-0.2520005,-8.752788,0,0,33.17611,1,1,1000,1000,1
381460,455743463,0,-2.219563,1.430643,0.05884382,-1.663123,-4.257515,-8.891184,0,0,40.59655,1,1,999,999,4
416699,494863642,0,-1.15006,2.051232,0.05000637,-0.01133574,-0.02055464,-9.800407,0,0,41.1349,1,1,999,999,4
76293,115983588,0,-2.173161,0.8372048,0.05621822,-0.5564733,0.03183009,-9.788299,0,0,31.33385,1,1,1000,1000,1
148782,197143611,0,2.540301,-1.299196,0.0220449,-5.027984,-0.03152392,-8.61233,0,0,34.5731,1,1,999,999,0
87168,128223690,0,-1.052983,-2.482394,0.08019482,-4.89974,0.1177642,-8.285297,0,0,31.8802,1,1,1000,1000,1
83334,123903752,0,-2.613824,-0.3530816,0.1021728,-2.732949,-0.04848874,-9.586237,0,0,31.68991,1,1,1000,1000,1
359184,430983371,0,-2.043178,1.758941,0.09969163,-1.175235,-0.03726107,-9.889158,0,0,40.2177,1,1,999,999,0
44789,81023411,0,-0.4531507,-2.287253,0.04420638,-0.5788167,0.01373446,-9.85981,0,0,29.64478,1,1,1000,1000,0
175944,227304042,0,1.707378,1.849226,0.09743708,-0.5793644,-0.00600445,-10.19046,0,0,35.57038,1,1,999,999,0
65525,104023374,0,1.233721,2.552558,0.01699834,-1.493439,-0.00740451,-9.723114,0,0,30.77802,1,1,1000,1000,0
349648,420383446,0,-1.757096,1.72417,-0.2258537,-0.5990335,-0.01734075,-10.34608,0,0,40.0457,1,1,999,999,0
323966,391864025,0,0.00299389,0.00295626,-0.01726492,-0.02831788,0.01443023,-9.817222,0,0,39.5516,1,1,1000,1000,3
410256,487743991,0,-2.340885,0.1469436,0.03903813,-0.01894902,-0.01557378,-9.834322,0,0,41.04206,1,1,999,999,4
312122,378743442,0,0.00319521,0.00319139,-0.01299961,0.00152041,-0.00450236,-9.818953,0,0,39.30804,1,1,1000,1000,3
144999,192943625,0,2.510457,-0.9249651,0.00762824,-4.994212,-0.06120531,-8.595545,0,0,34.4261,1,1,1000,1000,0
270234,332143756,0,2.452887,0.1500844,0.0303733,-1.153349,-0.00242271,-10.02598,0,0,38.35152,1,1,999,999,0
106479,149943332,0,0.09445335,2.686096,0.05405501,-4.942731,-0.2028256,-8.74786,0,0,32.79651,1,1,1000,1000,1
129420,175623889,0,2.220942,-1.31997,0.1090339,-4.784441,0.06010329,-8.638083,0,0,33.79766,1,1,1000,1000,0
373619,447023619,0,-0.8825837,2.244171,0.04487541,-0.3835087,-0.8442791,-10.02589,0,0,40.46667,1,1,999,999,4
71275,110383329,0,-1.802498,-1.451638,0.02428215,-0.7385566,-0.0132736,-9.870305,0,0,31.07635,1,1,1000,1000,1
204343,258863913,0,0.1887131,-2.606178,-0.5558561,1.000002,1.000001,1.000002,0,0,36.51198,1,1,1000,1000,2
296283,361103834,0,0.00345656,0.00343529,-0.00285724,-0.00932565,0.01687284,-9.828475,0,0,38.96331,1,1,1000,1000,3
416802,494983594,0,-2.275494,-0.5913575,0.03645592,0.01763541,-0.00649714,-9.852507,0,0,41.13644,1,1,999,999,4
433682,514744020,0,0.00122403,0.00121374,0.00124001,-0.00083747,-0.00084633,-9.816805,0,0,41.38272,1,1,999,999,4
140098,187463318,0,0.2718162,2.724836,-0.00233522,-4.985581,-0.08360253,-8.657187,0,0,34.23117,1,1,999,999,0
268154,329823851,0,-2.129465,-0.9264734,0.05457633,-0.3615705,-0.06757206,-9.793484,0,0,38.2999,1,1,999,999,0
77120,116944037,0,2.263525,0.8163201,0.03261734,-0.2945052,0.03228132,-9.845116,0,0,31.37751,1,1,1000,1000,1
33236,68183549,0,-2.278829,-0.7555373,0.03333112,0.03589107,-0.02709487,-9.847576,0,0,28.97331,1,1,1000,1000,0
146622,194743738,0,2.581458,-0.3442488,0.03712866,-5.019152,-0.07767893,-8.629048,0,0,34.48935,1,1,999,999,0
70655,109703601,0,0.4897138,-2.278255,0.04062471,-1.180513,0.01504172,-9.93709,0,0,31.04475,1,1,1000,1000,1
264475,325743817,0,-1.602318,1.44823,0.04670312,-0.1519376,-0.00238512,-9.612173,0,0,38.20816,1,1,1000,1000,0
381639,455943383,0,-2.359064,1.028634,0.05670962,-1.650611,-4.251425,-8.926043,0,0,40.59948,1,1,999,999,4
55307,92663753,0,0.9688172,-2.603815,-0.1173553,-0.09834083,-0.03295018,-9.644979,0,0,30.22915,1,1,1000,1000,0
400794,477224034,0,-1.148468,1.725483,0.0350966,0.03309307,0.01245404,-8.63311,0,0,40.90081,1,1,999,999,4
428779,508544001,0,0.00131755,0.00133043,0.00130889,-0.00146714,-0.00091916,-9.81781,0,0,41.30719,1,1,1000,1000,4
144442,192303881,0,-1.865651,-1.823011,-0.01162508,-4.747115,-0.09407537,-8.245326,0,0,34.40351,1,1,999,999,0
276701,339303391,0,-0.3637248,2.417872,0.06749448,-0.5203646,-0.0359267,-9.860643,0,0,38.50832,1,1,999,999,0
199790,253823430,0,-0.400591,-2.325109,-0.08993275,1.000002,1.000001,1.000002,0,0,36.36818,1,1,1000,1000,2
195552,249103652,0,-0.909635,3.301871,0.2899484,1.000002,1.000001,1.000002,0,0,36.2313,1,1,999,999,2
256791,317183909,0,2.401227,-0.4255035,0.03787309,-1.047355,-0.01056731,-10.08384,0,0,38.01157,1,1,999,999,0
52778,89864040,0,1.933427,-1.244843,0.06314836,-1.324732,-0.01636674,-9.893338,0,0,30.09064,1,1,1000,1000,0
386813,461663594,0,0.3538238,2.593032,0.04914504,-1.840608,-4.250619,-8.909753,0,0,40.68259,1,1,1000,1000,4
174342,225543913,0,-1.874316,-1.371874,0.1003128,-0.5289649,0.01874608,-9.856068,0,0,35.5149,1,1,1000,1000,0
230003,287423318,0,-0.6868057,3.506148,0.08689741,1.000002,1.000001,1.000002,0,0,37.28277,1,1,999,999,2
179268,230983403,0,1.54273,0.9993606,-0.08490932,1.000002,1.000001,1.000002,0,0,35.68534,1,1,1000,1000,0
240587,299183612,0,1.885587,1.27596,1.503807,1.000002,1.000001,1.000002,0,0,37.57943,1,1,999,999,2
326412,394583770,0,0.00301465,0.00295109,-0.01730251,0.00886024,0.03627096,-9.817848,0,0,39.60078,1,1,999,999,3
294878,359543625,0,3.287498,-5.733506,-9.892112,0.08280797,0.3860939,-5.923789,0,0,38.93184,1,1,999,999,3
103338,146383923,0,-1.285759,-2.348893,0.03838712,-5.181604,-0.08139331,-8.072655,0,0,32.65083,1,1,1000,1000,1
123297,168823277,0,2.785577,-0.3924551,0.6106201,-0.7258147,0.4607352,-11.81264,0,0,33.54085,1,1,1000,1000,0
136321,183263332,0,-0.3591845,2.631182,0.047745,-4.889964,-0.08269518,-8.699125,0,0,34.07935,1,1,1000,1000,0
218028,274103648,0,-0.9742849,-2.485167,-0.03513247,1.000002,1.000001,1.000002,0,0,36.9324,1,1,999,999,2
150844,199423532,0,-0.2255946,-2.713839,0.02716208,-4.78223,0.03845789,-8.360824,0,0,34.65205,1,1,999,999,0
320288,387783991,0,0.00306608,0.00297579,-0.01715124,-0.02165359,0.0025806,-9.817707,0,0,39.47699,1,1,999,999,3
396098,471983631,0,-2.233731,0.5864255,0.04456746,0.02997785,0.03336243,-9.836819,0,0,40.82858,1,1,1000,1000,4
314884,381783892,0,0.00311825,0.00315055,-0.01312428,-0.00570892,0.01338326,-9.817356,0,0,39.36542,1,1,1000,1000,3
378299,452224038,0,1.343145,-2.222776,0.06004397,-1.657452,-3.917693,-8.582207,0,0,40.54458,1,1,999,999,4
256272,316623300,0,-0.719367,2.323412,0.2104665,-0.5288544,-0.05118844,-10.16136,0,0,37.99852,1,1,999,999,0
166958,217343861,0,0.08396886,-2.40379,0.02509526,-0.00069358,-0.00264702,-9.982977,0,0,35.25206,1,1,999,999,0
183333,235503261,0,-1.879786,-2.073041,0.03877374,1.000002,1.000001,1.000002,0,0,35.82463,1,1,1000,1000,0
341101,410903906,0,-1.369209,-1.950967,0.1017014,-3.412764,-0.01224566,-8.943319,0,0,39.88665,1,1,999,999,0
200051,254103318,0,-2.280221,-0.5953854,-0.1553975,1.000002,1.000001,1.000002,0,0,36.37623,1,1,999,999,2
430182,510303297,0,0.00122028,0.00124831,0.00124994,-0.00122513,-0.00103962,-9.817337,0,0,41.32879,1,1,999,999,4
241244,299943308,0,-0.629553,-2.952077,0.1704357,1.000002,1.000001,1.000002,0,0,37.59821,1,1,1000,1000,2
285684,349263572,0,0.8364372,-2.231197,0.04799059,-0.4896108,-0.00187229,-9.917777,0,0,38.7203,1,1,999,999,0
84144,124823384,0,-0.4695859,-2.600341,0.03023999,-3.68848,-0.02671529,-8.889463,0,0,31.73067,1,1,1000,1000,1
223965,280703507,0,-3.418079,0.1172935,-0.2270151,1.000002,1.000001,1.000002,0,0,37.10795,1,1,1000,1000,2
68310,107103808,0,1.943793,-1.320981,0.04978604,-0.1798705,0.07925728,-9.867853,0,0,30.92328,1,1,1000,1000,1
30818,65503788,0,1.341219,-1.874093,0.04631795,0.02316474,-0.03741173,-9.805863,0,0,28.82949,1,1,1000,1000,0
363448,435743966,0,-2.385121,0.9167293,0.0672751,-0.9832113,-0.00859646,-10.20696,0,0,40.29298,1,1,999,999,0
212659,268143533,0,2.976302,1.085198,-0.4318056,1.000002,1.000001,1.000002,0,0,36.77052,1,1,1000,1000,2
28493,62943979,0,-1.070437,2.135958,0.04080776,-0.02618594,-0.01185857,-9.865216,0,0,28.69092,1,1,1000,1000,0
232614,290343816,0,-2.013859,0.3814286,-0.3397885,1.000002,1.000001,1.000002,0,0,37.35752,1,1,1000,1000,2
202722,257063800,0,-2.686529,-0.8831102,-0.2691387,1.000002,1.000001,1.000002,0,0,36.4609,1,1,999,999,2
59091,96863739,0,-0.2771242,-2.304265,0.02632849,-0.2713121,-0.01056102,-9.863838,0,0,30.4345,1,1,1000,1000,0
98712,141183504,0,-2.379549,-1.723555,0.04554808,-5.610295,0.07894288,-7.541954,0,0,32.43491,1,1,1000,1000,1
17454,50663893,0,0.2284294,-2.075926,0.00706995,0.0146649,0.01743777,-10.12899,0,0,28.00948,1,1,1000,1000,0
47392,83903925,0,-2.493335,0.7042004,0.05305849,-1.17269,-0.03313446,-10.03883,0,0,29.79148,1,1,1000,1000,0
332478,401343565,0,2.115716,-1.286236,0.421751,-1.103784,-0.7041196,-10.00165,0,0,39.72108,1,1,1000,1000,0
131400,177823842,0,2.247671,-1.346302,0.03084039,-4.967586,-0.03262183,-8.574644,0,0,33.87952,1,1,999,999,0
85467,126303625,0,-2.653174,0.6010148,0.07345278,-4.482858,-0.00381371,-8.568134,0,0,31.79597,1,1,1000,1000,1
433120,514023475,0,0.00120121,0.0012152,0.00121799,-0.00101381,-0.0021628,-9.819837,0,0,41.37403,1,1,1000,1000,4
304096,369823678,0,0.00330443,0.00332982,-0.0084023,0.0141915,-0.00807237,-9.816975,0,0,39.13625,1,1,999,999,3
432941,513783571,0,0.00122448,0.00119949,0.00123659,0.00013164,-0.00177523,-9.817936,0,0,41.37113,1,1,1000,1000,4
34316,69383902,0,-2.171234,-0.9229071,0.03861772,0.02155368,-0.04645671,-9.828112,0,0,29.03728,1,1,1000,1000,0
148601,196943691,0,2.337832,-0.9537457,0.06692458,-5.039379,-0.1564571,-8.643888,0,0,34.56615,1,1,999,999,0
60115,98023275,0,-0.5336014,2.201015,0.1941337,-0.4376881,-0.02789692,-10.30212,0,0,30.49071,1,1,1000,1000,0
212361,267783677,0,-0.9574257,2.294943,-0.3503693,1.000002,1.000001,1.000002,0,0,36.76064,1,1,999,999,2
246528,305783471,0,1.567186,-1.234064,0.01746459,-0.2547018,0.05655422,-8.302871,0,0,37.7409,1,1,1000,1000,0
123036,168543389,0,1.025901,2.723857,0.585858,-1.639441,0.4460838,-11.81692,0,0,33.53014,1,1,1000,1000,0
158859,208343296,0,1.845397,-1.393599,-0.146666,-4.175107,-0.1883151,-9.095678,0,0,34.9552,1,1,1000,1000,0
379902,453983334,0,-1.929424,-1.840309,0.04258168,-1.668562,-4.052292,-8.712665,0,0,40.57064,1,1,1000,1000,4
187187,239784048,0,2.530826,1.016408,-0.09285806,1.000002,1.000001,1.000002,0,0,35.95461,1,1,999,999,0
237450,295703338,0,1.99044,2.095478,1.555648,1.000002,1.000001,1.000002,0,0,37.49285,1,1,1000,1000,2
52721,89824056,0,-2.390448,0.0848854,0.04934177,-1.289395,-0.07402293,-9.748809,0,0,30.08866,1,1,1000,1000,0
189421,242263889,0,2.495618,-3.049951,0.0498504,1.000002,1.000001,1.000002,0,0,36.02908,1,1,999,999,2
437015,518784070,0,0.00118326,0.00114033,0.00109038,-0.00074041,0.0008012,-9.818184,0,0,41.43111,1,1,1000,1000,4
33315,68263517,0,-1.461931,1.845322,0.04655335,-0.00695135,-0.04101056,-9.844262,0,0,28.97758,1,1,1000,1000,0
149205,197583435,0,-1.739209,1.963534,-0.03320014,-4.798336,-0.1200399,-8.635789,0,0,34.58838,1,1,999,999,0
53523,90703704,0,-0.1245779,2.356386,0.05167514,-0.7646019,0.01983922,-9.953641,0,0,30.13233,1,1,1000,1000,0
200249,254344055,0,2.953393,-0.7153997,-0.1192873,1.000002,1.000001,1.000002,0,0,36.38313,1,1,999,999,2
395480,471303903,0,-1.938738,-1.342204,0.02941069,0.0621127,0.1057492,-9.832083,0,0,40.81912,1,1,1000,1000,4
255732,316023540,0,0.02229697,1.6808,0.09439532,-0.1874999,-0.00602921,-9.576199,0,0,37.9845,1,1,999,999,0
342804,412783987,0,-1.180048,-1.856703,0.03900277,-2.170304,-0.07108988,-9.416222,0,0,39.91859,1,1,999,999,0
99524,142103969,0,1.554879,-2.338163,0.06508238,-5.826715,0.09495045,-8.062399,0,0,32.47338,1,1,1000,1000,1
104484,147663411,0,-2.563141,0.8076625,0.1271755,-4.996909,-0.08309935,-8.297431,0,0,32.70341,1,1,1000,1000,1
379821,453903366,0,0.9588997,-2.479949,0.05393178,-1.69138,-3.985775,-8.587115,0,0,40.56946,1,1,1000,1000,4
246447,305703503,0,1.830609,1.078023,0.00535815,-0.2456537,0.04707672,-8.498196,0,0,37.73897,1,1,1000,1000,0
239323,297783339,0,2.279908,-0.5946099,-1.472629,1.000002,1.000001,1.000002,0,0,37.54472,1,1,999,999,2
101103,143863265,0,-2.427022,1.222383,0.055023,-5.429316,-0.03258028,-7.983202,0,0,32.54666,1,1,1000,1000,1
11767,27903834,0,0.00041013,0.00039777,0.00035509,-0.00133672,-0.00015369,-9.817584,0,0,26.67031,1,1,1000,1000,0
297697,362664043,0,0.00342243,0.00339062,-0.00302471,0.01376242,0.01351355,-9.816998,0,0,38.99462,1,1,999,999,3
167998,218463413,0,2.031145,-1.268175,0.05331416,-0.0372414,0.04289554,-9.926718,0,0,35.28839,1,1,1000,1000,0
47054,83544069,0,1.384418,-2.148217,0.06548683,-0.7803087,-0.00637078,-9.984715,0,0,29.77322,1,1,1000,1000,0
394680,470423422,0,-0.6904231,-2.293401,0.031544,0.07542006,0.00088652,-9.884718,0,0,40.80684,1,1,999,999,4
100158,142823681,0,2.727096,-0.0022952,0.04908043,-5.849443,0.01706603,-8.258787,0,0,32.50341,1,1,1000,1000,1
124555,170223550,0,2.179503,-1.200873,1.165287,-0.4633771,-0.8900683,-10.12956,0,0,33.5942,1,1,1000,1000,0
320387,387903943,0,0.00309404,0.00304246,-0.01719218,0.00830715,-0.00608265,-9.81758,0,0,39.4792,1,1,999,999,3
215595,271383903,0,-1.691247,-0.4745893,-0.3446382,1.000002,1.000001,1.000002,0,0,36.85892,1,1,999,999,2
86637,127623930,0,-0.1814556,-2.699624,0.06517185,-4.802668,0.08118305,-8.286595,0,0,31.85394,1,1,1000,1000,1
5384,19943686,0,0.00028261,0.00028889,0.00023014,-2.80E-05,-7.09E-05,-9.817308,0,0,26.17745,1,1,1000,1000,0
317328,384503637,0,0.00306973,0.00302134,-0.01718647,-0.01703436,0.02112455,-9.817299,0,0,39.41628,1,1,999,999,3
32718,67623773,0,2.282077,-0.1130307,0.04722413,0.01272242,0.01216236,-9.824498,0,0,28.94336,1,1,1000,1000,0
4099,18343493,0,0.00028502,0.00022445,0.0002411,-0.00110567,-0.00174917,-9.817256,0,0,26.0768,1,1,1000,1000,0
41885,77783874,0,-2.075212,0.568051,-0.04076758,-0.1800946,-0.00737921,-9.990463,0,0,29.47804,1,1,1000,1000,0
310303,376703425,0,0.00323913,0.00320106,-0.01294673,-0.00801294,-0.03298282,-9.818804,0,0,39.2692,1,1,1000,1000,3
178985,230663531,0,0.955482,-0.9208341,0.1937481,1.000002,1.000001,1.000002,0,0,35.6754,1,1,1000,1000,0
52881,89983992,0,1.755183,1.67738,0.06086733,-1.246579,-0.02484257,-9.846245,0,0,30.09661,1,1,1000,1000,0
130598,176943361,0,2.037652,1.608937,0.04231918,-4.8982,-0.08341396,-8.777082,0,0,33.84685,1,1,999,999,0
219397,275623873,0,2.837782,0.6708838,-0.3265696,1.000002,1.000001,1.000002,0,0,36.97318,1,1,1000,1000,2
