LineNo,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U,labels
170631,221403903,0,6,547871400,2232,10,1.21,-35.3610368,149.1629697,41.08,0.018,347.9134,0,0,1,0
308052,374203592,0,6,548024200,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,206.3537,0,0,1,3
307332,373403912,0,6,548023400,2232,10,1.21,-35.3618904,149.165704,18.51,0,65.15332,0,0,1,3
356313,427803810,0,6,548077800,2232,10,1.21,-35.3630695,149.1653393,39.42,2.404,205.9709,0.016,0,1,0
395929,471803703,0,6,548121800,2232,10,1.21,-35.3632835,149.1630563,39.45,0.344,82.61307,-0.039,0,1,4
317777,385003437,0,6,548035000,2232,10,1.21,-35.3618904,149.165704,18.51,0,154.2106,0,0,1,3
339933,409603593,0,6,548059600,2232,10,1.21,-35.3625624,149.1655479,35.65,9.447001,193.1317,-1.326,0,1,0
377210,451003693,0,6,548101000,2232,10,1.21,-35.3632643,149.1649258,39.5,9.466001,269.0504,0.023,0,1,4
108151,151803421,0,1,547801800,2232,3,1.21,-35.3599846,149.1607484,40.92,9.851001,335.9204,-0.033,0,1,1
127610,173603864,0,6,547823600,2232,10,1.21,-35.3587741,149.1602381,41.3,8.733001,146.9837,-0.03,0,1,0
120072,165203892,0,1,547815200,2232,3,1.21,-35.3589055,149.1602337,41.16,9.744,340.7211,-0.016,0,1,1
21896,55603583,0,6,547705600,2232,10,1.21,-35.3632836,149.1630606,29.47,0.024,89.11799,-2.174,0,1,0
329124,397603395,0,6,548047600,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,332.5559,0,0,1,3
200140,254203278,0,6,547904200,2232,10,1.21,-35.3610523,149.1638489,41.41,3.691,55.18424,0.5,0,1,2
380453,454603919,0,6,548104600,2232,10,1.21,-35.3632683,149.1645398,39.43,9.846001,269.2796,0.016,0,1,4
393051,468603317,0,6,548118600,2232,10,1.21,-35.3632842,149.1630869,39.39,3.939,269.6512,-0.002,0,1,4
204457,259003857,0,6,547909000,2232,10,1.21,-35.3610201,149.164018,40.64,5.697001,62.33555,-0.049,0,1,2
42435,78403626,0,6,547728400,2232,10,1.21,-35.3631959,149.1629945,39.78,1.62,329.0702,-0.014,0,1,0
182699,234803541,0,6,547884800,2232,10,1.21,-35.3610369,149.1633649,42.58,2.89,89.1718,0.052,0,1,0
403847,480603515,0,6,548130600,2232,10,1.21,-35.3632834,149.163061,34.64,0.023,66.71413,1.436,0,1,4
345515,415803612,0,6,548065800,2232,10,1.21,-35.3628405,149.165453,39.21,0.9990001,203.1122,-0.013,0,1,0
256621,317003981,0,6,547967000,2232,10,1.21,-35.3613366,149.1652773,39.16,2.207,151.1261,0.13,0,1,0
233398,291203472,0,6,547941200,2232,10,1.21,-35.3609991,149.1650687,38.1,5.652,106.7207,2.835,0,1,2
99080,141603336,0,1,547791600,2232,3,1.21,-35.360858,149.1612748,41.09,11.607,331.799,0.082,0,1,1
179997,231803908,0,6,547881800,2232,10,1.21,-35.3610344,149.1632501,42.68,1.659,99.74255,0.039,0,1,0
374510,448004060,0,6,548098000,2232,10,1.21,-35.3632611,149.1651738,39.6,4.601,269.3329,0.013,0,1,4
349298,420003598,0,6,548070000,2232,10,1.21,-35.3629238,149.1654046,39.28,0.891,206.7094,0.054,0,1,0
81641,122003679,0,1,547772000,2232,3,1.21,-35.3624503,149.1624148,39.96,1.391,334.0716,-0.005,0,1,1
40092,75803833,0,6,547725800,2232,10,1.21,-35.3632237,149.163015,39.74,2.776,329.2301,-0.006,0,1,0
258781,319403854,0,6,547969400,2232,10,1.21,-35.3613918,149.1653143,38.99,1.812,151.7114,0.03,0,1,0
278951,341804057,0,6,547991800,2232,10,1.21,-35.3617135,149.1655585,38.37,2.084,146.4902,0.031,0,1,0
370189,443203481,0,6,548093200,2232,10,1.21,-35.3632601,149.1652351,39.6,0.025,204.6624,-0.003,0,1,0
380091,454204079,0,6,548104200,2232,10,1.21,-35.3632678,149.1645831,39.44,9.839001,269.3275,0.018,0,1,4
260945,321803727,0,6,547971800,2232,10,1.21,-35.3614108,149.1653268,38.95,1.712,152.0737,0.082,0,1,0
129770,176003737,0,6,547826000,2232,10,1.21,-35.3589439,149.1603719,41.33,9.736,147.3115,-0.002,0,1,0
59925,97803363,0,6,547747800,2232,10,1.21,-35.3628598,149.1627411,39.77,0.688,327.9264,0.031,0,1,0
338853,408404073,0,6,548058400,2232,10,1.21,-35.3624581,149.1655788,34.08,10.148,193.8484,-1.299,0,1,0
269586,331404052,0,6,547981400,2232,10,1.21,-35.3615612,149.1654391,38.64,0.887,151.644,0.083,0,1,0
311114,377603898,0,6,548027600,2232,10,1.21,-35.3618904,149.165704,18.51,0,178.1186,0,0,1,3
438011,520003582,0,6,548170000,2232,10,1.21,-35.3632836,149.1630611,20.39,0,301.2456,0,0,1,4
406907,484003821,0,6,548134000,2232,10,1.21,-35.3632834,149.1630614,30.29,0.016,208.9017,0.442,0,1,4
301026,366403380,0,6,548016400,2232,10,1.21,-35.3618904,149.165704,18.51,0,73.26535,0,0,1,3
83245,123803792,0,1,547773800,2232,3,1.21,-35.3624011,149.1623842,40.21,6.149,332.3515,-0.12,0,1,1
261486,322403487,0,6,547972400,2232,10,1.21,-35.3614228,149.1653345,38.91,3.247,152.0241,0.024,0,1,0
292991,357403648,0,6,548007400,2232,10,1.21,-35.3618905,149.1657057,18.41,0.274,99.48386,-0.312,0,1,3
129410,175603897,0,6,547825600,2232,10,1.21,-35.3589146,149.1603489,41.33,9.661,147.4849,-0.006,0,1,0
140389,187804015,0,6,547837800,2232,10,1.21,-35.3598039,149.1611153,41.35,9.981001,142.0762,-0.011,0,1,0
142911,190603728,0,6,547840600,2232,10,1.21,-35.3600011,149.1613061,41.37,9.988001,141.6084,-0.012,0,1,0
386205,461003858,0,6,548111000,2232,10,1.21,-35.3632756,149.1638382,39.4,9.996,269.2247,-0.007,0,1,4
116513,161203826,0,1,547811200,2232,3,1.21,-35.3592333,149.1603764,41.1,9.616,339.9752,0.009,0,1,1
134992,181803916,0,6,547831800,2232,10,1.21,-35.3593703,149.1607266,41.34,9.927,145.4598,-0.009,0,1,0
78083,118003613,0,1,547768000,2232,3,1.21,-35.3625228,149.1624661,39.94,1.524,328.1,-0.025,0,1,1
166848,217203917,0,6,547867200,2232,10,1.21,-35.3610387,149.1629697,41.33,0.288,37.9747,0.274,0,1,0
155149,204203286,0,6,547854200,2232,10,1.21,-35.3608751,149.1623388,41.35,9.944,126.883,0.011,0,1,0
216678,272603415,0,6,547922600,2232,10,1.21,-35.361012,149.1644456,40.47,4.625,122.0907,-0.134,0,1,2
378652,452603886,0,6,548102600,2232,10,1.21,-35.3632664,149.1647557,39.48,9.717,269.2391,0.015,0,1,4
422573,501403525,0,6,548151400,2232,10,1.21,-35.3632835,149.1630607,21.96,0.003,327.0323,0.486,0,1,4
141649,189203455,0,6,547839200,2232,10,1.21,-35.3599026,149.1612104,41.36,9.984,141.6526,-0.009,0,1,0
273187,335403285,0,6,547985400,2232,10,1.21,-35.3616332,149.1654877,38.58,0.775,151.6961,-0.002,0,1,0
418791,497203539,0,6,548147200,2232,10,1.21,-35.3632836,149.1630611,23.99,0.007,313.8393,0.484,0,1,4
127069,173003271,0,6,547823000,2232,10,1.21,-35.358736,149.1602074,41.28,8.094001,146.0779,-0.058,0,1,0
167390,217803677,0,6,547867800,2232,10,1.21,-35.361038,149.1629705,41.17,0.101,28.45517,0.204,0,1,0
270487,332403652,0,6,547982400,2232,10,1.21,-35.3615783,149.1654505,38.58,3.396,151.4874,0.025,0,1,0
9287,24803408,0,6,547674800,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
79327,119403886,0,1,547769400,2232,3,1.21,-35.3624906,149.1624436,39.96,3.455,329.9986,0.004,0,1,1
306432,372403479,0,6,548022400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,71.60905,0,0,1,3
5285,19803742,0,6,547669800,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
51990,89003551,0,6,547739000,2232,10,1.21,-35.3630153,149.1628584,39.93,3.315,334.9111,-0.027,0,1,0
379011,453003726,0,6,548103000,2232,10,1.21,-35.3632668,149.1647128,39.47,9.75,269.3323,0.019,0,1,4
246538,305803463,0,6,547955800,2232,10,1.21,-35.3611753,149.1651382,40.3,0.9810001,137.6523,-0.7270001,0,1,0
7527,22603455,0,6,547672600,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
403485,480203675,0,6,548130200,2232,10,1.21,-35.3632834,149.163061,35.22,0.012,71.09488,1.434,0,1,4
194925,248403932,0,6,547898400,2232,10,1.21,-35.3610161,149.1636296,38.94,4.889,123.1723,0.013,0,1,2
353800,425003264,0,6,548075000,2232,10,1.21,-35.3630092,149.1653763,39.23,0.5100001,204.0057,-0.11,0,1,0
54153,91403424,0,6,547741400,2232,10,1.21,-35.3629549,149.1628233,39.92,1.66,335.6798,-0.006,0,1,0
5926,20603422,0,6,547670600,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
43697,79803899,0,6,547729800,2232,10,1.21,-35.3631614,149.1629682,39.79,3.899,327.3184,0.009,0,1,0
198160,252003325,0,6,547902000,2232,10,1.21,-35.3610163,149.1637616,40.63,3.367,108.1226,-0.025,0,1,2
345875,416203452,0,6,548066200,2232,10,1.21,-35.3628452,149.1654505,39.22,1.985,204.3103,-0.031,0,1,0
210210,265403796,0,6,547915400,2232,10,1.21,-35.3610405,149.1642786,41.4,4.627,127.5578,-1.258,0,1,2
261305,322203567,0,6,547972200,2232,10,1.21,-35.361418,149.1653313,38.92,2.765,152.082,0.043,0,1,0
72906,112203434,0,1,547762200,2232,3,1.21,-35.3626086,149.1625498,39.91,0.904,325.4838,0,0,1,1
31266,66003588,0,6,547716000,2232,10,1.21,-35.3632859,149.1630588,39.84,0.011,126.344,-0.018,0,1,0
375230,448803740,0,6,548098800,2232,10,1.21,-35.3632616,149.1651255,39.58,6.36,269.1758,0.033,0,1,4
187197,239804040,0,6,547889800,2232,10,1.21,-35.3609895,149.163365,48.67,4.963,113.7787,0.9490001,0,1,0
322640,390403776,0,6,548040400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,38.73791,0,0,1,3
395029,470803270,0,6,548120800,2232,10,1.21,-35.3632839,149.1630524,39.42,0.253,78.76448,-0.025,0,1,4
351819,422803311,0,6,548072800,2232,10,1.21,-35.3629881,149.165383,39.21,2.179,193.1878,-0.009,0,1,0
425636,504803831,0,6,548154800,2232,10,1.21,-35.3632836,149.1630611,20.36,0.001,297.5439,-0.067,0,1,4
8805,24203648,0,6,547674200,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
130310,176603497,0,6,547826600,2232,10,1.21,-35.3589882,149.1604069,41.33,9.815001,147.0296,0.003,0,1,0
300846,366203460,0,6,548016200,2232,10,1.21,-35.3618904,149.165704,18.51,0,246.2522,0,0,1,3
276971,339603271,0,6,547989600,2232,10,1.21,-35.3616978,149.1655455,38.41,1.475,143.1857,-0.013,0,1,0
366942,439604088,0,6,548089600,2232,10,1.21,-35.363257,149.1652375,39.45,0.546,207.8223,-0.016,0,1,0
61548,99603476,0,6,547749600,2232,10,1.21,-35.3628238,149.1627133,39.73,3.947,327.2959,0.013,0,1,0
315437,382403644,0,6,548032400,2232,10,1.21,-35.3618904,149.165704,18.51,0,224.9689,0,0,1,3
65334,103803462,0,6,547753800,2232,10,1.21,-35.3627622,149.1626665,39.96,3.109,329.99,-0.154,0,1,0
162886,212804011,0,6,547862800,2232,10,1.21,-35.3611086,149.1629112,41.43,2.548,45.68301,0.047,0,1,0
111890,156003407,0,1,547806000,2232,3,1.21,-35.3596484,149.160572,41.12,9.546,337.6712,-0.029,0,1,1
262206,323204000,0,6,547973200,2232,10,1.21,-35.3614451,149.1653493,38.91,3.314,151.2355,0,0,1,0
341012,410803946,0,6,548060800,2232,10,1.21,-35.3626512,149.1655227,37.15,7.722001,193.7076,-0.9770001,0,1,0
12488,28803474,0,6,547678800,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
348939,419603758,0,6,548069600,2232,10,1.21,-35.3629206,149.1654065,39.29,1.088,206.7698,0.003,0,1,0
177837,229404035,0,6,547879400,2232,10,1.21,-35.3610366,149.1631952,40.78,4.171,89.39225,0.006,0,1,0
132650,179203290,0,6,547829200,2232,10,1.21,-35.3591793,149.1605651,41.32,9.923,145.482,-0.003,0,1,0
436532,518203469,0,6,548168200,2232,10,1.21,-35.3632836,149.1630611,20.39,0,291.6302,0,0,1,4
267064,328603506,0,6,547978600,2232,10,1.21,-35.3615311,149.1654144,38.66,3.007,145.3325,0.007,0,1,0
229634,287003486,0,6,547937000,2232,10,1.21,-35.3609644,149.1649253,38.8,7.561,130.7053,1.941,0,1,2
212552,268003589,0,6,547918000,2232,10,1.21,-35.3610258,149.1643233,39.27,5.012,52.84159,2.209,0,1,2
240597,299203604,0,6,547949200,2232,10,1.21,-35.3610961,149.1651525,40.46,2.582,256.8,-1.029,0,1,2
303186,368804086,0,6,548018800,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,320.7719,0,0,1,3
71646,110803994,0,1,547760800,2232,3,1.21,-35.3626237,149.1625623,39.91,2.102,325.6114,0.001,0,1,1
64433,102803862,0,6,547752800,2232,10,1.21,-35.3627764,149.1626765,39.76,0.694,332.1683,-0.164,0,1,0
277872,340603704,0,6,547990600,2232,10,1.21,-35.3617051,149.165552,38.42,0.615,146.0348,0.011,0,1,0
310754,377204058,0,6,548027200,2232,10,1.21,-35.3618904,149.165704,18.51,0,35.87101,0,0,1,3
178018,229603955,0,6,547879600,2232,10,1.21,-35.3610363,149.163204,40.84,3.757,87.95403,-0.609,0,1,0
96944,139203463,0,1,547789200,2232,3,1.21,-35.3610819,149.161426,41.2,12.128,330.4862,-0.013,0,1,1
203374,257803504,0,6,547907800,2232,10,1.21,-35.3610561,149.1639772,40.55,2.616,52.46408,-0.532,0,1,2
188279,241003560,0,6,547891000,2232,10,1.21,-35.3610268,149.1634188,47.01,3.746,147.2641,1.09,0,1,0
357573,429204083,0,6,548079200,2232,10,1.21,-35.3630876,149.1653285,39.41,0.887,206.2041,-0.006,0,1,0
266884,328403586,0,6,547978400,2232,10,1.21,-35.3615264,149.1654105,38.66,3.28,145.395,0.017,0,1,0
53612,90803664,0,6,547740800,2232,10,1.21,-35.3629649,149.162829,39.92,2.433,334.7651,0.002,0,1,0
110110,154003374,0,1,547804000,2232,3,1.21,-35.3598077,149.1606538,41.04,9.681001,336.8191,-0.051,0,1,1
2718,16603356,0,6,547666600,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
308772,375003272,0,6,548025000,2232,10,1.21,-35.3618904,149.165704,18.51,0,95.16196,0,0,1,3
413388,491203440,0,6,548141200,2232,10,1.21,-35.3632835,149.1630612,26.89,0.006,86.4103,0.492,0,1,4
342455,412403306,0,6,548062400,2232,10,1.21,-35.362754,149.1654869,38.49,6.342,196.8434,-0.753,0,1,0
334351,403403574,0,6,548053400,2232,10,1.21,-35.3620301,149.1656825,27.54,7.828001,190.7118,-1.379,0,1,0
314175,381003371,0,6,548031000,2232,10,1.21,-35.3618904,149.165704,18.51,0,104.5961,0,0,1,3
377751,451603453,0,6,548101600,2232,10,1.21,-35.3632651,149.1648625,39.49,9.671,269.1014,0.014,0,1,4
127789,173803784,0,6,547823800,2232,10,1.21,-35.3587872,149.1602486,41.31,8.89,147.0471,-0.021,0,1,0
384946,459603585,0,6,548109600,2232,10,1.21,-35.3632739,149.1639923,39.4,9.987,269.3216,0.001,0,1,4
119361,164403379,0,1,547814400,2232,3,1.21,-35.3589717,149.160262,41.15,9.729,340.6817,-0.014,0,1,1
433586,514604076,0,6,548164600,2232,10,1.21,-35.3632836,149.1630611,20.39,0,329.5911,0,0,1,4
97478,139804056,0,1,547789800,2232,3,1.21,-35.3610253,149.161387,41.19,11.976,330.8334,0.022,0,1,1
137333,184403709,0,6,547834400,2232,10,1.21,-35.3595587,149.1608928,41.34,9.98,143.7459,-0.001,0,1,0
333089,402003301,0,6,548052000,2232,10,1.21,-35.3619549,149.1657141,25.58,5.023,213.3255,-1.403,0,1,0
214884,270603382,0,6,547920600,2232,10,1.21,-35.3610482,149.1643822,38.61,2.561,1.67797,-1.52,0,1,2
109398,153203694,0,1,547803200,2232,3,1.21,-35.3598717,149.1606876,41,9.749001,336.5097,-0.063,0,1,1
104773,148003275,0,1,547798000,2232,3,1.21,-35.3602964,149.1609257,40.76,10.357,334.4482,-0.047,0,1,1
163606,213603691,0,6,547863600,2232,10,1.21,-35.3610895,149.1629294,41.4,3.875,33.24211,0.021,0,1,0
220819,277204074,0,6,547927200,2232,10,1.21,-35.3610418,149.1646189,40.49,3.591,140.4018,0.638,0,1,2
33786,68803301,0,6,547718800,2232,10,1.21,-35.3632862,149.163059,39.89,0.017,137.7679,-0.016,0,1,0
161993,211803578,0,6,547861800,2232,10,1.21,-35.3611142,149.1628951,41.48,1.447,96.07329,0.022,0,1,0
326961,395203522,0,6,548045200,2232,10,1.21,-35.3618904,149.165704,18.51,0,74.16196,0,0,1,3
260225,321004047,0,6,547971000,2232,10,1.21,-35.3614053,149.1653232,39.02,0.49,152.825,0.063,0,1,0
112780,157003840,0,1,547807000,2232,3,1.21,-35.359569,149.1605325,41.15,9.511001,338.1561,-0.022,0,1,1
157491,206803912,0,6,547856800,2232,10,1.21,-35.3610143,149.1625679,41.33,9.974001,126.7535,-0.01,0,1,0
49647,86403758,0,6,547736400,2232,10,1.21,-35.3630436,149.1628768,39.87,1.682,327.4863,-0.006,0,1,0
50549,87403358,0,6,547737400,2232,10,1.21,-35.3630347,149.1628701,39.87,0.728,328.6077,0.005,0,1,0
151554,200204053,0,6,547850200,2232,10,1.21,-35.3606397,149.1620111,41.37,9.972,134.345,-0.011,0,1,0
73808,113203867,0,1,547763200,2232,3,1.21,-35.3626012,149.1625432,39.91,1.842,323.5588,-0.006,0,1,1
331465,400204021,0,6,548050200,2232,10,1.21,-35.3619184,149.165754,23.09,1.225,138.3257,-1.754,0,1,0
121675,167004005,0,1,547817000,2232,3,1.21,-35.3587559,149.1601703,41.18,9.834001,341.0604,-0.013,0,1,1
214523,270203542,0,6,547920200,2232,10,1.21,-35.3610533,149.1643829,38.05,0.467,312.712,-1.23,0,1,2
353079,424203584,0,6,548074200,2232,10,1.21,-35.3630054,149.1653778,39.22,0.7780001,195.3281,0.004,0,1,0
5767,20403502,0,6,547670400,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
209315,264403363,0,6,547914400,2232,10,1.21,-35.3610349,149.1642212,40.6,6.581,66.96357,0.006,0,1,2
42977,79003386,0,6,547729000,2232,10,1.21,-35.3631848,149.1629862,39.79,3.206,328.424,-0.01,0,1,0
168290,218803277,0,6,547868800,2232,10,1.21,-35.3610375,149.1629706,41.09,0.039,295.4449,0.009,0,1,0
205529,260203377,0,6,547910200,2232,10,1.21,-35.3610345,149.164089,41.55,7.011,133.1148,-1.365,0,1,2
160372,210003465,0,6,547860000,2232,10,1.21,-35.3611054,149.1628324,41.46,5.275,101.7912,-0.026,0,1,0
92321,134003877,0,1,547784000,2232,3,1.21,-35.3615785,149.1617999,40.22,12.493,327.5984,-0.338,0,1,1
65875,104404055,0,6,547754400,2232,10,1.21,-35.3627447,149.162654,40.02,4.155,329.4012,-0.07,0,1,0
204636,259203777,0,6,547909200,2232,10,1.21,-35.3610166,149.1640295,40.68,5.509,77.05371,-0.323,0,1,2
303727,369403846,0,6,548019400,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,196.45,0,0,1,3
429471,509403657,0,6,548159400,2232,10,1.21,-35.3632836,149.1630611,20.39,0,45.1557,0,0,1,4
114735,159203793,0,1,547809200,2232,3,1.21,-35.359394,149.1604492,41.13,9.503,339.3612,0.013,0,1,1
118294,163203859,0,1,547813200,2232,3,1.21,-35.3590702,149.1603046,41.12,9.676001,340.4166,-0.031,0,1,1
193843,247203579,0,6,547897200,2232,10,1.21,-35.3610253,149.1635712,39.98,4.722,46.57686,1.773,0,1,2
34327,69403894,0,6,547719400,2232,10,1.21,-35.3632862,149.1630591,39.9,0.005,166.6123,-0.017,0,1,0
394851,470603350,0,6,548120600,2232,10,1.21,-35.363284,149.163052,39.41,0.107,63.27972,-0.018,0,1,4
60826,98803796,0,6,547748800,2232,10,1.21,-35.3628466,149.1627308,39.74,3.021,328.1849,0.02,0,1,0
410149,487604047,0,6,548137600,2232,10,1.21,-35.3632834,149.1630611,28.64,0.004,197.055,0.487,0,1,4
55778,93203537,0,6,547743200,2232,10,1.21,-35.3629405,149.1628153,39.88,1.32,327.5583,0.113,0,1,0
362260,434403669,0,6,548084400,2232,10,1.21,-35.3631727,149.1652885,39.49,0.655,201.4821,0.006,0,1,0
303547,369203926,0,6,548019200,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,286.3132,0,0,1,3
346956,417403805,0,6,548067400,2232,10,1.21,-35.3628777,149.1654317,39.27,3.849,205.4086,-0.036,0,1,0
102104,145003642,0,1,547795000,2232,3,1.21,-35.3605529,149.1610806,40.83,10.915,333.2066,0.063,0,1,1
64613,103003782,0,6,547753000,2232,10,1.21,-35.3627751,149.1626756,39.8,1.04,331.128,-0.208,0,1,0
87336,128403618,0,1,547778400,2232,3,1.21,-35.362077,149.162163,39.79,10.232,330.2256,0.271,0,1,1
42618,78603546,0,6,547728600,2232,10,1.21,-35.363193,149.1629922,39.79,2.154,328.575,-0.014,0,1,0
428364,508003384,0,6,548158000,2232,10,1.21,-35.3632836,149.1630611,20.39,0,37.07141,0,0,1,4
139310,186603662,0,6,547836600,2232,10,1.21,-35.359718,149.161036,41.34,9.983001,143.7579,-0.004,0,1,0
199603,253603518,0,6,547903600,2232,10,1.21,-35.3610569,149.1638262,41.5,3.907,96.15793,-0.22,0,1,2
30007,64603315,0,6,547714600,2232,10,1.21,-35.3632859,149.1630591,39.82,0.034,279.7475,-0.01,0,1,0
434565,515803596,0,6,548165800,2232,10,1.21,-35.3632836,149.1630611,20.39,0,206.6668,0,0,1,4
92675,134403717,0,1,547784400,2232,3,1.21,-35.3615406,149.1617704,40.35,12.525,327.4892,-0.329,0,1,1
431051,511403690,0,6,548161400,2232,10,1.21,-35.3632836,149.1630611,20.39,0,175.8558,0,0,1,4
280213,343203497,0,6,547993200,2232,10,1.21,-35.3617482,149.1655874,38.35,3.379,145.2431,0.006,0,1,0
6404,21204015,0,6,547671200,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
252660,312604075,0,6,547962600,2232,10,1.21,-35.3612715,149.165224,39.35,3.604,146.2709,0.168,0,1,0
128689,174803384,0,6,547824800,2232,10,1.21,-35.3588566,149.1603036,41.32,9.432,147.3643,-0.011,0,1,0
194206,247603419,0,6,547897600,2232,10,1.21,-35.3610144,149.1635894,39.39,5.232,63.86035,1.156,0,1,2
243115,302003317,0,6,547952000,2232,10,1.21,-35.3610956,149.1651095,37.56,3.78,178.0202,1.719,0,1,0
194745,248204012,0,6,547898200,2232,10,1.21,-35.3610124,149.1636203,38.97,4.624,109.3092,0.272,0,1,2
170812,221603823,0,6,547871600,2232,10,1.21,-35.3610368,149.1629697,41.08,0.019,345.5704,-0.001,0,1,0
165407,215603724,0,6,547865600,2232,10,1.21,-35.3610478,149.1629616,41.4,1.465,34.43355,-0.016,0,1,0
288681,352603902,0,6,548002600,2232,10,1.21,-35.3618832,149.1657042,27.79,1.443,159.168,7.882,0,1,3
261666,322603407,0,6,547972600,2232,10,1.21,-35.3614282,149.165338,38.91,3.557,151.7409,0.011,0,1,0
404747,481603948,0,6,548131600,2232,10,1.21,-35.3632834,149.1630612,33.21,0.019,93.52732,1.442,0,1,4
333451,402403974,0,6,548052400,2232,10,1.21,-35.3619718,149.1657028,26.14,5.714,204.1433,-1.409,0,1,0
288140,352003309,0,6,548002000,2232,10,1.21,-35.3618759,149.165699,32.23,1.787,136.2099,6.79,0,1,3
94633,136603670,0,1,547786600,2232,3,1.21,-35.3613309,149.1616066,40.94,12.59,327.9604,-0.18,0,1,1
159651,209203785,0,6,547859200,2232,10,1.21,-35.3610953,149.1627796,41.44,7,104.4526,-0.026,0,1,0
433427,514403323,0,6,548164400,2232,10,1.21,-35.3632836,149.1630611,20.39,0,175.7912,0,0,1,4
249776,309403689,0,6,547959400,2232,10,1.21,-35.3612402,149.1651963,39.13,1.93,140.3647,-0.101,0,1,0
186476,239003527,0,6,547889000,2232,10,1.21,-35.360984,149.1633331,48.94,2.444,80.91833,-0.352,0,1,0
27844,62203442,0,6,547712200,2232,10,1.21,-35.3632847,149.1630602,39.81,0.131,188.3381,-0.009,0,1,0
318678,386003870,0,6,548036000,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,254.7086,0,0,1,3
24058,58003456,0,6,547708000,2232,10,1.21,-35.3632836,149.1630609,34.88,0.023,312.0075,-2.312,0,1,0
202834,257203744,0,6,547907200,2232,10,1.21,-35.3610563,149.1639635,40.12,2.718,125.3187,-0.83,0,1,2
39551,75204073,0,6,547725200,2232,10,1.21,-35.3632386,149.1630256,39.74,3.672,330.3701,0.025,0,1,0
76303,116003580,0,1,547766000,2232,3,1.21,-35.3625408,149.1624842,39.91,1.985,319.7538,-0.01,0,1,1
14180,47003691,0,6,547697000,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
248519,308003416,0,6,547958000,2232,10,1.21,-35.3612106,149.1651681,39.48,3.92,143.9528,0.608,0,1,0
315255,382203724,0,6,548032200,2232,10,1.21,-35.3618904,149.165704,18.51,0,259.3568,0,0,1,3
141471,189003535,0,6,547839000,2232,10,1.21,-35.3598884,149.1611968,41.36,9.986,141.6888,-0.01,0,1,0
238793,297203571,0,6,547947200,2232,10,1.21,-35.3610349,149.1651527,39.62,4.908,146.3384,-0.145,0,1,2
82178,122603439,0,1,547772600,2232,3,1.21,-35.3624414,149.1624095,39.99,2.267,334.5125,-0.144,0,1,1
15407,48403964,0,6,547698400,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
57943,95603410,0,6,547745600,2232,10,1.21,-35.3628839,149.1627631,39.76,2.884,322.4006,0.002,0,1,0
302286,367803653,0,6,548017800,2232,10,1.21,-35.3618904,149.165704,18.51,0,241.0707,0,0,1,3
142729,190403808,0,6,547840400,2232,10,1.21,-35.3599869,149.1612925,41.37,9.989,141.5805,-0.012,0,1,0
53434,90603744,0,6,547740600,2232,10,1.21,-35.362969,149.1628314,39.92,2.708,334.7314,0.007,0,1,0
345696,416003532,0,6,548066000,2232,10,1.21,-35.3628425,149.1654519,39.21,1.441,203.8301,-0.021,0,1,0
138417,185604062,0,6,547835600,2232,10,1.21,-35.3596457,149.160971,41.34,9.984,143.7281,-0.002,0,1,0
318497,385803950,0,6,548035800,2232,10,1.21,-35.3618904,149.165704,18.51,0.001,70.28439,0,0,1,3
257881,318403421,0,6,547968400,2232,10,1.21,-35.3613725,149.1653015,39.04,3.08,151.5725,0.058,0,1,0
93744,135604070,0,1,547785600,2232,3,1.21,-35.3614264,149.1616809,40.72,12.59,327.3685,-0.27,0,1,1
152626,201403573,0,6,547851400,2232,10,1.21,-35.3607151,149.1621054,41.38,9.992001,134.4872,-0.013,0,1,0
221902,278403594,0,6,547928400,2232,10,1.21,-35.3610405,149.1646429,39.15,3.408,30.28674,1.196,0,1,2
9127,24603488,0,6,547674600,2232,10,1.21,-35.3632838,149.163061,20.39,0,0,0,0,1,0
187379,240003960,0,6,547890000,2232,10,1.21,-35.3609937,149.1633752,48.46,5.467,119.1194,1.186,0,1,0
