LineNO,TimeUS,RDes,R,Rout,PDes,P,POut,YDes,Y,YOut,ADes,A,AOut,labels
129987,176263633,-4.437548,2.25494,-0.5286769,-6.517831,151.5658,-0.8424067,-0.5567461,0.8347314,-0.00312122,-0.4065811,17.92536,0.4212333,0
343841,413963515,-4.02837,118.6608,-0.818104,-4.339638,63.25208,0.02707835,1.605313,1.161934,-0.00040962,-8.731386,-22.24636,0.3273083,0
9806,25463977,-0.2199349,0.0121887,-0.00054253,-0.1485675,0.01210784,-0.00038296,6.37E-05,0.4565781,-0.00072822,0.0544548,0.0544548,0,0
262334,323363936,-5.045527,78.50677,-0.07314447,7.30874,-109.4088,0.8293498,2.143867,2.631608,0.00022061,2.983253,2.198505,0.3418172,0
187235,239864016,6.753675,72.10242,0.06361398,48.32081,-75.72979,0.8290706,-6.014454,-5.138882,0.00088488,-361.062,-1132.146,0.3283289,0
286645,350363965,-102.9404,188.3358,-0.739519,73.6398,-184.392,0.6350172,25.91317,-86.15376,0.07507291,147.6847,-404.1432,0.5040578,3
246575,305863439,-1.649591,-30.24673,0.5333269,-8.586143,-117.3425,0.4775645,-0.5735182,0.1408932,-0.00111485,-615.407,-155.7319,0.2867063,0
178055,229663931,-13.86362,-72.28766,0.8630329,55.01892,-121.2279,0.7396764,7.230541,4.379097,0.00397867,2718.765,-1028.785,1,0
422070,500863741,-6.64424,101.1641,-0.248068,1.963613,-88.52224,0.802487,2.112927,2.56091,-0.00017984,-0.06358878,2.004623,0.3366385,4
280790,343864066,4.514995,-30.75447,-0.2472284,-2.15576,135.8472,-0.8840968,2.15766,2.883321,-0.00090173,2.903954,-4.202843,0.3420231,0
163823,213863587,-4.114932,141.9013,-0.7418637,2.387974,-1.333512,0.4894482,3.206831,22.76532,-0.01924469,7.544632,3.655052,0.3759143,0
372836,446163963,4.746593,93.94157,-0.7829328,-13.37354,105.639,-0.322519,2.866807,1.876066,0.00029433,-4.050845,-7.68137,0.3452343,4
28423,62864011,4.843282,-136.1752,0.775015,4.472857,-13.22757,-0.3498967,2.618784,1.872021,0.00094975,5.388557,4.105091,0.3763058,0
370766,443864050,5.601136,-125.3257,0.4809189,0.4396758,60.44436,-0.6607716,2.009953,2.796704,-0.00047791,-1.894325,-2.772141,0.3418469,0
103475,146563851,-17.0891,151.4515,-0.7362471,-0.03515638,-31.17875,0.6456445,1.952091,2.83972,-0.00077165,-1.968456,17.63077,0.4267314,1
109347,153163710,-15.12142,127.9232,-0.5008996,0.9215431,-68.18496,0.7856626,-1.617219,1.409405,-0.00527504,-4.16314,9.300232,0.4125473,1
93156,134963493,-2.480449,-3.284891,0.6322974,12.54068,-188.812,1.036162,3.337445,3.250335,-0.00027447,-15.49059,-6.05793,0.5056619,1
346904,417363821,4.527799,-107.3511,0.3139174,6.897888,84.97917,-0.7684623,4.842704,-0.1077879,0.00698728,-2.82901,-9.12838,0.3395106,0
155727,204863855,-11.59468,107.6728,-0.9439733,-3.883463,112.7616,-0.2609348,1.710385,0.01802908,0.00134688,-0.9184628,18.86225,0.4200641,0
298827,363963523,-5.532754,-0.02288329,-0.09456437,46.04732,-0.01686806,0.6084769,134.5436,-0.4347365,0.261653,1602.687,0.1099586,1,3
371307,444463810,11.34121,-132.7389,0.689136,1.119339,9.319082,-0.4458809,2.040763,2.172112,3.97E-05,2.322583,-2.821827,0.3423309,0
120467,165663708,-0.08502626,-118.0823,0.3367889,-2.826451,87.79931,-0.8645814,2.413835,3.542149,-0.0007688,0.6704609,-1.586342,0.4191678,1
134489,181263299,-2.955014,-31.26394,-0.3406493,-1.886912,151.2123,-0.9445437,2.517134,3.187121,-0.00034228,0.3784272,14.70251,0.4228232,0
385972,460763954,-1.457474,-101.9582,0.9235367,1.603983,-110.499,0.2419306,2.343122,2.514225,-0.00083209,0.7842283,-4.934883,0.3822553,4
409915,487363310,-1.552702,82.3452,-0.819186,-6.471072,109.0699,-0.3354363,2.072336,1.37323,-0.00013773,0.4526125,2.807999,0.3377878,4
246035,305263679,4.676058,-87.93336,0.843055,7.774014,-97.85188,0.244164,-0.4205457,2.05115,-0.00463855,-109.3651,-39.85567,0.3277856,0
138722,185963918,-11.49626,19.44837,0.3370669,6.386092,-150.4615,0.8846794,2.623497,3.056055,-0.00067583,-1.028792,-9.697533,0.4178226,0
328620,397063611,-46.69178,-0.01821982,-0.4212994,6.143,-0.02393777,0.514514,-134.4772,-1.194611,-0.2093921,1591.565,0.1238823,1,3
192174,245363482,-96.00236,-171.1308,0.07109738,-14.82199,62.2665,-0.7507621,51.59929,18.36571,0.05224567,-203.2205,-1116.432,0.2948653,2
128458,174563480,-15.69703,42.84268,0.2140502,4.957935,-145.1688,0.9624895,6.266052,-1.567243,0.01067191,-1.427406,-7.586098,0.4165981,0
26708,60963938,-5.455329,109.8368,-0.8148112,-9.001594,60.72616,-0.00174072,2.391805,1.680326,0.00046257,-27.81529,-44.45705,0.3621052,0
147000,195163570,-6.242754,-90.30193,0.894084,9.508408,-122.3996,0.3917831,3.245428,2.085056,0.0005296,0.1583253,-27.9335,0.4199187,0
407486,484663557,7.545568,-104.7412,0.3172966,-1.344787,81.57858,-0.8085856,1.69721,2.614783,-0.000511,-24.30666,-12.21285,0.3339573,4
261344,322263543,0.7802861,16.4073,-0.5576838,18.27061,166.2831,-0.7627429,2.486738,2.672857,-0.00041596,7.315454,19.71941,0.3581174,0
98492,140963592,-20.6153,110.708,-0.2216022,7.496639,-121.9844,1.067198,2.549897,3.858937,-0.00090202,-14.66506,6.514835,0.4524432,1
161039,210763994,8.119064,-133.008,0.8381536,8.035194,-32.13469,-0.2202008,4.377806,2.509856,0.00334539,-1.283154,-4.29287,0.3767753,0
394888,470663326,3.089447,95.38823,-0.8324219,-9.787273,96.3567,-0.2348279,2.434416,1.840084,0.00011469,2.34047,4.403782,0.3443267,4
271245,333263308,6.109248,-47.57124,-0.1395065,-0.2220234,133.1718,-0.8167055,5.836371,3.844654,0.00455262,6.31598,-2.837372,0.3424904,0
402895,479563931,6.997179,-120.8121,0.5155654,0.732262,52.50314,-0.6866094,1.836356,2.54477,-0.00024255,2.363032,1.734447,0.3277782,4
287728,351563485,-29.63602,281.5428,-0.7216008,-70.70735,-442.1763,0.8530054,91.17686,-1228.342,1.784945,4371.034,-259.0804,1,3
167158,217563773,6.708677,-122.8246,0.5015724,-0.6774871,53.27354,-0.6801592,4.980012,3.085496,0.00434857,49.59558,27.51207,0.3829795,0
302413,367963589,-9.347381,-0.00456169,-0.1737538,46.13509,-0.02191385,0.6087431,134.4781,-0.5948935,0.2618504,1599.335,0.1221657,1,3
355720,427164066,4.999787,-64.96849,-0.01068459,2.052704,120.2005,-0.8873418,7.326249,6.400596,0.00454318,2.639416,-12.23774,0.3384038,0
388135,463163827,-12.28157,115.3338,-0.3220157,-4.597898,-95.89767,0.8944627,3.158965,2.990633,0.00055004,0.2797129,-17.82732,0.3785578,4
323757,391663272,-45.78287,-0.00399566,-0.4085773,11.57269,-0.01544102,0.5272135,-134.4721,-1.187183,-0.2093883,1591.723,0.1106262,1,3
401542,478063698,-3.6777,28.06402,0.2449712,4.094399,-124.198,0.8112099,2.37702,1.552484,0.00117029,17.978,-17.36822,0.3147346,4
134398,181163339,-13.76655,32.6874,0.2852573,6.020739,-148.2551,0.947746,2.886891,3.223908,-0.00030393,-0.1202785,-6.378746,0.4189416,0
257918,318463397,-7.718215,103.6404,-0.2722396,5.563106,-88.52629,0.853448,4.308397,4.500097,0.00202344,30.23868,5.562305,0.3424794,0
324026,391963985,-45.85097,-0.0210741,-0.4094924,11.26006,-0.02512911,0.5265021,-134.4725,-1.185881,-0.2093701,1591.812,0.08163452,1,3
52117,89163487,7.169419,-122.4856,0.4530416,27.96348,94.53986,-0.7655534,0.9185683,-1.096839,-8.37E-05,-9.144493,-7.467461,0.3822528,0
128996,175164073,-15.2704,33.48818,0.2704442,6.710304,-152.725,0.9310297,7.480712,6.179527,0.00425067,-1.456775,-8.708572,0.4167676,0
161761,211563674,-14.03089,-140.5042,0.61869,-10.59247,6.164491,-0.5091213,-24.53317,1.965739,-0.02096255,-23.68181,-22.64814,0.3705087,0
382469,456863848,-6.120515,-15.18825,0.5715895,-0.06886464,-150.1199,0.7184355,2.826971,2.869615,-0.0003583,2.063561,-15.04536,0.3808787,4
219959,276263617,-18.54111,-160.3189,0.8434209,38.63838,13.21484,-0.2982402,3.260952,-3.791556,0.01450148,-467.9921,-1079.325,0.330233,2
374637,448163996,13.93109,-56.33506,-0.06764048,-14.94967,131.9474,-0.908012,3.521345,3.404522,0.00099692,-2.558186,10.75468,0.3670036,4
383549,458063368,-10.68278,100.1059,-0.1864698,-4.181587,-118.3571,0.9019809,3.085983,3.662876,-0.00010743,1.399806,-24.00646,0.3794372,4
204584,259163793,1.140511,-31.85731,-0.4424967,1.227244,197.5995,-1.11591,23.88105,-20.46135,0.05963853,4655.012,-1109.416,0.8793377,2
55818,93263513,-8.693343,49.29461,0.1617779,-0.3534721,-137.6038,0.9097534,6.816138,-13.22741,0.02585554,10.09944,-9.977055,0.392667,0
399649,475963705,-2.243414,96.01137,-0.8608599,-7.804536,96.85906,-0.224093,2.248935,1.634588,2.40E-05,1.085565,-1.273441,0.3424126,4
62755,100963765,-0.1429251,84.89539,-0.7762935,-5.998146,103.2408,-0.2863052,0.85148,1.533276,-0.00206252,-0.2615265,-5.726814,0.3766946,0
432116,512763979,-0.7699916,-0.01720557,-0.00241788,0.6714337,-0.0146677,0.00401927,-0.00081847,-0.02596178,0.00068303,0.1602173,0.2950668,0,4
23556,57463672,2.667146,-118.3419,0.9160789,5.599725,-86.24171,0.1077011,3.11055,2.890146,4.97E-05,5.147526,8.085346,0.4110578,0
280431,343463393,4.378297,-22.751,-0.3153118,-3.29513,138.4557,-0.8029771,3.399017,2.959158,0.00102333,5.521887,-5.227089,0.3427502,0
427927,507463600,-0.7699916,-0.0178589,-0.00240263,0.6714337,-0.0174103,0.00403813,-0.00081847,-0.02092649,0.00067747,0.1602173,0.3991127,0,4
167696,218163533,7.086322,-109.3737,0.3362207,-0.8938197,83.38152,-0.8278803,1.774046,3.725855,-0.0020295,21.81998,18.24493,0.3823787,0
174091,225264025,-3.398328,33.49136,0.2248878,7.017623,-135.3389,0.8401549,-2.812449,17.26429,-0.02517666,-0.2329068,4.470158,0.3769407,0
369682,442663697,5.438726,-47.65269,-0.1529691,-4.92262,130.227,-0.8825327,2.567604,2.381232,0.00077765,1.408141,0.7341385,0.341481,0
245311,304463999,11.81301,-124.4068,0.8901412,5.394995,-39.97012,-0.1853226,6.38587,2.115474,0.0077418,-302.5491,-1076.157,0.3318137,0
117531,162363362,-15.87985,130.3428,-0.4868914,1.290506,-76.29483,0.8530809,2.302158,4.105848,-0.00161653,1.769186,6.805229,0.4144914,1
60503,98463932,-8.49273,-32.64859,0.582159,-0.455709,-147.4317,0.6549122,-1.741943,6.555892,-0.01332737,1.399773,-14.01873,0.3950728,0
268001,329663915,-6.792006,129.2274,-0.5771126,-2.470109,-32.73909,0.6107088,2.098599,3.354252,-0.00135761,-1.971597,6.226921,0.3424625,0
76162,115863636,2.618735,13.15117,-0.4883742,-7.79606,129.8085,-0.6592832,2.843556,2.679684,0.00021953,0.1723663,-6.987953,0.3762477,1
263953,325164049,-6.606355,134.9891,-0.7660319,-6.971859,16.71122,0.3284685,2.48251,2.111742,0.00025579,-1.855118,-0.9669304,0.3421633,0
35534,70763350,-4.395591,45.56658,0.159563,5.117441,-127.8909,0.8676695,2.920266,2.729231,0.00068609,0.0954657,3.992653,0.3762948,0
321867,389563279,-45.11766,-0.01589324,-0.4023885,14.23464,-0.01514358,0.5335714,-134.446,-1.197351,-0.2093734,1591.433,0.07572174,1,3
330152,398763764,120.0783,53.24447,-0.5230535,-90.61803,200.0807,-1.152402,-80.4703,-82.62152,-0.01029877,293.3949,153.1388,1,0
428243,507863440,-0.7699916,-0.01136101,-0.00243736,0.6714337,-0.018301,0.00404265,-0.00081847,-0.0247668,0.00067891,0.1602173,0.3759384,0,4
33465,68463437,6.2858,-88.5584,0.1672575,-2.698317,98.3375,-0.8542923,2.507972,2.788087,0.00035077,-0.02642151,0.3893852,0.3761611,0
40310,76063729,4.596166,16.34604,-0.5029206,-5.52313,132.1657,-0.6596576,10.37656,-8.490086,0.02554858,-0.2726066,-3.795338,0.3771536,0
177241,228763458,3.127071,32.44633,-0.6056518,25.40677,160.2929,-0.6160417,3.657755,1.874203,0.00227257,-6.084157,-10.92644,0.3734263,0
162030,211863554,-33.1452,103.4778,-0.6887747,-22.813,-38.71081,0.5644819,-101.384,-21.66292,-0.1105275,-5.453077,-6.50835,0.374126,0
330694,399363524,69.2905,-77.13141,0.426034,-54.97483,64.52128,-0.8760463,-22.32331,-56.75258,0.05449985,-838.4323,-68.45455,0.3576611,0
423603,502563894,5.909148,-133.4482,0.7986469,3.603572,-26.30227,-0.2854781,2.212646,2.017019,0.0003555,-1.560767,-1.454639,0.3366347,4
8205,23463944,-0.1969982,0.01191918,-0.00050195,-0.1259539,0.00861821,-0.00030548,4.80E-05,0.5498662,-0.00087677,0.03414154,0.03414154,0,0
64739,103163718,-8.631809,126.357,-0.8742461,-11.65004,53.08458,0.0865837,2.40534,5.427529,-0.00382486,-24.24407,-7.674408,0.3916571,0
127377,173363960,-13.59275,72.81048,0.0019054,0.9944152,-134.2748,0.9518372,5.688694,17.1426,-0.01049736,-8.793805,-8.786774,0.413999,0
80075,120263542,-2.339142,85.15301,-0.8256223,-5.783769,104.8611,-0.2927291,0.4271114,3.862179,-0.00551983,2.667664,-3.227615,0.3760697,1
51847,88863607,-9.058195,101.3286,-0.2597892,17.34915,-87.82672,0.9047735,-5.421478,0.9336393,-0.01094186,-9.938904,-13.272,0.3931141,0
68619,107463664,1.144635,-122.5043,0.5043584,-36.62735,12.51009,-0.6391582,-2.692363,1.882177,-0.00413428,-24.41854,-13.09853,0.3669797,1
172380,223363952,16.13326,-60.63873,0.01987617,21.2757,155.6546,-0.9211797,-61.30354,16.72332,-0.1341899,7.749757,14.01567,0.3960032,0
166076,216363420,6.212491,-130.5219,0.63904,1.17272,26.97991,-0.587828,-3.219208,2.606471,-0.00921632,-0.9629344,-5.43232,0.3745485,0
251164,310963898,-0.9790513,-68.40264,0.7551204,-27.64989,-139.98,0.3712277,8.038359,1.853047,0.0063084,-174.0221,-45.10736,0.329117,0
109703,153563550,-16.15187,132.5628,-0.4920132,1.732128,-74.46672,0.8500887,1.948564,1.131814,0.00123468,-3.472988,3.930283,0.4125899,1
175352,226663465,-4.332088,8.349916,0.4099942,-28.69717,-168.4903,0.7716584,11.456,2.244305,0.01470575,7.396255,-1.28088,0.3777705,0
142677,190363824,-10.78299,-16.39687,0.5421189,8.399499,-151.5437,0.7625704,2.817706,2.592302,-0.00049004,-0.04889601,-17.65766,0.4202797,0
391465,466864013,-16.9532,7.558261,0.3268571,9.11852,-128.6501,0.8072902,2.146252,1.742287,-0.00023591,-2.292088,-5.337429,0.3356881,4
414235,492163889,3.894927,-108.5551,0.8099893,4.796228,-78.00662,0.07757334,2.219936,1.572711,0.00021514,-0.2473118,1.366329,0.337268,4
371846,445063570,11.90423,-131.7204,0.8465264,0.9343855,-23.6539,-0.3191008,2.103681,2.167141,6.55E-05,3.982031,3.838253,0.3442807,0
393988,469663726,-2.920169,138.3194,-0.8244178,-3.731477,20.23837,0.32401,2.572766,2.369432,0.00057579,0.2354553,9.736729,0.3462765,4
86752,127763874,-6.459218,-102.8764,0.8907069,7.223419,-118.4032,0.3136948,4.990556,3.577034,0.00089066,4.969248,-32.47566,0.4233965,1
77051,116864069,3.454926,0.5417373,-0.4380472,-3.997664,134.1475,-0.7076454,2.030772,1.824089,-0.0002673,-0.6363861,0.373745,0.376457,1
165713,215963580,7.245578,-128.2739,0.5463758,0.7770022,43.45748,-0.6746015,1.587731,7.134209,-0.00567174,-1.867494,0.9155273,0.3749986,0
296501,361363730,-3.678695,-0.02643441,-0.06363878,46.86244,-0.02651203,0.61046,134.4808,-0.3836579,0.2608027,1599.767,-0.1429558,1,3
70332,109363737,-5.827082,118.8476,-0.4618926,20.36204,-33.0941,0.6781938,0.8286015,3.220291,-0.00209164,4.798279,10.65474,0.3750185,1
98937,141463392,-1.532882,-143.1917,0.4918116,2.603088,83.93485,-0.9232804,2.312103,3.208823,-0.00068723,-12.07437,-22.68353,0.4534243,1
23736,57663592,5.848375,-122.3889,0.9612652,8.766512,-86.63464,0.07753243,2.900496,2.55056,-4.89E-05,4.507175,-0.4117966,0.4107752,0
52480,89563327,6.372794,-113.3111,0.3996987,15.34179,90.47478,-0.7702463,6.314176,1.134764,0.00774787,-0.2130537,-9.569168,0.3734429,0
175263,226563505,3.045011,5.383149,-0.4694493,-37.50365,108.8482,-0.7565128,10.05634,0.2420093,0.01579539,9.838799,0.07371902,0.3772725,0
90310,131763940,-10.94033,-74.92058,0.8873122,12.02029,-161.8192,0.6596968,4.372163,4.331771,-0.0008385,18.27928,-21.37299,0.4913353,1
12444,28763490,-0.2465731,0.01523581,-0.00061815,-0.1825979,0.01075984,-0.00045557,9.40E-05,0.3479398,-0.0005544,-0.00286102,-0.00286102,0,0
167427,217863653,-6.349987,100.2417,-0.2469,1.811715,-95.08027,0.817604,3.446779,4.21036,0.00032364,38.54873,32.54938,0.3842342,0
247026,306364072,-0.8978738,13.87821,-0.4898818,-42.43662,85.53095,-0.6320038,-1.420937,-1.432028,-0.00110033,-384.3597,-118.821,0.2966128,0
360586,432563572,-6.038781,79.1489,-0.0742764,6.447462,-107.5595,0.8958929,3.786456,1.224211,0.00428756,5.298961,6.311607,0.3424349,0
170488,221263959,-6.299996,84.6972,-0.1414078,2.448248,-105.6675,0.8428255,2.218309,2.664365,-0.00010732,0.5869138,4.482365,0.3756906,0
287185,350963725,-2.215206,290.7714,-0.7871537,-3.091289,-307.514,0.7821046,66.44737,-680.2292,0.9500923,2642.846,-355.4687,1,3
361666,433763925,-5.993683,134.5778,-0.6774597,-2.885345,-29.47912,0.5950267,1.461079,2.841526,-0.0015175,-1.185602,5.351448,0.3426225,0
110325,154263270,0.5558332,-131.7491,0.4950889,-0.3449363,64.49335,-0.8040638,3.459777,3.633976,0.0010264,-1.669344,-4.214859,0.4151562,1
325648,393763265,-46.22717,-0.00775477,-0.4133345,9.551534,-0.03068836,0.5227678,-134.4506,-1.187815,-0.2093728,1591.457,0.07638931,1,3
393088,468663293,-14.42117,120.8425,-0.5394678,3.327247,-40.52614,0.6668075,2.427598,2.593787,0.00040852,3.512802,13.57613,0.3478462,4
262245,323263976,8.148975,-72.1031,0.04204346,0.5928378,119.3566,-0.8291446,2.281156,2.62585,7.89E-06,3.513416,4.096317,0.3422073,0
130708,177063313,0.9320436,-38.51162,-0.2683206,-8.110199,144.689,-0.9635597,0.8568848,3.250365,-0.0011698,-1.777443,12.78677,0.4190724,0
356350,427863786,-6.29305,108.667,-0.344227,3.537584,-74.1243,0.7989649,-1.428813,2.879162,-0.00646524,6.679929,5.849171,0.3427646,0
349965,420763294,-9.030688,-17.18689,0.5309641,7.372562,-142.1503,0.6961466,12.19424,-4.765072,0.02534547,4.264427,-4.812813,0.3604198,0
424140,503163654,3.545743,-118.0739,0.8531232,5.84718,-71.20662,0.00844456,2.22041,1.914726,9.30E-05,0.4343458,-0.9696007,0.3373159,4
173551,224663432,-7.11977,36.27054,0.2161561,9.500412,-123.6692,0.858151,36.21943,7.421411,0.05342697,7.685437,17.10978,0.3784545,0
18593,51963373,3.04761,28.38407,-0.6294756,-7.39773,144.7818,-0.7163527,2.916836,3.391066,-0.00083328,70.13275,44.30647,0.4116175,0
314121,380963387,-27.86662,-0.0021605,-0.3554003,38.18156,-0.02333972,0.5902778,134.4915,-0.9636679,0.2624077,1591.465,0.1728058,1,3
434932,516263412,0.349924,-0.01700287,0.00086776,0.7383751,-0.01867544,0.00178406,0.00047329,-0.02866853,5.13E-05,0.3746033,0.3746033,0,4
193882,247263555,82.308,145.7352,0.2426888,58.68808,-126.2718,1.109655,-33.48298,-25.6598,-0.0142883,698.3818,-1133.867,0.4217057,2
238202,296563827,29.2472,55.18389,-0.600161,15.44891,173.5854,-0.7165169,39.23855,56.89758,-0.03693886,-157.3819,-1135.354,0.3775529,2
245403,304563959,1.98361,123.3728,-0.8517333,-6.719749,51.83772,0.08095577,6.187547,2.795241,0.00605044,-408.2526,-1076.995,0.3181564,0
368690,441563304,-0.8318784,-39.91373,0.651756,5.730701,-131.5941,0.5950941,2.107388,1.911775,-0.00055174,0.6746905,-2.970505,0.3386604,0
218606,274763384,118.0245,195.0694,-0.08898865,-37.16537,-147.0726,0.9418914,-15.74302,3.833138,-0.02019537,194.6171,-1083.496,0.3759235,2
232181,289864008,73.80656,70.75245,0.3820284,24.23306,-96.67007,0.5739297,-25.59542,-18.03279,-0.01422668,-439.2859,-1126.191,0.2363962,2
416310,494463802,5.322636,-48.29108,-0.1207541,-4.466188,125.3455,-0.8017892,2.361415,2.599274,0.00024392,-1.366329,1.737499,0.3365738,4
381301,455563535,-9.458347,123.6134,-0.9345328,-14.16608,86.84647,-0.1009902,2.813985,2.415466,-0.00016517,4.571777,8.705139,0.379307,4
197656,251463541,-8.818751,111.0699,-0.2536032,6.856451,-96.82012,0.9544995,6.279799,-13.03608,0.02384806,-90.81837,-1120.305,0.386378,2
186067,238563703,5.850832,53.14749,-0.6045849,-2.953313,129.8167,-0.5466812,14.61284,-0.4704835,0.0256802,-917.8369,-1136.472,0.3110823,0
254676,314864004,5.675164,-135.3791,0.8549052,2.428227,-29.18221,-0.2766365,2.297517,2.069826,0.00022971,28.20178,5.866432,0.3453081,0
327180,395463418,-46.55513,-0.00765652,-0.4181682,7.49458,-0.0238826,0.5180158,-134.4527,-1.188783,-0.2093424,1591.496,0.2029419,1,3
352397,423463880,7.545501,-134.8536,0.6736112,2.986696,18.58444,-0.5413275,2.635333,3.792773,-0.00064648,-3.389196,-6.217289,0.3418133,0
85060,125863801,-11.0474,104.2813,-0.9308618,-8.558224,113.2594,-0.2923025,3.589594,3.559709,0.00027834,-10.4836,3.100967,0.4198807,1
203501,257963440,6.897987,90.11488,-0.8294472,-29.30261,103.7215,-0.3772797,1.285795,8.805671,-0.00347726,-305.2302,-1042.747,0.3651392,2
413965,491864009,-4.066749,123.0991,-0.8179485,-4.100348,55.19826,0.1012197,2.193233,1.625595,0.00025765,0.6095494,0.09689331,0.3374382,4
325200,393263465,-46.02073,-0.01412366,-0.4119125,10.29935,-0.01836573,0.5240883,-134.4969,-1.191747,-0.209379,1591.549,0.2077103,1,3
408834,486163790,-5.078306,131.3088,-0.8325906,-4.163707,26.62127,0.2729752,2.348456,2.16915,0.00011729,0.8154904,2.592468,0.337005,4
300524,365863596,-7.326929,-0.01520113,-0.1273338,46.11865,-0.02453248,0.6087666,134.4931,-0.5098682,0.2617515,1601.439,0.06027222,1,3
254407,314563291,-5.942607,136.9551,-0.8064845,-3.264553,12.6579,0.3835501,2.071681,2.152801,5.14E-05,43.80375,9.195805,0.3460827,0
121088,166363428,-16.82144,131.4207,-0.4987063,-0.1682613,-75.49644,0.8469716,2.274503,3.440918,-0.00113755,-1.048956,4.540825,0.4148746,1
190201,243163529,14.54643,-73.85163,0.1221239,13.41148,115.8787,-0.8245808,14.34402,-18.03928,0.04554909,-540.8427,-1134.972,0.3092359,2
112550,156763936,-15.70495,145.0157,-0.681752,-1.356425,-38.45259,0.6490756,2.541808,3.183569,-0.00019715,-1.658367,3.17564,0.4092301,1
270615,332563588,-4.434366,-14.64843,0.5006983,38.80207,-102.8582,0.6594903,0.3909866,-1.684322,0.00134511,2.964915,0.7034302,0.3424518,0
152485,201263629,-12.98182,132.1091,-1.012437,-7.456227,75.04941,0.00577313,1.516341,1.97143,-0.00151081,-1.237576,11.3163,0.4200837,0
113262,157563616,-15.62294,114.9336,-0.3309237,2.249785,-97.79078,0.9248607,0.4632151,5.338174,-0.00583612,-1.793993,-1.484108,0.4080112,1
335109,404264063,-0.7377399,-168.4526,0.8746608,4.736761,-2.415308,-0.5054367,1.685063,-1.653658,0.0024927,3.851406,-11.71227,0.4230517,0
18415,51763453,1.814355,18.10885,-0.581779,-6.397953,146.0117,-0.7468179,3.689967,3.42678,0.000529,59.59262,35.63328,0.4070814,0
182558,234663597,2.946297,35.91303,-0.6252913,-3.659265,134.736,-0.6526871,1.960711,2.23612,-0.00122618,-1074.981,-1072.068,0.379593,0
353208,424363520,-4.058424,119.7063,-0.8429963,-5.950137,60.79157,0.05948502,1.86446,1.347453,0.0001747,0.7710735,3.013802,0.3425815,0
17335,50563933,2.617253,-22.00188,0.09666614,0.4709906,12.16911,-0.130051,0.3007538,0.244986,0.00017021,39.94419,182.8599,0.3180688,0
74384,113863603,4.344044,-32.53157,-0.270263,21.03216,160.56,-0.8747901,5.218799,5.649182,0.00111691,-3.773216,12.9817,0.3903769,1
34723,69863710,5.59917,-49.56979,-0.1143924,-6.154696,121.8008,-0.8224424,1.986389,2.260516,-0.00034065,-0.6698101,0.30756,0.375733,0
72315,111563690,-5.178411,77.52322,-0.09444388,3.170839,-108.1245,0.837779,1.866847,2.620042,-0.00067343,-0.04202804,-1.091385,0.376074,1
268451,330163715,7.78411,-135.2115,0.724607,3.700724,-6.024845,-0.4087357,1.135147,1.841933,-0.00154766,-4.47699,-5.30138,0.3402173,0
86038,126963361,-4.890806,-112.7352,0.9459563,7.351597,-100.3901,0.1791472,4.425879,2.831103,0.00083054,-9.951015,-35.04944,0.4178586,1
318175,385464086,-43.70423,-0.01047373,-0.3931346,18.1821,-0.0228082,0.542812,-134.4452,-1.180227,-0.2092909,1591.377,0.2039909,1,3
55907,93363473,2.43415,-58.68129,-0.1186529,-12.44221,129.1754,-0.9415197,11.93992,-9.632874,0.03132964,10.81439,15.37886,0.3957984,0
97871,140263872,-1.923931,-143.0878,0.4600663,3.173607,87.9808,-0.9178248,3.635332,3.358206,0.00146783,-13.86797,-29.70572,0.4637876,1
241445,300164053,-26.90978,-165.2752,0.818903,-33.05797,-74.34235,-0.1779725,-78.29956,-26.47466,-0.09437134,-536.2004,-1046.919,0.2587512,2
13960,46763787,-0.3428628,0.01810853,-0.00085185,-0.2953521,0.0170484,-0.00075755,0.00019764,0.1265924,-0.00019924,0.02202988,0.02202988,0,0
163733,213763627,10.60758,-134.2583,0.7023852,10.43021,29.08294,-0.5468951,13.8627,24.16574,-0.00339293,6.197433,-2.598286,0.3750566,0
205568,260263353,-7.294823,160.9592,-0.708725,20.96171,-29.40019,0.8590906,-21.21513,10.57298,-0.04154712,349.6473,-1091.354,0.5879951,2
435752,517263845,0.3557507,-0.0161419,0.00085188,0.7356068,-0.0173248,0.00177516,0.00046329,-0.03503234,5.22E-05,0.351429,0.351429,0,4
294094,358663977,-179.4168,-537.2206,0.8971377,-186.9825,-304.1457,0.4788631,251.2299,251.2299,-0.07956232,2142.97,1710.558,1,3
401632,478163658,4.62595,-32.85685,-0.2117572,-5.325178,124.5101,-0.8382213,2.502812,1.784788,0.00122014,28.84585,-3.858852,0.319501,4
323217,391063512,-45.60494,-0.0132536,-0.4073359,12.23015,-0.02093718,0.5288106,-134.4946,-1.187419,-0.2093705,1591.634,0.08058548,1,3
387506,462463274,1.19424,-73.07748,-0.05469371,-12.03118,138.1913,-0.9671366,2.217602,3.509741,-0.00112716,-0.8714226,27.75183,0.3809778,4
180216,232063804,-8.804063,135.0652,-0.6398135,-16.26114,-64.5859,0.6920843,5.958205,4.985056,0.00402664,-1086.65,-1108.785,0.3890029,0
404873,481763884,2.813633,-96.25394,0.8283896,7.081748,-86.84456,0.1724153,1.856115,1.291733,-0.00022923,0.3772106,-4.114914,0.3262197,4
