LineNo,TimeUS,IMU,VibeX,VibeY,VibeZ,Clip,labels
110173,154063350,0,0.1594615,0.122546,0.2562707,0,1
225112,281963836,0,6.00E-07,6.00E-07,6.00E-07,0,2
87757,128863434,0,0.1840335,0.1409119,0.2882009,0,1
45114,81363275,0,0.102069,0.1197073,0.1578726,0,0
56926,94463866,0,0.1221403,0.1304843,0.1711382,0,0
171777,222663399,0,0.1250296,0.1292616,0.2150257,0,0
216121,271963671,0,6.00E-07,6.00E-07,6.00E-07,0,2
334144,403163670,0,0.1704967,0.1485318,0.276706,0,0
417328,495563362,0,0.1169719,0.119336,0.1436734,0,4
269291,331063355,0,0.1132944,0.125127,0.171357,0,0
118715,163663675,0,0.1476231,0.1309667,0.2013893,0,1
170876,221663799,0,0.1053471,0.1276225,0.190805,0,0
309556,375863761,0,0.07697288,0.07923093,0.00264005,0,3
8624,23963744,0,0.00274439,0.00312822,0.00280007,0,0
425432,504563927,0,0.09375523,0.1306134,1.074811,0,4
126863,172763367,0,0.1483089,0.1397583,0.2146039,0,0
281449,344563786,0,0.1168488,0.09989671,0.1544028,0,0
122271,167663741,0,0.1760886,0.1333974,0.2223035,0,1
349724,420463414,0,0.1211799,0.1162981,0.1957299,0,0
53318,90463800,0,0.1172154,0.1175381,0.1816817,0,0
323063,390863592,0,0.1049661,0.1067156,0.00266079,0,3
374036,447463443,0,0.1247324,0.1393935,0.2201412,0,4
412014,489664056,0,0.1066303,0.1062164,0.1569654,0,4
174027,225164065,0,0.1119323,0.112662,0.1672437,0,0
127764,173763800,0,0.1414637,0.140722,0.2167728,0,0
202360,256663960,0,6.00E-07,6.00E-07,6.00E-07,0,2
372236,445463410,0,0.1089301,0.1128642,0.2036336,0,0
345761,416063508,0,0.1220507,0.1262228,0.2183456,0,0
89002,130263707,0,0.1903623,0.1451545,0.2829369,0,1
267489,329063322,0,0.126382,0.1162726,0.1631666,0,0
160976,210664034,0,0.1256421,0.1049181,0.1765849,0,0
187262,239864016,0,6.00E-07,6.00E-07,6.00E-07,0,0
296710,361563650,0,0.07939627,0.07755203,0.00279607,0,3
341168,410963882,0,0.1438195,0.1217432,0.1869216,0,0
54848,92163953,0,0.1216341,0.1055097,0.1861306,0,0
331350,400064077,0,0.117659,0.120866,0.2433989,0,0
303522,369163942,0,0.07729945,0.08337269,0.00272324,0,3
18531,51863413,0,0.1283347,0.1191238,0.1929311,0,0
301272,366663276,0,0.0840273,0.08023374,0.00267644,0,3
438483,520563358,0,0.00284781,0.00285699,0.00278059,0,4
271362,333363268,0,0.1166747,0.1206104,0.1480449,0,0
91940,133564053,0,0.2754478,0.1786592,0.3691917,0,1
333695,402663870,0,0.1602197,0.1467266,0.304507,0,0
15921,48963740,0,0.00870068,0.00788169,0.00263912,0,0
285862,349463492,0,0.115564,0.1303881,0.1792996,0,0
47010,83463268,0,0.1215958,0.1117215,0.1926979,0,0
143335,191063544,0,0.1758847,0.1294777,0.2906446,0,0
257856,318363437,0,0.1115592,0.1159058,0.16807,0,0
87490,128563554,0,0.1717471,0.1345226,0.2720059,0,1
379706,453763422,0,0.1331297,0.1503562,0.2516459,0,4
295191,359863497,0,2.112376,2.775521,2.472594,0,3
44933,81163355,0,0.1135199,0.1181072,0.1761249,0,0
409761,487163390,0,0.1172182,0.109857,0.1337408,0,4
403732,480463571,0,0.1226752,0.1189695,0.1829612,0,4
79569,119663782,0,0.1153824,0.1165533,0.1497956,0,1
36195,71463903,0,0.1144716,0.1076671,0.1691392,0,0
238229,296563827,0,6.00E-07,6.00E-07,6.00E-07,0,2
47730,84263781,0,0.1177138,0.1129664,0.1554876,0,0
75923,115563756,0,0.1113348,0.1216895,0.1337412,0,1
213778,269363878,0,6.00E-07,6.00E-07,6.00E-07,0,2
265063,326363569,0,0.1161423,0.1231902,0.2129823,0,0
401931,478463538,0,0.1169116,0.1106751,0.1682112,0,4
93361,135163413,0,0.2620363,0.154883,0.3925952,0,1
318204,385464086,0,0.1073771,0.1074548,0.002827,0,3
97897,140263872,0,0.2226851,0.1468935,0.3480845,0,1
216029,271863711,0,6.00E-07,6.00E-07,6.00E-07,0,2
284240,347663379,0,0.1130723,0.1090178,0.1804615,0,0
359440,431264092,0,0.1207827,0.1043039,0.1698617,0,0
143424,191163504,0,0.1505473,0.1316053,0.2770189,0,0
420117,498663788,0,0.129216,0.1098733,0.1657762,0,4
379796,453863382,0,0.142456,0.1437091,0.2632914,0,4
347651,418163501,0,0.111151,0.111508,0.1776694,0,0
398958,475164025,0,0.1143533,0.1072275,0.1585836,0,4
252183,312063458,0,0.1429718,0.1219559,0.2000031,0,0
68104,106863904,0,0.1100412,0.1154556,0.1887836,0,0
288115,351963325,0,0.257048,0.3121507,0.1603339,0,3
159806,209363721,0,0.1240405,0.1098728,0.1423301,0,0
278659,341463360,0,0.1390347,0.1188155,0.2012986,0,0
13186,29663963,0,0.00271141,0.00254684,0.00266765,0,0
321805,389463319,0,0.1110026,0.1105903,0.00314844,0,3
390592,465863580,0,0.1308517,0.13179,0.2411164,0,4
277124,339764040,0,0.1057142,0.1091056,0.1443455,0,0
369347,442263857,0,0.1073043,0.1134114,0.1769149,0,0
34120,69163990,0,0.1115422,0.1256299,0.1806564,0,0
197954,251763421,0,6.00E-07,6.00E-07,6.00E-07,0,2
167095,217463813,0,0.1171267,0.1171526,0.1841736,0,0
148107,196363923,0,0.1611086,0.1244752,0.2656657,0,0
355747,427164066,0,0.1173896,0.1152037,0.1809187,0,0
118181,163063915,0,0.1334325,0.1314727,0.2755828,0,1
183308,235463277,0,6.00E-07,6.00E-07,6.00E-07,0,0
354311,425563873,0,0.1219192,0.1274131,0.2102792,0,0
260740,321563823,0,0.1230307,0.1160606,0.1880429,0,0
79924,120063622,0,0.1156842,0.1117725,0.1344268,0,1
360882,432863452,0,0.1259184,0.1109248,0.1806351,0,0
48360,84963501,0,0.116141,0.1264991,0.1938872,0,0
89182,130463627,0,0.2000035,0.1436553,0.2863263,0,1
325046,393063545,0,0.1124959,0.105588,0.00271637,0,3
11268,27264090,0,0.00298244,0.00278258,0.00262702,0,0
254254,314363371,0,0.1202694,0.1047663,0.1570667,0,0
343422,413463715,0,0.1125732,0.09923116,0.1459083,0,0
286583,350264005,0,0.1180996,0.1176679,1.232027,0,0
125061,170763334,0,0.1348966,0.1284604,0.2015224,0,0
128934,175063280,0,0.1593248,0.1319605,0.2299853,0,0
2776,16663332,0,0.00293954,0.00303252,0.00284272,0,0
81882,122263575,0,0.134216,0.1227787,0.2269268,0,1
380248,454364015,0,0.1286754,0.1476464,0.3008028,0,4
72161,111363770,0,0.1161411,0.1248541,0.1515003,0,1
347023,417463781,0,0.1401189,0.1047063,0.1634447,0,0
333153,402063277,0,0.1369968,0.1459419,0.2700934,0,0
343241,413263795,0,0.1159607,0.107457,0.1513192,0,0
84197,124863368,0,0.1537821,0.1340622,0.2163969,0,1
327658,395964051,0,0.1030505,0.1111185,0.00280104,0,3
93629,135463293,0,0.2461198,0.1649967,0.4115351,0,1
6304,21064071,0,0.00288607,0.00290488,0.00288196,0,0
29893,64463371,0,0.1105094,0.1260822,0.1855348,0,0
182406,234463677,0,6.00E-07,6.00E-07,6.00E-07,0,0
183487,235664030,0,6.00E-07,6.00E-07,6.00E-07,0,0
56746,94263946,0,0.126491,0.115803,0.176514,0,0
330269,398863724,0,0.1551254,0.1978035,0.2621466,0,0
221246,277663890,0,6.00E-07,6.00E-07,6.00E-07,0,2
66031,104563991,0,0.1065133,0.1051986,0.1851153,0,0
363135,435363285,0,0.1238951,0.1091024,0.1709989,0,0
350533,421363887,0,0.1191001,0.1208321,0.1765379,0,0
412462,490163856,0,0.1120859,0.1270351,0.1525709,0,4
57196,94763746,0,0.1141606,0.1108294,0.1414416,0,0
140814,188263831,0,0.1562493,0.1293672,0.2670441,0,0
278116,340863600,0,0.1184812,0.1196704,0.1663871,0,0
338467,407963416,0,0.1747294,0.1441431,0.3188277,0,0
427631,507063760,0,0.00278414,0.00278872,0.00265772,0,4
243088,301963333,0,6.00E-07,6.00E-07,6.00E-07,0,0
96030,138163879,0,0.2277917,0.1431456,0.3741473,0,1
158546,207963448,0,0.134641,0.1071505,0.2224302,0,0
410934,488463703,0,0.09656499,0.1383831,0.145428,0,4
219805,276063697,0,6.00E-07,6.00E-07,6.00E-07,0,2
181144,233063404,0,6.00E-07,6.00E-07,6.00E-07,0,0
23763,57663592,0,0.1304659,0.1247376,0.1725571,0,0
284690,348164012,0,0.1232589,0.110421,0.165391,0,0
318024,385263333,0,0.1144729,0.1078964,0.00304987,0,3
45297,81564028,0,0.1198253,0.124209,0.1673575,0,0
170246,220964079,0,0.111059,0.1086149,0.1651981,0,0
33401,68363477,0,0.1202903,0.1212166,0.1705635,0,0
427869,507363640,0,0.00269629,0.00263343,0.00279497,0,4
34572,69663790,0,0.10683,0.1064819,0.1567901,0,0
250382,310063425,0,0.127418,0.1175451,0.1596964,0,0
46109,82463668,0,0.125976,0.1160014,0.1330575,0,0
277306,339963960,0,0.1133067,0.1253687,0.2028734,0,0
158096,207463648,0,0.1501211,0.1153621,0.2400395,0,0
246151,305363639,0,0.1120633,0.1231477,0.1626298,0,0
391854,467263853,0,0.1044402,0.1270033,0.1603074,0,4
91761,133363300,0,0.2651333,0.1561696,0.387039,0,1
41150,76963369,0,0.1091464,0.1166237,0.175984,0,0
201913,256163327,0,6.00E-07,6.00E-07,6.00E-07,0,2
124251,169863694,0,0.1435978,0.1430882,0.1816561,0,0
164661,214764060,0,0.1248733,0.0988083,0.1728545,0,0
227268,284363709,0,6.00E-07,6.00E-07,6.00E-07,0,2
257767,318263477,0,0.1228506,0.1268123,0.1984808,0,0
69549,108463264,0,0.1256096,0.1112429,0.1901866,0,1
225743,282663556,0,6.00E-07,6.00E-07,6.00E-07,0,2
138392,185564078,0,0.1604222,0.1328231,0.2438795,0,0
370884,443964010,0,0.1128279,0.1037402,0.163775,0,0
105459,148763804,0,0.1507873,0.1318056,0.2536188,0,1
302802,368363429,0,0.08445867,0.08350043,0.00278758,0,3
155575,204663935,0,0.1566544,0.1306068,0.2439225,0,0
398058,474163592,0,0.1240455,0.1102891,0.172584,0,4
129203,175363993,0,0.1504455,0.1362953,0.2455198,0,0
16910,50063300,0,0.1330663,0.1272525,0.1586754,0,0
411654,489263383,0,0.1123644,0.1190479,0.1565867,0,4
199755,253763454,0,6.00E-07,6.00E-07,6.00E-07,0,2
199490,253463574,0,6.00E-07,6.00E-07,6.00E-07,0,2
221336,277763850,0,6.00E-07,6.00E-07,6.00E-07,0,2
141265,188763631,0,0.1635928,0.1298952,0.2664689,0,0
67562,106263311,0,0.112091,0.1205979,0.1751883,0,0
399950,476263585,0,0.1109018,0.1259205,0.1704877,0,4
145857,193864090,0,0.1547013,0.1363361,0.232956,0,0
80990,121263975,0,0.1153792,0.1176924,0.1568736,0,1
39706,75364009,0,0.1169026,0.1271691,0.195318,0,0
52507,89563327,0,0.1145798,0.113705,0.1699142,0,0
119871,164963988,0,0.1654482,0.132681,0.2482133,0,1
231851,289463335,0,6.00E-07,6.00E-07,6.00E-07,0,2
110261,154163310,0,0.1400887,0.1230399,0.2555697,0,1
419128,497563395,0,0.1134226,0.1124763,0.1615229,0,4
55934,93363473,0,0.1359111,0.1281206,0.222809,0,0
321624,389263399,0,0.1112736,0.1044547,0.00456251,0,3
273253,335463261,0,0.1314323,0.1155522,0.1490338,0,0
353327,424463480,0,0.1412145,0.1101888,0.1965051,0,0
227717,284863509,0,6.00E-07,6.00E-07,6.00E-07,0,2
203530,257963440,0,6.00E-07,6.00E-07,6.00E-07,0,2
391763,467163893,0,0.1151265,0.1283218,0.1703266,0,4
315412,382363660,0,0.07600317,0.09524719,0.00250341,0,3
177268,228763458,0,0.1073336,0.1156628,0.1849335,0,0
258667,319263910,0,0.116794,0.1321675,0.1891968,0,0
75034,114563323,0,0.1172305,0.1167873,0.1651654,0,1
243540,302463966,0,6.00E-07,6.00E-07,6.00E-07,0,0
215399,271163991,0,6.00E-07,6.00E-07,6.00E-07,0,2
242013,300763813,0,6.00E-07,6.00E-07,6.00E-07,0,0
435202,516563292,0,0.00272518,0.00305755,0.00265286,0,4
404359,481163291,0,0.1076294,0.1178039,0.1483151,0,4
266859,328363602,0,0.1280903,0.1178444,0.1744779,0,0
63505,101763445,0,0.1268036,0.1185212,0.1814042,0,0
111064,155063783,0,0.1475592,0.1272869,0.2678421,0,1
287574,351363565,0,0.2548991,0.3032973,0.1710203,0,3
206496,261263786,0,6.00E-07,6.00E-07,6.00E-07,0,2
48090,84663621,0,0.128429,0.1150821,0.1431163,0,0
225654,282563596,0,6.00E-07,6.00E-07,6.00E-07,0,2
190408,243363449,0,6.00E-07,6.00E-07,6.00E-07,0,2
240301,298863740,0,6.00E-07,6.00E-07,6.00E-07,0,2
369892,442863617,0,0.1194335,0.1169975,0.1529195,0,0
130103,176363593,0,0.1825954,0.1254989,0.2650025,0,0
262452,323463896,0,0.1217837,0.1121996,0.1661895,0,0
205504,260163393,0,6.00E-07,6.00E-07,6.00E-07,0,2
2857,16763292,0,0.00291976,0.00283664,0.00278622,0,0
169796,220463446,0,0.1112006,0.120277,0.1839392,0,0
359623,431464012,0,0.1193553,0.1092417,0.165148,0,0
430002,510063393,0,0.00277031,0.00270211,0.0024628,0,4
399678,475963705,0,0.1164409,0.1232176,0.1470951,0,4
391492,466864013,0,0.1110111,0.1162402,0.1975429,0,4
9748,25364017,0,0.00287513,0.00298938,0.00288463,0,0
64229,102563958,0,0.1205496,0.1333603,0.1957164,0,0
352154,423164000,0,0.1191277,0.1094193,0.1609218,0,0
227627,284763549,0,6.00E-07,6.00E-07,6.00E-07,0,2
208390,263363779,0,6.00E-07,6.00E-07,6.00E-07,0,2
427394,506763880,0,0.00274444,0.00301695,0.00271644,0,4
208210,263163859,0,6.00E-07,6.00E-07,6.00E-07,0,2
108393,152063317,0,0.1605237,0.1297971,0.2511006,0,1
70989,110063457,0,0.1216748,0.118189,0.1812117,0,1
136501,183464085,0,0.1726324,0.1362231,0.2326225,0,0
343060,413063875,0,0.1259461,0.1126412,0.1916887,0,0
178082,229663931,0,0.07712819,0.02999788,0.3097538,0,0
241383,300063260,0,6.00E-07,6.00E-07,6.00E-07,0,2
164031,214063507,0,0.1115058,0.1103348,0.1728832,0,0
406252,483263284,0,0.1193516,0.1136705,0.1728727,0,4
370436,443463377,0,0.1138006,0.1091358,0.1765767,0,0
347113,417563741,0,0.1239436,0.1044676,0.1702549,0,0
192921,246163995,0,6.00E-07,6.00E-07,6.00E-07,0,2
160887,210564074,0,0.1260903,0.1074573,0.1725971,0,0
174838,226063705,0,0.1253031,0.1159142,0.1299153,0,0
106170,149563484,0,0.1588955,0.1415012,0.2567434,0,1
403189,479863811,0,0.1025105,0.1110087,0.1485162,0,4
314328,381163307,0,0.07414225,0.08362499,0.00291324,0,3
245882,305063759,0,0.1299083,0.1246971,0.5222265,0,0
377637,451463509,0,0.1304104,0.1509652,0.2306558,0,4
64048,102364038,0,0.1204279,0.1123704,0.1936282,0,0
102524,145463458,0,0.1996733,0.1428529,0.3262998,0,1
99944,142563785,0,0.1748455,0.1461342,0.3061583,0,1
188072,240763656,0,6.00E-07,6.00E-07,6.00E-07,0,0
123171,168663341,0,0.1690442,0.1408393,0.3397522,0,0
262001,322963263,0,0.1193333,0.1189129,0.1611787,0,0
153052,201863389,0,0.1809211,0.1281318,0.2912166,0,0
336845,406163303,0,0.2041238,0.1449557,0.3295809,0,0
298938,364063483,0,0.07275224,0.07094973,0.00281067,0,3
98076,140463792,0,0.2055896,0.1420343,0.3313416,0,1
363854,436163798,0,0.1339028,0.1044335,0.1808221,0,0
146848,194963650,0,0.163887,0.1426458,0.2346979,0,0
342700,412664035,0,0.1167084,0.1125439,0.2021529,0,0
219894,276163657,0,6.00E-07,6.00E-07,6.00E-07,0,2
122450,167863661,0,0.1797572,0.1241692,0.2769508,0,1
308927,375164041,0,0.08577179,0.07661779,0.00275177,0,3
437663,519563758,0,0.00278201,0.00265852,0.00280799,0,4
75834,115463796,0,0.1031554,0.1120375,0.1743895,0,1
344049,414163435,0,0.1160621,0.113686,0.1761742,0,0
85531,126363601,0,0.1491076,0.1235491,0.2536065,0,1
116045,160664042,0,0.1408992,0.1257389,0.2654595,0,1
305865,371763735,0,0.07484662,0.07902202,0.00281817,0,3
347202,417663701,0,0.1312105,0.1187164,0.1605407,0,0
287122,350863765,0,0.2662192,0.1614048,0.6785488,0,3
46199,82563628,0,0.1133842,0.1081474,0.1580433,0,0
155485,204563975,0,0.1610543,0.1345307,0.2617984,0,0
29260,63763651,0,0.117459,0.1230235,0.1319751,0,0
94784,136763606,0,0.2549401,0.1660572,0.3713976,0,1
285951,349563452,0,0.1082119,0.1354611,0.1965517,0,0
367547,440263824,0,0.113464,0.1157386,0.1688661,0,0
306317,372263535,0,0.08063301,0.08531263,0.00292716,0,3
356019,427463946,0,0.1106115,0.1224669,0.1727683,0,0
289469,353463558,0,0.08255044,0.0888534,0.08608216,0,3
312889,379563947,0,0.07802846,0.07463673,0.00291844,0,3
303882,369563782,0,0.08342814,0.08550933,0.00300809,0,3
144867,192763697,0,0.166085,0.1244849,0.2413419,0,0
217284,273263984,0,6.00E-07,6.00E-07,6.00E-07,0,2
66300,104863871,0,0.128039,0.123886,0.18085,0,0
267759,329364035,0,0.1160773,0.1128641,0.2013547,0,0
112310,156464056,0,0.1611257,0.1350042,0.2730471,0,1
79123,119163982,0,0.1177269,0.113307,0.1772509,0,1
137219,184263765,0,0.1510602,0.1171095,0.2220332,0,0
21059,54663959,0,0.1190927,0.1277355,0.1944252,0,0
437906,519863638,0,0.00280717,0.00241501,0.00290792,0,4
349543,420263494,0,0.1204427,0.1270762,0.2346366,0,0
197594,251363581,0,6.00E-07,6.00E-07,6.00E-07,0,2
263530,324663416,0,0.1069448,0.1278416,0.1497941,0,0
418765,497163555,0,0.1060391,0.1077708,0.1808987,0,4
113200,157463656,0,0.1399213,0.1268862,0.221862,0,1
215491,271263951,0,6.00E-07,6.00E-07,6.00E-07,0,2
112755,156963856,0,0.1578361,0.1305023,0.2383571,0,1
172677,223663832,0,0.1223666,0.1117218,0.1709074,0,0
301183,366563316,0,0.0823321,0.08161518,0.00293018,0,3
395993,471863679,0,0.1315468,0.1182408,0.1360796,0,4
73065,112363370,0,0.1206026,0.1254207,0.1677757,0,1
253984,314063491,0,0.1229414,0.1334869,0.1648223,0,0
57376,94963666,0,0.1092761,0.1121007,0.1551959,0,0
27008,61263818,0,0.1141704,0.1169022,0.1730435,0,0
102968,145964091,0,0.1624632,0.1276038,0.2485917,0,1
396797,472763319,0,0.1143962,0.1147262,0.1808971,0,4
114800,159263769,0,0.1485093,0.1282256,0.2432632,0,1
221607,278063730,0,6.00E-07,6.00E-07,6.00E-07,0,2
212077,267463805,0,6.00E-07,6.00E-07,6.00E-07,0,2
165112,215263860,0,0.1085475,0.1079317,0.1815827,0,0
28630,63063931,0,0.1124189,0.1210395,0.1924185,0,0
367996,440763624,0,0.1126956,0.1161427,0.1343748,0,0
221877,278363610,0,6.00E-07,6.00E-07,6.00E-07,0,2
128664,174763400,0,0.1382444,0.14351,0.2409809,0,0
134516,181263299,0,0.1561251,0.1371654,0.2619472,0,0
66569,105163751,0,0.1167911,0.1182151,0.1452215,0,0
297779,362764003,0,0.07467679,0.07717361,0.00275249,0,3
382948,457363648,0,0.1311155,0.1461916,0.2296655,0,4
41510,77364042,0,0.1127507,0.1157545,0.1669368,0,0
27729,62063498,0,0.1125168,0.1151352,0.172441,0,0
229159,286463702,0,6.00E-07,6.00E-07,6.00E-07,0,2
116666,161363762,0,0.1467088,0.1288492,0.2330093,0,1
144597,192463817,0,0.1607409,0.129041,0.2772664,0,0
382317,456663928,0,0.1326248,0.1483198,0.2379711,0,4
177992,229563971,0,0.144655,0.05626144,0.5809475,0,0
29801,64363411,0,0.1142701,0.1300401,0.1714242,0,0
32950,67863677,0,0.1210842,0.115258,0.1426613,0,0
304696,370463422,0,0.08458217,0.08062067,0.00295294,0,3
387802,462763987,0,0.1202401,0.1430036,0.2800061,0,4
304875,370663342,0,0.08349197,0.07858165,0.0030751,0,3
251373,311163818,0,0.1124028,0.1234265,0.1572969,0,0
117202,161963522,0,0.1526914,0.1358323,0.2438228,0,1
366016,438563671,0,0.1157063,0.109415,0.1395662,0,0
320994,388563679,0,0.1042406,0.1043817,0.00263535,0,3
289648,353663478,0,1.330281,3.056548,16.71966,0,3
333335,402264030,0,0.1344776,0.141093,0.323647,0,0
48812,85463301,0,0.1253842,0.1043021,0.1830835,0,0
157825,207163768,0,0.1745761,0.1359323,0.2725936,0,0
373136,446463843,0,0.1242617,0.121758,0.1751661,0,4
214138,269763718,0,6.00E-07,6.00E-07,6.00E-07,0,2
374485,447964076,0,0.126055,0.1345787,0.1925671,0,4
158366,207763528,0,0.1367317,0.1221476,0.2423878,0,0
135689,182563612,0,0.161512,0.1196006,0.2648053,0,0
77167,116964029,0,0.1058613,0.1069017,0.174956,0,1
156204,205363655,0,0.1642358,0.1152159,0.2368795,0,0
427709,507163720,0,0.00298284,0.00265094,0.00289035,0,4
246693,305963399,0,0.1089409,0.09362124,0.1440338,0,0
177722,229264091,0,0.908174,0.3537247,3.646197,0,0
42951,78963402,0,0.1258274,0.124231,0.2031062,0,0
319282,386663606,0,0.1020431,0.1025726,0.00257465,0,3
251283,311063858,0,0.1087043,0.1150379,0.1436584,0,0
392937,468463373,0,0.1130548,0.1152834,0.1801695,0,4
201196,255363647,0,6.00E-07,6.00E-07,6.00E-07,0,2
20970,54563999,0,0.1208353,0.1118401,0.1864538,0,0
368176,440963544,0,0.111777,0.1090026,0.1945384,0,0
387624,462564067,0,0.1349088,0.1511122,0.2616579,0,4
81079,121363935,0,0.1205282,0.1176351,0.1596628,0,1
271992,334063821,0,0.1368831,0.1167835,0.1837815,0,0
96919,139163479,0,0.2202782,0.1453702,0.3740121,0,1
280638,343663313,0,0.1202879,0.1065208,0.1741495,0,0
394374,470063566,0,0.1079403,0.1306656,0.1730104,0,4
33131,68063597,0,0.1169847,0.1229088,0.1619904,0,0
64949,103363638,0,0.1288602,0.1218159,0.1500998,0,0
299028,364163443,0,0.08080481,0.07059128,0.0028208,0,3
141445,188963551,0,0.1565924,0.1221566,0.2706864,0,0
383487,457963408,0,0.1477725,0.152193,0.2377167,0,4
151080,199663436,0,0.1628759,0.1261084,0.2669635,0,0
171236,222063639,0,0.1156475,0.1227546,0.1921224,0,0
423898,502863774,0,0.1034813,0.1067649,0.1415806,0,4
226637,283663989,0,6.00E-07,6.00E-07,6.00E-07,0,2
287844,351663445,0,0.2493914,0.2792544,0.1588473,0,3
243268,302164086,0,6.00E-07,6.00E-07,6.00E-07,0,0
402740,479364011,0,0.1218638,0.1152575,0.1588992,0,4
196964,250663861,0,6.00E-07,6.00E-07,6.00E-07,0,2
296971,361863530,0,0.07319855,0.08095308,0.0026627,0,3
290278,354364031,0,0.6021639,0.6904352,0.9671068,0,3
249036,308564025,0,0.1172028,0.1281618,0.1984824,0,0
37364,72763383,0,0.1180604,0.1165335,0.1996745,0,0
19887,53363646,0,0.1267086,0.1373539,0.1353789,0,0
143065,190763664,0,0.1653083,0.1233811,0.2437012,0,0
436842,518563325,0,0.00286046,0.00270582,0.00267804,0,4
237511,295763314,0,6.00E-07,6.00E-07,6.00E-07,0,2
232571,290263848,0,6.00E-07,6.00E-07,6.00E-07,0,2
141895,189463351,0,0.1641639,0.129832,0.2819539,0,0
151259,199863356,0,0.1498762,0.1220921,0.2731832,0,0
389243,464363347,0,0.1288255,0.1651462,0.2306797,0,4
139823,187163438,0,0.1772835,0.1279443,0.2864786,0,0
418858,497263515,0,0.1266158,0.1167128,0.1643976,0,4
305145,370964055,0,0.0810315,0.0710477,0.00266724,0,3
318472,385763966,0,0.1143123,0.1132979,0.00267773,0,3
115689,160263369,0,0.1430726,0.1348073,0.2798663,0,1
117290,162063482,0,0.1529359,0.1284588,0.2681108,0,1
252454,312363338,0,0.1307129,0.1262605,0.192316,0,0
64408,102763878,0,0.1188294,0.1228911,0.1958955,0,0
241292,299963300,0,6.00E-07,6.00E-07,6.00E-07,0,2
337026,406364056,0,0.1768238,0.1269035,0.3463084,0,0
240122,298663820,0,6.00E-07,6.00E-07,6.00E-07,0,2
218815,274963304,0,6.00E-07,6.00E-07,6.00E-07,0,2
367007,439664064,0,0.1302827,0.111171,0.1860559,0,0
206225,260963906,0,6.00E-07,6.00E-07,6.00E-07,0,2
74145,113563723,0,0.1242203,0.1258593,0.1548055,0,1
410842,488363743,0,0.1118411,0.1246301,0.1519376,0,4
322795,390563712,0,0.1257758,0.09594517,0.00274765,0,3
406433,483464037,0,0.1191426,0.1334162,0.2315589,0,4
285681,349263572,0,0.1221709,0.1179998,0.1848244,0,0
41870,77763882,0,0.1214792,0.1127436,0.1764933,0,0
13643,46363947,0,0.00282867,0.0029599,0.00279762,0,0
287214,350963725,0,0.2658123,0.1667565,0.4516003,0,3
132087,178563546,0,0.15319,0.1123692,0.2537319,0,0
52866,89964000,0,0.1173997,0.1129612,0.1769295,0,0
141535,189063511,0,0.1573083,0.131282,0.2799354,0,0
374214,447663363,0,0.1179184,0.1326036,0.1954187,0,4
200386,254464007,0,6.00E-07,6.00E-07,6.00E-07,0,2
91406,132963460,0,0.2524956,0.157901,0.3821126,0,1
361514,433564005,0,0.1088979,0.1183046,0.1912627,0,0
246333,305563559,0,0.1087912,0.1215617,0.1887555,0,0
382406,456763888,0,0.1417696,0.1425224,0.2590729,0,4
431821,512363306,0,0.00270931,0.00287663,0.00301016,0,4
26646,60863978,0,0.1124976,0.1167969,0.1652388,0,0
288385,352264038,0,0.2473051,0.2796526,0.1690121,0,3
168263,218763293,0,0.1178278,0.1157384,0.1657747,0,0
410571,488063863,0,0.130747,0.1142497,0.1579841,0,4
429609,509563593,0,0.00286964,0.00277983,0.00281638,0,4
167274,217663733,0,0.1201802,0.1199257,0.1375684,0,0
72252,111463730,0,0.119518,0.1276855,0.1413589,0,1
288475,352363998,0,0.2469441,0.295772,0.1744124,0,3
71169,110263377,0,0.1214312,0.111682,0.1857961,0,1
56025,93463433,0,0.1362164,0.1272623,0.2176923,0,0
65850,104364071,0,0.1125033,0.1128005,0.1548756,0,0
422277,501063661,0,0.1128529,0.1156627,0.1549312,0,4
73424,112764043,0,0.1249003,0.1215176,0.1892603,0,1
379257,453263622,0,0.1363318,0.1552506,0.2282182,0,4
429053,508863873,0,0.00310365,0.00242625,0.00268698,0,4
100834,143563385,0,0.1712111,0.1443434,0.2938069,0,1
24486,58463272,0,0.1294069,0.1224373,0.1506425,0,0
417776,496063995,0,0.1172657,0.1111144,0.1734996,0,4
94696,136663646,0,0.2536657,0.1563514,0.3721818,0,1
300019,365263836,0,0.08421107,0.08536178,0.00296275,0,3
62335,100463965,0,0.1162118,0.1197762,0.1705421,0,0
209734,264864012,0,6.00E-07,6.00E-07,6.00E-07,0,2
298852,363963523,0,0.07655943,0.08016305,0.00273488,0,3
328919,397363491,0,0.1137698,0.1048119,0.00274171,0,3
434955,516263412,0,0.00285985,0.00301191,0.00279107,0,4
98609,141063552,0,0.2111273,0.1329961,0.3716097,0,1
177450,228963378,0,0.1117424,0.124783,0.1875241,0,0
358810,430563539,0,0.1364957,0.123034,0.196089,0,0
50252,87063494,0,0.1227316,0.1135272,0.1945654,0,0
160617,210263361,0,0.1339538,0.1200724,0.1980459,0,0
303342,368964022,0,0.08303384,0.07384854,0.00257806,0,3
137490,184563645,0,0.1484847,0.1357204,0.2158581,0,0
260919,321763743,0,0.1144892,0.1274373,0.1995714,0,0
100656,143363465,0,0.1708028,0.1314563,0.3149041,0,1
385999,460763954,0,0.1442492,0.1535837,0.2882977,0,4
